OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,zonal_0219_5m_p95_max,zonal_0219_5m_p95_min,zonal_0219_5m_p95_mean,zonal_0219_5m_p5_max,zonal_0219_5m_p5_min,zonal_0219_5m_p5_mean,zonal_0219_5m_max_min,zonal_0219_5m_max_mean,zonal_0219_5m_med_max,zonal_0219_5m_med_min,zonal_0219_5m_med_mean,zonal_0219_5m_min_max,zonal_0219_5m_min_mean,zonal_0219_5m_range_max,zonal_0219_5m_range_min,zonal_0219_5m_range_mean,zonal_0219_2m_max_min,zonal_0219_2m_max_mean,zonal_0219_2m_med_max,zonal_0219_2m_med_min,zonal_0219_2m_med_mean,zonal_0219_2m_min_max,zonal_0219_2m_min_mean,zonal_0219_2m_range_max,zonal_0219_2m_range_min,zonal_0219_2m_range_mean,zonal_0219_2m_p5_max,zonal_0219_2m_p5_min,zonal_0219_2m_p5_mean,zonal_0219_2m_p95_max,zonal_0219_2m_p95_min,zonal_0219_2m_p95_mean,zonal_0219_1m_max_min,zonal_0219_1m_max_mean,zonal_0219_1m_med_max,zonal_0219_1m_med_min,zonal_0219_1m_med_mean,zonal_0219_1m_min_max,zonal_0219_1m_min_mean,zonal_0219_1m_range_max,zonal_0219_1m_range_min,zonal_0219_1m_range_mean,zonal_0219_1m_p5_max,zonal_0219_1m_p5_min,zonal_0219_1m_p5_mean,zonal_0219_1m_p95_max,zonal_0219_1m_p95_min,zonal_0219_1m_p95_mean,zonal_0219_50cm_max_min,zonal_0219_50cm_max_mean,zonal_0219_50cm_med_max,zonal_0219_50cm_med_min,zonal_0219_50cm_med_mean,zonal_0219_50cm_min_max,zonal_0219_50cm_min_mean,zonal_0219_50cm_range_max,zonal_0219_50cm_range_min,zonal_0219_50cm_range_mean,zonal_0219_50cm_p5_max,zonal_0219_50cm_p5_min,zonal_0219_50cm_p5_mean,zonal_0219_50cm_p95_max,zonal_0219_50cm_p95_min,zonal_0219_50cm_p95_mean,zonal_0219_25cm_max_min,zonal_0219_25cm_max_mean,zonal_0219_25cm_med_max,zonal_0219_25cm_med_min,zonal_0219_25cm_med_mean,zonal_0219_25cm_min_max,zonal_0219_25cm_min_mean,zonal_0219_25cm_range_max,zonal_0219_25cm_range_min,zonal_0219_25cm_range_mean,zonal_0219_25cm_p95_max,zonal_0219_25cm_p95_min,zonal_0219_25cm_p95_mean,zonal_0219_25cm_p5_max,zonal_0219_25cm_p5_min,zonal_0219_25cm_p5_mean
1026,0.0082909,0.1453330,0.0007465,0.0013270,0.0029806,0.0052639,0.0070086,0.0041364,0.0051371,0.0008440,0.0007015,0.0007538,0.0097793,0.0159888,0.0024690,0.0017944,0.0020177,0.0001941,0.0001687,0.0249595,0.0096391,0.0158201,0.0058092,0.0117018,0.0032955,0.0015976,0.0020437,0.0003612,0.0002483,0.0248993,0.0056306,0.0114534,0.0010910,0.0006419,0.0007632,0.0082138,0.0034985,0.0050509,0.0037004,0.0085458,0.0045743,0.0013333,0.0020887,0.0007042,0.0003432,0.0245958,0.0034183,0.0082026,0.0014418,0.0005316,0.0007941,0.0122633,0.0026586,0.0049061,0.0025791,0.0066725,0.0055940,0.0010270,0.0021418,0.0013150,0.0004698,0.0245958,0.0022262,0.0062028,0.0019990,0.0004473,0.0008460,0.0158769,0.0019179,0.0047035,0.0013727,0.0050726,0.0086929,0.0007865,0.0022097,0.0032332,0.0006750,0.0242212,0.0009914,0.0043976,0.0192845,0.0012414,0.0043071,0.0037297,0.0002859,0.0009612
1027,0.0043151,0.1289682,0.0007386,0.0012927,0.0028571,0.0049303,0.0057765,0.0040525,0.0049364,0.0007953,0.0007080,0.0007420,0.0094461,0.0222887,0.0021921,0.0017785,0.0019371,0.0002433,0.0002019,0.0488132,0.0092028,0.0220867,0.0055535,0.0121974,0.0030275,0.0015117,0.0019865,0.0004069,0.0002748,0.0487247,0.0053162,0.0119226,0.0009716,0.0006278,0.0007659,0.0132180,0.0033967,0.0048892,0.0041321,0.0080758,0.0040334,0.0013338,0.0020237,0.0006290,0.0003442,0.0485976,0.0039023,0.0077316,0.0012946,0.0005856,0.0007888,0.0236721,0.0027750,0.0047115,0.0026195,0.0061588,0.0136654,0.0010368,0.0020932,0.0012604,0.0004666,0.0477940,0.0023653,0.0056921,0.0030172,0.0004655,0.0008414,0.0352699,0.0019646,0.0044618,0.0014357,0.0048309,0.0217242,0.0008269,0.0021589,0.0054574,0.0006691,0.0467828,0.0009474,0.0041618,0.0457973,0.0012951,0.0041039,0.0096144,0.0003236,0.0009485
1028,0.0030888,0.0589222,0.0009263,0.0017395,0.0043728,0.0083315,0.0100803,0.0063154,0.0081968,0.0010768,0.0008110,0.0009550,0.0233602,0.0349056,0.0032131,0.0021742,0.0028084,0.0002863,0.0002551,0.0561774,0.0231438,0.0346505,0.0059485,0.0191947,0.0048081,0.0016007,0.0029501,0.0003793,0.0003131,0.0560887,0.0057076,0.0188816,0.0013248,0.0006471,0.0010123,0.0166390,0.0032490,0.0077738,0.0039619,0.0133769,0.0081686,0.0014706,0.0030474,0.0008209,0.0004360,0.0559401,0.0037215,0.0129409,0.0022538,0.0006099,0.0010649,0.0251614,0.0029685,0.0074147,0.0029157,0.0098392,0.0125196,0.0011716,0.0031432,0.0017652,0.0006002,0.0550805,0.0025408,0.0092390,0.0034564,0.0004361,0.0011540,0.0342265,0.0023916,0.0069476,0.0016551,0.0075151,0.0190338,0.0007122,0.0032526,0.0055892,0.0009060,0.0532253,0.0011837,0.0066091,0.0452039,0.0014722,0.0063583,0.0071808,0.0003349,0.0013341
1029,0.0035109,0.0399840,0.0008072,0.0014688,0.0036855,0.0074291,0.0096154,0.0041522,0.0071133,0.0009980,0.0007041,0.0008433,0.0110416,0.0284907,0.0029651,0.0017459,0.0023760,0.0002913,0.0002252,0.0472504,0.0108340,0.0282655,0.0061902,0.0181518,0.0045726,0.0015792,0.0024452,0.0004401,0.0002943,0.0471110,0.0058485,0.0178574,0.0013043,0.0006415,0.0008759,0.0137375,0.0035389,0.0068506,0.0035392,0.0121478,0.0057256,0.0013059,0.0025466,0.0007872,0.0003948,0.0468792,0.0032755,0.0117530,0.0017333,0.0005728,0.0009280,0.0171284,0.0026171,0.0065408,0.0027296,0.0088276,0.0089177,0.0012051,0.0026443,0.0015722,0.0005363,0.0465376,0.0024294,0.0082913,0.0027175,0.0004875,0.0009972,0.0283311,0.0022399,0.0061125,0.0017888,0.0066348,0.0210160,0.0007952,0.0027648,0.0035315,0.0007921,0.0457295,0.0013006,0.0058428,0.0409240,0.0013771,0.0055450,0.0055514,0.0003524,0.0011526
1030,0.0020805,0.0393819,0.0008709,0.0015791,0.0036939,0.0066050,0.0071516,0.0059234,0.0065889,0.0008973,0.0008396,0.0008754,0.0182571,0.0264624,0.0025583,0.0022003,0.0024195,0.0002674,0.0001935,0.0319481,0.0179897,0.0262689,0.0070916,0.0149865,0.0033489,0.0017709,0.0024752,0.0004028,0.0002917,0.0317691,0.0067951,0.0146948,0.0011493,0.0007130,0.0009083,0.0098009,0.0042027,0.0063988,0.0051690,0.0111007,0.0053023,0.0015408,0.0025342,0.0007766,0.0003860,0.0316150,0.0047895,0.0107147,0.0015867,0.0006144,0.0009388,0.0160622,0.0032236,0.0062027,0.0032167,0.0084261,0.0069067,0.0011171,0.0025969,0.0011835,0.0005366,0.0313399,0.0026692,0.0078895,0.0024470,0.0005076,0.0009919,0.0211518,0.0025515,0.0059733,0.0015427,0.0064443,0.0139084,0.0008179,0.0026987,0.0032425,0.0007838,0.0293660,0.0013439,0.0056606,0.0294451,0.0014098,0.0054286,0.0044996,0.0004031,0.0011268
1031,0.0027787,0.0287670,0.0009332,0.0017261,0.0040333,0.0072341,0.0078624,0.0065287,0.0072423,0.0010662,0.0008723,0.0009437,0.0178185,0.0262880,0.0029225,0.0024456,0.0026555,0.0003139,0.0002348,0.0354248,0.0176507,0.0260532,0.0081979,0.0172060,0.0034831,0.0020352,0.0026920,0.0004148,0.0002997,0.0354091,0.0079325,0.0169062,0.0011896,0.0007515,0.0009595,0.0122624,0.0045104,0.0070863,0.0057808,0.0119213,0.0066466,0.0017882,0.0027783,0.0006972,0.0004107,0.0351558,0.0053769,0.0115106,0.0018541,0.0006531,0.0010014,0.0170427,0.0038213,0.0067884,0.0040308,0.0089630,0.0091001,0.0013121,0.0028639,0.0016289,0.0005671,0.0342663,0.0036459,0.0083959,0.0029431,0.0005223,0.0010759,0.0237144,0.0027870,0.0064222,0.0019530,0.0069818,0.0125019,0.0009262,0.0029691,0.0033074,0.0008387,0.0336948,0.0015124,0.0061431,0.0294706,0.0016829,0.0058742,0.0051986,0.0003679,0.0012248
1032,0.0034896,0.0339757,0.0008296,0.0014817,0.0033189,0.0057908,0.0068187,0.0048557,0.0058025,0.0008792,0.0008026,0.0008308,0.0105969,0.0186434,0.0024063,0.0020602,0.0022123,0.0002370,0.0002175,0.0327973,0.0103599,0.0184259,0.0073327,0.0125656,0.0036728,0.0017645,0.0022809,0.0004399,0.0002941,0.0327803,0.0071110,0.0122715,0.0011529,0.0007083,0.0008525,0.0106202,0.0040464,0.0055668,0.0044035,0.0094489,0.0047292,0.0015409,0.0023219,0.0006536,0.0003761,0.0326338,0.0040748,0.0090728,0.0013325,0.0005970,0.0008796,0.0140488,0.0030808,0.0054316,0.0031500,0.0073105,0.0099933,0.0011711,0.0023764,0.0022014,0.0005104,0.0321647,0.0028466,0.0068001,0.0034978,0.0004779,0.0009334,0.0217495,0.0022989,0.0052221,0.0017642,0.0056558,0.0107311,0.0008429,0.0024559,0.0035731,0.0007374,0.0313296,0.0013478,0.0049184,0.0302308,0.0015246,0.0047853,0.0045804,0.0003392,0.0010604
1033,0.0040369,0.0486166,0.0007842,0.0013992,0.0033243,0.0069376,0.0119431,0.0042640,0.0065934,0.0009896,0.0007111,0.0008111,0.0115285,0.0365667,0.0032084,0.0017676,0.0022537,0.0001995,0.0001797,0.0999805,0.0113557,0.0363870,0.0056936,0.0194165,0.0059078,0.0014339,0.0023533,0.0003978,0.0002700,0.0998916,0.0055131,0.0191465,0.0016613,0.0006265,0.0008524,0.0185620,0.0031299,0.0062985,0.0044389,0.0122681,0.0080172,0.0013959,0.0024191,0.0007574,0.0003631,0.0995563,0.0041531,0.0119050,0.0018099,0.0005318,0.0008799,0.0352865,0.0028253,0.0061486,0.0030808,0.0087448,0.0160557,0.0010455,0.0025029,0.0013675,0.0005017,0.0990290,0.0026821,0.0082431,0.0030388,0.0004299,0.0009431,0.0575557,0.0023058,0.0058799,0.0015204,0.0063351,0.0358459,0.0006784,0.0026055,0.0044531,0.0007458,0.0960742,0.0011292,0.0055894,0.0860746,0.0013808,0.0053128,0.0072482,0.0003369,0.0010844
1034,0.0201783,0.1106777,0.0008465,0.0015125,0.0034626,0.0062380,0.0084846,0.0046405,0.0059054,0.0010590,0.0007789,0.0008777,0.0126748,0.0356226,0.0031443,0.0019608,0.0023543,0.0002440,0.0002091,0.0778616,0.0124651,0.0354135,0.0070257,0.0156917,0.0047081,0.0018099,0.0023951,0.0004317,0.0003032,0.0777472,0.0067215,0.0153885,0.0014322,0.0007268,0.0008944,0.0118018,0.0039181,0.0058693,0.0046908,0.0106562,0.0049964,0.0016437,0.0024379,0.0007141,0.0003898,0.0775742,0.0044418,0.0102664,0.0017826,0.0006411,0.0009141,0.0132584,0.0033456,0.0057109,0.0027392,0.0078046,0.0063825,0.0010943,0.0024952,0.0012787,0.0005294,0.0772061,0.0023510,0.0072752,0.0022582,0.0005350,0.0009591,0.0167424,0.0022826,0.0054934,0.0018073,0.0059922,0.0114344,0.0007945,0.0025686,0.0026403,0.0007631,0.0762908,0.0014575,0.0052290,0.0579073,0.0015126,0.0050545,0.0056023,0.0004112,0.0010980
1035,0.0052252,0.1320990,0.0007677,0.0013528,0.0029600,0.0048928,0.0054553,0.0045530,0.0048959,0.0008193,0.0007464,0.0007703,0.0092191,0.0139243,0.0021637,0.0019084,0.0020025,0.0002564,0.0002121,0.0172703,0.0089627,0.0137122,0.0071627,0.0105860,0.0029192,0.0016501,0.0020375,0.0003915,0.0002835,0.0171245,0.0069054,0.0103026,0.0009955,0.0006917,0.0007834,0.0069218,0.0036598,0.0048101,0.0043817,0.0080422,0.0034730,0.0014895,0.0020597,0.0006165,0.0003506,0.0169058,0.0040071,0.0076916,0.0013879,0.0006114,0.0008012,0.0083396,0.0031373,0.0047569,0.0027000,0.0062677,0.0049251,0.0010785,0.0021120,0.0012567,0.0004625,0.0165247,0.0023238,0.0058052,0.0017301,0.0004734,0.0008493,0.0112782,0.0023023,0.0045364,0.0016301,0.0049313,0.0078099,0.0007028,0.0021738,0.0021114,0.0006720,0.0153858,0.0011805,0.0042593,0.0147409,0.0015393,0.0041852,0.0030732,0.0003420,0.0009544
1036,0.0054123,0.1120786,0.0008433,0.0015083,0.0035393,0.0067832,0.0096938,0.0049449,0.0062606,0.0011314,0.0007870,0.0008821,0.0122343,0.0201599,0.0034825,0.0019658,0.0024037,0.0002248,0.0002110,0.0307880,0.0120095,0.0199489,0.0060022,0.0135803,0.0047191,0.0016153,0.0024555,0.0005953,0.0002957,0.0303831,0.0057854,0.0132846,0.0016327,0.0006682,0.0009136,0.0124884,0.0034690,0.0060628,0.0046686,0.0102419,0.0063360,0.0015306,0.0025029,0.0007738,0.0003864,0.0303831,0.0043596,0.0098555,0.0021264,0.0006167,0.0009473,0.0143666,0.0032368,0.0058856,0.0031676,0.0078044,0.0086903,0.0012676,0.0025653,0.0020701,0.0005417,0.0303831,0.0028974,0.0072626,0.0032814,0.0004661,0.0010003,0.0174621,0.0024392,0.0056311,0.0018179,0.0061148,0.0119121,0.0008465,0.0026576,0.0047694,0.0007841,0.0283933,0.0014869,0.0053307,0.0264509,0.0015423,0.0051781,0.0055849,0.0003679,0.0011363
1037,0.0042235,0.0474288,0.0010470,0.0019926,0.0049678,0.0090508,0.0097734,0.0082162,0.0090493,0.0012109,0.0009535,0.0010611,0.0288259,0.0444194,0.0036834,0.0027539,0.0032071,0.0003056,0.0002608,0.0553250,0.0285623,0.0441586,0.0082299,0.0215144,0.0056211,0.0019851,0.0033372,0.0004710,0.0003392,0.0552708,0.0078570,0.0211752,0.0013708,0.0007955,0.0011040,0.0166271,0.0041572,0.0085638,0.0049041,0.0152329,0.0078929,0.0018653,0.0034243,0.0010365,0.0004729,0.0547607,0.0046138,0.0147601,0.0027001,0.0007036,0.0011798,0.0216596,0.0034312,0.0082375,0.0034072,0.0111820,0.0122232,0.0014228,0.0035296,0.0019959,0.0006603,0.0545739,0.0028876,0.0105217,0.0042595,0.0005243,0.0012691,0.0288507,0.0029049,0.0078753,0.0019752,0.0086162,0.0162959,0.0009608,0.0036341,0.0052533,0.0009873,0.0532598,0.0013707,0.0076289,0.0472411,0.0018682,0.0072090,0.0074467,0.0004373,0.0014720
1038,0.0038881,0.0333772,0.0007877,0.0014110,0.0032702,0.0060085,0.0076142,0.0044306,0.0057868,0.0009126,0.0007214,0.0008124,0.0097545,0.0195807,0.0027066,0.0018106,0.0021925,0.0002623,0.0002021,0.0351276,0.0095834,0.0193786,0.0059297,0.0138665,0.0036247,0.0015336,0.0022274,0.0004177,0.0002842,0.0351276,0.0056813,0.0135823,0.0011971,0.0006398,0.0008273,0.0102749,0.0034659,0.0056393,0.0038015,0.0103798,0.0047772,0.0013483,0.0022575,0.0006554,0.0003566,0.0348473,0.0035131,0.0100232,0.0014974,0.0005630,0.0008544,0.0118658,0.0029608,0.0055469,0.0030663,0.0076038,0.0066933,0.0011919,0.0023359,0.0010711,0.0004846,0.0348473,0.0026667,0.0071192,0.0027884,0.0004564,0.0009128,0.0169246,0.0021578,0.0052541,0.0015627,0.0057670,0.0093839,0.0006791,0.0024141,0.0046606,0.0007187,0.0328051,0.0011547,0.0050483,0.0334080,0.0012914,0.0048063,0.0050004,0.0003493,0.0010359
1039,0.0245086,0.0987477,0.0008487,0.0015181,0.0034082,0.0060899,0.0080352,0.0048146,0.0060941,0.0009443,0.0007733,0.0008600,0.0111505,0.0304634,0.0025885,0.0019685,0.0022817,0.0003104,0.0002155,0.0752298,0.0109207,0.0302479,0.0079472,0.0164878,0.0040484,0.0017177,0.0023237,0.0004339,0.0002988,0.0751387,0.0076807,0.0161891,0.0012147,0.0006680,0.0008777,0.0130374,0.0038949,0.0060367,0.0047270,0.0106427,0.0063059,0.0014268,0.0023872,0.0005854,0.0003712,0.0751149,0.0043335,0.0102715,0.0016468,0.0005966,0.0009050,0.0300511,0.0031816,0.0059433,0.0029847,0.0079837,0.0124870,0.0012489,0.0024574,0.0020775,0.0005176,0.0748401,0.0027182,0.0074660,0.0042214,0.0005034,0.0009621,0.0561440,0.0020939,0.0056635,0.0019553,0.0061445,0.0175694,0.0009799,0.0025490,0.0037573,0.0007626,0.0748401,0.0013859,0.0053819,0.0629597,0.0016371,0.0051832,0.0062737,0.0003821,0.0010853
1040,0.0056679,0.0739200,0.0008098,0.0014538,0.0033547,0.0061610,0.0068778,0.0045985,0.0060735,0.0009175,0.0007252,0.0008246,0.0181985,0.0224596,0.0025708,0.0018770,0.0022227,0.0002431,0.0002048,0.0241736,0.0180382,0.0222547,0.0067139,0.0130361,0.0034839,0.0016211,0.0023015,0.0003898,0.0002797,0.0240223,0.0065103,0.0127565,0.0011688,0.0006781,0.0008535,0.0104920,0.0037852,0.0057603,0.0049473,0.0096529,0.0052681,0.0015417,0.0023591,0.0007859,0.0003806,0.0239764,0.0047094,0.0092723,0.0017806,0.0005559,0.0008889,0.0136608,0.0033625,0.0055694,0.0023853,0.0073963,0.0066857,0.0011824,0.0024181,0.0013774,0.0005197,0.0235532,0.0020276,0.0068765,0.0025625,0.0004106,0.0009440,0.0197440,0.0020095,0.0053199,0.0017760,0.0057798,0.0103532,0.0007342,0.0025021,0.0032709,0.0007579,0.0235532,0.0012333,0.0050218,0.0228895,0.0016488,0.0048888,0.0038532,0.0003278,0.0010827
1041,0.0051973,0.0694763,0.0008802,0.0016008,0.0036819,0.0063461,0.0072220,0.0052945,0.0062645,0.0009094,0.0008426,0.0008839,0.0188173,0.0232105,0.0027395,0.0021731,0.0024457,0.0002056,0.0001932,0.0312437,0.0186445,0.0230174,0.0070701,0.0139723,0.0035802,0.0019005,0.0024866,0.0004140,0.0002976,0.0312264,0.0068345,0.0136747,0.0012202,0.0007571,0.0009067,0.0088698,0.0039945,0.0061023,0.0049233,0.0103812,0.0049451,0.0015788,0.0025459,0.0007786,0.0003894,0.0310136,0.0046087,0.0099918,0.0015594,0.0006578,0.0009451,0.0171629,0.0032271,0.0059863,0.0033327,0.0079685,0.0085720,0.0012649,0.0026084,0.0012033,0.0005369,0.0302737,0.0029733,0.0074316,0.0024333,0.0005342,0.0009956,0.0236550,0.0022197,0.0056953,0.0017880,0.0062210,0.0162349,0.0009007,0.0026854,0.0063892,0.0007888,0.0265862,0.0012490,0.0054321,0.0277628,0.0016113,0.0052520,0.0078318,0.0003883,0.0011365
1042,0.0040678,0.0450457,0.0008299,0.0015094,0.0035183,0.0063998,0.0080580,0.0054308,0.0063384,0.0009590,0.0007656,0.0008417,0.0144105,0.0246370,0.0027724,0.0020811,0.0023138,0.0002670,0.0001994,0.0346398,0.0142950,0.0244375,0.0070799,0.0135834,0.0038696,0.0016732,0.0023921,0.0004909,0.0002833,0.0344159,0.0068682,0.0133000,0.0013375,0.0006916,0.0008690,0.0119199,0.0039708,0.0060934,0.0048511,0.0103268,0.0054072,0.0015207,0.0024374,0.0006863,0.0003708,0.0342247,0.0044653,0.0099560,0.0016799,0.0005729,0.0009045,0.0196497,0.0033278,0.0059218,0.0024016,0.0078667,0.0096079,0.0010504,0.0025109,0.0013948,0.0005139,0.0337314,0.0020445,0.0073528,0.0028181,0.0004777,0.0009693,0.0273696,0.0019928,0.0056411,0.0018405,0.0060989,0.0185849,0.0008955,0.0025981,0.0033573,0.0007639,0.0327369,0.0014205,0.0053351,0.0312743,0.0014799,0.0051505,0.0058363,0.0003380,0.0011073
1043,0.0032986,0.0326060,0.0008124,0.0014623,0.0033528,0.0059310,0.0062781,0.0053330,0.0059368,0.0008555,0.0007902,0.0008145,0.0207323,0.0235544,0.0023255,0.0020918,0.0022081,0.0002371,0.0002055,0.0264429,0.0205392,0.0233488,0.0071352,0.0136344,0.0035858,0.0016863,0.0022557,0.0004087,0.0002903,0.0263903,0.0069295,0.0133442,0.0011208,0.0006819,0.0008402,0.0092547,0.0038846,0.0058063,0.0048358,0.0099850,0.0049496,0.0014915,0.0023082,0.0006236,0.0003648,0.0261790,0.0044706,0.0096202,0.0013609,0.0006066,0.0008627,0.0138224,0.0032049,0.0056544,0.0028232,0.0076122,0.0072287,0.0010764,0.0023689,0.0012512,0.0004911,0.0261790,0.0024301,0.0071211,0.0025019,0.0005169,0.0009250,0.0220209,0.0019342,0.0054044,0.0017815,0.0058461,0.0099583,0.0009093,0.0024601,0.0029304,0.0007295,0.0248404,0.0012864,0.0051166,0.0250246,0.0016031,0.0049092,0.0037347,0.0003749,0.0010535
1044,0.0032095,0.0521710,0.0007976,0.0014069,0.0031652,0.0056436,0.0068391,0.0042530,0.0056108,0.0008554,0.0007157,0.0008063,0.0104959,0.0178848,0.0023236,0.0017943,0.0021263,0.0002253,0.0002097,0.0219665,0.0103082,0.0176751,0.0069452,0.0117882,0.0036476,0.0015531,0.0021963,0.0003919,0.0002612,0.0218872,0.0067575,0.0115270,0.0011480,0.0006330,0.0008340,0.0091084,0.0035655,0.0053324,0.0048849,0.0091417,0.0045282,0.0014239,0.0022401,0.0005685,0.0003556,0.0218872,0.0045333,0.0087861,0.0015349,0.0005885,0.0008610,0.0100848,0.0032255,0.0051533,0.0024841,0.0070007,0.0058697,0.0011201,0.0022868,0.0010868,0.0004929,0.0216959,0.0022075,0.0065078,0.0020615,0.0004916,0.0009116,0.0158077,0.0020802,0.0050015,0.0018052,0.0054413,0.0085849,0.0007835,0.0023605,0.0035127,0.0007209,0.0211445,0.0014322,0.0047204,0.0192183,0.0013771,0.0045902,0.0043972,0.0003094,0.0010292
1045,0.0024683,0.0372816,0.0007790,0.0013651,0.0030121,0.0054041,0.0080419,0.0041323,0.0054538,0.0008925,0.0007285,0.0007917,0.0087420,0.0332441,0.0024295,0.0018161,0.0020491,0.0002787,0.0002075,0.0990192,0.0085577,0.0330366,0.0063164,0.0145342,0.0032424,0.0016124,0.0020861,0.0003861,0.0002791,0.0990192,0.0061111,0.0142552,0.0010957,0.0006319,0.0008083,0.0176355,0.0036588,0.0055254,0.0046708,0.0094263,0.0084229,0.0014441,0.0021624,0.0008759,0.0003587,0.0984451,0.0043858,0.0090676,0.0018706,0.0005440,0.0008342,0.0343544,0.0031850,0.0052314,0.0031292,0.0070629,0.0161325,0.0011839,0.0022227,0.0027024,0.0004869,0.0965954,0.0028274,0.0065760,0.0063648,0.0004528,0.0008826,0.0504780,0.0022980,0.0049824,0.0017083,0.0054090,0.0266203,0.0008612,0.0023112,0.0063353,0.0007023,0.0929626,0.0012241,0.0047068,0.0742979,0.0015188,0.0045548,0.0082478,0.0003429,0.0010020
1046,0.0043246,0.0483724,0.0009727,0.0018375,0.0046377,0.0097985,0.0127660,0.0078902,0.0097734,0.0010783,0.0009108,0.0009791,0.0362146,0.0656019,0.0033237,0.0026764,0.0029500,0.0002920,0.0002368,0.1397973,0.0360033,0.0653651,0.0092837,0.0286718,0.0052672,0.0021259,0.0031084,0.0005520,0.0003187,0.1395373,0.0090570,0.0283531,0.0013768,0.0008362,0.0010108,0.0214416,0.0046284,0.0092434,0.0067001,0.0185348,0.0086020,0.0017389,0.0032104,0.0009659,0.0004226,0.1395373,0.0062353,0.0181122,0.0025272,0.0007257,0.0010867,0.0333716,0.0040133,0.0089632,0.0037685,0.0122084,0.0137828,0.0014334,0.0033563,0.0018566,0.0006088,0.1394959,0.0034940,0.0115997,0.0045120,0.0005682,0.0011884,0.0868158,0.0029496,0.0083460,0.0019889,0.0089542,0.0279707,0.0009860,0.0035415,0.0058408,0.0009402,0.1381529,0.0016074,0.0080140,0.1201335,0.0018426,0.0074527,0.0070979,0.0004390,0.0014007
1047,0.0073774,0.0662421,0.0010541,0.0020014,0.0049752,0.0092514,0.0107807,0.0074427,0.0092111,0.0011516,0.0009967,0.0010577,0.0240215,0.0338864,0.0035838,0.0028654,0.0032311,0.0002772,0.0002555,0.0427398,0.0237483,0.0336308,0.0099857,0.0228639,0.0046449,0.0025499,0.0032948,0.0004960,0.0003550,0.0427534,0.0096454,0.0225088,0.0012922,0.0008940,0.0010791,0.0146261,0.0057840,0.0090256,0.0081034,0.0165139,0.0068873,0.0020438,0.0033686,0.0008062,0.0004448,0.0426839,0.0075934,0.0160691,0.0022585,0.0007455,0.0011266,0.0208687,0.0048567,0.0087806,0.0035290,0.0118528,0.0100099,0.0015649,0.0035003,0.0019251,0.0006448,0.0416395,0.0032111,0.0112080,0.0039737,0.0006513,0.0012439,0.0290387,0.0029436,0.0081820,0.0021806,0.0088734,0.0202991,0.0010774,0.0036419,0.0050947,0.0009889,0.0403679,0.0017415,0.0078844,0.0412474,0.0019296,0.0074646,0.0067763,0.0004061,0.0014490
1048,0.0044433,0.0639242,0.0009609,0.0017623,0.0040806,0.0071688,0.0080294,0.0059591,0.0070812,0.0011008,0.0009127,0.0009683,0.0179326,0.0238452,0.0032259,0.0024959,0.0027308,0.0002987,0.0002686,0.0283432,0.0176339,0.0235766,0.0069336,0.0159374,0.0040112,0.0019462,0.0027777,0.0005057,0.0003274,0.0283007,0.0065981,0.0156100,0.0013342,0.0008218,0.0009934,0.0104001,0.0043410,0.0069071,0.0057467,0.0116197,0.0047166,0.0017956,0.0028262,0.0007420,0.0004163,0.0280774,0.0053131,0.0112034,0.0014753,0.0006946,0.0010188,0.0160714,0.0040068,0.0067469,0.0039111,0.0089510,0.0079918,0.0013882,0.0029057,0.0014289,0.0005674,0.0274650,0.0035811,0.0083836,0.0027602,0.0006244,0.0010884,0.0221135,0.0027177,0.0064223,0.0022472,0.0070189,0.0109463,0.0010340,0.0029971,0.0034503,0.0008444,0.0269450,0.0017800,0.0061745,0.0269952,0.0018120,0.0059197,0.0049888,0.0004488,0.0012409
1049,0.0027614,0.0500068,0.0008926,0.0016304,0.0037439,0.0063241,0.0066602,0.0057910,0.0063056,0.0009516,0.0008601,0.0008948,0.0156656,0.0203534,0.0026814,0.0023721,0.0024907,0.0002523,0.0002190,0.0261094,0.0154132,0.0201344,0.0084598,0.0134873,0.0030792,0.0021771,0.0025126,0.0004198,0.0003077,0.0258969,0.0081525,0.0131796,0.0010977,0.0007897,0.0009014,0.0083295,0.0050531,0.0062645,0.0055303,0.0103313,0.0041694,0.0018666,0.0025679,0.0006517,0.0003978,0.0258630,0.0051674,0.0099335,0.0013760,0.0006971,0.0009316,0.0109113,0.0041878,0.0060284,0.0033189,0.0082602,0.0065987,0.0012817,0.0026134,0.0013181,0.0005325,0.0258630,0.0030355,0.0077276,0.0025813,0.0005630,0.0009879,0.0126727,0.0024603,0.0058206,0.0020837,0.0063664,0.0087417,0.0008559,0.0026986,0.0028069,0.0007822,0.0255154,0.0015739,0.0055842,0.0228084,0.0017737,0.0053755,0.0033239,0.0004277,0.0011305
