OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28,CLASS_29,CLASS_30,CLASS_31,CLASS_32
328,OBJEC_371,0,0,0,0,0,4,33,358,1963,6098,12284,20049,21253,20230,14078,8865,4492,1314,201,0,0,0,0,0,0,0,0,0,0,0,0,0
329,OBJEC_372,0,0,0,0,0,10,166,1668,7465,16905,23985,23267,10935,8523,8187,5322,2706,988,302,156,130,85,36,53,0,0,0,0,0,0,0,0
330,OBJEC_373,0,0,0,0,0,1,16,206,1430,5456,13183,22666,25651,22999,13413,5273,1124,125,13,0,0,0,0,0,0,0,0,0,0,0,0,0
331,OBJEC_374,0,0,0,0,0,0,4,55,286,1245,3776,8132,13917,20723,23685,18980,11377,5274,1989,737,355,165,140,44,5,0,0,0,0,0,0,0
332,OBJEC_375,0,0,0,0,0,1,9,104,679,2855,7971,15845,22947,26193,20545,10577,2705,417,41,0,0,0,0,0,0,0,0,0,0,0,0,0
333,OBJEC_377,0,0,0,0,1,1,39,363,2137,7320,16153,25226,25103,19281,9962,4056,1021,192,27,7,0,0,0,0,0,0,0,0,0,0,0,0
334,OBJEC_378,0,0,0,0,0,2,19,217,1277,5322,12767,21989,25620,23420,13379,5618,1331,217,44,0,0,0,0,0,0,0,0,0,0,0,0,0
335,OBJEC_379,0,0,0,0,0,5,43,367,2129,7357,16318,24545,25418,19831,10055,3752,900,152,17,0,0,0,0,0,0,0,0,0,0,0,0,0
336,OBJEC_380,0,0,0,0,0,1,18,151,1026,4037,10358,18454,23168,22447,15987,9392,3967,1521,517,150,22,6,0,0,0,0,0,0,0,0,0,0
337,OBJEC_381,0,0,0,0,0,4,8,127,835,3391,8619,15241,20725,21490,17429,11579,5867,2587,1289,833,457,215,144,151,171,38,22,0,0,0,0,0
338,OBJEC_382,0,0,0,0,0,1,1,8,46,225,774,2078,4705,9058,15524,22122,21905,16609,9809,4869,2210,956,249,46,22,5,0,0,0,0,0,0
339,OBJEC_383,0,0,0,0,1,2,9,111,632,2875,7889,15852,23536,27229,18923,8718,2719,1172,515,361,273,176,100,87,37,5,0,0,0,0,0,0
340,OBJEC_384,0,0,0,0,0,0,15,171,880,3994,10570,19266,25366,25280,16158,7073,1780,255,65,16,0,0,0,0,0,0,0,0,0,0,0,0
341,OBJEC_385,0,0,0,0,0,1,34,329,1887,6256,14006,22157,26120,22445,11973,4084,1189,354,51,3,0,0,0,0,0,0,0,0,0,0,0,0
342,OBJEC_386,0,0,0,0,0,2,54,489,2685,9049,19513,28726,26775,17217,5816,851,41,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,OBJEC_387,0,0,0,1,0,2,91,823,4276,11450,20249,24586,19848,13056,6553,3967,2902,1599,698,304,190,137,94,50,13,0,0,0,0,0,0,0
344,OBJEC_388,0,0,1,0,2,25,335,2995,12596,25543,31212,24409,10079,3063,565,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,OBJEC_391,0,0,0,0,0,0,23,193,1165,4496,10929,18766,22357,21063,14831,8991,4491,2000,1066,552,379,202,49,3,0,0,0,0,0,0,0,0
346,OBJEC_392,0,0,0,0,0,1,37,277,1728,6340,14716,24822,27129,21888,10475,3106,616,79,8,0,0,0,0,0,0,0,0,0,0,0,0,0
347,OBJEC_393,0,0,0,0,0,0,4,57,416,1801,5546,11519,17485,21888,20358,15431,8963,4294,2015,954,329,133,29,0,0,0,0,0,0,0,0,0
348,OBJEC_394,0,0,0,0,0,3,10,92,641,3053,8564,16921,24207,27090,19284,8545,2424,538,112,46,20,6,0,0,0,0,0,0,0,0,0,0
349,OBJEC_395,0,0,0,0,1,1,27,233,1420,4965,11203,19839,23158,21949,15126,7968,3651,1329,295,57,0,0,0,0,0,0,0,0,0,0,0,0
350,OBJEC_396,0,0,0,0,0,3,23,190,1038,3508,8821,16513,22570,25053,18526,10018,3639,958,277,76,9,0,0,0,0,0,0,0,0,0,0,0
351,OBJEC_397,0,0,0,0,0,0,17,118,915,3867,10362,19429,24903,25632,16625,6901,1999,593,167,27,1,0,0,0,0,0,0,0,0,0,0,0
352,OBJEC_398,0,0,0,0,0,2,20,235,1603,5951,14021,22571,25539,21670,12437,5111,1335,307,84,3,0,0,0,0,0,0,0,0,0,0,0,0
353,OBJEC_399,0,0,0,0,0,1,25,257,1308,4350,9663,17647,20958,22163,15874,9349,5123,2581,1090,459,208,113,24,29,0,0,0,0,0,0,0,0
354,OBJEC_400,0,0,0,0,0,2,31,358,1926,7007,15899,25812,26699,20284,9498,2922,662,82,33,7,0,0,0,0,0,0,0,0,0,0,0,0
355,OBJEC_402,0,0,0,0,0,2,26,222,1215,4562,10904,18860,23555,22555,15099,8121,3794,1412,374,98,8,2,4,2,10,18,46,0,0,0,0,0
356,OBJEC_403,0,0,0,0,0,0,14,134,701,2832,7204,14412,20248,23958,21096,13345,5421,1149,280,94,1,0,0,0,0,0,0,0,0,0,0,0
357,OBJEC_404,0,0,0,0,0,0,3,65,449,1857,5266,10736,16314,21003,22341,18881,9519,3110,892,256,59,32,16,13,9,20,35,13,0,0,0,0
358,OBJEC_405,0,0,0,0,0,0,11,97,601,2575,7728,15707,23168,26915,20701,10192,2859,515,117,27,9,0,0,0,0,0,0,0,0,0,0,0
359,OBJEC_406,0,0,0,0,0,5,41,298,1698,5936,13488,22447,25053,21427,13097,5632,1498,245,24,0,0,0,0,0,0,0,0,0,0,0,0,0
360,OBJEC_407,0,0,0,0,0,3,42,380,2113,6746,13644,22226,23966,20834,13368,5915,1629,317,39,0,0,0,0,0,0,0,0,0,0,0,0,0
361,OBJEC_408,0,0,0,0,0,1,5,53,269,1170,3982,8752,15686,22744,25095,19345,9139,3266,991,297,80,14,0,0,0,0,0,0,0,0,0,0
362,OBJEC_409,0,0,0,0,0,0,8,74,544,2157,6074,12353,18952,23810,22015,15484,6904,1985,603,148,26,6,16,20,24,19,0,0,0,0,0,0
363,OBJEC_410,0,0,0,0,3,19,365,3132,12949,24555,28251,23829,10789,4303,1789,796,102,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,OBJEC_411,0,0,0,0,1,1,35,359,2018,6713,14413,22163,23016,20208,12188,6457,2577,811,196,44,18,4,0,0,0,0,0,0,0,0,0,0
365,OBJEC_413,0,0,0,0,0,3,28,297,1797,6279,14027,22361,25165,22028,12473,4936,1227,205,53,10,0,0,0,0,0,0,0,0,0,0,0,0
366,OBJEC_414,0,0,0,0,0,0,1,25,221,1124,3560,8425,15387,23092,25709,20077,9430,3137,960,272,110,24,2,0,0,0,0,0,0,0,0,0
367,OBJEC_415,0,0,0,0,0,0,4,39,305,1405,4385,9277,15160,20181,22491,18991,11279,4983,1791,635,236,49,9,2,0,0,0,0,0,0,0,0
368,OBJEC_416,0,0,0,0,1,3,31,353,2010,7051,15481,24711,26033,20492,10337,3641,820,205,47,6,0,0,0,0,0,0,0,0,0,0,0,0
369,OBJEC_417,0,0,0,1,3,26,492,3785,13338,20865,20065,14400,7627,7623,8557,7429,4378,1844,669,116,4,0,0,0,0,0,0,0,0,0,0,0
370,OBJEC_419,0,0,0,0,0,0,47,507,2605,7713,15469,24801,24083,19359,11195,3888,895,243,70,14,0,0,0,0,0,0,0,0,0,0,0,0
371,OBJEC_420,0,0,0,0,0,0,29,315,1732,6379,14540,23746,25662,20664,11308,4858,1633,309,43,4,0,0,0,0,0,0,0,0,0,0,0,0
372,OBJEC_421,0,0,0,1,0,3,23,278,1475,5597,13187,21962,25554,22608,13529,5316,1345,285,54,5,0,0,0,0,0,0,0,0,0,0,0,0
373,OBJEC_422,0,0,0,0,0,2,29,249,1433,5547,12971,22109,25967,23524,12858,4822,1486,206,19,0,0,0,0,0,0,0,0,0,0,0,0,0
374,OBJEC_423,0,0,0,0,0,0,21,243,1412,5111,11618,20834,24230,23421,14423,5470,2049,1002,586,231,106,63,20,20,24,5,0,0,0,0,0,0
375,OBJEC_424,0,0,0,0,0,0,11,87,487,1914,5518,11482,16885,22002,21646,15770,8775,4192,1718,572,145,18,0,0,0,0,0,0,0,0,0,0
376,OBJEC_425,0,0,0,0,0,3,50,412,2311,8147,17098,25825,25071,18792,9234,3258,860,144,12,5,0,0,0,0,0,0,0,0,0,0,0,0
377,OBJEC_426,0,0,0,0,0,1,13,103,597,2534,7231,14635,20767,24883,20857,12594,5133,1617,412,117,33,25,4,0,0,0,0,0,0,0,0,0
378,OBJEC_428,0,0,0,0,0,0,8,163,1132,4409,11497,20292,25599,25217,15114,5847,1563,344,37,0,0,0,0,0,0,0,0,0,0,0,0,0
379,OBJEC_429,0,0,0,0,0,1,18,207,1338,4785,11186,20077,23058,21960,13645,6493,3601,2306,1281,503,199,143,58,30,0,0,0,0,0,0,0,0
380,OBJEC_430,0,0,0,0,0,3,39,483,2654,8774,18654,27760,26465,18111,6635,1426,194,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,OBJEC_431,0,0,0,0,0,1,22,132,795,2582,5910,10415,13624,17133,18947,17643,12744,6534,2938,1311,526,234,56,9,0,0,0,0,0,0,0,0
382,OBJEC_432,0,0,0,0,0,0,3,113,672,2467,5897,11258,16653,21035,20870,16488,10516,3821,1039,298,89,3,0,0,0,0,0,0,0,0,0,0
383,OBJEC_433,0,0,0,0,0,3,50,356,2163,7144,15949,25534,26511,20280,9027,2828,901,318,112,34,9,3,0,0,0,0,0,0,0,0,0,0
384,OBJEC_434,0,0,0,0,3,14,172,1492,6477,15522,22725,25812,18379,12791,6214,1769,156,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,OBJEC_436,0,0,0,0,1,0,12,159,958,3209,6986,12100,16638,20943,21060,16065,8558,2956,928,263,48,5,0,0,0,0,0,0,0,0,0,0
386,OBJEC_438,0,0,0,0,0,0,22,151,963,3247,7382,12959,16715,20439,19077,13651,9270,4136,1714,582,280,182,111,8,0,0,0,0,0,0,0,0
387,OBJEC_439,0,0,0,0,0,0,5,59,468,2211,6603,13449,19556,23904,21820,13830,6038,1990,628,150,78,42,35,23,0,0,0,0,0,0,0,0
388,OBJEC_440,0,0,0,0,0,1,11,80,521,1982,4650,9410,13969,20124,22369,19642,11558,4548,1478,350,145,51,0,0,0,0,0,0,0,0,0,0
389,OBJEC_441,0,0,0,0,0,1,24,238,1553,5446,13223,22687,25933,22669,12767,4675,1204,322,118,29,0,0,0,0,0,0,0,0,0,0,0,0
390,OBJEC_442,0,0,0,0,0,2,18,166,956,3741,9558,17536,22504,22934,17497,10470,3991,1185,280,48,3,0,0,0,0,0,0,0,0,0,0,0
391,OBJEC_443,0,0,0,0,0,0,1,16,73,496,1777,4604,9762,17049,23955,25005,16686,7486,2717,961,262,39,0,0,0,0,0,0,0,0,0,0
392,OBJEC_444,0,0,0,0,0,3,61,462,2689,8749,17684,26740,24615,17932,8481,2936,748,115,7,0,0,0,0,0,0,0,0,0,0,0,0,0
393,OBJEC_445,0,0,0,0,1,2,31,237,1629,5938,14047,24008,27060,22879,11261,3285,650,163,31,0,0,0,0,0,0,0,0,0,0,0,0,0
394,OBJEC_446,0,0,0,0,0,0,15,93,725,2908,7797,14604,19824,22369,18377,13061,7096,2631,955,350,84,0,0,0,0,0,0,0,0,0,0,0
395,OBJEC_448,0,0,0,0,0,0,20,239,1272,4522,10661,18598,22179,22636,16441,8934,3961,1024,324,65,11,2,0,0,0,0,0,0,0,0,0,0
396,OBJEC_449,0,0,0,0,0,1,24,242,1371,4886,11942,20573,25190,23655,14840,6351,1495,260,52,7,0,0,0,0,0,0,0,0,0,0,0,0
397,OBJEC_450,0,0,0,0,0,0,9,132,857,3329,8466,15732,21270,24238,19935,11169,4221,1196,445,139,59,25,0,0,0,0,0,0,0,0,0,0
398,OBJEC_452,0,0,0,0,0,5,18,138,899,3436,8433,15013,19529,22530,19704,12918,5687,1806,631,133,9,0,0,0,0,0,0,0,0,0,0,0
399,OBJEC_453,0,0,0,0,0,1,24,218,1239,4647,10929,19318,23802,24358,16045,7442,2722,685,102,24,0,0,0,0,0,0,0,0,0,0,0,0
400,OBJEC_454,0,0,0,0,0,1,15,165,1015,3572,7760,13093,15601,17997,17572,14617,10606,6167,2165,585,204,78,9,0,0,0,0,0,0,0,0,0
401,OBJEC_455,0,0,0,1,1,3,26,97,475,1683,4602,9416,14476,19111,19024,15831,10985,6956,4289,2479,1152,441,118,55,1,0,0,0,0,0,0,0
402,OBJEC_456,0,0,0,0,0,11,125,1187,5227,11675,15706,17121,14382,13874,10654,7207,5491,3833,2358,1389,525,112,12,0,0,0,0,0,0,0,0,0
403,OBJEC_457,0,0,0,0,2,2,60,654,3575,11012,20582,27236,22677,14843,6638,2485,871,192,48,10,2,0,0,0,0,0,0,0,0,0,0,0
404,OBJEC_458,0,0,0,0,0,1,21,274,1399,4975,11286,18648,21882,22072,16372,8876,3464,1223,432,210,66,21,0,0,0,0,0,0,0,0,0,0
405,OBJEC_459,0,0,0,0,0,0,22,145,1050,4137,10437,18646,23561,23481,16291,8707,3327,834,188,49,12,2,0,0,0,0,0,0,0,0,0,0
406,OBJEC_460,0,0,0,0,0,4,21,256,1506,5446,12567,20735,23575,20605,13265,7453,3502,1378,350,177,48,1,0,0,0,0,0,0,0,0,0,0
407,OBJEC_461,0,0,0,0,0,0,1,20,133,720,2515,6244,12073,19370,23962,22869,14123,6261,2173,601,147,10,0,0,0,0,0,0,0,0,0,0
408,OBJEC_462,0,0,0,0,0,5,111,1086,5335,13575,22242,26868,19403,13606,6299,2225,615,151,35,0,0,0,0,0,0,0,0,0,0,0,0,0
409,OBJEC_463,0,0,0,0,0,6,33,347,1724,6358,14535,23340,24776,20519,11829,5332,1552,376,105,29,12,16,0,0,0,0,0,0,0,0,0,0
410,OBJEC_464,0,0,0,0,0,3,44,332,1414,4690,9937,16246,18228,18437,16294,13343,7287,2825,1219,466,119,5,0,0,0,0,0,0,0,0,0,0
411,OBJEC_465,0,0,0,0,0,1,13,60,324,1319,3645,8007,13307,20609,22793,19045,12059,5913,2726,1079,260,49,13,0,0,0,0,0,0,0,0,0
412,OBJEC_466,0,0,0,0,0,4,22,200,1063,3961,8938,16041,20426,23339,19219,11726,4592,1293,344,51,3,0,0,0,0,0,0,0,0,0,0,0
413,OBJEC_467,0,0,0,0,0,0,14,174,998,3894,9217,16485,21962,23845,17984,10141,4940,1268,291,9,0,0,0,0,0,0,0,0,0,0,0,0
414,OBJEC_469,0,0,0,0,0,2,18,171,1127,4464,10994,20231,25972,25716,15917,5334,869,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,OBJEC_470,0,0,0,0,1,7,59,787,4500,13749,25517,31901,22755,9807,1973,156,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,OBJEC_471,0,0,0,0,0,0,1,57,333,1269,3586,8205,13952,21865,23923,19157,11110,4891,1854,636,304,69,10,0,0,0,0,0,0,0,0,0
417,OBJEC_472,0,0,0,0,1,16,252,2143,9037,20030,26297,25781,16085,8544,2405,292,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,OBJEC_475,0,0,0,0,0,0,43,302,1869,6611,14176,21747,23308,20984,12821,6017,2145,660,159,43,4,0,0,0,0,0,0,0,0,0,0,0
419,OBJEC_476,0,0,0,0,1,2,33,283,1678,5943,13760,22712,26118,22738,12354,4168,937,156,6,0,0,0,0,0,0,0,0,0,0,0,0,0
420,OBJEC_477,0,0,0,0,0,1,5,71,496,2124,5904,12160,17480,21617,20415,15346,8756,4326,1909,742,167,31,6,0,0,0,0,0,0,0,0,0
421,OBJEC_478,0,0,0,0,1,2,8,53,399,1720,4766,10021,15481,20312,21381,18224,10765,5126,1976,621,254,81,26,5,0,0,0,0,0,0,0,0
422,OBJEC_479,0,0,0,0,0,0,5,11,129,695,2223,5640,11303,18347,24249,24021,15445,6433,2151,617,195,72,16,4,0,0,0,0,0,0,0,0
423,OBJEC_480,0,0,0,0,0,0,7,57,360,1592,4425,9319,15749,22237,23345,18290,9920,4157,1272,349,106,28,9,0,0,0,0,0,0,0,0,0
424,OBJEC_481,0,0,0,0,0,13,187,1630,6769,14871,21958,25827,16192,12165,6764,3003,1006,341,112,30,20,1,0,0,0,0,0,0,0,0,0,0
425,OBJEC_482,0,0,0,0,0,1,26,201,1349,5318,12916,23170,26863,23709,13202,4007,665,117,12,0,0,0,0,0,0,0,0,0,0,0,0,0
426,OBJEC_483,0,0,0,0,0,0,29,268,1744,5590,12105,19883,22492,21593,14755,7925,3479,976,158,85,41,47,44,8,0,0,0,0,0,0,0,0
427,OBJEC_485,0,0,0,0,0,0,7,55,358,1759,5526,12054,19191,24550,21900,14779,7412,2652,716,229,34,0,0,0,0,0,0,0,0,0,0,0
428,OBJEC_487,0,0,1,0,1,11,140,1137,5257,12621,20121,25622,19527,14372,7865,3109,1069,304,58,7,0,0,0,0,0,0,0,0,0,0,0,0
429,OBJEC_488,0,0,0,0,0,6,21,242,1420,5126,12291,21055,25695,23427,13884,5647,1641,366,56,11,1,0,0,0,0,0,0,0,0,0,0,0
430,OBJEC_490,0,0,0,0,2,20,335,3065,12281,24729,27854,22406,10445,5805,2669,1103,424,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,OBJEC_491,0,0,0,0,0,1,8,55,405,1549,4263,8906,14059,18924,20138,17714,12018,6922,3422,1626,658,199,22,0,0,0,0,0,0,0,0,0
432,OBJEC_492,0,0,0,0,0,4,36,322,1909,6771,14752,23235,24979,20802,11960,5067,1327,315,41,16,17,3,0,0,0,0,0,0,0,0,0,0
433,OBJEC_494,0,0,0,0,0,2,18,191,1193,4318,10346,18422,23222,23027,15555,8592,3678,1478,526,235,78,8,0,0,0,0,0,0,0,0,0,0
434,OBJEC_495,0,0,0,0,0,4,40,313,1983,7446,17266,26861,28226,20043,7536,1371,114,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0
435,OBJEC_496,0,0,0,0,0,2,11,166,910,3331,8533,16043,22234,25857,19722,10434,2886,518,126,83,23,10,0,0,0,0,0,0,0,0,0,0
436,OBJEC_499,0,0,0,0,0,6,63,719,3883,11406,21097,29105,22793,14443,5462,1484,454,151,96,42,18,0,0,0,0,0,0,0,0,0,0,0
437,OBJEC_501,0,0,0,0,0,1,6,57,366,1749,5190,11473,18629,24502,23659,15821,6855,2237,540,102,19,10,6,0,0,0,0,0,0,0,0,0
438,OBJEC_502,0,0,0,0,0,1,106,954,4932,14368,24915,30115,20773,10630,3265,699,113,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,OBJEC_503,0,0,0,0,1,11,91,821,4288,12800,23696,30648,22748,11709,3260,717,86,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,OBJEC_504,0,0,0,0,0,4,34,361,1943,6538,14011,23772,23967,20364,11729,5684,2272,738,104,26,7,2,0,0,0,0,0,0,0,0,0,0
441,OBJEC_505,0,0,0,0,0,1,37,411,1973,5582,9831,12353,11254,12945,15115,17011,13189,7849,2723,655,177,93,23,0,0,0,0,0,0,0,0,0
442,OBJEC_506,0,0,0,1,1,9,97,787,3777,9729,17046,21570,19456,18586,12405,5011,1942,567,171,46,19,2,0,0,0,0,0,0,0,0,0,0
443,OBJEC_507,0,0,0,0,0,3,13,141,858,3618,9450,18203,24769,26182,18020,7616,1931,341,66,10,1,0,0,0,0,0,0,0,0,0,0,0
444,OBJEC_508,0,0,0,0,0,5,36,415,2386,8357,17997,27362,26675,18328,7252,1991,356,57,5,0,0,0,0,0,0,0,0,0,0,0,0,0
445,OBJEC_509,0,0,0,0,0,0,3,59,282,1012,2533,5598,9385,14878,20398,21367,18335,9911,4432,1692,756,413,123,41,4,0,0,0,0,0,0,0
446,OBJEC_510,0,0,0,0,1,0,42,374,2145,7472,16621,25516,26162,19975,9441,3063,649,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0
447,OBJEC_511,0,0,0,0,0,4,21,199,1144,4692,11926,21173,25924,24257,14488,5594,1506,216,53,23,2,0,0,0,0,0,0,0,0,0,0,0
448,OBJEC_513,0,0,0,0,1,2,37,350,1938,6393,12964,19223,19295,16902,12955,9804,6631,3237,1267,416,116,25,0,0,0,0,0,0,0,0,0,0
449,OBJEC_514,0,0,0,0,0,0,8,41,321,1570,4654,9906,16104,21497,21420,16401,9455,5214,2725,1211,467,188,36,4,0,0,0,0,0,0,0,0
450,OBJEC_515,0,0,0,0,0,2,10,157,895,3612,9641,17628,23495,24270,17523,9436,3341,959,217,33,3,0,0,0,0,0,0,0,0,0,0,0
451,OBJEC_516,0,0,0,0,0,0,8,52,371,1743,4899,9962,16201,21990,22150,15683,8862,4468,2245,1158,590,329,149,29,0,0,0,0,0,0,0,0
452,OBJEC_517,0,0,0,0,0,0,1,18,144,753,2556,6353,11995,20048,25162,22722,13804,4753,1529,579,299,108,62,3,0,0,0,0,0,0,0,0
453,OBJEC_519,0,0,0,0,0,1,7,88,551,2141,5774,12265,19673,25316,22924,13811,5716,1909,664,259,73,40,10,0,0,0,0,0,0,0,0,0
454,OBJEC_521,0,0,0,0,0,0,10,133,863,3093,7619,14057,19329,22079,19040,13064,7086,2972,1071,461,214,68,46,17,0,0,0,0,0,0,0,0
455,OBJEC_522,0,0,0,0,0,2,43,381,2403,8303,17411,26245,26779,19055,7706,1979,442,100,27,13,0,0,0,0,0,0,0,0,0,0,0,0
456,OBJEC_523,0,0,0,0,0,0,2,15,87,425,1528,3813,7636,13195,18999,21725,18203,12169,7008,3802,1734,512,36,0,0,0,0,0,0,0,0,0
457,OBJEC_524,0,0,0,0,0,0,3,19,131,552,1886,4854,10285,19103,23059,22026,15554,7730,3650,1638,534,165,33,0,0,0,0,0,0,0,0,0
458,OBJEC_525,0,0,0,0,0,0,8,90,496,2434,6891,14079,21249,25599,22063,12265,4336,1240,374,76,16,6,0,0,0,0,0,0,0,0,0,0
459,OBJEC_527,0,0,0,0,0,4,33,306,1665,6016,14293,23133,25646,22671,12518,4427,766,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,OBJEC_528,0,0,0,0,0,2,24,277,1834,6582,15382,24103,25544,21221,11163,4136,874,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0
461,OBJEC_529,0,0,0,0,0,11,76,738,4228,13012,24609,31261,23258,10943,2732,348,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,OBJEC_530,0,0,0,0,0,0,10,67,454,2044,5990,13042,19845,24858,22542,14095,6102,1605,225,10,0,0,0,0,0,0,0,0,0,0,0,0
463,OBJEC_531,0,0,0,0,1,1,11,33,237,1287,4043,9307,15899,22185,23789,18710,9868,4170,1499,397,102,17,0,0,0,0,0,0,0,0,0,0
464,OBJEC_532,0,0,0,0,0,2,15,138,874,3352,8365,16066,21282,24178,19603,11076,4756,1308,191,16,0,0,0,0,0,0,0,0,0,0,0,0
465,OBJEC_533,0,0,0,0,0,3,35,353,2179,7545,16374,25609,25927,19820,9356,3115,707,177,22,0,0,0,0,0,0,0,0,0,0,0,0,0
466,OBJEC_534,0,0,0,0,0,2,30,208,1297,4390,10210,17725,22248,22247,16290,10358,4578,1314,263,53,9,0,0,0,0,0,0,0,0,0,0,0
467,OBJEC_535,0,0,0,0,0,2,14,89,518,2310,7171,14624,22182,26979,22097,11255,3196,625,142,17,1,0,0,0,0,0,0,0,0,0,0,0
468,OBJEC_536,0,0,0,0,0,2,52,360,1558,4519,8937,13676,17140,22120,23055,15523,4041,215,24,0,0,0,0,0,0,0,0,0,0,0,0,0
469,OBJEC_537,0,0,0,0,0,0,6,91,573,2065,4831,9219,13850,19171,21378,19889,12911,5048,1444,549,111,53,33,0,0,0,0,0,0,0,0,0
470,OBJEC_538,0,0,0,0,0,3,39,303,1982,6678,15007,23194,25087,20646,11378,4909,1371,259,33,0,0,0,0,0,0,0,0,0,0,0,0,0
471,OBJEC_539,0,0,0,0,0,0,12,130,824,3060,8141,15599,21003,22466,19439,13145,5450,1463,349,99,37,5,0,0,0,0,0,0,0,0,0,0
472,OBJEC_541,0,0,0,0,0,0,10,102,599,2134,5358,10720,15256,19290,18793,14931,9752,5832,3286,2013,1273,749,541,229,21,0,0,0,0,0,0,0
473,OBJEC_542,0,0,0,0,0,3,18,193,1362,5175,12473,21621,25357,23040,13001,6078,2252,559,83,7,0,0,0,0,0,0,0,0,0,0,0,0
474,OBJEC_543,0,0,0,0,0,4,35,310,1845,6329,13811,23983,25570,20668,11433,4655,1567,481,142,52,4,0,0,0,0,0,0,0,0,0,0,0
475,OBJEC_544,0,0,0,0,0,2,17,69,501,2247,6300,13073,19356,23992,21357,14206,6575,2110,715,231,92,41,5,0,0,0,0,0,0,0,0,0
476,OBJEC_546,0,0,0,0,1,8,59,560,2933,9373,18902,27120,25161,17033,7123,2062,452,99,3,0,0,0,0,0,0,0,0,0,0,0,0,0
477,OBJEC_548,0,0,0,0,1,3,25,234,1489,4979,11677,20487,24092,22579,14632,7003,2755,1001,197,54,14,0,0,0,0,0,0,0,0,0,0,0
478,OBJEC_549,0,0,0,0,0,3,10,106,884,3646,9448,17633,24038,25578,18393,8431,2707,545,104,27,3,0,0,0,0,0,0,0,0,0,0,0
479,OBJEC_552,0,0,0,0,0,8,87,723,3668,9734,17637,23416,19856,15478,10019,6291,2880,805,236,42,9,0,0,0,0,0,0,0,0,0,0,0
480,OBJEC_553,0,0,0,0,0,2,25,268,1756,6234,14366,23557,26375,21809,10905,4029,1102,313,95,35,16,2,0,0,0,0,0,0,0,0,0,0
481,OBJEC_555,0,0,0,0,3,27,370,3159,13000,27038,32066,24499,8289,2156,280,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,OBJEC_556,0,0,0,0,0,0,4,12,109,536,2009,4923,10299,17941,24214,24382,16598,7081,2368,815,226,37,2,0,0,0,0,0,0,0,0,0
483,OBJEC_557,0,0,0,0,0,2,18,272,1661,6003,14317,23972,26895,22361,11190,3753,684,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0
484,OBJEC_558,0,0,0,0,0,0,39,323,2059,7321,16208,25218,25423,19977,9890,3599,746,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0
485,OBJEC_559,0,0,0,0,0,0,12,91,584,2050,5276,10435,15419,20282,20143,15374,10813,6557,2503,881,318,108,43,0,0,0,0,0,0,0,0,0
486,OBJEC_560,0,0,0,0,0,2,35,299,1447,5417,12552,21173,25726,23045,13284,5658,2044,666,176,30,2,0,0,0,0,0,0,0,0,0,0,0
487,OBJEC_561,0,0,0,0,1,9,109,1035,5304,14507,25585,31605,20641,9536,2359,461,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,OBJEC_562,0,0,0,0,3,10,95,777,4071,11270,20548,26018,21778,15030,7528,3096,758,91,23,18,24,31,51,2,0,0,0,0,0,0,0,0
489,OBJEC_564,0,0,0,0,0,0,7,55,360,1701,4816,10061,16239,23090,24173,17778,8965,2620,736,208,45,31,4,0,0,0,0,0,0,0,0,0
490,OBJEC_565,0,0,0,0,2,51,507,4297,16749,29248,29884,20399,7160,2460,425,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,OBJEC_566,0,0,0,0,3,35,449,3504,14436,27323,30550,22392,8485,2975,626,104,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,OBJEC_567,0,0,0,0,3,30,317,2990,11657,20878,22067,15599,8319,6482,6256,6640,5381,2858,896,297,136,56,12,15,0,0,0,0,0,0,0,0
