OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var
655,0.0018606,0.0295470,0.0007205,0.0011543,0.0023117,0.0043060,655,1041,0.9962579,60.0277786,1808.2500000,21.1722221,0.7333999,333.8333435
656,0.0032382,0.0338886,0.0006813,0.0010594,0.0020412,0.0036260,656,1300,0.9965916,60.1472206,1814.9860840,21.1555557,0.7600985,347.5499878
657,0.0061975,0.0276709,0.0006524,0.0010038,0.0019453,0.0033320,657,1619,0.9972292,60.4222221,1830.6278076,22.1277771,0.8046163,385.5944519
658,0.0029823,0.0339520,0.0007610,0.0012584,0.0027594,0.0049742,658,2447,0.9962418,59.9638901,1804.2027588,21.3972225,0.7484863,328.0249939
659,0.0017199,0.0325481,0.0007290,0.0011751,0.0023827,0.0042696,659,1740,0.9960450,59.8777771,1799.4166260,20.2000008,0.7338036,301.6777649
660,0.0037973,0.0470783,0.0006484,0.0009791,0.0018639,0.0030775,660,2152,0.9962886,59.9416656,1802.9971924,19.5222225,0.7408069,292.3388977
661,0.0042939,0.0318020,0.0006876,0.0010686,0.0020276,0.0035159,661,2255,0.9969182,60.1749992,1816.2083740,19.8583336,0.7825459,307.4083252
662,0.0042732,0.0134411,0.0006856,0.0010715,0.0020362,0.0035576,662,1901,0.9974940,60.4722214,1833.3499756,20.8916664,0.7997021,346.8861084
663,0.0108313,0.0621547,0.0006691,0.0010153,0.0018510,0.0029605,663,1605,1.0000000,62.0000000,1922.0000000,33.2999992,0.8803272,641.8889160
664,0.0132381,0.0733121,0.0006471,0.0009675,0.0017508,0.0026946,664,1620,0.9999812,61.9638901,1919.7972412,33.5222206,0.8813199,644.6833496
665,0.0122244,0.1041501,0.0006214,0.0009111,0.0016432,0.0024266,665,2000,0.9999725,61.9472237,1918.7805176,33.2361107,0.8802610,632.6027832
666,0.0133614,0.0907804,0.0006183,0.0009062,0.0016488,0.0024766,666,1496,0.9999609,61.9249992,1917.4250488,32.6027794,0.8845639,607.7194214
667,0.0094611,0.0629998,0.0006808,0.0010302,0.0019374,0.0031539,667,539,0.9999551,61.9138870,1916.7471924,31.6611118,0.8759497,579.1555786
668,0.0123421,0.0362455,0.0007350,0.0011491,0.0021691,0.0037341,668,2435,0.9999855,61.9722214,1920.3055420,34.4083328,0.8732789,676.0472412
669,0.0087677,0.0480566,0.0007250,0.0011368,0.0021159,0.0036687,669,852,0.9999740,61.9500008,1918.9499512,34.0388870,0.8704690,663.3333130
670,0.0094149,0.0628988,0.0007216,0.0011462,0.0022492,0.0039592,670,2311,0.9999653,61.9333344,1917.9333496,33.4583321,0.8763708,638.0416870
671,0.0082945,0.0622157,0.0006983,0.0010952,0.0021317,0.0037423,671,490,0.9999580,61.9194450,1917.0860596,32.5388870,0.8679897,608.0333252
672,0.0041841,0.0438074,0.0006950,0.0010823,0.0020976,0.0038599,672,2258,0.9999536,61.9111099,1916.5777588,32.7222214,0.8678229,616.6389160
673,0.0053802,0.0783641,0.0006785,0.0010358,0.0019359,0.0031661,673,1686,0.9999551,61.9138870,1916.7471924,30.8638897,0.8623295,553.9194336
674,0.0062047,0.0594197,0.0006458,0.0009715,0.0018619,0.0031927,674,882,0.9999580,61.9194450,1917.0860596,31.7194443,0.8585638,580.2972412
675,0.0043318,0.0423121,0.0006485,0.0009919,0.0019208,0.0034342,675,142,0.9999536,61.9111099,1916.5777588,31.7638893,0.8591652,583.9583130
676,0.0097606,0.0755151,0.0006324,0.0009410,0.0017170,0.0026205,676,789,0.9999551,61.9138870,1916.7471924,30.6055565,0.8547257,547.0111084
677,0.0103243,0.0560682,0.0006159,0.0008980,0.0016098,0.0024462,677,519,0.9999551,61.9138870,1916.7471924,30.2277775,0.8487507,536.4944458
678,0.0054625,0.0684224,0.0006311,0.0009389,0.0017785,0.0032828,678,1053,0.9999551,61.9138870,1916.7471924,29.9222221,0.8467094,529.2777710
679,0.0053454,0.0894023,0.0006750,0.0010308,0.0019544,0.0033901,679,1204,0.9999420,61.8833351,1914.8833008,29.4194450,0.8443078,516.8139038
680,0.0044619,0.0628262,0.0006857,0.0010673,0.0021262,0.0042583,680,698,0.9999405,61.8805542,1914.7138672,28.5027771,0.8426667,492.7083435
681,0.0092895,0.0418777,0.0006596,0.0009929,0.0018370,0.0028748,681,1139,0.9999580,61.9194450,1917.0860596,31.5388889,0.8553447,573.7777710
682,0.0107628,0.0427083,0.0006363,0.0009458,0.0016961,0.0025253,682,521,0.9999580,61.9194450,1917.0860596,31.1972218,0.8494329,565.0305786
683,0.0083753,0.0772983,0.0006322,0.0009329,0.0016925,0.0025201,683,1574,0.9999580,61.9194450,1917.0860596,30.9111118,0.8487509,558.1666870
684,0.0072797,0.0894292,0.0006432,0.0009581,0.0017592,0.0027397,684,2036,0.9999405,61.8750000,1914.3750000,30.3305550,0.8449811,543.8583374
685,0.0049061,0.0733960,0.0006824,0.0010366,0.0019473,0.0031313,685,1454,0.9999332,61.8611107,1913.5278320,29.3083324,0.8447790,515.5194702
686,0.0068120,0.0250998,0.0006839,0.0010650,0.0020817,0.0037844,686,512,0.9999536,61.9111099,1916.5777588,31.5305557,0.8576623,574.5527954
687,0.0094220,0.0442924,0.0006479,0.0009681,0.0017759,0.0027104,687,1786,0.9999536,61.9111099,1916.5777588,31.2583332,0.8520539,567.8305664
688,0.0100299,0.0565365,0.0006587,0.0009913,0.0018180,0.0028054,688,1777,0.9999536,61.9111099,1916.5777588,30.9944439,0.8520442,561.6166382
689,0.0093037,0.0550721,0.0006441,0.0009621,0.0017653,0.0026977,689,456,0.9999332,61.8611107,1913.5278320,30.4194450,0.8494322,547.1694336
690,0.0079072,0.0634461,0.0006192,0.0009198,0.0016761,0.0025841,690,969,0.9999274,61.8499985,1912.8499756,29.4138889,0.8518699,518.8194580
691,0.0039119,0.0229355,0.0006205,0.0009283,0.0017744,0.0028862,691,496,0.9999391,61.8833351,1914.8833008,30.9083328,0.8557118,559.0083618
692,0.0057713,0.0343737,0.0006540,0.0009881,0.0019042,0.0033637,692,206,0.9999420,61.8888893,1915.2221680,30.7361107,0.8498442,555.2194214
693,0.0080170,0.0350243,0.0006666,0.0010148,0.0019140,0.0031300,693,1317,0.9999420,61.8888893,1915.2221680,30.5194435,0.8524176,549.7305298
694,0.0104483,0.0312583,0.0006637,0.0010017,0.0018537,0.0028810,694,1806,0.9999230,61.8416672,1912.3416748,29.9944439,0.8507766,536.5555420
695,0.0115058,0.0452784,0.0006568,0.0009894,0.0018419,0.0029121,695,1650,0.9999171,61.8305550,1911.6639404,29.1027775,0.8541998,511.8305664
696,0.0030534,0.0455113,0.0006662,0.0010285,0.0020415,0.0038513,696,1004,0.9999129,61.8611107,1913.5555420,29.2500000,0.8414303,519.8555298
697,0.0069499,0.0392392,0.0006375,0.0009591,0.0018801,0.0034186,697,1334,0.9998938,61.8138885,1910.6750488,29.0138893,0.8418351,514.2138672
698,0.0108608,0.0423351,0.0006576,0.0009930,0.0018568,0.0029022,698,1817,0.9998880,61.8027763,1909.9971924,28.4611111,0.8473823,498.8500061
699,0.0054444,0.0434684,0.0007296,0.0012158,0.0028289,0.0054741,699,2139,0.9999274,61.8555565,1913.1888428,27.4249992,0.8406164,465.2472229
700,0.0052381,0.0494333,0.0006845,0.0010551,0.0020221,0.0035913,700,1472,0.9999230,61.8305550,1911.6639404,28.1583328,0.8417403,486.3139038
701,0.0077097,0.0641533,0.0006019,0.0008677,0.0015200,0.0021610,701,49,0.9999201,61.8194427,1910.9860840,28.4472218,0.8509763,494.3472290
702,0.0125340,0.0651618,0.0006535,0.0009871,0.0018593,0.0029598,702,527,0.9999084,61.7972221,1909.6306152,28.3388882,0.8538493,493.7444458
703,0.0127366,0.0528927,0.0007239,0.0011301,0.0021237,0.0035135,703,1697,0.9998879,61.7750015,1908.2916260,27.9638882,0.8485214,488.1694336
704,0.0063790,0.0625952,0.0006289,0.0009472,0.0018460,0.0032879,704,596,0.9996573,61.7138901,1904.9250488,27.6861115,0.8419264,478.9083252
705,0.0069276,0.0503662,0.0006511,0.0009874,0.0018564,0.0029476,705,2284,0.9996555,61.6833344,1903.0500488,27.4666672,0.8434252,475.6333313
706,0.0032097,0.0367617,0.0006631,0.0010178,0.0019908,0.0036686,706,2346,0.9999376,61.8750000,1914.3750000,26.8833332,0.8327215,449.4833374
707,0.0012756,0.0734723,0.0007009,0.0011298,0.0025735,0.0057665,707,1405,0.9999405,61.8805542,1914.7138672,26.7277775,0.8241899,442.8388977
708,0.0017649,0.0896672,0.0006748,0.0010337,0.0019827,0.0035728,708,1307,0.9999405,61.8805542,1914.7138672,26.4833336,0.8287358,431.7888794
709,0.0035440,0.0801592,0.0007081,0.0011247,0.0023124,0.0045276,709,832,0.9999260,61.8527794,1913.0194092,26.1972218,0.8337312,417.7805481
710,0.0045076,0.0657884,0.0007861,0.0013765,0.0036168,0.0081016,710,1380,0.9999260,61.8527794,1913.0194092,25.8166676,0.8414571,400.1722107
711,0.0054050,0.0344002,0.0006485,0.0009807,0.0018759,0.0031995,711,1118,0.9999273,61.8388901,1912.1722412,27.6638889,0.8341086,472.3472290
712,0.0037368,0.0623969,0.0007188,0.0011738,0.0024351,0.0048176,712,2048,0.9999332,61.8499985,1912.8499756,27.2777786,0.8257473,460.0277710
713,0.0038190,0.0730701,0.0006921,0.0010692,0.0020384,0.0034673,713,792,0.9999332,61.8499985,1912.8499756,26.9583340,0.8296597,447.2583313
714,0.0028545,0.0438667,0.0007331,0.0011754,0.0023410,0.0042328,714,787,0.9999215,61.8277779,1911.4943848,26.4694443,0.8307969,429.1194458
715,0.0028021,0.0430763,0.0009235,0.0016566,0.0043438,0.0093532,715,1097,0.9999215,61.8277779,1911.4943848,25.9861107,0.8400669,406.9583435
716,0.0108108,0.0492046,0.0006509,0.0009689,0.0017715,0.0027904,716,1604,0.9999142,61.8138885,1910.6639404,28.1861115,0.8456305,486.2250061
717,0.0069410,0.0408491,0.0006906,0.0010734,0.0021446,0.0043987,717,1209,0.9999230,61.8305550,1911.6805420,27.7638893,0.8362371,473.3638916
718,0.0052294,0.0405510,0.0007018,0.0011155,0.0022833,0.0047462,718,1016,0.9999113,61.8194427,1911.0139160,27.4861107,0.8396397,461.6860962
719,0.0033095,0.0429126,0.0007018,0.0011232,0.0022912,0.0043013,719,492,0.9999025,61.8027763,1909.9971924,26.9527779,0.8375120,443.5027771
720,0.0028588,0.0609554,0.0008549,0.0015255,0.0046400,0.0125624,720,2420,0.9999025,61.8027763,1909.9971924,26.4222221,0.8451160,420.4222107
721,0.0149004,0.0594406,0.0006082,0.0008864,0.0015856,0.0023353,721,631,0.9998981,61.7833328,1908.8000488,28.3361111,0.8498606,493.1527710
722,0.0107324,0.0297854,0.0007032,0.0010971,0.0020447,0.0033816,722,320,0.9999084,61.7972221,1909.6472168,27.9972229,0.8415348,481.7916565
723,0.0067102,0.0221233,0.0007159,0.0011268,0.0021935,0.0039090,723,604,0.9998820,61.7638893,1907.6417236,27.8027782,0.8470883,470.8416748
724,0.0037265,0.0351591,0.0007279,0.0011598,0.0022726,0.0038476,724,1651,0.9998732,61.7416649,1906.2861328,27.3444443,0.8461482,453.8999939
725,0.0025978,0.0568235,0.0008092,0.0014067,0.0040981,0.0118469,725,34,0.9998615,61.7305565,1905.6193848,26.8944435,0.8555595,432.5888977
726,0.0145434,0.0540069,0.0006796,0.0010434,0.0019721,0.0032367,726,641,0.9998659,61.7500000,1906.7944336,28.1972218,0.8475872,493.5972290
727,0.0131199,0.0366713,0.0006697,0.0010193,0.0018859,0.0029207,727,1942,0.9998908,61.7694435,1907.9638672,28.0777779,0.8401240,487.6000061
728,0.0079326,0.0224659,0.0007070,0.0011069,0.0020715,0.0033347,728,609,0.9998527,61.7138901,1904.6250000,28.0972214,0.8461285,480.8305664
729,0.0038849,0.0224627,0.0006985,0.0010922,0.0021311,0.0036963,729,1562,0.9998438,61.6861115,1902.9305420,27.8777771,0.8485394,468.9888916
730,0.0032247,0.0373511,0.0007362,0.0012172,0.0033131,0.0078825,730,720,0.9998217,61.6555557,1901.0888672,27.5249996,0.8575782,450.3250122
731,0.0065156,0.0527626,0.0012673,0.0028921,0.0087016,0.0178521,731,1765,0.9999172,61.8361130,1912.0028076,24.8833332,0.8305256,372.9833374
732,0.0091836,0.0419716,0.0011892,0.0025240,0.0074512,0.0170170,732,2399,0.9999142,61.8138885,1910.6472168,24.9333324,0.8324437,374.7000122
733,0.0071147,0.0530665,0.0008186,0.0014484,0.0044701,0.0094764,733,363,0.9998967,61.7916679,1909.3194580,25.4388885,0.8380978,389.8444519
734,0.0037881,0.0596169,0.0007694,0.0013246,0.0034400,0.0069493,734,812,0.9998556,61.7194443,1904.9416504,26.0833340,0.8500689,407.1499939
735,0.0041683,0.0440714,0.0007840,0.0013620,0.0041466,0.0101201,735,1563,0.9998158,61.6444435,1900.4111328,26.8305550,0.8535600,428.1805420
736,0.0077901,0.0472844,0.0007165,0.0011388,0.0021508,0.0035567,736,861,0.9995071,61.6138878,1899.0749512,27.9083328,0.8427535,487.1860962
737,0.0068849,0.0451904,0.0007088,0.0011099,0.0020946,0.0034548,737,1933,0.9995322,61.6333351,1900.2443848,28.0222225,0.8380999,486.9944458
738,0.0071791,0.0239425,0.0006853,0.0010600,0.0019715,0.0031951,738,1352,0.9994799,61.5638885,1896.0694580,28.2972221,0.8461499,485.8083191
739,0.0050874,0.0247016,0.0006906,0.0010761,0.0020556,0.0035687,739,263,0.9994692,61.5333328,1894.2055664,28.3027782,0.8515741,479.0083313
740,0.0044055,0.0332603,0.0006948,0.0010871,0.0022409,0.0057644,740,916,0.9994420,61.4888878,1891.5222168,28.0444450,0.8605084,462.6722107
741,0.0080147,0.0590263,0.0006943,0.0010787,0.0020950,0.0039162,741,78,0.9994286,61.5611115,1895.9499512,27.7555561,0.8480960,479.2500000
742,0.0075876,0.0460998,0.0006987,0.0010929,0.0020747,0.0035164,742,2476,0.9994627,61.5861130,1897.4472656,27.9750004,0.8452560,482.3916626
743,0.0072733,0.0225788,0.0006941,0.0010620,0.0019652,0.0031509,743,1192,0.9993982,61.5055542,1892.6055908,28.2805557,0.8542903,481.6083374
744,0.0084232,0.0321913,0.0006567,0.0009896,0.0018334,0.0028615,744,600,0.9993841,61.4583321,1889.7249756,28.3111115,0.8608271,474.9888916
745,0.0067175,0.0226973,0.0006541,0.0009894,0.0018768,0.0032868,745,2456,0.9993473,61.3861122,1885.3693848,28.0777779,0.8678501,459.4111023
746,0.0057697,0.0361550,0.0007558,0.0012973,0.0038239,0.0086785,746,520,0.9994389,61.4833336,1891.1833496,27.3888893,0.8555307,442.0777893
747,0.0090556,0.0347734,0.0007262,0.0011971,0.0030581,0.0076304,747,810,0.9993396,61.3722229,1884.5222168,27.4638882,0.8614142,440.1805420
748,0.0117292,0.0616759,0.0011764,0.0026480,0.0087919,0.0175326,748,1224,0.9999288,61.8416672,1912.3416748,23.9944439,0.8251490,344.8333435
749,0.0056488,0.0524850,0.0007207,0.0011520,0.0022903,0.0041874,749,803,0.9999390,61.8611107,1913.5278320,23.7916660,0.8361716,333.9027710
750,0.0088218,0.0556672,0.0008238,0.0014752,0.0047474,0.0122516,750,2440,0.9999128,61.8222237,1911.1833496,24.4027786,0.8294065,356.8750000
751,0.0060785,0.0642099,0.0007003,0.0011217,0.0023138,0.0043675,751,2292,0.9999216,61.8388901,1912.1999512,24.1055565,0.8382005,342.8110962
752,0.0053881,0.0562716,0.0008565,0.0015908,0.0046062,0.0086461,752,571,0.9998733,61.7527771,1906.9749756,25.0361118,0.8413480,374.1416626
753,0.0062672,0.0537416,0.0007182,0.0011720,0.0028005,0.0064099,753,1921,0.9998821,61.7694435,1907.9916992,24.6472225,0.8503507,356.8527832
754,0.0070886,0.0416929,0.0006383,0.0009720,0.0019018,0.0033036,754,1046,0.9998646,61.7750015,1908.3582764,24.2333336,0.8563179,342.5000000
755,0.0039605,0.0413592,0.0007687,0.0013459,0.0040438,0.0103462,755,2014,0.9998306,61.6722221,1902.1055908,25.7416668,0.8469204,393.8583374
756,0.0049663,0.0368024,0.0007731,0.0013198,0.0033336,0.0070165,756,1721,0.9998394,61.6888885,1903.1221924,25.1722221,0.8551677,371.6944580
757,0.0065139,0.0393284,0.0006952,0.0011000,0.0021928,0.0039772,757,1848,0.9998205,61.6916656,1903.3194580,24.6361103,0.8593732,354.4249878
758,0.0037584,0.0395002,0.0008094,0.0014876,0.0047824,0.0102846,758,2400,0.9994541,61.5111122,1892.8778076,26.1972218,0.8492349,405.3583374
759,0.0054638,0.0368898,0.0009727,0.0019816,0.0066322,0.0149560,759,402,0.9996074,61.5666656,1896.0333252,25.4055557,0.8556457,377.9666748
760,0.0065417,0.0389124,0.0007057,0.0011121,0.0022957,0.0048797,760,1442,0.9995928,61.5777779,1896.7388916,24.7583332,0.8593822,357.6083374
761,0.0050887,0.0421050,0.0006872,0.0011189,0.0030911,0.0077226,761,979,0.9993414,61.3861122,1885.3806152,26.2583332,0.8522686,404.1305542
762,0.0056619,0.0378666,0.0007384,0.0012679,0.0044279,0.0100408,762,2374,0.9995222,61.4583321,1889.5194092,25.2694435,0.8549289,373.1694336
763,0.0071124,0.0386303,0.0009053,0.0017268,0.0057147,0.0120171,763,794,0.9995077,61.4694443,1890.2249756,24.4555550,0.8552036,349.9166565
764,0.0084978,0.0391751,0.0008789,0.0016382,0.0048429,0.0119100,764,398,0.9997124,61.5222206,1893.0833740,23.9861107,0.8614640,332.6250000
765,0.0069399,0.0298800,0.0007820,0.0012787,0.0026125,0.0044728,765,1221,0.9996629,61.4194450,1886.8861084,23.8444443,0.8842297,321.2777710
766,0.0094052,0.0782545,0.0006748,0.0010558,0.0020855,0.0039717,766,1315,0.9978268,60.7277794,1848.2722168,27.6611118,0.8240662,499.1777649
767,0.0062950,0.0512980,0.0006309,0.0009476,0.0018468,0.0032284,767,423,0.9971794,60.4861107,1834.6916504,26.7194443,0.8228692,478.1305542
768,0.0056777,0.0245825,0.0006643,0.0010223,0.0020248,0.0039385,768,2069,0.9971016,60.4166679,1830.5222168,26.0027771,0.8335851,457.9083252
769,0.0047160,0.0206906,0.0007240,0.0011748,0.0024437,0.0047405,769,1711,0.9970686,60.3888893,1828.8555908,24.9861107,0.8214334,432.3472290
770,0.0103892,0.0152123,0.0007012,0.0010997,0.0020786,0.0035786,770,909,0.9975970,60.6472206,1843.7972412,28.2694435,0.8584332,526.5083618
771,0.0062837,0.0153530,0.0006772,0.0010496,0.0020088,0.0033669,771,2243,0.9975694,60.6222229,1842.2944336,27.1805553,0.8489982,499.4972229
772,0.0059665,0.0147710,0.0007170,0.0011411,0.0022625,0.0042632,772,2417,0.9981279,60.9944458,1863.6444092,30.1916676,0.8635257,585.2750244
773,0.0055249,0.0395361,0.0006923,0.0010678,0.0020221,0.0036773,773,2158,0.9967818,60.2277794,1819.5222168,23.4249992,0.8011332,388.2694397
774,0.0047311,0.0311375,0.0006723,0.0010266,0.0019245,0.0031068,774,865,0.9972717,60.4222221,1830.5999756,25.3916664,0.8350414,449.6583252
775,0.0027659,0.0144689,0.0006791,0.0010354,0.0019229,0.0030628,775,213,0.9978217,60.7888870,1851.6333008,28.2722225,0.8549135,531.8666382
776,0.0027385,0.0361814,0.0006964,0.0010862,0.0020410,0.0033535,776,1648,0.9985855,61.1055565,1869.5611572,31.1888885,0.8715886,614.7777710
777,0.0045376,0.0466467,0.0007350,0.0011825,0.0023663,0.0045699,777,1853,0.9966304,60.0861130,1811.1250000,22.0638885,0.7927027,348.2250061
778,0.0029855,0.0315065,0.0006995,0.0011084,0.0021825,0.0041584,778,627,0.9963285,59.9416656,1802.9305420,20.3250008,0.7742354,304.3361206
779,0.0041455,0.0282344,0.0007064,0.0011176,0.0021257,0.0036956,779,1295,0.9964459,59.9333344,1802.3000488,18.9222221,0.7536561,271.2333374
780,0.0028060,0.0235097,0.0006357,0.0009556,0.0017838,0.0027969,780,229,0.9968182,60.0638885,1809.8083496,18.4722214,0.7719332,261.0833435
781,0.0024523,0.0132440,0.0006840,0.0010476,0.0019724,0.0032593,781,1724,0.9971244,60.2527771,1820.8471680,18.7749996,0.7747329,277.4360962
782,0.0050423,0.0389423,0.0006723,0.0010264,0.0019783,0.0036171,782,727,0.9971145,60.2666664,1821.3555908,23.6000004,0.8265403,397.4666748
783,0.0054278,0.0290304,0.0007036,0.0011166,0.0021682,0.0038709,783,878,0.9967903,60.0777779,1810.4777832,21.2361107,0.8042854,333.6916809
784,0.0067183,0.0238903,0.0006856,0.0010793,0.0020720,0.0036433,784,767,0.9967777,60.0027771,1805.9805908,19.1388893,0.7664068,278.5944519
785,0.0049583,0.0280958,0.0006680,0.0010317,0.0020172,0.0037895,785,316,0.9969709,60.0444450,1808.3889160,17.8805561,0.7576177,242.7638855
786,0.0025636,0.0210857,0.0006523,0.0009959,0.0019177,0.0033025,786,1906,0.9971963,60.1416664,1814.0527344,17.3805561,0.7368433,235.0416718
787,0.0042118,0.0264949,0.0006924,0.0010727,0.0019982,0.0031795,787,1899,0.9976407,60.5972214,1840.2194824,26.0666676,0.8472425,468.3166809
788,0.0074910,0.0261757,0.0006779,0.0010500,0.0019654,0.0033201,788,1063,0.9972826,60.3638878,1826.6916504,23.0638885,0.8266103,386.5249939
789,0.0100410,0.0206634,0.0006746,0.0010285,0.0019371,0.0032264,789,2469,0.9971321,60.2000008,1817.0666504,20.2416668,0.7912351,311.3416748
790,0.0077998,0.0298042,0.0007423,0.0012011,0.0024062,0.0043043,790,1045,0.9970872,60.1250000,1812.8693848,18.1000004,0.7701134,250.3166656
791,0.0034386,0.0235273,0.0006679,0.0010327,0.0020014,0.0038510,791,308,0.9970815,60.0777779,1810.3111572,16.7916660,0.7253609,220.3194427
792,0.0043831,0.0254812,0.0006916,0.0010822,0.0020373,0.0037225,792,1142,0.9983901,60.8888893,1856.6389160,28.7861118,0.8644471,545.2360840
793,0.0060129,0.0391409,0.0006585,0.0010049,0.0018866,0.0030168,793,2212,0.9980590,60.6361122,1841.8861084,25.4194450,0.8441496,453.8361206
794,0.0062767,0.0446559,0.0006643,0.0010169,0.0019349,0.0031723,794,319,0.9978663,60.4194450,1829.1193848,22.1055565,0.8172653,365.9222107
795,0.0056032,0.0476157,0.0006934,0.0010854,0.0020296,0.0032976,795,1282,0.9975758,60.2305565,1818.4694824,19.3333340,0.7984349,287.5277710
796,0.0040295,0.0225073,0.0006433,0.0009732,0.0018969,0.0033349,796,562,0.9973999,60.0583344,1808.7027588,17.4944439,0.7407112,243.5722198
797,0.0074131,0.0316386,0.0006894,0.0010760,0.0020689,0.0035842,797,1984,0.9988617,61.0694427,1866.8972168,31.6055565,0.8834545,628.0333252
798,0.0045629,0.0414892,0.0007239,0.0011712,0.0021805,0.0038311,798,1233,0.9985708,60.8194427,1852.2583008,28.1499996,0.8661598,533.3889160
799,0.0029514,0.0542898,0.0007228,0.0011505,0.0021850,0.0036033,799,1682,0.9983939,60.5861130,1838.4583740,24.6305561,0.8458634,439.2027893
800,0.0046860,0.0453353,0.0006924,0.0010899,0.0021163,0.0038696,800,2424,0.9979679,60.3222237,1823.4832764,21.4916668,0.8362822,349.6361084
801,0.0058571,0.0245059,0.0006036,0.0008881,0.0016263,0.0024745,801,291,0.9976822,60.0583344,1808.4194336,19.2277775,0.7852407,292.3944397
802,0.0025857,0.0170824,0.0007562,0.0012508,0.0027112,0.0059174,802,124,0.9978837,60.5305557,1836.3083496,20.2666664,0.8031161,320.5499878
803,0.0027135,0.0183426,0.0006967,0.0010857,0.0020503,0.0033612,803,586,0.9976926,60.3194427,1823.8861084,18.1833324,0.7612475,257.2166748
804,0.0025872,0.0167125,0.0006427,0.0009629,0.0018281,0.0029628,804,123,0.9974315,60.1222229,1812.5389404,16.7972221,0.7281437,219.7749939
805,0.0038654,0.0161626,0.0006649,0.0010181,0.0019435,0.0033445,805,2225,0.9973646,59.9305573,1801.3360596,16.8083324,0.7173709,222.3861084
806,0.0053912,0.0244681,0.0006548,0.0009970,0.0019205,0.0034365,806,2136,0.9971595,59.7750015,1792.5361328,17.8861103,0.7517141,249.9694519
807,0.0058235,0.0292992,0.0007201,0.0011506,0.0022469,0.0037831,807,1443,0.9988448,60.9722214,1861.1444092,30.5111103,0.8850886,602.7833252
808,0.0026933,0.0280582,0.0006795,0.0010421,0.0019582,0.0032969,808,1318,0.9986463,60.7277794,1846.6999512,26.9249992,0.8690128,505.4138794
809,0.0038106,0.0253843,0.0006698,0.0010254,0.0019316,0.0031864,809,573,0.9981596,60.3972206,1827.7805176,23.5333328,0.8617440,407.9389038
810,0.0042970,0.0245321,0.0007053,0.0011129,0.0021277,0.0037022,810,1112,0.9975834,60.0083351,1805.7916260,20.9555550,0.8149393,340.6388855
811,0.0045106,0.0253672,0.0006575,0.0009909,0.0018333,0.0028388,811,409,0.9989697,60.9611130,1860.2889404,28.7805557,0.8800495,552.3805542
812,0.0039095,0.0272849,0.0007252,0.0011434,0.0021073,0.0034034,812,109,0.9984817,60.5861130,1838.6861572,25.3916664,0.8741368,453.3361206
813,0.0038421,0.0252657,0.0007443,0.0012039,0.0022992,0.0038981,813,1437,0.9975706,60.0555573,1808.8889160,22.6222229,0.8344092,378.6777649
814,0.0042953,0.0313487,0.0006735,0.0010417,0.0020258,0.0034759,814,1861,0.9970065,59.6305542,1784.4416504,19.0222225,0.7791768,278.8555603
815,0.0039748,0.0269563,0.0007275,0.0011623,0.0022053,0.0037678,815,860,0.9967982,59.5638885,1781.1250000,20.2555561,0.8038216,304.1166687
816,0.0020381,0.0303630,0.0006516,0.0009926,0.0018939,0.0032633,816,2451,0.9976493,60.3666649,1826.8721924,19.7083340,0.7870924,300.1694336
817,0.0024319,0.0141645,0.0006304,0.0009373,0.0017335,0.0026638,817,1333,0.9972819,60.1083336,1811.9416504,17.6527786,0.7489786,242.7083282
818,0.0015471,0.0294204,0.0006370,0.0009617,0.0018418,0.0031561,818,2094,0.9972781,60.1166649,1812.4610596,19.5055561,0.7755045,300.3277893
819,0.0019618,0.0132105,0.0006678,0.0010256,0.0019350,0.0031338,819,370,0.9970785,59.8361130,1796.0749512,17.0138893,0.7165453,227.0694427
820,0.0023336,0.0180532,0.0006605,0.0010226,0.0019786,0.0035442,820,1690,0.9968961,59.7416649,1790.7583008,18.3666668,0.7387514,273.3666687
821,0.0020624,0.0200019,0.0007053,0.0011052,0.0021227,0.0036483,821,1830,0.9966392,59.5555573,1780.3166504,17.3888893,0.7236723,232.4333344
822,0.0029116,0.0120221,0.0006767,0.0010350,0.0019534,0.0032404,822,2290,0.9954003,59.2666664,1765.8111572,18.0944443,0.7271003,260.6777649
823,0.0052921,0.0152898,0.0006183,0.0009162,0.0016693,0.0025407,823,1800,0.9951011,59.2500000,1765.6944580,19.7222214,0.7785964,315.9389038
824,0.0026271,0.0320956,0.0006459,0.0009767,0.0018484,0.0030382,824,956,0.9963816,59.2944450,1765.6777344,17.8666668,0.7346246,240.6444397
825,0.0017599,0.0189115,0.0006827,0.0010665,0.0020364,0.0035059,825,2108,0.9950860,58.8750000,1743.8750000,17.9138889,0.7154462,249.9527740
826,0.0023300,0.0110158,0.0007169,0.0011339,0.0021354,0.0035512,826,413,0.9946739,58.7555542,1737.7667236,18.9249992,0.7595578,286.1972351
827,0.0026366,0.0122120,0.0007221,0.0011789,0.0024037,0.0045546,827,862,0.9937224,58.6638870,1734.1082764,20.6472225,0.7935938,348.2749939
828,0.0030334,0.0328787,0.0006729,0.0010278,0.0019429,0.0031828,828,362,0.9959913,59.0972214,1755.2083740,18.6083336,0.7596633,251.1638947
