OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,orig_S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
420,0.0079373,0.0939202,0.001039,0.002126,0.0067821,0.0142789,420,2248,2105,0.9999159,61.8888893,1915.272217,25.9611111,0.8752531,392.305542,0.0196424,0.0107738,0.0147784,0.0012733,0.0008921,0.0010914,0.1875244,0.0219474,0.085498,0.0003205,0.0002532,0.0042962,0.0030925,0.0039755,0.0222679,0.0857513,0.0096709,0.0471237,0.0070231,0.0016638,0.0042066,0.0006705,0.0003824,0.1874766,0.0093846,0.0467413,0.0015692,0.0006976,0.0011852,0.0381257,0.0043006,0.0150774,0.1090282,0.0025387,0.0155236,0.0031259,0.0006406,0.0013175,0.1873163,0.0037431,0.0272277,0.0012071,0.0005232,0.0113587,0.0013621,0.0044675,0.0039885,0.0277509,0.0025638,0.0182247,0.0165874,0.0010992,0.0047143,0.0039987,0.0008006,0.1872479,0.0020588,0.0174241,0.00612,0.0005791,0.0015618,0.1435281,0.0021086,0.0132041,0.0015231,0.0123557,0.0470323,0.0009464,0.0051231,0.0121851,0.0015656,0.1864195,0.0010997,0.0107901,0.015627,0.0004613,0.0021686,0.1733342,0.0014552,0.0106334,0.1875602,0.0002096,0.0040215,0.1877699
421,0.003176,0.0969758,0.000785,0.0013292,0.0031597,0.0063652,421,1199,375,0.9995677,61.6611099,1901.822266,27.0027771,0.84211,488.1916809,0.009751,0.0040306,0.0060264,0.0008802,0.0007508,0.0007931,0.0425756,0.0077321,0.018497,0.0002653,0.0001973,0.0028976,0.0017158,0.0020953,0.0079084,0.0186943,0.0053598,0.0112622,0.0050807,0.0014133,0.0022295,0.0004798,0.0002953,0.042498,0.0050454,0.0109669,0.0013495,0.0006583,0.0008503,0.015826,0.0029421,0.0056228,0.0274788,0.0024071,0.0054181,0.0018583,0.0006111,0.0008887,0.0422796,0.0033897,0.0080507,0.0007025,0.0003773,0.0081324,0.0012565,0.0022911,0.0037885,0.0084281,0.0022722,0.0067052,0.0121524,0.000936,0.0023744,0.003479,0.0005429,0.042026,0.0017603,0.0061622,0.0052705,0.0005258,0.0009761,0.0346152,0.0017474,0.0050495,0.0014824,0.0052503,0.0279622,0.0007287,0.0024521,0.0095005,0.0008453,0.0371747,0.0009974,0.004405,0.0115325,0.000418,0.0011574,0.0366088,0.0010632,0.0045139,0.0427074,0.0001335,0.0019582,0.0428409
422,0.0031047,0.0480665,0.0006488,0.0010017,0.002533,0.0067133,422,2314,1239,0.9995513,61.6416664,1900.647217,25.9527779,0.8287308,434.8416748,0.0090295,0.0020091,0.0053165,0.0008897,0.0005832,0.0006984,0.0272062,0.0052677,0.0158836,0.0002683,0.0001023,0.0026416,0.0010847,0.001759,0.0053102,0.0159859,0.0034404,0.0103185,0.0036576,0.0010283,0.0018902,0.0004361,0.0002182,0.0270046,0.0032579,0.0101003,0.0011588,0.0005534,0.0007267,0.0110917,0.0018477,0.005036,0.0150008,0.0016831,0.0045421,0.0019065,0.0005219,0.0007857,0.0267566,0.0022032,0.0069873,0.0007525,0.0003241,0.0059625,0.0009672,0.0019873,0.0024193,0.0073113,0.0017249,0.0054907,0.0089619,0.0007845,0.0020823,0.0030336,0.0004823,0.0266313,0.0014358,0.0050084,0.004783,0.0004641,0.0008728,0.0205389,0.0012998,0.0041793,0.0010742,0.0042745,0.0132222,0.0006092,0.0021534,0.0065154,0.000788,0.0263865,0.0007524,0.0034865,0.0069792,0.0003556,0.0010793,0.0243362,0.0009483,0.0037166,0.0272132,0.0000425,0.0014733,0.0272556
423,0.0033611,0.0244908,0.0006517,0.0009909,0.00188,0.003075,423,1539,2144,0.9995665,61.6805573,1903.030518,25.3138885,0.826095,402.1194458,0.00339,0.0025712,0.0030723,0.0006845,0.0006246,0.0006542,0.0090527,0.0068642,0.0075178,0.0002075,0.000089,0.0014511,0.0012624,0.0013872,0.0069271,0.0076069,0.0046023,0.0058765,0.0018245,0.0011427,0.0014011,0.0003409,0.0002154,0.0088407,0.0043999,0.0056611,0.0007748,0.0005976,0.0006625,0.0043251,0.0020772,0.0029582,0.0050477,0.0018714,0.0028859,0.0008949,0.000535,0.0006726,0.008733,0.0023327,0.0045356,0.000478,0.0002996,0.0020638,0.0010231,0.0014134,0.0026118,0.0048352,0.0018773,0.0038703,0.0032062,0.0008149,0.0014325,0.0008377,0.0004054,0.0085782,0.0016041,0.0034648,0.001295,0.0004278,0.0006994,0.0067873,0.0015429,0.0027953,0.0012087,0.003029,0.0042623,0.0007035,0.0014621,0.0015584,0.0005644,0.0075903,0.0007937,0.0024646,0.002163,0.00036,0.0007675,0.0080302,0.0010533,0.002586,0.0090615,0.0000389,0.0013841,0.0091004
424,0.0063348,0.0396367,0.0013592,0.0028812,0.0074886,0.0149442,424,640,1690,0.9999449,61.8944435,1915.561157,26.875,0.8649712,420.6305542,0.0185308,0.0118548,0.0148518,0.0014606,0.0012761,0.0013718,0.0788701,0.0296564,0.055588,0.0003469,0.0002751,0.0049521,0.0045191,0.0047666,0.0300033,0.0558631,0.0156364,0.036429,0.0074533,0.0033317,0.0048794,0.0005381,0.0003997,0.0787596,0.0152295,0.0360293,0.0018541,0.0011042,0.0014045,0.0280618,0.009086,0.0149448,0.0374306,0.0060842,0.0139329,0.0026138,0.0008739,0.0015123,0.0783852,0.0088156,0.0235064,0.0011513,0.0005577,0.0117469,0.0023431,0.0051134,0.0093387,0.024064,0.0045722,0.0166136,0.0201068,0.0015799,0.0054183,0.0058319,0.0009202,0.0781253,0.0037887,0.0156934,0.0102487,0.0006333,0.00181,0.0636028,0.0036779,0.0123844,0.0018739,0.0118362,0.0329264,0.0010794,0.0057975,0.0130689,0.0018814,0.0781253,0.0012832,0.0099548,0.0193416,0.0005082,0.0026131,0.0727635,0.0018048,0.0102791,0.0788701,0.000223,0.004767,0.0790931
425,0.0069996,0.074512,0.0011985,0.0025074,0.0068613,0.0130491,425,757,522,0.9999434,61.8916664,1915.391724,26.9305553,0.8699495,420.5416565,0.014606,0.0098852,0.0129979,0.0014654,0.0009718,0.0012447,0.1238446,0.0301192,0.0605618,0.0003172,0.0002783,0.0049824,0.0034486,0.0043499,0.0303248,0.0608401,0.0111246,0.0282773,0.0059847,0.0020659,0.0044533,0.0005536,0.0003795,0.1236746,0.0106251,0.0278978,0.0017825,0.0007648,0.0013111,0.0185879,0.006283,0.0124906,0.0509181,0.0027856,0.0120029,0.0025108,0.0006614,0.0013828,0.1232655,0.0043549,0.0193143,0.0009951,0.0005282,0.0104441,0.0013812,0.0045942,0.0045717,0.0198425,0.0023576,0.0142394,0.0181614,0.001059,0.0048314,0.003553,0.0008453,0.12216,0.0021407,0.0133941,0.0054615,0.0005363,0.0016611,0.0850835,0.0018994,0.0107789,0.0018473,0.0106012,0.0394327,0.0009754,0.0051166,0.0098988,0.0016344,0.12216,0.0014569,0.0089668,0.0128929,0.0004693,0.0022613,0.112847,0.0016276,0.0092297,0.1239563,0.0002056,0.0043722,0.1241618
426,0.0072474,0.0622777,0.0014701,0.0032662,0.0082958,0.0158614,426,538,1992,0.9999362,61.8777771,1914.544434,27.083334,0.8685157,424.6388855,0.019656,0.0132351,0.0156812,0.0015653,0.0014001,0.0014815,0.1257492,0.034039,0.0655595,0.0003915,0.0002986,0.0059127,0.0046948,0.0053259,0.034324,0.0658581,0.0188605,0.0365309,0.0087752,0.0040997,0.0054538,0.0006151,0.0004228,0.1257071,0.0184977,0.0361081,0.0019393,0.0012653,0.0015178,0.0266144,0.0108629,0.0153842,0.0538148,0.0058815,0.0149112,0.0032921,0.0009232,0.0016483,0.1253622,0.0074989,0.0233458,0.00107,0.0005856,0.0115837,0.0029698,0.0056374,0.0078928,0.0239314,0.0058565,0.0174194,0.0179432,0.0018629,0.005907,0.0039395,0.0009765,0.1253622,0.0053215,0.016443,0.0057221,0.0007144,0.0019428,0.0955793,0.0044456,0.0134107,0.0026509,0.0129246,0.0349255,0.0010937,0.0062642,0.0124266,0.0020265,0.1199979,0.0019224,0.0108981,0.0159113,0.0004861,0.002793,0.1106628,0.0020022,0.0113048,0.1259102,0.0002305,0.0052507,0.1261407
427,0.0073189,0.0955959,0.0008836,0.0016347,0.0047026,0.0086242,427,134,1277,0.9999362,61.8777771,1914.544434,27.3027782,0.8735345,429.0805664,0.0098649,0.0073631,0.0085022,0.0009884,0.0007848,0.0009055,0.0224822,0.0195222,0.0206274,0.0002744,0.0002151,0.0033939,0.0020994,0.002768,0.0197216,0.0208425,0.0076891,0.0152386,0.005107,0.0014814,0.0030146,0.0004666,0.000326,0.0223658,0.0073764,0.0149125,0.001641,0.0006696,0.0010266,0.0119793,0.0036844,0.0077075,0.0141796,0.0024325,0.00735,0.0020482,0.0005883,0.001067,0.0222452,0.0036493,0.0112604,0.0007522,0.0004192,0.0067544,0.0012607,0.0031092,0.0039238,0.0116795,0.0026849,0.0089645,0.0096042,0.0009649,0.0032354,0.0031072,0.0006293,0.0210692,0.0021991,0.0083352,0.0058891,0.000512,0.0011884,0.0174694,0.0020229,0.0068114,0.001665,0.0069106,0.0129259,0.0008116,0.0033488,0.0065389,0.0011038,0.0196844,0.0011682,0.0058068,0.0077684,0.0003821,0.001525,0.0207131,0.0012769,0.0059879,0.0225945,0.0001622,0.0027154,0.0227567
428,0.0047581,0.045987,0.0007661,0.0012835,0.0027153,0.0049253,428,1135,499,0.9995677,61.6611099,1901.822266,28.666666,0.8540467,548.0444336,0.0057013,0.0043214,0.0049376,0.0007927,0.0007487,0.0007679,0.0153467,0.0083937,0.0116593,0.0001735,0.0001123,0.0020007,0.0017913,0.0018664,0.0084476,0.0117716,0.0061066,0.0092769,0.002362,0.0014881,0.0018947,0.0004049,0.0002532,0.0151171,0.0058786,0.0090237,0.0009853,0.0006669,0.0007854,0.0067097,0.0032609,0.0048229,0.0086626,0.0024438,0.0045998,0.0012956,0.0006224,0.0008153,0.0150396,0.0041963,0.006965,0.0006024,0.0003402,0.0033303,0.0012733,0.0019406,0.0044729,0.0073052,0.0024065,0.0058722,0.0046127,0.0010007,0.0019945,0.0014789,0.0004945,0.0146967,0.0019286,0.0053776,0.0021859,0.0004969,0.0008672,0.01074,0.0018303,0.0043149,0.0014022,0.0045351,0.0075064,0.0007341,0.0020678,0.0040908,0.0007336,0.0140101,0.0010754,0.0038015,0.0043581,0.0003465,0.0010054,0.0133153,0.0011355,0.0038924,0.0153694,0.0000539,0.0018606,0.0154234
429,0.0023965,0.0354749,0.0007442,0.0012459,0.0029458,0.0057722,429,1679,1524,0.9994881,61.6166649,1899.233276,30.0916672,0.85832,604.7861328,0.0066833,0.0053319,0.005849,0.000772,0.0007304,0.0007444,0.0213387,0.0130969,0.0163263,0.0002579,0.0001346,0.0019064,0.0017767,0.0018489,0.0132289,0.0164608,0.0067215,0.0127377,0.0024084,0.0014487,0.001874,0.0003524,0.0002628,0.0212672,0.0064983,0.0124749,0.0008755,0.0006678,0.000753,0.0092441,0.003589,0.0057786,0.0122124,0.0025752,0.0055049,0.0016147,0.0006358,0.0007951,0.0211199,0.0039448,0.0089001,0.0007146,0.0003428,0.0040178,0.0013234,0.0019565,0.0042326,0.009243,0.0024241,0.0067428,0.0051629,0.0010861,0.0020907,0.0017551,0.0004773,0.0206945,0.0019429,0.0062655,0.002473,0.0004901,0.0008651,0.0143552,0.0019691,0.0049317,0.00144,0.0049964,0.0106809,0.0007399,0.0022315,0.0048583,0.0007403,0.0189465,0.0010117,0.0042561,0.0051471,0.0003553,0.0010235,0.0173579,0.001238,0.0042815,0.0215555,0.0000411,0.0018477,0.0215966
430,0.0026633,0.0454654,0.0007553,0.0012895,0.0032685,0.0060264,430,1091,1654,0.9994911,61.6222229,1899.572266,31.6055565,0.8735219,661.9944458,0.0065234,0.0055512,0.0059941,0.0007785,0.0007302,0.0007561,0.0214747,0.0149754,0.0190094,0.0002201,0.0002093,0.0020882,0.0018351,0.001956,0.0151748,0.0192187,0.0075557,0.0122341,0.0034252,0.0013918,0.0020295,0.0003822,0.0002683,0.0214747,0.0073255,0.0119657,0.0010529,0.0006229,0.0007873,0.0100919,0.0044906,0.0059765,0.0142297,0.0020219,0.0057327,0.0013509,0.0005255,0.0008225,0.0212764,0.0030649,0.008952,0.0006022,0.0003639,0.0043143,0.0010409,0.0020974,0.0033441,0.0093159,0.0022836,0.0069558,0.0060463,0.000891,0.0022328,0.0012826,0.0005018,0.0212764,0.0020045,0.006454,0.0030337,0.000434,0.0009016,0.0177443,0.0017888,0.0051484,0.0014105,0.0052196,0.013031,0.0006997,0.0023782,0.0045228,0.0007844,0.0202658,0.0009638,0.0044352,0.0047256,0.0003266,0.0010775,0.0201573,0.001035,0.0044856,0.0214783,0.0001994,0.0019447,0.0216777
431,0.0043242,0.0535978,0.0006834,0.0010808,0.0022517,0.0045738,431,1885,2014,0.9994987,61.6361122,1900.419434,33.4249992,0.8813786,736.0250244,0.0049078,0.0040196,0.004553,0.0007024,0.0006634,0.0006838,0.0151436,0.0082951,0.012106,0.000135,0.0000939,0.0016663,0.0014954,0.0015768,0.0083598,0.0122,0.0049392,0.0087589,0.0023082,0.0011718,0.0016196,0.0003733,0.0002417,0.0151788,0.0046785,0.0085172,0.0008033,0.0005966,0.0006958,0.0074429,0.0023652,0.0042477,0.0094224,0.002058,0.0040427,0.0013745,0.0005544,0.0007179,0.0147147,0.0026298,0.0063523,0.0005639,0.0003241,0.0039087,0.0010757,0.0016698,0.0029619,0.0066764,0.0020245,0.0051309,0.0045403,0.0008992,0.0017251,0.0010754,0.0004317,0.0144972,0.0016876,0.0046992,0.0018644,0.0004783,0.0007669,0.0121139,0.0015689,0.0037812,0.0012223,0.0039267,0.0084649,0.000745,0.0018119,0.0030528,0.0006333,0.0139026,0.0007768,0.0032934,0.003721,0.0003237,0.0008749,0.0140249,0.0010661,0.0033493,0.0152138,0.0000647,0.0015744,0.0152786
432,0.0052341,0.042886,0.0007822,0.0013557,0.0035786,0.009367,432,1001,2177,0.9995385,61.6611099,1901.894409,35.5416679,0.8905886,820.7805786,0.0167744,0.005896,0.0092725,0.0008987,0.0007524,0.000794,0.0515953,0.0287509,0.039455,0.0002523,0.0001979,0.0029608,0.0018599,0.0021569,0.0289699,0.0396529,0.0059486,0.0199877,0.0066836,0.001514,0.0024157,0.000528,0.000296,0.0514325,0.0057872,0.0196918,0.0021545,0.0006856,0.0008815,0.0318067,0.0034763,0.008713,0.0374115,0.0027055,0.0079706,0.0028323,0.0005688,0.0009483,0.0512482,0.0035332,0.01268,0.0009149,0.0003991,0.0099012,0.0011635,0.002583,0.0038516,0.013079,0.0019793,0.0092005,0.0168125,0.0009944,0.0028009,0.0049331,0.000597,0.0489353,0.0016668,0.0086035,0.0066669,0.0005091,0.0010728,0.0454726,0.0015238,0.0068841,0.0014958,0.0067408,0.0282787,0.0007704,0.0030218,0.0123965,0.0009966,0.0433087,0.00104,0.0057442,0.0134715,0.000411,0.0013734,0.0501128,0.001375,0.0057861,0.0517368,0.0001108,0.002018,0.0518476
433,0.0050815,0.0550825,0.0008096,0.0013677,0.0033839,0.0078707,433,1664,1031,0.9995989,61.7083321,1904.708374,38.3333321,0.9011476,922.7000122,0.0131151,0.0046163,0.0078088,0.0008762,0.0007608,0.0008167,0.0575413,0.0105602,0.030051,0.0002614,0.0001667,0.0025918,0.0018169,0.0021054,0.0106249,0.0302176,0.0061899,0.0174913,0.0054029,0.0014831,0.0023026,0.0004503,0.0003,0.0574258,0.0059073,0.0171913,0.0014707,0.0006785,0.0008562,0.0245779,0.003283,0.0075333,0.0389101,0.0027669,0.0068714,0.002428,0.0006345,0.0009078,0.0573637,0.0039791,0.0109155,0.0007706,0.0003865,0.0097958,0.0014089,0.0024438,0.0042577,0.0113021,0.0025588,0.0081854,0.0150779,0.0010959,0.0026117,0.0052454,0.0005842,0.0558859,0.0020876,0.0076012,0.0091344,0.0005813,0.0010569,0.0496821,0.002031,0.0060908,0.0017404,0.0060947,0.0281799,0.0008689,0.0027606,0.0105209,0.0009403,0.0558859,0.0012178,0.0051544,0.0122586,0.000435,0.0012919,0.0525716,0.0014759,0.0052236,0.057649,0.0000647,0.0020237,0.0577138
434,0.002439,0.0300308,0.0007471,0.0012373,0.0026568,0.0052062,434,826,1709,0.9995513,61.6416664,1900.647217,27.0944443,0.8351742,476.8333435,0.0065825,0.0045786,0.0053091,0.0007974,0.0006912,0.0007527,0.0160722,0.0098361,0.0134098,0.0002014,0.0001187,0.0019773,0.0016513,0.0018062,0.0100375,0.0135284,0.0055063,0.0094612,0.002474,0.0013235,0.0018303,0.0003403,0.0002532,0.0159224,0.0051992,0.009208,0.0010272,0.000619,0.0007714,0.0101217,0.0029033,0.0050015,0.0112657,0.0022953,0.0047205,0.0014106,0.0005307,0.0008006,0.0159224,0.0030846,0.0070016,0.0006151,0.0003401,0.0049932,0.0011216,0.0019312,0.0033984,0.0073417,0.0021178,0.0058405,0.0078751,0.0009302,0.0020196,0.0018704,0.0004866,0.0155242,0.0017319,0.0053538,0.0031517,0.0004638,0.0008614,0.0140209,0.0017031,0.004373,0.0013808,0.0045365,0.0111204,0.0006704,0.0020988,0.006805,0.0007569,0.0151335,0.0008909,0.0037796,0.0075339,0.0003727,0.0010247,0.0152939,0.001267,0.0039002,0.016186,0.0000483,0.0018149,0.0162342
435,0.0018309,0.0201824,0.0007895,0.001298,0.0026747,0.0045836,435,95,2382,0.9994658,61.5916672,1897.724976,28.0638885,0.8358122,516.0250244,0.0050888,0.0040509,0.0045265,0.0008334,0.0007666,0.000793,0.0144789,0.0079064,0.0105534,0.0002372,0.0001405,0.0019702,0.0017053,0.001852,0.0081112,0.010694,0.0055357,0.0083441,0.0023235,0.0014163,0.0018662,0.0003327,0.0002587,0.0142237,0.0052659,0.0080853,0.0008886,0.0006581,0.0008063,0.0066769,0.003263,0.0044714,0.0090287,0.0021744,0.0043829,0.0011012,0.0005717,0.0008195,0.0140523,0.0040402,0.0065885,0.0005885,0.0003471,0.003019,0.001213,0.0018851,0.0042853,0.0069356,0.0021839,0.00562,0.0043059,0.0010274,0.0019294,0.0011299,0.0004885,0.0138503,0.0018318,0.0051314,0.0019054,0.0005196,0.0008537,0.0112587,0.0017203,0.0041837,0.0012332,0.0044589,0.0069087,0.0007874,0.0020044,0.0031706,0.0006997,0.012564,0.0008103,0.0037592,0.004118,0.000387,0.0009628,0.0120143,0.0011979,0.003818,0.0144789,0.0000389,0.0018515,0.0145178
436,0.0029494,0.0355938,0.000788,0.0013341,0.0029841,0.0052913,436,1353,1146,0.9994703,61.5999985,1898.233276,29.0944443,0.8468317,555.416687,0.0065803,0.0047604,0.0053549,0.0008341,0.0007547,0.0007906,0.0179514,0.0102413,0.0125597,0.0002386,0.0001673,0.0020841,0.0018065,0.0019428,0.0104698,0.012727,0.0068639,0.0101975,0.0031866,0.0015105,0.0020134,0.0004529,0.0002922,0.0177207,0.0066151,0.0099054,0.0010226,0.0006208,0.0008142,0.0084068,0.0037469,0.0051682,0.0110191,0.0030439,0.0050383,0.0013356,0.0005612,0.000835,0.0177207,0.00409,0.0079111,0.0008255,0.0003771,0.0043821,0.0011265,0.002051,0.0045049,0.0082881,0.0025696,0.0064463,0.0058222,0.0009791,0.0021163,0.0011484,0.0005024,0.0173155,0.0022326,0.0059439,0.0021545,0.0004733,0.0008891,0.0144703,0.0019662,0.0047525,0.0014809,0.0049765,0.0111353,0.0006363,0.0022157,0.0038211,0.0007288,0.0167539,0.0010511,0.0042476,0.004717,0.0003198,0.0010164,0.0156275,0.0012496,0.0042496,0.0179514,0.0000818,0.0019408,0.0180332
437,0.0039668,0.0358071,0.0006947,0.0011341,0.0027155,0.0066072,437,1217,1885,0.9994778,61.6138878,1899.080566,30.5,0.8547183,612.4500122,0.0097158,0.0052068,0.0065738,0.0007866,0.0006573,0.0007037,0.0375689,0.014328,0.0246754,0.0002381,0.0001856,0.0020408,0.0015177,0.0017141,0.0144689,0.024861,0.005101,0.0144968,0.0031336,0.0011742,0.0017872,0.0004407,0.0002681,0.0374772,0.0048977,0.0142287,0.0010918,0.000577,0.000733,0.0167223,0.0024761,0.0064771,0.0227057,0.0019116,0.0057068,0.0018835,0.0004875,0.0007919,0.0372235,0.0024373,0.0093043,0.0006625,0.000336,0.0049621,0.0009813,0.0019317,0.0026882,0.0096403,0.0016674,0.0067372,0.0090004,0.0007936,0.0020893,0.0017987,0.0004869,0.0372235,0.0014165,0.0062503,0.0027044,0.0004526,0.0008641,0.0281284,0.0012584,0.0050161,0.0011838,0.0049234,0.016331,0.0006277,0.0022551,0.0052365,0.000773,0.0372235,0.0008094,0.0041504,0.0071249,0.0003541,0.0010559,0.0342183,0.0010595,0.0042505,0.0376269,0.0001409,0.0017182,0.0377677
438,0.0048017,0.0289376,0.0006686,0.0010466,0.0023078,0.0063503,438,1077,138,0.9995177,61.6388893,1900.555542,32.3055573,0.8656338,684.5722046,0.0109553,0.0038565,0.0066301,0.0007017,0.0006516,0.0006701,0.097338,0.0087284,0.0394928,0.0000867,0.0000621,0.0018587,0.0014018,0.0015768,0.0087779,0.0395549,0.0045371,0.0178225,0.0051272,0.0011741,0.00177,0.0004598,0.0002287,0.0970643,0.0043932,0.0175939,0.0013799,0.000594,0.0007142,0.0198966,0.0023805,0.006051,0.0288325,0.001894,0.0055984,0.002145,0.0005454,0.0007449,0.0970399,0.0020354,0.0110602,0.0009261,0.0003228,0.005974,0.0010292,0.0018512,0.0023332,0.011383,0.0018655,0.007271,0.0095182,0.0008858,0.001963,0.0018599,0.0004637,0.0967059,0.0016038,0.0068073,0.003352,0.0004807,0.0008108,0.0728484,0.0015939,0.00507,0.0012395,0.0049618,0.0222613,0.0007163,0.0021479,0.0068725,0.0007279,0.0955856,0.000783,0.004234,0.0088189,0.0003579,0.0010022,0.0861075,0.0011197,0.0041989,0.097377,0.0000476,0.0015498,0.0974246
439,0.0070053,0.0426057,0.0006827,0.0010665,0.0020859,0.0037252,439,576,1001,0.9995753,61.6805573,1903.030518,34.9055557,0.8796173,778.027771,0.0042744,0.0031076,0.0036407,0.0007367,0.000642,0.0006883,0.0107096,0.008381,0.0093809,0.0002244,0.000181,0.0017319,0.0013535,0.0015204,0.0084891,0.0095619,0.0044104,0.0071835,0.0018704,0.0012076,0.001526,0.000332,0.0002397,0.0105724,0.0041303,0.0069438,0.0007775,0.0006181,0.0006913,0.0048262,0.002509,0.003597,0.0051255,0.0020602,0.0034652,0.0009068,0.0005687,0.0007025,0.0105145,0.0024472,0.0054399,0.0004607,0.0003082,0.0023284,0.001077,0.0015415,0.0027366,0.0057481,0.002074,0.0046228,0.0028921,0.0008962,0.0015635,0.0007854,0.0004151,0.0105145,0.0017235,0.0042078,0.0014396,0.000455,0.0007297,0.0075618,0.001698,0.0033302,0.0012228,0.0035707,0.0043585,0.0007696,0.0016185,0.0017466,0.0005845,0.0101438,0.0008983,0.0029862,0.002038,0.0003593,0.0008043,0.00954,0.0010404,0.0030385,0.0107689,0.0001082,0.0015076,0.0108771
440,0.0024669,0.0484337,0.0006918,0.0010979,0.0021978,0.0040914,440,227,1613,0.999562,61.6722221,1902.522217,25.9694443,0.8254266,426.3250122,0.0050281,0.0027172,0.003921,0.0007325,0.0006461,0.0006982,0.0125619,0.0074465,0.0096954,0.0002144,0.0001087,0.0018347,0.0013132,0.0016031,0.0074854,0.0098041,0.0040943,0.0072619,0.0022714,0.0011542,0.0016268,0.0003552,0.000223,0.0124271,0.003941,0.0070389,0.0008461,0.0006007,0.0007135,0.0067575,0.0021054,0.0037792,0.0089214,0.0019048,0.0035962,0.0018583,0.0005484,0.0007442,0.0122898,0.0024394,0.0053505,0.0006211,0.0003178,0.0036902,0.001047,0.0016632,0.0027438,0.0056683,0.001814,0.0045234,0.0051152,0.0009483,0.0017122,0.0018229,0.0004486,0.012238,0.0015534,0.0040748,0.0022425,0.0004994,0.0007846,0.0096606,0.0015072,0.003375,0.0012705,0.0035442,0.0077068,0.0007455,0.0017598,0.0037321,0.0006629,0.010792,0.0008361,0.0028814,0.0047647,0.0003354,0.0009019,0.0118218,0.0011482,0.0030686,0.0127374,0.0000389,0.0015736,0.0127763
