OID_,vh_raw,vv_raw,roughness_p5,roughness_p25,roughness_p75,roughness_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var
336,0.0245050,0.1473849,0.0014419,0.0031189,0.0085942,0.0176927,336,1096,1.0000000,62.0000000,1922.0000000,61.8750000,0.9997287,1914.8027344
337,0.0167568,0.1289270,0.0015312,0.0034391,0.0102045,0.0222351,337,165,1.0000000,62.0000000,1922.0000000,61.8972206,0.9997550,1916.0971680
338,0.0312226,0.2269836,0.0012256,0.0028995,0.0098563,0.0229006,338,160,1.0000000,62.0000000,1922.0000000,61.9055557,0.9999073,1916.3388672
339,0.0429212,0.1809208,0.0013451,0.0027471,0.0072494,0.0149387,339,1558,1.0000000,62.0000000,1922.0000000,61.8222237,0.9996832,1911.6278076
340,0.0345389,0.1027715,0.0014331,0.0030494,0.0079714,0.0166712,340,374,1.0000000,62.0000000,1922.0000000,61.8638878,0.9997199,1914.0971680
341,0.0522052,0.1125175,0.0016851,0.0037399,0.0106775,0.0224608,341,289,1.0000000,62.0000000,1922.0000000,61.8888893,0.9998898,1915.3388672
342,0.1581334,0.2587465,0.0015134,0.0034304,0.0100557,0.0228277,342,1084,1.0000000,62.0000000,1922.0000000,61.6722221,0.9994016,1903.0389404
343,0.0869586,0.2039263,0.0014427,0.0031315,0.0083762,0.0173915,343,1267,1.0000000,62.0000000,1922.0000000,61.7638893,0.9995008,1908.4083252
344,0.1093939,0.1899170,0.0015430,0.0033832,0.0088946,0.0160743,344,742,1.0000000,62.0000000,1922.0000000,61.8361130,0.9997981,1912.2972412
345,0.0928575,0.1529384,0.0014733,0.0033671,0.0093158,0.0174407,345,1385,1.0000000,62.0000000,1922.0000000,61.6500015,0.9984413,1903.3166504
346,0.0409796,0.1409152,0.0005731,0.0010112,0.0037363,0.0130160,346,1168,1.0000000,62.0000000,1922.0000000,61.2361107,0.9963616,1881.9361572
347,0.0130897,0.1261479,0.0012660,0.0034239,0.0102774,0.0205255,347,1347,1.0000000,62.0000000,1922.0000000,61.1027794,0.9956046,1875.0638428
348,0.0354159,0.2159120,0.0005495,0.0010305,0.0041089,0.0092434,348,44,1.0000000,62.0000000,1922.0000000,61.3027763,0.9965073,1885.6639404
349,0.1288305,0.3267559,0.0016780,0.0035724,0.0099010,0.0234669,349,1573,1.0000000,62.0000000,1922.0000000,61.0555573,0.9959689,1871.5777588
350,0.0453534,0.1351233,0.0004786,0.0008021,0.0035204,0.0103930,350,417,1.0000000,62.0000000,1922.0000000,61.0777779,0.9954017,1873.8889160
351,0.0193224,0.1121236,0.0004874,0.0008143,0.0025506,0.0070989,351,1030,1.0000000,62.0000000,1922.0000000,61.0583344,0.9953884,1872.7027588
352,0.0606535,0.1001220,0.0009959,0.0027086,0.0096094,0.0272562,352,1554,1.0000000,62.0000000,1922.0000000,61.0583344,0.9953884,1872.7027588
353,0.1319775,0.2476273,0.0012604,0.0024956,0.0058089,0.0102978,353,304,1.0000000,62.0000000,1922.0000000,61.0666656,0.9953941,1873.2110596
354,0.1280612,0.4740620,0.0014803,0.0030749,0.0083468,0.0210705,354,84,1.0000000,62.0000000,1922.0000000,60.8222237,0.9948635,1859.2388916
355,0.0164550,0.1456863,0.0005033,0.0008438,0.0032643,0.0124150,355,567,1.0000000,62.0000000,1922.0000000,60.8638878,0.9944304,1862.7750244
356,0.0215067,0.1443626,0.0004222,0.0006375,0.0012214,0.0025825,356,585,1.0000000,62.0000000,1922.0000000,60.8416672,0.9944143,1861.4194336
357,0.0433779,0.0870127,0.0009250,0.0020638,0.0054839,0.0102386,357,875,1.0000000,62.0000000,1922.0000000,60.8138885,0.9943349,1859.8360596
358,0.0963546,0.2191613,0.0012519,0.0024380,0.0053970,0.0094470,358,1027,1.0000000,62.0000000,1922.0000000,60.8222237,0.9943410,1860.3444824
359,0.0754243,0.4140622,0.0012748,0.0025925,0.0063318,0.0126793,359,99,1.0000000,62.0000000,1922.0000000,60.6555557,0.9940289,1850.5722656
360,0.0162164,0.1385409,0.0005186,0.0009255,0.0038054,0.0106444,360,107,1.0000000,62.0000000,1922.0000000,60.8250008,0.9944023,1860.4028320
361,0.0169094,0.0955506,0.0005336,0.0009114,0.0023131,0.0054489,361,892,1.0000000,62.0000000,1922.0000000,60.7972221,0.9943228,1858.8194580
362,0.0336092,0.1242438,0.0007487,0.0014657,0.0042433,0.0091224,362,1008,1.0000000,62.0000000,1922.0000000,60.8055573,0.9943289,1859.3277588
363,0.0239485,0.1744993,0.0011058,0.0022630,0.0067815,0.0166555,363,794,1.0000000,62.0000000,1922.0000000,60.5611115,0.9934868,1845.8222656
364,0.0068251,0.0707951,0.0008364,0.0016243,0.0043425,0.0098013,364,978,1.0000000,62.0000000,1922.0000000,60.7638893,0.9942095,1856.9527588
365,0.0101953,0.0847668,0.0007043,0.0013281,0.0038243,0.0096194,365,1078,1.0000000,62.0000000,1922.0000000,60.5361099,0.9934409,1844.3471680
366,0.0156258,0.2158705,0.0008687,0.0016782,0.0048860,0.0164197,366,839,1.0000000,62.0000000,1922.0000000,60.2527771,0.9922813,1830.6972656
367,0.0235401,0.1103723,0.0006948,0.0012535,0.0029853,0.0066819,367,792,1.0000000,62.0000000,1922.0000000,59.3361130,0.9873912,1785.1306152
368,0.0248608,0.0481470,0.0006450,0.0011016,0.0023716,0.0042788,368,106,1.0000000,62.0000000,1922.0000000,58.7249985,0.9838250,1754.5916748
369,0.0830980,0.4283804,0.0012632,0.0025255,0.0067296,0.0142275,369,1036,1.0000000,62.0000000,1922.0000000,60.2500000,0.9927716,1828.4388428
370,0.0504047,0.4241608,0.0011027,0.0020877,0.0048238,0.0093703,370,383,1.0000000,62.0000000,1922.0000000,59.9833336,0.9912253,1815.8222656
371,0.0178303,0.1925754,0.0011653,0.0023487,0.0055447,0.0110106,371,86,1.0000000,62.0000000,1922.0000000,59.7305565,0.9898481,1803.4305420
372,0.0201324,0.0978087,0.0007518,0.0014204,0.0039695,0.0081311,372,773,1.0000000,62.0000000,1922.0000000,59.5916672,0.9886439,1797.1361084
373,0.0188799,0.1501974,0.0010454,0.0023268,0.0085083,0.0245559,373,1390,1.0000000,62.0000000,1922.0000000,59.0305557,0.9870425,1768.3972168
374,0.0266832,0.0803879,0.0006750,0.0012363,0.0032921,0.0086251,374,1107,1.0000000,62.0000000,1922.0000000,58.3861122,0.9838018,1735.9583740
375,0.0211990,0.0392567,0.0013578,0.0032690,0.0112340,0.0283845,375,1202,1.0000000,62.0000000,1922.0000000,57.6666679,0.9808697,1698.8778076
376,0.0072839,0.0441316,0.0012642,0.0025543,0.0071831,0.0165500,376,1305,1.0000000,62.0000000,1922.0000000,56.9111099,0.9765140,1658.9055176
377,0.0329809,0.1536777,0.0007458,0.0014709,0.0049858,0.0108582,377,936,1.0000000,62.0000000,1922.0000000,57.6333351,0.9808241,1699.4666748
378,0.0211731,0.0645438,0.0008971,0.0017438,0.0049550,0.0139263,378,1428,1.0000000,62.0000000,1922.0000000,56.9166679,0.9776931,1662.9166260
379,0.0116101,0.0407876,0.0010228,0.0020799,0.0076084,0.0261387,379,1081,1.0000000,62.0000000,1922.0000000,56.2027779,0.9739478,1624.4083252
380,0.0340513,0.2086132,0.0006616,0.0012405,0.0037280,0.0074942,380,293,1.0000000,62.0000000,1922.0000000,57.3583336,0.9804498,1685.8305664
381,0.0163971,0.0934397,0.0006966,0.0012342,0.0027877,0.0051795,381,819,1.0000000,62.0000000,1922.0000000,56.6277771,0.9771944,1649.6888428
382,0.0079861,0.0391642,0.0009055,0.0017281,0.0043816,0.0092182,382,1038,1.0000000,62.0000000,1922.0000000,56.2861099,0.9752063,1631.5749512
383,0.0152133,0.0491913,0.0010036,0.0019736,0.0056372,0.0163359,383,1064,1.0000000,62.0000000,1922.0000000,55.7861099,0.9730113,1605.0971680
384,0.0497179,0.1487268,0.0010884,0.0021960,0.0064222,0.0167625,384,56,1.0000000,62.0000000,1922.0000000,58.8527794,0.9858505,1760.7528076
385,0.0580707,0.2161583,0.0009107,0.0017177,0.0041542,0.0081643,385,423,1.0000000,62.0000000,1922.0000000,57.6555557,0.9808080,1702.3889160
386,0.0293632,0.2252960,0.0006337,0.0011587,0.0029554,0.0060521,386,487,1.0000000,62.0000000,1922.0000000,56.8083344,0.9774786,1659.7805176
387,0.0105252,0.0819316,0.0007535,0.0013611,0.0029753,0.0048127,387,1243,1.0000000,62.0000000,1922.0000000,55.9194450,0.9729738,1617.2583008
388,0.0081455,0.0299502,0.0007880,0.0014363,0.0033936,0.0060727,388,1432,1.0000000,62.0000000,1922.0000000,55.5055542,0.9707643,1595.0833740
389,0.0110795,0.0377873,0.0007104,0.0012476,0.0026934,0.0046091,389,642,1.0000000,62.0000000,1922.0000000,54.7666664,0.9676200,1557.3721924
390,0.0400328,0.1312769,0.0006970,0.0013184,0.0037702,0.0073276,390,506,1.0000000,62.0000000,1922.0000000,58.6833344,0.9842797,1753.2166748
391,0.0439443,0.1750267,0.0006626,0.0012766,0.0035783,0.0066110,391,909,1.0000000,62.0000000,1922.0000000,57.4749985,0.9796867,1693.8861084
392,0.0254855,0.1902110,0.0005954,0.0010464,0.0025746,0.0049239,392,434,1.0000000,62.0000000,1922.0000000,56.5527763,0.9765069,1647.6472168
393,0.0098291,0.0891920,0.0005841,0.0010318,0.0027122,0.0058724,393,310,1.0000000,62.0000000,1922.0000000,55.5166664,0.9720144,1598.0444336
394,0.0079013,0.0474665,0.0006557,0.0011933,0.0028426,0.0050093,394,1195,1.0000000,62.0000000,1922.0000000,55.0111122,0.9695413,1570.9777832
395,0.0065039,0.0492465,0.0006284,0.0011286,0.0025714,0.0043489,395,280,1.0000000,62.0000000,1922.0000000,54.0833321,0.9659879,1523.9666748
396,0.0051248,0.1701633,0.0012745,0.0024723,0.0058349,0.0102054,396,799,1.0000000,62.0000000,1922.0000000,56.9666672,0.9746845,1663.0167236
397,0.0043208,0.1112189,0.0010046,0.0018633,0.0042004,0.0068295,397,1232,1.0000000,62.0000000,1922.0000000,56.7305565,0.9752125,1649.6916504
398,0.0158657,0.0759025,0.0008997,0.0017002,0.0042957,0.0090572,398,816,1.0000000,62.0000000,1922.0000000,56.0250015,0.9729808,1614.7972412
399,0.0105388,0.0926685,0.0006997,0.0012515,0.0029747,0.0057847,399,314,1.0000000,62.0000000,1922.0000000,56.0944443,0.9731178,1618.9943848
400,0.0208469,0.0803397,0.0009279,0.0017584,0.0044775,0.0122445,400,429,1.0000000,62.0000000,1922.0000000,55.5027771,0.9717588,1589.7750244
401,0.0137608,0.0694312,0.0006563,0.0011926,0.0032316,0.0069014,401,593,1.0000000,62.0000000,1922.0000000,55.4527779,0.9714484,1587.2805176
402,0.0084149,0.0720810,0.0007629,0.0014775,0.0039955,0.0082456,402,1174,1.0000000,62.0000000,1922.0000000,55.5333328,0.9728904,1590.4610596
403,0.0167562,0.1235515,0.0007100,0.0013204,0.0032557,0.0064261,403,1318,1.0000000,62.0000000,1922.0000000,55.9444427,0.9750978,1611.4166260
404,0.0613054,0.2097701,0.0011681,0.0025069,0.0066124,0.0140318,404,301,1.0000000,62.0000000,1922.0000000,56.8777771,0.9787434,1656.4832764
405,0.0141101,0.0666741,0.0007219,0.0012948,0.0028565,0.0046928,405,14,1.0000000,62.0000000,1922.0000000,54.3555565,0.9660439,1534.9888916
406,0.0087493,0.0455386,0.0006169,0.0011217,0.0028226,0.0058253,406,1222,1.0000000,62.0000000,1922.0000000,54.1472206,0.9652205,1524.7639160
407,0.0109976,0.0758458,0.0005640,0.0010201,0.0028204,0.0056748,407,1268,1.0000000,62.0000000,1922.0000000,54.1083336,0.9648902,1525.2972412
408,0.0154494,0.1029601,0.0006273,0.0011397,0.0026384,0.0045783,408,239,1.0000000,62.0000000,1922.0000000,54.5027771,0.9669610,1545.0583496
409,0.0319416,0.1404102,0.0007514,0.0014031,0.0032600,0.0060871,409,694,1.0000000,62.0000000,1922.0000000,55.4055557,0.9690403,1590.9555664
410,0.0076446,0.0405112,0.0006974,0.0012556,0.0028548,0.0050668,410,322,1.0000000,62.0000000,1922.0000000,53.5555573,0.9641402,1495.0222168
411,0.0072374,0.0333895,0.0005736,0.0009525,0.0019705,0.0035603,411,252,1.0000000,62.0000000,1922.0000000,53.2249985,0.9628623,1478.0583496
412,0.0098754,0.0797251,0.0005563,0.0009407,0.0019967,0.0036781,412,320,1.0000000,62.0000000,1922.0000000,53.0805550,0.9621096,1474.5028076
413,0.0172581,0.1019898,0.0005493,0.0009407,0.0021350,0.0040720,413,1486,1.0000000,62.0000000,1922.0000000,53.3694458,0.9634147,1489.2916260
414,0.0128237,0.0745600,0.0006450,0.0011218,0.0024388,0.0043781,414,1281,1.0000000,62.0000000,1922.0000000,54.2611122,0.9650310,1535.3277588
415,0.0576509,0.3054523,0.0010297,0.0020546,0.0051051,0.0100361,415,1236,1.0000000,62.0000000,1922.0000000,56.3777771,0.9738690,1637.6888428
416,0.0216094,0.2132398,0.0008861,0.0017297,0.0043932,0.0100855,416,1241,1.0000000,62.0000000,1922.0000000,55.2416649,0.9695873,1582.3972168
417,0.1059119,0.6107872,0.0017756,0.0040680,0.0108943,0.0212426,417,1417,1.0000000,62.0000000,1922.0000000,60.7722206,0.9953093,1855.9166260
418,0.2476241,0.6489789,0.0017374,0.0039797,0.0107798,0.0204234,418,1357,1.0000000,62.0000000,1922.0000000,61.2805557,0.9984627,1880.9860840
419,0.3362941,0.3270873,0.0021363,0.0050936,0.0137694,0.0277882,419,1213,1.0000000,62.0000000,1922.0000000,61.5194435,0.9990981,1894.1639404
420,0.2054664,0.3622265,0.0016076,0.0037644,0.0114143,0.0237666,420,1040,1.0000000,62.0000000,1922.0000000,61.6277771,0.9992079,1900.5444336
421,0.2092394,0.4494537,0.0015311,0.0035665,0.0099974,0.0190622,421,800,1.0000000,62.0000000,1922.0000000,61.7194443,0.9995175,1905.6082764
422,0.1857778,0.2996638,0.0016679,0.0037803,0.0102466,0.0192979,422,229,1.0000000,62.0000000,1922.0000000,61.5527763,0.9981660,1897.8027344
423,0.1186778,0.1948100,0.0012091,0.0027052,0.0081758,0.0162279,423,776,1.0000000,62.0000000,1922.0000000,61.2000008,0.9961729,1879.8610840
424,0.3721001,0.3345479,0.0017714,0.0040829,0.0118090,0.0263520,424,676,1.0000000,62.0000000,1922.0000000,61.1305542,0.9970370,1874.0250244
425,0.2987960,0.3692256,0.0018224,0.0043955,0.0129338,0.0278957,425,777,1.0000000,62.0000000,1922.0000000,61.2527771,0.9971930,1881.1972656
426,0.2770530,0.4612516,0.0020283,0.0049681,0.0138987,0.0273552,426,1280,1.0000000,62.0000000,1922.0000000,61.3527794,0.9975163,1886.7694092
427,0.2529004,0.4645382,0.0017989,0.0041519,0.0111566,0.0199312,427,1288,1.0000000,62.0000000,1922.0000000,61.2138901,0.9962201,1880.5472412
428,0.1774326,0.4231840,0.0015260,0.0034374,0.0092546,0.0165760,428,1489,1.0000000,62.0000000,1922.0000000,60.8666649,0.9941938,1862.9444580
429,0.1891693,0.2980625,0.0017687,0.0041623,0.0125780,0.0270592,429,810,1.0000000,62.0000000,1922.0000000,61.1055565,0.9970124,1872.5222168
430,0.1917986,0.3394099,0.0016919,0.0037984,0.0102848,0.0198792,430,1292,1.0000000,62.0000000,1922.0000000,61.2111130,0.9973412,1878.4333496
431,0.2298866,0.4509214,0.0021682,0.0052238,0.0139025,0.0284386,431,733,1.0000000,62.0000000,1922.0000000,61.0805550,0.9960441,1872.7194824
432,0.1765573,0.4604478,0.0019694,0.0046449,0.0121445,0.0221796,432,1519,1.0000000,62.0000000,1922.0000000,60.7416649,0.9940137,1855.6250000
433,0.0735568,0.3086070,0.0011876,0.0022808,0.0054821,0.0094552,433,709,1.0000000,62.0000000,1922.0000000,60.5527763,0.9947680,1844.9305420
434,0.1306912,0.2803954,0.0010827,0.0021059,0.0052972,0.0104024,434,1275,1.0000000,62.0000000,1922.0000000,60.5666656,0.9944814,1846.2944336
435,0.1047344,0.2681316,0.0010524,0.0020694,0.0056988,0.0121943,435,318,1.0000000,62.0000000,1922.0000000,60.3083344,0.9926938,1833.6861572
436,0.0490347,0.1555192,0.0009643,0.0018069,0.0043071,0.0083760,436,1482,1.0000000,62.0000000,1922.0000000,59.0722237,0.9845332,1780.8778076
437,0.0337055,0.1547189,0.0009582,0.0018308,0.0046446,0.0097637,437,494,1.0000000,62.0000000,1922.0000000,59.0611115,0.9840113,1780.4222412
438,0.0154227,0.1302406,0.0009443,0.0017812,0.0045014,0.0091251,438,118,1.0000000,62.0000000,1922.0000000,57.4222221,0.9734697,1715.8555908
439,0.0121530,0.0683331,0.0013223,0.0028314,0.0077896,0.0177057,439,1089,1.0000000,62.0000000,1922.0000000,60.4694443,0.9929945,1841.0139160
440,0.1114728,0.2499023,0.0013288,0.0027985,0.0074778,0.0139145,440,920,1.0000000,62.0000000,1922.0000000,60.7722206,0.9939471,1857.6999512
441,0.1226281,0.2755499,0.0016245,0.0038188,0.0112570,0.0230580,441,22,1.0000000,62.0000000,1922.0000000,60.6694450,0.9938269,1851.6528320
442,0.0695381,0.2124965,0.0010219,0.0020619,0.0061944,0.0134167,442,630,1.0000000,62.0000000,1922.0000000,60.4194450,0.9932668,1838.7305908
443,0.0175636,0.1950515,0.0008270,0.0015795,0.0039332,0.0076166,443,1245,1.0000000,62.0000000,1922.0000000,59.4916649,0.9870266,1798.7583008
444,0.0154320,0.1631538,0.0008738,0.0016690,0.0040414,0.0071273,444,607,1.0000000,62.0000000,1922.0000000,58.2722206,0.9780149,1753.2110596
445,0.0581002,0.1458908,0.0013550,0.0028867,0.0081432,0.0168485,445,656,1.0000000,62.0000000,1922.0000000,60.5750008,0.9929622,1847.5638428
446,0.0742439,0.2046096,0.0011618,0.0024194,0.0067547,0.0134932,446,1475,1.0000000,62.0000000,1922.0000000,60.4972229,0.9928485,1843.0305176
447,0.0347331,0.2263591,0.0012743,0.0026440,0.0074244,0.0151775,447,1555,1.0000000,62.0000000,1922.0000000,60.6888885,0.9938238,1852.9943848
448,0.0243518,0.2174812,0.0010901,0.0021977,0.0060950,0.0134902,448,1329,1.0000000,62.0000000,1922.0000000,60.7472229,0.9941884,1855.9527588
449,0.0158722,0.0861780,0.0010547,0.0021223,0.0057998,0.0117111,449,218,1.0000000,62.0000000,1922.0000000,60.7777786,0.9942195,1857.8000488
450,0.0501455,0.2866551,0.0011055,0.0022059,0.0058362,0.0115447,450,1242,1.0000000,62.0000000,1922.0000000,60.3333321,0.9925393,1834.8000488
451,0.0368212,0.2377335,0.0012197,0.0025575,0.0071878,0.0136210,451,881,1.0000000,62.0000000,1922.0000000,60.6777763,0.9939776,1852.3499756
452,0.0363965,0.2080739,0.0012246,0.0025839,0.0071901,0.0145477,452,987,1.0000000,62.0000000,1922.0000000,60.8222237,0.9946055,1859.9055176
453,0.0323157,0.1598162,0.0011702,0.0023772,0.0064538,0.0124643,453,877,1.0000000,62.0000000,1922.0000000,60.9611130,0.9953671,1867.0611572
454,0.0413640,0.1740152,0.0011064,0.0021980,0.0060410,0.0131252,454,170,1.0000000,62.0000000,1922.0000000,60.6638870,0.9941548,1850.9749756
455,0.0201965,0.2306497,0.0008320,0.0015542,0.0037634,0.0077857,455,684,1.0000000,62.0000000,1922.0000000,59.6888885,0.9878932,1807.5167236
456,0.0356856,0.1611463,0.0008821,0.0016787,0.0043548,0.0090916,456,740,1.0000000,62.0000000,1922.0000000,60.3055573,0.9908248,1837.0666504
457,0.0446641,0.1745581,0.0011918,0.0024609,0.0065450,0.0142650,457,1154,1.0000000,62.0000000,1922.0000000,60.6944427,0.9929925,1855.1555176
458,0.0537402,0.2287046,0.0016636,0.0038255,0.0102700,0.0205614,458,1295,1.0000000,62.0000000,1922.0000000,61.0194435,0.9956406,1870.1528320
459,0.0739500,0.2206427,0.0013687,0.0031145,0.0092019,0.0198570,459,1097,1.0000000,62.0000000,1922.0000000,60.8444443,0.9952245,1860.1888428
460,0.0186398,0.1663489,0.0008428,0.0015510,0.0036484,0.0069056,460,231,1.0000000,62.0000000,1922.0000000,58.8472214,0.9811922,1777.7805176
461,0.0264021,0.1199527,0.0008198,0.0015127,0.0035625,0.0066870,461,1269,1.0000000,62.0000000,1922.0000000,59.8333321,0.9861008,1822.2500000
462,0.0360832,0.1494386,0.0010733,0.0021172,0.0059199,0.0126483,462,1192,1.0000000,62.0000000,1922.0000000,60.5444450,0.9904500,1852.2388916
463,0.0440611,0.2109538,0.0014311,0.0031382,0.0088575,0.0176867,463,1459,1.0000000,62.0000000,1922.0000000,61.1555557,0.9953665,1878.8222656
464,0.0638616,0.1787663,0.0013403,0.0029259,0.0083473,0.0169180,464,805,1.0000000,62.0000000,1922.0000000,61.1611099,0.9969001,1876.4111328
465,0.0292917,0.1039397,0.0008671,0.0018737,0.0070919,0.0165827,465,1431,1.0000000,62.0000000,1922.0000000,59.4361115,0.9876827,1789.4916992
466,0.0381231,0.1368652,0.0007853,0.0015752,0.0053974,0.0131103,466,784,1.0000000,62.0000000,1922.0000000,58.4249992,0.9829049,1740.4194336
467,0.0288449,0.1568792,0.0006530,0.0012312,0.0034402,0.0066209,467,254,1.0000000,62.0000000,1922.0000000,57.1861115,0.9788661,1679.1082764
468,0.0158046,0.1618209,0.0005838,0.0010077,0.0023202,0.0044135,468,901,1.0000000,62.0000000,1922.0000000,56.0916672,0.9748204,1624.6639404
469,0.0086237,0.1267481,0.0005452,0.0008895,0.0017725,0.0028821,469,162,1.0000000,62.0000000,1922.0000000,54.9500008,0.9703043,1570.3721924
470,0.0065834,0.1118713,0.0005366,0.0008794,0.0018800,0.0036292,470,180,1.0000000,62.0000000,1922.0000000,54.3222237,0.9670832,1537.2055664
471,0.0052437,0.0907797,0.0005668,0.0009717,0.0024138,0.0052677,471,645,1.0000000,62.0000000,1922.0000000,53.2638893,0.9625134,1483.8638916
472,0.0282403,0.2158616,0.0011591,0.0024817,0.0079511,0.0180206,472,337,1.0000000,62.0000000,1922.0000000,59.7277794,0.9891251,1804.8666992
473,0.0646231,0.2290188,0.0012779,0.0026290,0.0074803,0.0154587,473,1408,1.0000000,62.0000000,1922.0000000,60.0055542,0.9905430,1819.3444824
474,0.0732424,0.1749402,0.0009884,0.0019232,0.0052514,0.0105157,474,1112,1.0000000,62.0000000,1922.0000000,60.4194450,0.9925801,1840.7805176
475,0.0182033,0.1650572,0.0012251,0.0026767,0.0086719,0.0192564,475,1086,1.0000000,62.0000000,1922.0000000,57.3499985,0.9804329,1686.2221680
476,0.0140943,0.1766878,0.0009460,0.0018778,0.0050982,0.0125488,476,399,1.0000000,62.0000000,1922.0000000,56.3250008,0.9767958,1635.1193848
477,0.0094160,0.1525335,0.0008349,0.0016377,0.0041953,0.0092496,477,343,1.0000000,62.0000000,1922.0000000,55.1611099,0.9726559,1579.2556152
478,0.0067506,0.1407974,0.0007917,0.0015535,0.0042126,0.0089890,478,243,1.0000000,62.0000000,1922.0000000,54.5305557,0.9699704,1545.4194336
479,0.0042060,0.1075194,0.0007991,0.0015227,0.0042529,0.0092399,479,1515,1.0000000,62.0000000,1922.0000000,53.3472214,0.9649168,1485.7528076
480,0.0039278,0.0994019,0.0013960,0.0032114,0.0114698,0.0358107,480,302,1.0000000,62.0000000,1922.0000000,54.3583336,0.9679105,1537.7972412
481,0.0056063,0.0650207,0.0014101,0.0030053,0.0091089,0.0210396,481,1321,1.0000000,62.0000000,1922.0000000,53.1833344,0.9632680,1478.1221924
482,0.0314389,0.2993897,0.0013966,0.0032859,0.0112511,0.0243762,482,1569,1.0000000,62.0000000,1922.0000000,58.7416649,0.9845381,1757.1861572
483,0.0614023,0.3387730,0.0014452,0.0031529,0.0090130,0.0187709,483,50,1.0000000,62.0000000,1922.0000000,59.0999985,0.9866390,1775.4777832
484,0.0644831,0.3707876,0.0014482,0.0032883,0.0088885,0.0163801,484,1007,1.0000000,62.0000000,1922.0000000,58.0638885,0.9838916,1723.9083252
485,0.0301962,0.2221037,0.0009427,0.0019786,0.0057981,0.0122269,485,1075,1.0000000,62.0000000,1922.0000000,57.0333328,0.9796091,1673.4000244
486,0.0085271,0.1609762,0.0011460,0.0022877,0.0059262,0.0121373,486,771,1.0000000,62.0000000,1922.0000000,55.8305550,0.9749391,1615.9527588
487,0.0857542,0.2645956,0.0009380,0.0017537,0.0038965,0.0070752,487,1138,1.0000000,62.0000000,1922.0000000,59.6555557,0.9890866,1803.5888672
488,0.1012890,0.3144935,0.0015324,0.0032981,0.0087026,0.0163400,488,1533,1.0000000,62.0000000,1922.0000000,58.7333336,0.9864444,1757.7833252
489,0.0687911,0.2142505,0.0011404,0.0026068,0.0087060,0.0194213,489,431,1.0000000,62.0000000,1922.0000000,57.7916679,0.9819450,1711.9028320
490,0.0233431,0.1464762,0.0009763,0.0018410,0.0043692,0.0083762,490,1228,1.0000000,62.0000000,1922.0000000,56.6111107,0.9773914,1655.7110596
491,0.0079679,0.1814490,0.0010005,0.0018762,0.0045272,0.0090164,491,832,1.0000000,62.0000000,1922.0000000,55.9333344,0.9749907,1619.1722412
492,0.0065700,0.1749976,0.0009680,0.0018275,0.0050817,0.0130391,492,879,1.0000000,62.0000000,1922.0000000,54.7361107,0.9705143,1559.2305908
493,0.0054834,0.0542260,0.0006882,0.0012129,0.0026825,0.0046923,493,1552,1.0000000,62.0000000,1922.0000000,52.6444435,0.9603401,1449.6888428
494,0.0074122,0.0543550,0.0006077,0.0010808,0.0025356,0.0047636,494,846,1.0000000,62.0000000,1922.0000000,52.2111130,0.9581944,1427.6389160
495,0.0099345,0.0689094,0.0005269,0.0008802,0.0020689,0.0046273,495,1053,1.0000000,62.0000000,1922.0000000,51.9333344,0.9554003,1419.4166260
496,0.0125815,0.0696945,0.0004448,0.0006748,0.0012867,0.0020459,496,159,1.0000000,62.0000000,1922.0000000,52.2833328,0.9575853,1436.8721924
497,0.0076934,0.0503062,0.0004976,0.0008011,0.0017382,0.0033194,497,410,1.0000000,62.0000000,1922.0000000,53.1833344,0.9575965,1484.8111572
498,0.0070895,0.0949778,0.0008254,0.0015903,0.0041973,0.0080859,498,1516,1.0000000,62.0000000,1922.0000000,54.2999992,0.9635388,1538.0111084
499,0.0057526,0.0694248,0.0008160,0.0014989,0.0035572,0.0065335,499,333,1.0000000,62.0000000,1922.0000000,52.6638870,0.9626104,1447.8917236
500,0.0083531,0.0668997,0.0007442,0.0013303,0.0029983,0.0052455,500,1471,1.0000000,62.0000000,1922.0000000,52.1805573,0.9602636,1423.0583496
501,0.0088777,0.0669787,0.0005667,0.0009722,0.0022060,0.0043487,501,998,1.0000000,62.0000000,1922.0000000,51.7500000,0.9554480,1408.2166748
502,0.0101831,0.0612634,0.0005026,0.0008040,0.0016329,0.0027221,502,388,1.0000000,62.0000000,1922.0000000,51.9833336,0.9564911,1420.0167236
503,0.0068554,0.0393565,0.0004849,0.0007669,0.0015582,0.0026861,503,566,1.0000000,62.0000000,1922.0000000,52.7138901,0.9544731,1460.7360840
504,0.0090004,0.0390348,0.0011786,0.0023695,0.0069807,0.0154147,504,1263,1.0000000,62.0000000,1922.0000000,52.3555565,0.9603348,1432.5444336
505,0.0090139,0.0421312,0.0008290,0.0015399,0.0039465,0.0081550,505,411,1.0000000,62.0000000,1922.0000000,51.7833328,0.9576704,1402.6166992
506,0.0047885,0.0615878,0.0006337,0.0011251,0.0027065,0.0053166,506,462,1.0000000,62.0000000,1922.0000000,51.2249985,0.9521058,1380.7639160
507,0.0099197,0.0724909,0.0005023,0.0008132,0.0017946,0.0039794,507,490,1.0000000,62.0000000,1922.0000000,51.5083351,0.9544072,1394.2861328
