OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
1,OBJEC_2,915,8337,10861,57315,21794,7181,2859,688,173,72,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,OBJEC_3,726,6454,8524,44708,20504,10461,7250,4166,2712,1669,979,653,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,OBJEC_4,817,7543,10269,56239,24117,7573,2470,614,182,56,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,OBJEC_5,1031,9364,11983,53665,17702,5846,3522,2029,1287,910,622,384,1268,141,62,38,12,18,7,0,0,0,0,0,0,0,0,0
5,OBJEC_6,1477,12061,14137,53734,17029,6068,3116,1301,512,261,119,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,OBJEC_7,812,7561,9613,53216,23698,8665,3984,1274,355,141,63,52,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,OBJEC_8,887,7594,8945,40206,18117,9556,6746,4533,2902,1965,1342,1041,4132,1087,379,168,107,39,40,33,30,43,0,0,0,0,0,0
8,OBJEC_9,1817,16240,17470,59687,11198,2134,770,200,38,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,OBJEC_10,1123,10114,12471,56124,18046,5808,3269,1505,706,339,165,113,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,OBJEC_11,872,8099,10132,53644,20712,8328,4995,1926,807,337,171,92,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,OBJEC_12,1162,10437,13275,60526,17979,4673,1501,294,36,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,OBJEC_13,1249,11411,13519,58143,17896,4739,2100,675,119,29,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,OBJEC_14,1239,10396,12639,55806,17937,5547,2786,1185,597,401,311,208,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,OBJEC_15,1751,14672,17181,61697,12250,1947,353,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,OBJEC_16,1210,10341,12688,55776,18341,6000,3012,1245,534,305,174,99,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,OBJEC_18,295,2912,3957,24664,19255,14608,13937,8290,5261,3331,2320,1839,7082,1143,395,177,126,72,47,30,33,94,24,0,0,0,0,0
17,OBJEC_19,884,7979,10554,55479,23162,7390,2920,757,251,106,39,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,OBJEC_20,1483,12519,14321,57496,16783,4440,1717,684,355,206,95,53,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,OBJEC_21,855,7249,8992,46298,22309,10125,6860,3489,1858,1055,525,321,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,OBJEC_22,1286,11173,13062,56151,18586,5665,2590,901,377,239,88,58,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,OBJEC_23,1722,14717,16675,61100,12625,2403,672,201,66,28,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,OBJEC_24,1260,10336,12706,59461,19244,4943,1756,429,76,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,OBJEC_25,303,2970,3972,25363,16690,12343,11071,8437,6244,4948,3582,2740,9801,1211,403,86,41,17,2,0,0,0,0,0,0,0,0,0
24,OBJEC_26,798,7540,9251,47960,21877,9781,5919,2789,1276,825,536,398,929,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,OBJEC_27,1022,9103,10772,51090,20323,8275,4632,2030,990,578,344,292,687,58,22,6,0,0,0,0,0,0,0,0,0,0,0,0
26,OBJEC_29,1705,13181,14474,55136,16549,5093,2261,950,338,141,42,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,OBJEC_30,674,6621,8016,42529,19889,10536,7383,4583,3060,2044,1302,862,2248,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,OBJEC_31,1162,10620,13322,57809,17329,5572,2754,843,272,121,60,19,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,OBJEC_32,1133,9844,12011,54935,18374,6556,3553,1705,793,449,296,180,390,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,OBJEC_34,505,4773,6474,37493,20908,11590,7728,4673,3302,2551,1673,1311,5335,1142,332,126,83,40,40,40,22,59,24,0,0,0,0,0
31,OBJEC_35,819,6346,8131,37229,14503,8037,6846,5065,3949,3274,2395,1901,8643,1981,516,171,58,19,7,2,0,0,0,0,0,0,0,0
32,OBJEC_36,781,6782,8452,43917,21808,11090,6996,3766,2107,1312,779,523,1110,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,OBJEC_37,1133,10532,12330,55280,19425,6592,2780,1001,410,175,119,62,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,OBJEC_38,862,7825,10155,52578,22735,8329,3953,1501,653,350,210,147,805,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,OBJEC_39,554,4841,6779,43695,25758,13272,7780,3546,1667,876,459,262,401,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,OBJEC_40,670,6194,8151,48853,25558,10327,6199,2605,676,353,137,81,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,OBJEC_41,696,6908,9612,55436,23556,8541,3678,1163,372,133,60,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,OBJEC_42,31,362,609,7048,8982,10159,11453,10267,9133,8554,7100,6131,25436,3290,647,216,79,25,15,14,10,0,0,0,0,0,0,0
39,OBJEC_43,1702,14779,17317,62132,11937,1904,395,42,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,OBJEC_44,1528,13649,16095,58882,12917,3741,1738,732,306,126,82,26,68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,OBJEC_45,620,5751,7161,40249,20594,10455,7262,4543,3192,2347,1728,1352,4610,350,9,0,0,0,0,0,0,0,0,0,0,0,0,0
42,OBJEC_46,239,2417,3518,25509,20962,15176,12395,8292,5949,4232,2844,2296,6185,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0
43,OBJEC_47,982,8227,10567,55690,22193,7050,3025,967,315,201,163,85,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,OBJEC_48,628,5876,8318,50389,25390,10820,5005,1882,725,380,203,95,179,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,OBJEC_49,2054,18532,20600,60114,7502,873,195,18,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,OBJEC_50,933,8167,10738,53649,21086,7741,3668,1458,770,465,291,145,479,169,86,26,12,5,3,1,0,0,0,0,0,0,0,0
47,OBJEC_51,621,5004,7023,44922,26585,13235,7097,2804,1253,592,264,105,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,OBJEC_53,676,5670,7981,43024,23824,12077,6565,3068,1919,1341,950,737,2341,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,OBJEC_54,900,8141,10231,54754,22886,8187,3408,1136,382,119,55,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,OBJEC_55,1684,14412,16740,58254,14383,3315,1082,268,61,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,OBJEC_56,863,8027,10828,56421,23370,7260,2444,551,101,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,OBJEC_57,756,7104,9341,51813,24323,9550,4516,1608,474,235,92,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,OBJEC_58,1391,11780,13890,55984,17273,5583,2569,1002,416,195,91,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,OBJEC_59,337,3630,4678,30075,20137,13934,11865,7887,5202,3526,1999,1613,5005,278,42,12,4,0,0,0,0,0,0,0,0,0,0,0
55,OBJEC_60,1432,12740,15590,62103,13921,2799,796,134,37,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,OBJEC_61,1219,11042,13817,60909,18436,3819,835,115,24,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,OBJEC_62,957,9442,11660,59141,20372,5396,2072,438,71,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,OBJEC_63,833,7585,10130,54143,22843,7719,4208,1422,528,257,122,67,362,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,OBJEC_64,1538,12405,14436,58110,16114,4608,1757,558,221,79,27,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,OBJEC_65,1046,9575,11400,56382,19982,6358,3261,1132,421,204,83,33,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,OBJEC_66,996,9112,11447,54427,20028,7226,3899,1679,479,194,52,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,OBJEC_67,624,6233,8730,49637,23049,10114,5407,2480,1410,857,547,313,491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,OBJEC_69,589,5716,8032,50798,25334,10802,5583,1976,607,235,107,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,OBJEC_70,1178,10778,13094,59703,19071,4529,1149,271,72,39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,OBJEC_71,1549,13462,16138,61962,14045,2415,560,81,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,OBJEC_72,1142,10797,12736,57454,17677,5441,2678,1010,485,241,125,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,OBJEC_73,703,6834,9019,52188,24685,9684,4455,1470,471,194,81,48,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,OBJEC_74,1278,10656,12988,59918,18969,4762,1366,255,18,6,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,OBJEC_75,563,5640,7801,43974,22404,10535,6839,3781,2032,1403,844,741,2976,293,65,1,0,0,0,0,0,0,0,0,0,0,0,0
70,OBJEC_76,1047,8363,10811,48150,20348,9526,5707,3040,1566,831,439,191,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,OBJEC_77,1752,14872,16828,60812,11882,2378,848,179,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,OBJEC_78,1050,9323,12021,56382,19790,6222,2912,1185,458,297,125,53,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,OBJEC_79,1140,10109,13136,60458,19052,4431,1268,251,42,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,OBJEC_80,920,7746,9090,42905,17902,8980,7204,4578,2910,2260,1325,948,2885,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,OBJEC_81,1014,8845,11799,58644,21733,6125,1660,326,54,11,8,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,OBJEC_82,1169,10525,12722,58783,18599,5188,2213,716,204,61,24,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,OBJEC_83,1119,9491,12479,57458,18506,5647,2991,1081,376,227,99,40,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,OBJEC_84,2368,18790,20322,60900,7225,554,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,OBJEC_85,1218,10728,13691,59062,17541,5073,2021,544,177,104,39,14,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,OBJEC_86,1184,10672,13061,58779,17878,5005,2040,631,262,162,90,41,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,OBJEC_87,837,7913,10115,52122,21852,8577,4562,1850,764,465,267,207,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,OBJEC_88,670,6201,9042,55345,24553,9042,3383,988,235,64,22,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,OBJEC_90,1143,10287,11887,54479,20238,6705,3234,1263,428,238,118,75,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,OBJEC_91,750,7452,9204,46259,21680,11073,6994,3458,1759,850,366,181,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,OBJEC_93,923,8191,10179,48796,20060,8356,4867,2645,1781,1312,732,508,1445,87,10,0,0,0,0,0,0,0,0,0,0,0,0,0
86,OBJEC_94,1970,16169,17410,59937,11736,2048,477,131,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,OBJEC_95,558,5288,7612,48697,26531,11960,6168,2208,723,271,102,54,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,OBJEC_96,1760,15311,17421,60747,11873,2295,690,111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,OBJEC_97,496,5174,7265,45589,26099,13021,6439,2779,1443,756,350,195,276,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0
90,OBJEC_98,1290,11302,13880,59143,16428,4472,2255,830,182,79,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,OBJEC_99,377,3466,4541,29790,20935,14421,11432,7747,5043,3661,2530,1966,3929,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,OBJEC_100,1329,11184,14290,60527,16914,4196,1162,234,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,OBJEC_101,958,8564,10841,52863,21637,8559,4263,1435,473,196,65,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,OBJEC_102,997,8173,10693,53812,22619,8105,3477,1134,474,231,94,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,OBJEC_104,828,8285,10738,57907,21651,6711,3094,804,146,46,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,OBJEC_105,613,5527,7643,45532,25096,12394,6445,2928,1554,851,455,269,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,OBJEC_106,1044,9229,10929,50423,19481,8739,4964,2553,1273,640,336,217,366,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,OBJEC_107,1149,10263,12602,55636,18363,6014,2763,1308,622,388,252,171,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,OBJEC_108,1212,10904,13567,59611,18077,4749,1509,432,102,42,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,OBJEC_109,789,7733,10411,58661,23242,6676,2006,332,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,OBJEC_110,1439,12415,15052,59338,13354,3592,1841,902,583,445,304,210,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,OBJEC_111,1099,10095,13023,60126,18957,4590,1589,366,42,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,OBJEC_112,1594,14384,16926,61689,12595,2215,669,133,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,OBJEC_115,2136,16907,18722,58913,10840,1905,542,152,50,31,18,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,OBJEC_116,214,2307,3159,22190,17750,13766,12252,9080,6498,5028,3666,2875,9201,1024,248,118,67,41,23,14,7,33,0,0,0,0,0,0
106,OBJEC_117,662,6230,7789,44637,23259,10692,7386,3958,1990,1249,754,434,849,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,OBJEC_118,1019,9011,11712,53719,19453,6973,4048,1945,961,668,287,174,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,OBJEC_119,1382,11928,13956,59638,16625,4107,1827,390,30,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,OBJEC_120,479,4938,6901,45758,27178,12719,7184,2787,1087,671,293,144,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,OBJEC_122,1284,12347,13872,55035,15713,5453,2855,1437,731,401,222,135,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,OBJEC_123,1444,13479,15352,59376,14667,3668,1310,224,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,OBJEC_124,684,6349,8303,48198,23511,10069,5347,2053,1082,776,520,352,1342,454,194,146,92,79,65,55,36,85,42,58,0,0,0,0
113,OBJEC_125,1409,14015,16556,60662,12876,2944,1146,251,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,OBJEC_126,1564,14078,15632,60668,13953,2612,831,157,41,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,OBJEC_127,1220,10909,12592,52671,17974,7023,4117,1906,889,472,243,122,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,OBJEC_128,759,7681,9814,52513,22995,9573,4651,1641,422,132,27,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,OBJEC_129,1090,10044,12233,56002,19601,6329,2703,945,393,226,155,111,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,OBJEC_130,2547,18757,20346,59665,7626,800,140,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,OBJEC_131,523,4727,6494,35878,20519,12684,9768,6199,4343,2882,1800,1272,2975,129,23,8,0,0,0,0,0,0,0,0,0,0,0,0
120,OBJEC_132,1669,14215,16948,61803,12923,2162,411,83,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,OBJEC_133,841,7759,9567,49733,22202,9261,5161,2412,1217,572,300,174,345,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,OBJEC_134,362,3342,4667,30468,20871,14207,11847,8045,5463,3503,2398,1627,3082,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,OBJEC_135,810,8294,10631,57015,21670,6392,3000,1091,508,399,166,112,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,OBJEC_136,984,8587,11471,59195,21379,5996,2020,420,106,39,16,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,OBJEC_137,1362,11022,13562,58903,18308,4877,1405,407,185,102,51,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,OBJEC_138,999,9208,11275,54321,20328,7078,3973,1725,594,276,85,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,OBJEC_139,1548,12557,13439,45982,14863,7339,5560,3574,2150,1323,713,419,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,OBJEC_140,1085,9201,11267,51351,20205,8395,4174,1844,1059,622,283,184,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,OBJEC_141,450,4874,6855,44618,26469,12804,7201,3225,1508,810,384,193,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,OBJEC_142,1416,12247,14434,57665,16154,4735,2238,669,224,86,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,OBJEC_143,1591,14710,16298,60225,12692,2665,1003,385,188,89,31,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,OBJEC_144,937,9095,11026,56127,20547,6793,3695,1322,389,179,52,32,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,OBJEC_145,97,815,1417,13335,14983,13901,13327,10781,8535,6771,5093,4059,14629,1458,233,74,37,15,1,0,0,0,0,0,0,0,0,0
134,OBJEC_146,2006,17426,18366,56455,10834,2769,1197,454,204,77,40,23,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,OBJEC_147,1293,11749,14221,59520,15933,4444,2209,661,138,46,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,OBJEC_148,511,5046,7100,44879,26867,12939,7163,2958,1251,604,287,145,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,OBJEC_149,779,7450,9955,54330,22725,8687,4120,1193,233,70,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,OBJEC_150,1534,13414,15862,62553,13754,2215,438,78,26,7,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,OBJEC_151,798,6836,8499,45278,21924,10913,6867,3471,1831,1170,769,543,842,105,35,11,0,0,0,0,0,0,0,0,0,0,0,0
140,OBJEC_152,1512,13615,14742,57285,15478,4237,2003,661,191,105,33,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,OBJEC_153,732,6817,8906,50582,24431,10353,5131,1739,694,317,98,58,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,OBJEC_154,1117,9915,11878,54794,19895,6699,3315,1328,376,153,44,18,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,OBJEC_155,608,5473,6933,40555,21583,11444,7762,4560,3001,2057,1355,1086,3551,234,22,0,0,0,0,0,0,0,0,0,0,0,0,0
144,OBJEC_156,1109,9691,11994,53942,19115,6888,3447,1699,1018,582,333,178,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,OBJEC_157,596,5783,8481,50517,25835,11126,4882,1679,641,229,91,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,OBJEC_158,1065,9682,12095,56537,19556,6174,2818,1128,464,282,167,118,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,OBJEC_159,652,5648,6911,37415,21684,13045,9752,5945,3348,2111,1266,839,1213,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,OBJEC_160,1351,11350,13630,52880,16785,6391,3652,1931,977,536,350,187,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,OBJEC_161,32,438,717,8278,10145,10732,11591,10504,9147,8400,6889,6208,23316,2355,611,258,184,98,90,64,40,85,32,10,0,0,0,0
150,OBJEC_162,331,3422,4858,32752,24243,15474,11561,6544,4089,2597,1364,877,1681,81,18,0,0,0,0,0,0,0,0,0,0,0,0,0
151,OBJEC_163,1166,9200,10657,46788,18243,8840,6283,3326,2062,1333,797,497,1018,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,OBJEC_164,1340,11228,13516,58034,18239,5477,1778,486,108,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,OBJEC_165,917,8881,11494,58507,21258,6089,2136,476,98,28,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,OBJEC_166,2018,17087,18844,60622,9627,1400,416,97,27,26,23,11,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,OBJEC_167,1522,12640,14511,55424,16925,5284,2253,716,202,77,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,OBJEC_168,1663,14681,16656,61104,13131,2343,562,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,OBJEC_169,636,5992,7870,49058,24809,10473,5951,2261,817,482,312,248,760,151,57,8,6,0,0,0,0,0,0,0,0,0,0,0
158,OBJEC_170,1469,12035,14431,61023,15956,3654,1242,305,65,28,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,OBJEC_171,1536,14663,16744,61173,12245,2632,929,236,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,OBJEC_172,1133,9165,11470,55136,21258,7187,2945,949,389,174,56,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,OBJEC_173,906,8128,11133,56135,20638,7261,3340,1188,521,261,131,85,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,OBJEC_174,1030,10161,12466,58233,19837,5567,1985,492,86,23,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,OBJEC_175,977,9111,11547,56691,20821,6777,3134,883,175,72,20,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,OBJEC_176,1337,12370,14774,61196,15089,3663,1324,345,86,33,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,OBJEC_177,794,6778,8578,42915,20486,10954,7431,4289,2634,1645,938,662,1613,80,59,26,10,0,0,0,0,0,0,0,0,0,0,0
166,OBJEC_178,439,3827,5038,31379,23056,14914,10505,6283,3779,2841,1926,1426,4391,344,54,14,7,1,0,0,0,0,0,0,0,0,0,0
167,OBJEC_179,1317,11595,14295,62209,16734,3238,748,84,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,OBJEC_180,710,7205,8650,40270,17973,9351,6626,4250,3081,2354,1745,1487,4981,584,168,46,25,21,16,14,4,0,0,0,0,0,0,0
169,OBJEC_181,359,3244,4531,32295,24383,14782,12970,8346,3704,2256,1179,743,1405,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,OBJEC_182,944,8937,11349,54974,21199,7454,3396,1226,283,94,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,OBJEC_183,896,8278,11051,56381,21485,6965,2966,991,429,238,118,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,OBJEC_184,624,5763,7231,36324,19365,11839,9501,6293,3967,2658,1633,1229,3278,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,OBJEC_185,1667,14265,15957,54703,13313,4680,2387,1116,602,399,239,186,373,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,OBJEC_186,1081,10053,12142,53136,18726,7257,3784,1666,748,522,270,153,336,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,OBJEC_187,1011,8733,11119,50427,20033,8664,4740,2402,1239,685,363,247,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,OBJEC_188,1756,14563,16123,56846,14062,4169,1906,610,125,44,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,OBJEC_189,1513,13158,14776,57295,16509,4646,1488,422,70,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,OBJEC_190,795,7260,9155,54085,23603,7857,4317,1741,555,239,135,90,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,OBJEC_191,1198,10379,12197,55679,20451,6128,2741,883,177,46,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,OBJEC_193,1311,10583,13156,59189,18854,4845,1432,334,103,74,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,OBJEC_194,494,4219,5617,32726,19962,11976,9949,6487,4597,3433,2522,1897,6029,307,9,0,0,0,0,0,0,0,0,0,0,0,0,0
182,OBJEC_195,731,7037,9224,49679,23618,9350,5391,2356,1038,540,320,192,406,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,OBJEC_196,1280,12120,14518,62466,15308,3019,899,214,43,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,OBJEC_197,695,6697,9007,46260,20132,9083,5689,3402,2342,1792,1351,1018,2693,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,OBJEC_198,1540,12961,15105,59556,15684,3600,1292,325,86,32,27,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,OBJEC_199,212,1974,2744,18451,14640,12307,12017,9609,7612,5834,4305,3541,13741,2047,473,184,91,50,30,12,7,11,0,0,0,0,0,0
