OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
1075,OBJEC_1142,1038,9533,11888,58453,19204,5883,2812,955,266,127,49,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,OBJEC_1143,1230,11419,14378,61540,16426,3678,1057,158,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1077,OBJEC_1144,1071,9313,11913,55602,19019,6614,3324,1426,639,296,151,108,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1078,OBJEC_1145,928,7844,10926,55919,21561,7710,3458,1139,382,203,79,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,OBJEC_1146,1280,10285,13053,60438,18437,4640,1649,360,55,15,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,OBJEC_1147,1891,15923,17833,59450,11828,2430,663,168,27,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,OBJEC_1148,1417,12565,14195,55859,17150,5144,2307,744,213,120,72,38,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,OBJEC_1149,1440,12381,14412,57162,16721,5011,1867,606,193,64,19,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,OBJEC_1150,733,7127,8844,42880,18080,9214,6668,4259,3126,2249,1601,1192,3574,307,34,4,0,0,0,0,0,0,0,0,0,0,0,0
1084,OBJEC_1151,613,5954,7247,42854,25522,12939,8002,3659,1706,751,349,199,397,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,OBJEC_1152,756,6736,8686,49395,24396,10715,5562,2231,783,353,129,72,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1086,OBJEC_1153,1330,11688,14587,60922,16315,3497,960,220,31,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,OBJEC_1154,587,5458,7015,39379,19608,10160,7551,4430,2845,2256,1593,1245,5688,1232,432,126,67,58,26,20,27,140,106,173,2,0,0,0
1088,OBJEC_1155,1403,11947,14673,61684,15969,3307,789,111,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,OBJEC_1156,559,4500,5461,25832,14323,11095,9620,7191,5800,4504,3433,2687,11297,2311,608,225,142,85,36,26,23,86,47,1,0,0,0,0
1090,OBJEC_1157,988,8729,10596,45234,16127,7271,5290,3574,2616,1993,1522,1249,4040,655,103,54,60,41,35,25,15,7,0,0,0,0,0,0
1091,OBJEC_1159,877,8332,11098,56217,20712,7456,3403,1093,408,196,74,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,OBJEC_1160,545,5085,7232,43726,23866,12240,7488,3712,2015,1195,715,447,1096,165,32,2,0,0,0,0,0,0,0,0,0,0,0,0
1093,OBJEC_1161,1447,13845,15098,55331,14291,4806,2408,1137,581,339,163,72,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1094,OBJEC_1162,841,6962,8513,46377,19417,8828,6460,4022,2689,1767,1138,799,1659,87,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,OBJEC_1163,356,2994,3982,26195,19675,14944,12276,8710,6606,4760,3283,2226,4081,120,11,5,0,0,0,0,0,0,0,0,0,0,0,0
1096,OBJEC_1164,1399,12914,15313,62620,14071,2537,770,189,46,22,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,OBJEC_1165,788,7061,9665,53291,23596,8794,4088,1463,606,273,115,70,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,OBJEC_1166,689,6113,8004,41908,19544,9253,6113,4233,3206,2617,1810,1377,4560,632,118,33,9,4,0,0,0,0,0,0,0,0,0,0
1099,OBJEC_1167,670,5920,7719,42883,23618,11440,7976,4490,2477,1426,722,428,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,OBJEC_1168,1316,11606,12935,51978,16011,6236,3745,1991,1196,745,459,305,910,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,OBJEC_1170,1259,11874,14709,60776,16773,3679,924,195,30,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,OBJEC_1171,965,9028,10551,49109,21124,8739,5690,2657,872,377,168,115,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,OBJEC_1173,1892,14350,15821,55213,14231,4586,2232,891,490,247,125,88,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,OBJEC_1174,1068,10358,12545,58740,19325,5526,2027,502,92,29,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,OBJEC_1175,1015,8667,10460,49913,20742,8708,5054,2403,1116,652,327,223,578,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,OBJEC_1176,262,2342,3807,32182,24392,16162,10954,6309,4159,2793,1974,1422,3070,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,OBJEC_1177,904,7595,9162,44938,20435,9884,6221,3449,2067,1269,864,638,1943,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,OBJEC_1178,1379,11650,14183,60452,17109,4030,1088,277,45,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,OBJEC_1179,1511,12591,14547,57500,16909,4589,1737,380,84,25,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,OBJEC_1180,1021,8775,10924,51732,22128,8123,4156,1902,807,353,150,89,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,OBJEC_1181,530,5543,7196,43866,25380,12484,7623,3508,1680,1051,558,355,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1112,OBJEC_1182,1038,9778,12941,59025,20008,5450,1571,329,60,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,OBJEC_1183,686,6318,7923,42738,22831,12528,8004,3952,2172,1189,633,388,513,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,OBJEC_1184,1159,11072,13490,55575,15370,4869,2676,1575,1086,717,526,426,1344,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,OBJEC_1185,1120,9846,12170,55353,20164,7178,3075,932,259,72,34,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1116,OBJEC_1186,1389,12130,14495,58940,17051,4077,1382,467,155,66,46,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,OBJEC_1187,1110,9385,11428,54686,21135,6943,3538,1340,413,144,55,31,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1118,OBJEC_1188,1284,11636,14265,59383,16478,4064,1728,505,122,58,22,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,OBJEC_1189,1508,12756,15820,61451,14156,3011,1192,265,59,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1120,OBJEC_1190,502,4763,5946,33336,19199,11217,8536,5380,4230,3404,2376,2005,7976,1214,130,9,0,0,0,0,0,0,0,0,0,0,0,0
1121,OBJEC_1191,997,8533,10969,54329,21946,7655,3628,1352,402,189,108,68,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1122,OBJEC_1192,1020,9466,12615,60567,19282,4886,1436,263,22,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1123,OBJEC_1193,1009,9668,11141,52158,20399,7329,3692,1428,612,366,211,154,718,320,256,236,106,47,12,8,8,13,0,0,0,0,0,0
1124,OBJEC_1194,2162,16532,18323,58681,10801,2295,610,113,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,OBJEC_1195,498,4871,6053,33144,17797,11421,9679,6913,5005,3479,2332,1752,6438,762,80,0,0,0,0,0,0,0,0,0,0,0,0,0
1126,OBJEC_1197,1268,10252,12943,53401,15836,5989,3728,2090,1383,1012,638,436,901,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,OBJEC_1198,1723,14068,16757,59927,13679,2919,867,219,41,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,OBJEC_1199,526,5426,7289,43521,23469,11655,7777,3914,2195,1353,809,527,1240,147,42,2,0,0,0,0,0,0,0,0,0,0,0,0
1129,OBJEC_1200,1783,14549,17191,61535,12039,2035,534,155,52,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,OBJEC_1202,1112,10223,12513,53423,17297,7090,3979,1916,1024,627,306,155,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,OBJEC_1203,739,6370,7727,40701,19670,11142,8173,5190,3235,2416,1447,1007,2053,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,OBJEC_1204,1243,10654,13356,59259,17786,4891,1967,629,256,94,46,17,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,OBJEC_1205,1193,10565,12954,57027,19723,5575,2122,536,126,27,8,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,OBJEC_1206,632,6601,9038,47743,20913,8928,5093,2859,2034,1458,1042,811,2743,314,15,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,OBJEC_1207,1528,12263,13939,55424,16782,5335,2787,1033,442,266,196,84,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,OBJEC_1209,1056,9513,12118,54840,18451,6816,3496,1723,832,447,251,148,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,OBJEC_1210,1028,9460,12707,60780,19945,4811,1250,201,32,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,OBJEC_1211,1294,10728,13325,60031,17660,4912,1730,437,82,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,OBJEC_1212,1352,11354,13602,57630,17313,5060,2150,777,234,61,19,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,OBJEC_1214,1381,11639,13093,53212,16779,6225,3579,1715,909,551,358,207,552,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,OBJEC_1215,1338,12145,14773,62293,15135,3368,976,178,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,OBJEC_1216,1616,13861,15965,59955,14258,3036,1055,354,84,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,OBJEC_1217,1108,8982,10451,46553,19077,8482,5757,3130,1894,1273,765,652,1959,123,18,0,0,0,0,0,0,0,0,0,0,0,0,0
1144,OBJEC_1218,1675,15421,17876,60767,11370,2070,601,91,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,OBJEC_1219,767,6940,8503,46734,22487,10762,6618,3161,1801,1096,601,364,388,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,OBJEC_1220,546,4966,7274,44003,25628,13044,7094,3451,1762,1038,522,272,291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,OBJEC_1221,582,5489,7699,49520,26560,11373,5576,2011,665,277,98,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,OBJEC_1222,1379,12066,14392,57814,16640,4867,2025,671,240,106,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,OBJEC_1223,1021,8719,10333,49225,20771,8721,5237,2412,1223,754,486,363,918,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,OBJEC_1224,122,1332,1953,14902,13444,11525,11406,9169,7935,6601,5366,4388,18299,2369,442,110,76,52,25,12,14,16,48,263,348,7,0,0
1151,OBJEC_1225,885,7581,9296,46520,19787,8509,5721,3261,2528,1824,1135,917,2200,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,OBJEC_1226,154,1332,2000,18455,17865,14990,13396,9990,7655,5657,4215,2976,9511,1342,486,99,63,31,7,0,0,0,0,0,0,0,0,0
1153,OBJEC_1227,980,9943,11088,46225,18036,9393,6546,3255,1769,1062,553,385,601,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1154,OBJEC_1228,1725,13418,14367,49312,14577,6673,4515,2399,1402,846,510,239,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,OBJEC_1229,835,8008,10848,56510,22045,7304,2860,929,328,156,29,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,OBJEC_1230,473,4104,5692,35151,20677,12253,8615,5550,3977,3136,2209,1673,5973,609,88,23,16,5,0,0,0,0,0,0,0,0,0,0
1157,OBJEC_1231,2435,20338,21013,59351,6165,688,193,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,OBJEC_1232,1597,13100,16134,60820,14296,3019,778,126,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,OBJEC_1233,775,7758,9653,56407,23425,7671,3469,889,135,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,OBJEC_1234,921,8139,10192,47119,19488,9322,5646,2870,1558,964,561,418,1631,423,113,52,36,21,9,6,8,60,124,211,0,0,0,0
1161,OBJEC_1235,787,7437,9319,48968,21191,9438,6089,3148,1671,871,448,270,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,OBJEC_1236,1372,11353,13972,59425,17007,4460,1915,539,119,42,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,OBJEC_1237,871,7814,10038,48917,21806,9706,5070,2101,1147,665,406,267,1219,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,OBJEC_1238,1367,11470,13545,57354,18190,5252,2051,637,228,97,16,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,OBJEC_1239,1524,12778,14922,60235,15490,3658,1220,263,83,36,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,OBJEC_1240,836,7629,9702,51697,23289,9357,4520,1927,717,311,138,62,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,OBJEC_1241,1009,9358,11549,56818,21038,6822,2591,752,198,52,28,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,OBJEC_1242,1252,10729,13455,59387,17733,4986,1853,577,182,62,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,OBJEC_1243,1213,11003,13145,60308,17609,4725,1761,367,66,23,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,OBJEC_1244,1792,14472,15499,55805,15672,4452,1777,606,106,27,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,OBJEC_1245,746,6838,8779,47467,21463,8843,5014,2662,1742,1293,957,766,3126,458,66,4,0,0,0,0,0,0,0,0,0,0,0,0
1172,OBJEC_1246,1341,11112,13472,57373,16677,4996,2644,1148,505,303,142,89,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,OBJEC_1247,1652,13602,15384,59522,14832,3322,1034,172,36,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,OBJEC_1248,544,5392,6965,38417,21371,12514,9511,5423,3189,2004,1240,909,2257,142,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1175,OBJEC_1249,1139,10447,12884,57343,18841,5539,2662,781,179,62,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,OBJEC_1250,1547,14082,15310,57977,14092,3837,1690,636,289,156,111,60,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,OBJEC_1251,740,6452,8810,52538,24593,9853,4542,1613,458,200,63,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,OBJEC_1252,959,9073,10635,50767,21198,8490,4247,1896,1021,585,411,286,625,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,OBJEC_1253,850,7352,9888,50792,22452,9350,4509,2009,1110,668,332,187,647,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,OBJEC_1254,1653,13871,16020,56965,13549,3885,2245,1071,470,188,96,75,134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,OBJEC_1255,1185,9745,12206,57260,19927,5970,2434,769,252,80,32,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,OBJEC_1256,753,7419,9901,52647,22358,8622,4839,1835,679,347,110,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,OBJEC_1257,1518,12863,15437,60804,15344,3130,808,243,55,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,OBJEC_1258,729,7259,9689,55549,23655,8035,3636,1004,229,92,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,OBJEC_1259,1259,9862,12378,56972,20097,5933,2302,787,225,63,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,OBJEC_1260,1306,12100,14176,58134,16238,5054,2208,751,189,53,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,OBJEC_1261,1166,9671,11704,53312,19427,7532,3766,1664,800,501,288,182,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,OBJEC_1262,901,8550,10275,48572,19996,9019,5063,2621,1505,979,634,525,1328,129,54,36,12,10,14,1,0,0,0,0,0,0,0,0
1189,OBJEC_1263,1325,11362,13898,59521,17636,4148,1497,529,172,82,29,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,OBJEC_1265,918,8860,11418,57273,20347,6748,3055,910,251,81,19,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,OBJEC_1266,844,8018,9978,50299,21018,9215,5468,2403,1057,594,265,162,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,OBJEC_1268,1143,10690,13230,59807,18850,4768,1321,292,68,25,15,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,OBJEC_1269,1312,11469,13497,57092,16988,5328,2688,967,416,234,115,54,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,OBJEC_1270,865,8502,10325,55053,22190,7031,4000,1399,337,126,36,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,OBJEC_1271,859,7426,9743,53940,24239,8705,3693,1114,315,107,50,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,OBJEC_1272,479,4601,5930,35067,21459,12064,8510,5001,3053,2091,1420,1180,6342,1766,395,122,86,64,70,47,36,89,18,2,0,0,0,0
1197,OBJEC_1273,1445,13036,15022,58978,14721,3686,2013,800,301,109,45,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,OBJEC_1274,592,5779,7525,42308,21999,11797,8074,4275,2763,1854,1111,751,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,OBJEC_1275,1156,10333,12257,55855,20650,6570,2302,692,254,105,34,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,OBJEC_1277,1787,15274,17406,58856,11891,2901,1178,455,275,142,40,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,OBJEC_1278,867,8267,10461,57272,22289,6847,3229,843,121,22,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,OBJEC_1280,1300,12156,14198,57645,16887,4901,1895,673,254,136,93,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,OBJEC_1281,1441,12913,14804,55161,14673,5256,2895,1367,678,387,182,93,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,OBJEC_1282,1022,9531,11704,58954,21111,5660,1816,385,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,OBJEC_1283,743,6475,8646,44436,22903,11570,6422,3269,1966,1186,681,513,1075,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,OBJEC_1284,1058,9865,12071,59104,19236,5529,2235,618,119,35,11,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,OBJEC_1285,1081,10018,12168,58043,19328,5432,2901,942,209,82,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,OBJEC_1286,800,7473,9942,50599,22066,8759,4857,2474,1260,737,395,260,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,OBJEC_1287,1130,10564,12419,56832,17873,5603,3253,1321,562,275,165,88,134,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,OBJEC_1288,1469,12652,14726,59620,15936,3689,1277,340,88,35,17,19,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,OBJEC_1289,1076,9356,12178,57450,20978,6108,2143,631,221,68,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,OBJEC_1291,405,3877,5503,39760,26519,14267,9251,4535,2141,1332,706,472,988,231,168,54,13,2,0,0,0,0,0,0,0,0,0,0
1213,OBJEC_1292,1821,15189,16190,54635,12491,4031,2600,1268,797,498,243,133,326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,OBJEC_1293,1034,9019,11699,57947,21806,6259,1727,357,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,OBJEC_1294,955,9319,11928,57593,20138,6000,2678,784,254,122,49,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,OBJEC_1295,918,8577,11002,56669,21879,6923,2885,752,204,51,23,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,OBJEC_1296,518,4869,7016,45944,25232,11380,7117,3256,1678,1098,652,487,962,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,OBJEC_1299,1657,14314,15478,61210,13598,2504,945,178,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,OBJEC_1300,1150,10142,12243,57168,19364,6031,2638,795,220,78,29,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,OBJEC_1302,981,9387,11659,56485,20936,6758,2783,759,130,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,OBJEC_1303,1228,10941,13200,57903,17862,5390,2421,670,178,73,20,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,OBJEC_1304,694,6718,9411,52999,23805,9485,4451,1600,610,268,113,45,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,OBJEC_1305,236,2747,4244,32509,21980,13039,10997,6511,4412,3156,2259,1693,5490,663,187,73,16,8,2,2,0,0,0,0,0,0,0,0
1224,OBJEC_1306,1412,11241,13880,59584,17994,4409,1117,232,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,OBJEC_1307,1231,10566,13266,58025,17858,5128,2343,838,261,152,81,66,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,OBJEC_1308,482,4525,6405,40481,25409,14548,8469,4192,2218,1325,748,449,852,61,35,15,8,2,0,0,0,0,0,0,0,0,0,0
1227,OBJEC_1309,1000,8571,10448,52785,21597,8247,4296,1773,746,416,149,88,101,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,OBJEC_1310,1915,15339,17746,60414,11496,1997,496,110,35,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,OBJEC_1311,895,8520,10869,56445,21263,6818,3129,1030,344,171,58,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,OBJEC_1312,1901,15548,16817,56478,13471,3624,1489,425,93,26,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,OBJEC_1313,637,6256,7852,46045,24128,11641,7270,3385,1623,739,310,165,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,OBJEC_1314,729,6207,8102,43790,21081,9621,5851,3655,2578,1952,1333,1012,3530,402,37,12,0,0,0,0,0,0,0,0,0,0,0,0
1233,OBJEC_1315,1140,10621,12258,55193,19011,6626,3252,1246,504,236,85,38,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,OBJEC_1316,1084,10687,13377,60973,17347,4499,1530,332,38,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,OBJEC_1317,1242,11420,13862,60141,17172,4274,1659,361,72,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,OBJEC_1318,1083,10454,13049,59755,18081,5060,1969,385,41,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,OBJEC_1319,640,5387,6975,35458,18618,10969,8260,5602,4150,3179,2171,1650,6104,353,45,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,OBJEC_1320,1046,9463,12187,58500,20873,5820,1813,415,80,23,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,OBJEC_1321,50,606,991,10077,11529,11452,12213,10393,9278,8151,6574,5800,19613,2148,430,169,80,71,56,56,41,70,32,12,0,0,0,0
1240,OBJEC_1322,1772,14623,16686,58008,13724,3216,1088,394,213,126,112,84,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,OBJEC_1323,1347,11723,13860,56312,17568,5315,2328,810,203,70,14,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,OBJEC_1325,1895,15383,17655,62240,10799,1380,193,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,OBJEC_1326,1310,10359,13206,60477,19018,4554,1085,199,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,OBJEC_1327,679,6078,7631,45966,24120,10292,6400,2971,1536,1111,733,601,1639,310,67,43,23,7,6,8,3,0,0,0,0,0,0,0
1245,OBJEC_1328,813,7489,9663,51737,22998,8787,4599,1936,784,456,276,153,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,OBJEC_1329,744,7459,9996,53176,22239,8917,4320,1619,718,384,177,75,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,OBJEC_1330,543,5548,7617,50381,25986,11213,6013,2008,576,217,80,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,OBJEC_1331,646,5593,7797,43487,21845,11263,7472,4509,2793,1814,1078,728,1185,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,OBJEC_1332,1033,9489,11529,55584,20107,6290,3431,1381,449,215,106,98,168,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,OBJEC_1333,1647,14641,16278,60848,13058,2550,747,100,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,OBJEC_1334,1535,13841,15403,57085,14902,3978,2194,825,216,99,39,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,OBJEC_1335,490,4257,5484,31724,20484,13338,10680,6511,4362,3235,2243,1663,4726,398,125,57,17,7,17,9,9,50,6,0,0,0,0,0
1253,OBJEC_1336,1030,9329,11334,52180,20276,7757,3964,1768,813,419,235,150,303,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,OBJEC_1337,1033,9761,11997,56236,19258,6235,2760,1086,454,282,152,86,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,OBJEC_1338,163,1399,2067,16582,14558,12827,12274,9817,8164,6686,5102,4024,13872,1894,477,202,68,34,9,2,3,0,0,0,0,0,0,0
