S1_pixel_ID,date,moran,z,p
603,219,0.590224,32.988922,0
604,219,0.655109,36.889707,0
606,219,0.548242,30.663508,0
607,219,0.571032,31.935664,0
608,219,0.649163,36.461878,0
609,219,0.643125,36.022106,0
610,219,0.49841,27.845924,0
612,219,0.648401,36.245087,0
613,219,0.72105,40.28964,0
614,219,0.641679,35.86337,0
615,219,0.682854,38.219321,0
617,219,0.503088,28.256142,0
618,219,0.541371,30.290074,0
619,219,0.579107,32.337711,0
620,219,0.562638,31.46517,0
622,219,0.567735,31.716451,0
623,219,0.588463,32.88541,0
624,219,0.693161,38.884752,0
625,219,0.603454,33.739592,0
626,219,0.54716,30.571036,0
627,219,0.534819,29.93989,0
628,219,0.596252,33.426228,0
629,219,0.596332,33.349859,0
630,219,0.685151,38.272041,0
631,219,0.533255,29.851618,0
632,219,0.426675,23.834311,0
633,219,0.682551,38.502305,0
634,219,0.864276,48.329027,0
635,219,0.613083,35.21167,0
636,219,0.527691,29.592229,0
637,219,0.538043,30.093527,0
638,219,0.482008,26.959157,0
639,219,0.568304,31.787129,0
640,219,0.571766,31.973245,0
641,219,0.602901,34.823103,0
642,219,0.545915,30.568958,0
644,219,0.635067,35.53257,0
645,219,0.770082,43.055986,0
646,219,0.598825,33.515213,0
648,219,0.436089,24.352819,0
649,219,0.541815,30.412555,0
650,219,0.64002,35.94497,0
651,219,0.556072,31.081983,0
652,219,0.568142,31.794456,0
653,219,0.644213,36.011311,0
654,219,0.587611,32.963219,0
656,219,0.611766,34.237002,0
658,219,0.501343,28.018298,0
659,219,0.647391,36.317049,0
660,219,0.608945,34.047663,0
661,219,0.64,35.939606,0
662,219,0.535412,29.908843,0
663,219,0.682914,38.231444,0
665,219,0.679784,38.047396,0
666,219,0.488398,27.285489,0
667,219,0.622777,34.852792,0
669,219,0.614469,34.342359,0
670,219,0.49998,28.090066,0
672,219,0.608448,34.14069,0
673,219,0.498866,27.890801,0
674,219,0.629465,35.183501,0
675,219,0.393104,21.963911,0
676,219,0.471339,26.397463,0
678,219,0.596431,33.394206,0
679,219,0.421219,23.598054,0
680,219,0.434649,24.284503,0
681,219,0.63939,35.75428,0
683,219,0.524953,29.345341,0
684,219,0.634486,35.569969,0
685,219,0.565912,31.635792,0
686,219,0.623849,35.442696,0
688,219,0.575353,32.216528,0
689,219,0.574926,32.210386,0
690,219,0.682206,38.149235,0
691,219,0.656728,36.923266,0
693,219,0.688209,38.450249,0
694,219,0.557728,31.159388,0
698,219,0.493753,27.707131,0
700,219,0.668914,37.639335,0
702,219,0.614974,34.420556,0
703,219,0.548217,31.482807,0
704,219,0.609811,34.120515,0
705,219,0.599641,33.831708,0
706,219,0.528449,29.592386,0
707,219,0.689882,38.556151,0
708,219,0.636423,35.737869,0
709,219,0.495546,27.688582,0
710,219,0.451276,25.238359,0
711,219,0.569833,31.961691,0
712,219,0.604042,34.040711,0
713,219,0.626972,35.219272,0
714,219,0.513282,28.682376,0
715,219,0.592998,33.191909,0
716,219,0.461855,29.703657,0
717,219,0.422755,23.61849,0
718,219,0.559768,31.578457,0
719,219,0.575158,32.127633,0
721,219,0.563999,31.504636,0
722,219,0.632422,35.417386,0
723,219,0.550871,30.82816,0
724,219,0.539063,30.154624,0
728,219,0.512684,28.638794,0
729,219,0.518467,28.961273,0
730,219,0.728426,40.807521,0
731,219,0.54481,30.461273,0
732,219,0.427296,23.902433,0
733,219,0.44814,25.069092,0
736,219,0.514929,29.024861,0
737,219,0.638211,35.666951,0
738,219,0.625013,34.919932,0
739,219,0.591944,33.083618,0
740,219,0.610722,34.183118,0
742,219,0.439777,24.61,0
744,219,0.546047,31.599872,0
745,219,0.478332,26.8563,0
746,219,0.628922,35.126209,0
747,219,0.590613,32.995576,0
748,219,0.484398,27.097186,0
749,219,0.57196,31.958611,0
750,219,0.514306,28.769927,0
751,219,0.695307,39.866434,0
753,219,0.468822,26.192342,0
754,219,0.593274,33.426256,0
755,219,0.595403,33.336419,0
756,219,0.641797,35.96343,0
758,219,0.65747,36.882843,0
759,219,0.603119,33.990373,0
760,219,0.471964,26.489026,0
761,219,0.642372,35.936809,0
762,219,0.497522,27.788252,0
763,219,0.508538,28.414166,0
765,219,0.716301,40.059599,0
766,219,0.496883,27.808282,0
767,219,0.537715,30.05099,0
768,219,0.475324,26.602884,0
769,219,0.760122,42.632265,0
771,219,0.633573,35.396639,0
772,219,0.653154,37.262224,0
773,219,0.610143,34.805645,0
774,219,0.59336,33.19651,0
775,219,0.502297,28.054904,0
776,219,0.506593,28.335147,0
777,219,0.472879,26.461181,0
778,219,0.696749,39.222626,0
779,219,0.69457,38.996175,0
780,219,0.681547,38.106786,0
781,219,0.475618,26.588418,0
782,219,0.690538,39.599102,0
783,219,0.410603,22.935334,0
784,219,0.701723,39.209667,0
785,219,0.52274,29.208148,0
786,219,0.477182,26.665816,0
787,219,0.38947,21.779935,0
788,219,0.589505,33.044464,0
789,219,0.539545,30.143005,0
790,219,0.655563,36.923893,0
792,219,0.704884,39.936688,0
793,219,0.64258,36.115012,0
794,219,0.62689,35.259688,0
795,219,0.528914,29.539824,0
796,219,0.647804,36.736703,0
798,219,0.644185,36.004946,0
799,219,0.552487,30.992127,0
800,219,0.464099,26.072851,0
801,219,0.449743,25.121149,0
803,219,0.649813,37.356649,0
804,219,0.620783,35.609037,0
805,219,0.550087,30.742665,0
806,219,0.64527,36.069341,0
807,219,0.6289,35.149254,0
809,219,0.436476,24.411696,0
810,219,0.454518,25.475845,0
811,219,0.591796,33.145624,0
812,219,0.694269,38.787139,0
814,219,0.535361,29.969586,0
815,219,0.545705,30.540836,0
816,219,0.680463,38.471141,0
818,219,0.509566,28.473282,0
819,219,0.658178,37.913534,0
820,219,0.669331,37.816745,0
821,219,0.709783,39.670678,0
822,219,0.6189,34.600168,0
823,219,0.496252,27.756999,0
824,219,0.634948,35.604939,0
825,219,0.521435,29.711814,0
827,219,0.428157,23.938152,0
829,219,0.549255,30.745664,0
830,219,0.690172,38.572671,0
831,219,0.555485,31.031146,0
832,219,0.691464,38.803785,0
833,219,0.601745,36.716427,0
835,219,0.590696,33.105054,0
837,219,0.540973,30.281761,0
838,219,0.549617,30.72927,0
839,219,0.616122,34.626108,0
840,219,0.568903,31.783574,0
841,219,0.293082,16.38359,0
842,219,0.541343,30.270907,0
843,219,0.535881,29.948434,0
844,219,0.628652,35.141853,0
845,219,0.664974,37.361145,0
846,219,0.56193,31.430049,0
847,219,0.626287,35.085369,0
848,219,0.41584,23.225959,0
849,219,0.67511,37.691493,0
851,219,0.510581,28.557303,0
852,219,0.571566,32.122307,0
853,219,0.472772,27.674816,0
854,219,0.572776,32.054563,0
855,219,0.701831,39.226532,0
856,219,0.627365,35.092532,0
857,219,0.505411,28.351234,0
858,219,0.471463,26.381158,0
859,219,0.617776,34.672966,0
860,219,0.64946,36.34351,0
861,219,0.577417,32.299694,0
863,219,0.590134,33.081721,0
864,219,0.611867,34.473762,0
866,219,0.588612,32.931087,0
867,219,0.791915,44.300086,0
868,219,0.578191,32.30453,0
869,219,0.682587,38.271324,0
870,219,0.500034,28.090897,0
871,219,0.514174,28.762672,0
872,219,0.690301,39.499743,0
874,219,0.561901,31.448105,0
875,219,0.571236,32.560613,0
876,219,0.531934,29.724325,0
877,219,0.519042,29.03379,0
878,219,0.590515,33.43392,0
879,219,0.74767,41.858185,0
881,219,0.522554,29.215971,0
882,219,0.618236,34.74088,0
883,219,0.353448,19.744417,0
884,219,0.792115,44.391317,0
885,219,0.675918,37.936168,0
887,219,0.708772,39.623201,0
888,219,0.57619,32.222525,0
889,219,0.448737,25.075581,0
890,219,0.549061,30.745022,0
892,219,0.692639,38.749462,0
893,219,0.601622,33.688467,0
894,219,0.471869,26.399114,0
895,219,0.534457,29.870236,0
896,219,0.500467,28.127416,0
897,219,0.702815,39.318327,0
899,219,0.660693,37.250195,0
900,219,0.695032,38.900166,0
901,219,0.626154,34.963825,0
902,219,0.580666,33.020258,0
904,219,0.52157,29.15768,0
905,219,0.673028,37.725516,0
906,219,0.549934,30.873687,0
907,219,0.515035,28.800222,0
908,219,0.723105,40.371417,0
909,219,0.741933,41.436806,0
910,219,0.642127,36.125126,0
911,219,0.557614,31.183289,0
912,219,0.663338,37.11361,0
913,219,0.598586,33.461643,0
914,219,0.559525,31.360549,0
915,219,0.511561,28.586093,0
916,219,0.559797,31.285751,0
917,219,0.420745,23.560903,0
919,219,0.646667,36.277397,0
920,219,0.47726,27.22321,0
922,219,0.784127,43.794622,0
923,219,0.508932,28.414128,0
925,219,0.53148,29.741047,0
926,219,0.579968,32.441207,0
927,219,0.578567,32.311421,0
928,219,0.702689,39.351173,0
929,219,0.49975,27.963645,0
930,219,0.605187,33.821838,0
931,219,0.563258,31.58516,0
932,219,0.700723,39.145062,0
933,219,0.77573,44.221013,0
934,219,0.522655,29.229346,0
936,219,0.749009,41.930237,0
937,219,0.655416,36.674468,0
938,219,0.620224,34.677396,0
940,219,0.624612,34.93052,0
941,219,0.529204,29.567097,0
943,219,0.566717,31.733023,0
944,219,0.592461,33.181569,0
945,219,0.672471,37.662134,0
946,219,0.553862,30.977023,0
948,219,0.617971,34.565034,0
949,219,0.667116,37.295987,0
950,219,0.57835,32.361406,0
951,219,0.540472,30.300967,0
952,219,0.691799,38.662618,0
953,219,0.680591,38.039681,0
954,219,0.689612,38.574842,0
955,219,0.646408,37.524955,0
956,219,0.62833,35.124623,0
957,219,0.444123,24.806257,0
958,219,0.490814,27.445388,0
959,219,0.557447,31.170805,0
961,219,0.599865,33.536267,0
962,219,0.499633,27.94634,0
963,219,0.572593,32.041319,0
964,219,0.727289,40.739886,0
965,219,0.629077,35.381215,0
967,219,0.634858,35.968097,0
968,219,0.494075,27.589385,0
969,219,0.481591,26.911933,0
970,219,0.622708,34.881782,0
971,219,0.683129,38.149156,0
972,219,0.655173,36.767543,0
973,219,0.529049,29.633814,0
974,219,0.616635,34.497648,0
975,219,0.566745,31.767973,0
977,219,0.700852,39.370145,0
978,219,0.595931,33.477301,0
980,219,0.625101,34.968249,0
981,219,0.600071,33.532042,0
982,219,0.515442,28.863226,0
983,219,0.63291,35.398934,0
984,219,0.445939,30.755713,0
985,219,0.502453,28.085983,0
986,219,0.577852,32.301251,0
987,219,0.560867,31.351099,0
988,219,0.558416,31.419884,0
989,219,0.657091,36.783538,0
991,219,0.545035,30.454379,0
992,219,0.636351,35.563178,0
994,219,0.569317,31.85124,0
995,219,0.524781,29.351549,0
996,219,0.637068,35.662537,0
997,219,0.561307,31.435409,0
998,219,0.6052,33.840358,0
1000,219,0.629018,35.171705,0
1001,219,0.509292,28.440683,0
1002,219,0.463244,25.929215,0
1003,219,0.557908,31.197898,0
1005,219,0.705874,39.88987,0
1006,219,0.513233,28.70414,0
1007,219,0.512726,28.648431,0
1008,219,0.710974,40.089808,0
1009,219,0.480811,26.959019,0
1010,219,0.616724,34.791274,0
1011,219,0.731259,40.881031,0
1012,219,0.73959,41.424093,0
1013,219,0.594723,33.350034,0
1014,219,0.538987,30.115042,0
1015,219,0.458165,25.640722,0
1016,219,0.603942,33.801936,0
1017,219,0.399424,22.359459,0
1018,219,0.561762,31.555332,0
1019,219,0.664993,37.601449,0
1020,219,0.602639,33.67788,0
1021,219,0.569348,31.788009,0
1022,219,0.644426,36.377007,0
1023,219,0.683267,38.201244,0
1024,219,0.573755,32.071759,0
1025,219,0.589342,32.940448,0
1026,219,0.606121,33.867395,0
1027,219,0.572641,32.171038,0
1029,219,0.604859,33.804947,0
1030,219,0.787745,44.0014,0
