OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28,CLASS_29,CLASS_30,CLASS_31,CLASS_32
591,OBJEC_628,0,0,1,3,1,7,102,820,5800,21594,30796,30195,13563,5398,1482,127,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,OBJEC_629,0,2,0,0,1,7,41,336,2505,10128,18791,27195,21381,16186,9756,3316,560,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,OBJEC_630,0,0,0,2,0,5,50,396,2965,12320,22986,30449,20293,11681,6176,2147,372,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0
594,OBJEC_631,0,1,1,2,2,7,129,1042,7238,27234,36893,28194,7845,1495,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,OBJEC_632,0,1,3,2,0,7,62,491,3413,14120,26604,31297,17313,9597,4512,1503,529,105,2,0,0,0,0,0,0,0,0,0,0,0,0,0
596,OBJEC_633,1,1,2,2,2,9,144,1081,6777,25743,36965,29543,8613,1247,91,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,OBJEC_634,0,1,0,2,4,2,67,483,3496,14444,23944,29793,18074,10335,6374,2285,567,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,OBJEC_635,0,0,0,0,1,4,66,502,4095,16314,27790,31807,17318,8324,3048,718,211,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0
599,OBJEC_636,0,0,0,0,0,4,58,485,3581,15114,27597,33680,18732,7968,2333,337,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,OBJEC_637,0,0,1,1,1,7,79,777,5717,22180,34542,32477,10782,2706,583,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,OBJEC_638,0,1,1,1,3,2,68,503,3716,14750,26042,33035,19727,8991,2651,618,109,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,OBJEC_639,1,0,3,2,0,10,114,1070,7439,27181,37060,28152,7553,1374,225,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,OBJEC_640,0,0,0,0,0,0,6,32,248,1543,4324,9287,14256,20537,24216,18235,10645,4781,1489,418,168,39,0,0,0,0,0,0,0,0,0,0
604,OBJEC_641,0,0,2,1,1,5,64,596,4217,17308,30952,33250,16683,6130,1002,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,OBJEC_642,0,0,0,0,1,4,25,241,1800,8269,18113,26908,22927,17800,9814,2975,597,78,9,0,0,0,0,0,0,0,0,0,0,0,0,0
606,OBJEC_643,0,0,1,2,0,11,107,997,7507,26344,34687,28604,8501,2492,879,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,OBJEC_644,0,0,0,0,0,6,33,383,2646,11242,20899,28357,20681,14509,7779,2547,443,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,OBJEC_646,0,2,0,2,2,4,71,591,4569,17234,25720,26902,13906,9129,6040,3086,1653,699,248,34,0,0,0,0,0,0,0,0,0,0,0,0
609,OBJEC_647,2,1,2,5,2,20,142,1094,7398,27664,38164,27483,7240,965,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,OBJEC_648,0,0,0,2,1,4,66,559,4180,17739,31998,34935,14920,4892,897,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,OBJEC_649,0,1,2,1,0,8,91,739,5187,21554,34079,31872,12585,3414,682,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,OBJEC_650,0,0,0,0,0,2,45,433,3079,14077,28315,33692,19340,8531,2186,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,OBJEC_651,0,1,3,2,0,11,58,607,4465,17815,29199,31989,16392,6970,2086,268,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,OBJEC_652,0,0,0,0,1,5,47,381,2867,11023,20143,29824,19352,12347,7737,3828,1659,541,112,25,0,0,0,0,0,0,0,0,0,0,0,0
615,OBJEC_653,0,0,0,1,3,3,55,465,3271,14005,27513,34174,20526,8061,1438,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,OBJEC_654,1,0,2,1,1,11,124,1018,6916,25333,36513,29852,8353,1623,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,OBJEC_655,0,0,1,1,2,8,104,830,6355,24454,36249,30182,9401,1788,185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,OBJEC_656,0,0,0,2,2,7,72,592,4014,15062,24077,28684,16107,9940,6658,2977,1013,486,138,48,13,0,0,0,0,0,0,0,0,0,0,0
619,OBJEC_657,0,1,0,1,2,5,52,464,3186,13630,24955,33539,19650,9558,3674,940,229,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,OBJEC_658,0,1,0,3,4,5,74,568,4401,17189,28179,30037,15508,8773,4371,940,146,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,OBJEC_659,0,1,3,2,0,6,64,527,3559,13968,23129,32001,19814,11125,5014,646,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,OBJEC_661,0,0,2,2,0,7,66,553,4031,15224,24925,27609,14572,8677,6371,3222,1960,1454,669,180,37,0,0,0,0,0,0,0,0,0,0,0
623,OBJEC_662,0,1,1,0,0,8,113,738,5092,20705,34973,32258,11947,3039,803,154,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,OBJEC_663,0,1,0,0,0,3,58,604,4796,19026,30803,34005,15514,4492,826,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,OBJEC_664,0,0,3,1,1,12,114,989,6691,25779,37097,28809,8963,1614,147,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,OBJEC_665,0,0,2,1,3,7,69,518,3666,14345,23386,28258,19762,12624,4966,1420,493,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,OBJEC_666,0,0,1,1,6,8,91,520,3682,14727,26527,32463,18769,8955,3519,575,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,OBJEC_667,0,0,1,2,0,7,66,513,3499,14256,24474,28755,20320,12196,5281,771,71,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,OBJEC_668,0,1,1,0,3,3,81,654,4340,17185,26849,33634,15745,7394,3268,600,133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,OBJEC_670,0,0,0,3,1,10,75,578,4421,16836,26470,27653,14396,9597,6530,2982,636,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,OBJEC_671,0,2,2,1,0,0,21,229,1611,7004,13896,20230,17952,17877,15490,9428,4288,1459,317,77,8,0,0,0,0,0,0,0,0,0,0,0
632,OBJEC_672,0,0,1,0,3,2,52,406,3273,13438,23420,28846,17760,10822,6270,2910,1731,877,253,81,49,23,7,0,0,0,0,0,0,0,0,0
633,OBJEC_673,0,1,1,0,4,2,63,497,3523,14642,27212,33362,18700,8654,2728,476,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,OBJEC_674,0,0,0,0,0,4,41,310,2362,10603,22122,29328,22238,13468,6459,2158,442,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,OBJEC_675,0,1,1,0,1,6,59,641,4433,17370,28321,31952,15574,6503,3641,1074,188,115,12,0,0,0,0,0,0,0,0,0,0,0,0,0
636,OBJEC_676,0,0,1,1,4,9,89,812,5362,22429,36630,31020,11242,2325,292,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,OBJEC_677,0,0,4,1,0,8,97,975,6289,23455,33139,26647,11725,5221,1807,463,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,OBJEC_678,0,2,0,1,1,4,44,391,2628,11607,22214,28143,17868,11094,8332,4231,2481,929,220,34,0,0,0,0,0,0,0,0,0,0,0,0
639,OBJEC_679,0,1,0,1,0,7,78,622,4360,18441,33531,32958,14600,4724,855,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,OBJEC_680,0,0,1,2,1,4,59,364,2688,11203,22692,31320,21551,13063,5634,1290,227,109,16,0,0,0,0,0,0,0,0,0,0,0,0,0
641,OBJEC_681,0,0,1,0,0,2,61,345,2896,12473,22069,27527,18773,13455,8337,3086,725,128,14,0,0,0,0,0,0,0,0,0,0,0,0,0
642,OBJEC_682,0,0,3,0,1,7,47,440,3131,12806,24491,31503,21091,11638,4381,617,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,OBJEC_684,0,0,0,0,2,6,82,599,4201,18839,33002,32461,14759,4861,727,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,OBJEC_685,1,3,0,1,0,15,145,1110,7324,26889,36922,26959,8564,1932,342,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,OBJEC_686,0,2,4,2,1,9,58,561,3510,14538,27343,32269,20718,8927,1991,260,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,OBJEC_687,0,0,1,1,2,6,38,458,3469,14621,25692,33314,19420,9568,2966,452,141,69,6,0,0,0,0,0,0,0,0,0,0,0,0,0
647,OBJEC_688,0,0,1,1,4,9,65,525,3598,15712,29123,32608,17929,7987,2527,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,OBJEC_689,0,0,0,2,2,2,44,322,2607,11196,22371,31290,21234,13592,5986,1328,245,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,OBJEC_690,1,0,0,4,1,9,105,877,6370,21738,28933,24961,12497,7562,3958,1725,891,256,4,0,0,0,0,0,0,0,0,0,0,0,0,0
650,OBJEC_691,0,0,0,4,7,11,125,952,6716,24387,33271,30397,10249,2786,890,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,OBJEC_692,0,2,1,2,1,12,87,796,5525,22182,35087,31668,11882,2694,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,OBJEC_693,0,0,0,2,0,0,45,365,2434,10547,20990,28177,21360,14469,6984,2442,1020,846,419,114,10,0,0,0,0,0,0,0,0,0,0,0
653,OBJEC_694,0,0,0,0,1,3,17,102,798,4266,9512,16290,15039,15280,15352,13421,10679,5600,2227,824,331,205,180,93,4,0,0,0,0,0,0,0
654,OBJEC_695,0,0,0,1,0,3,32,262,1767,7658,14797,23646,16759,14508,13432,8608,5410,1966,605,104,3,0,0,0,0,0,0,0,0,0,0,0
655,OBJEC_696,0,0,0,2,0,9,86,718,4869,19832,32569,33592,13834,4020,684,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,OBJEC_697,0,0,1,1,3,5,52,444,3073,13421,24657,33416,18994,10256,4655,1133,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,OBJEC_698,0,0,2,0,2,1,82,601,3994,16448,28617,30871,16644,7732,3637,1021,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,OBJEC_699,0,0,1,1,1,7,72,562,4512,17929,29310,33414,15544,6272,2104,407,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,OBJEC_700,0,0,0,0,0,7,47,327,2446,11306,23315,32476,22110,12470,4750,606,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,OBJEC_701,1,1,2,6,4,13,147,1077,7554,27606,37625,27846,7010,1200,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,OBJEC_702,0,0,0,1,2,1,48,382,2664,11590,20631,25848,18493,12951,9121,4826,2420,670,179,45,20,0,0,0,0,0,0,0,0,0,0,0
662,OBJEC_703,0,0,0,0,0,3,48,545,3518,13747,22909,27534,17767,11503,7066,3055,1173,649,302,70,3,0,0,0,0,0,0,0,0,0,0,0
663,OBJEC_704,0,1,0,2,3,10,73,606,4506,18141,30065,34107,15207,5466,1625,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,OBJEC_705,0,1,0,2,1,5,64,490,3868,16686,29903,34526,17237,6227,1170,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,OBJEC_706,0,0,0,0,0,9,53,539,3690,14050,24699,32421,19321,9797,4366,1047,207,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,OBJEC_707,0,1,1,0,1,4,46,301,2258,9633,17712,23112,17411,14532,12864,7307,2956,851,301,149,113,8,0,0,0,0,0,0,0,0,0,0
667,OBJEC_708,0,0,2,1,3,4,56,491,3385,13919,23990,28748,17322,10796,6729,2828,1123,379,116,0,0,0,0,0,0,0,0,0,0,0,0,0
668,OBJEC_709,0,0,0,0,0,3,36,239,1877,8710,18694,28309,22225,15762,8153,3388,1657,716,275,142,38,0,0,0,0,0,0,0,0,0,0,0
669,OBJEC_710,0,0,0,0,2,5,52,467,3198,13300,24167,31890,19814,10579,5015,1372,327,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,OBJEC_712,0,0,0,0,1,7,39,369,2628,10719,19388,27485,19505,14531,9813,4139,1189,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,OBJEC_713,0,2,1,4,1,20,164,1132,7322,26923,36763,27032,8728,1658,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,OBJEC_714,0,1,2,3,3,12,78,726,4914,18082,27078,28957,15280,8071,3968,1875,815,257,102,0,0,0,0,0,0,0,0,0,0,0,0,0
673,OBJEC_715,0,0,0,0,0,1,16,162,1145,5536,11778,18190,16709,16949,16115,10897,6335,3739,1630,569,306,105,42,0,0,0,0,0,0,0,0,0
674,OBJEC_716,1,1,1,1,2,8,80,591,4377,18001,30483,32726,16292,5955,1561,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,OBJEC_717,0,1,0,2,1,3,46,414,3053,13350,25636,30688,21169,10995,3774,706,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,OBJEC_718,0,1,2,0,2,8,92,702,4800,17387,26583,27907,16523,9597,4904,1432,235,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0
677,OBJEC_719,0,0,0,0,1,4,23,188,1278,5943,13393,24535,21415,19513,16417,5321,1645,418,106,24,0,0,0,0,0,0,0,0,0,0,0,0
678,OBJEC_720,0,0,0,1,0,2,36,377,2880,12029,21729,25205,17191,13674,9212,3789,1885,924,512,359,154,113,118,34,0,0,0,0,0,0,0,0
679,OBJEC_721,0,1,3,2,3,6,105,852,6219,23751,33843,29548,10643,3667,1096,142,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,OBJEC_722,0,0,1,0,0,5,49,494,3262,13227,22188,27040,19182,13502,8470,2453,337,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,OBJEC_723,0,0,2,0,2,8,106,1009,6789,24254,34624,29669,9351,2837,1236,334,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,OBJEC_724,0,2,0,0,1,12,99,752,5465,21682,33783,33944,11034,2710,407,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,OBJEC_725,1,2,6,4,2,11,93,788,5666,20286,29786,27810,12199,6779,4049,1830,561,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,OBJEC_726,0,1,0,1,0,5,60,625,3695,15811,28339,31327,18643,8546,2457,374,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,OBJEC_727,0,0,1,1,0,6,59,592,4452,18387,30029,32675,15269,5767,2308,643,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,OBJEC_728,0,0,0,3,0,12,101,858,6222,23819,34997,30298,10460,2926,505,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,OBJEC_729,1,1,2,1,2,8,101,661,4464,18848,31705,31733,16088,5732,845,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,OBJEC_730,0,0,1,3,0,5,68,693,4513,18620,31898,33465,15335,4859,751,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,OBJEC_731,0,0,0,1,0,3,43,384,2608,10674,20371,28049,21476,15032,8359,2448,589,180,7,0,0,0,0,0,0,0,0,0,0,0,0,0
690,OBJEC_732,0,0,1,2,5,5,60,467,3516,14705,27002,32596,19108,9426,3071,248,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,OBJEC_733,0,0,0,0,0,0,9,34,279,1559,4389,8526,11221,15859,20642,19748,14466,7698,3329,1101,454,269,170,122,17,0,0,0,0,0,0,0
692,OBJEC_734,0,0,0,0,2,4,53,437,3029,12869,24493,32698,18800,10598,5189,1419,278,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,OBJEC_736,0,1,0,3,0,3,92,919,6695,23778,31646,28971,10841,4802,1823,288,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
694,OBJEC_737,0,1,3,3,3,9,77,641,4649,18453,30641,33127,15917,5429,904,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,OBJEC_738,0,0,1,0,0,2,35,275,2057,9220,19415,31941,22853,15026,7666,1279,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,OBJEC_739,0,0,1,0,1,3,44,464,3273,14125,26017,32933,19620,9539,3507,600,93,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
697,OBJEC_740,0,0,1,1,0,3,33,264,1989,8567,15244,22610,16236,14554,13231,8970,5406,1946,525,183,90,26,13,0,0,0,0,0,0,0,0,0
698,OBJEC_741,0,1,1,1,0,1,57,437,3256,12809,22368,28006,18706,12269,7340,3067,1200,344,29,0,0,0,0,0,0,0,0,0,0,0,0,0
699,OBJEC_742,0,1,0,0,4,6,68,515,3675,15612,28729,32917,17304,7953,2615,409,79,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,OBJEC_743,0,0,0,0,0,1,11,100,800,4042,10073,17147,17348,17816,17130,13056,7878,3294,834,242,150,151,102,49,0,0,0,0,0,0,0,0
701,OBJEC_744,0,0,2,0,2,8,71,470,3428,14441,27306,33266,19082,8993,2668,422,62,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,OBJEC_745,0,0,0,0,0,0,7,77,568,2826,6610,12289,13702,16775,20555,17965,11435,4841,1605,441,164,118,79,69,86,12,0,0,0,0,0,0
703,OBJEC_746,0,2,0,1,1,5,65,486,3603,14572,25386,33373,19975,8882,3224,540,89,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,OBJEC_747,0,0,0,2,1,4,41,372,2399,11167,22656,29046,20194,12260,5885,2696,1788,1037,341,3,0,0,0,0,0,0,0,0,0,0,0,0
705,OBJEC_748,0,1,2,0,4,22,126,1106,6975,26400,37472,27874,8317,1408,180,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,OBJEC_749,0,1,0,0,0,6,42,342,2488,10286,19391,27196,21144,15376,9393,3452,752,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,OBJEC_750,0,0,0,1,2,7,56,457,2934,11449,20539,28760,21115,13976,7367,2318,483,95,2,0,0,0,0,0,0,0,0,0,0,0,0,0
708,OBJEC_751,0,0,0,5,0,2,55,472,3021,12907,23557,32062,21038,12061,4594,441,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
709,OBJEC_752,0,0,2,2,2,0,51,478,3354,13717,25144,32081,19884,10665,3915,577,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
710,OBJEC_754,0,0,0,0,0,1,26,219,1616,7111,16139,26827,23170,17698,10367,4240,1875,677,208,50,0,0,0,0,0,0,0,0,0,0,0,0
711,OBJEC_755,0,0,0,3,4,8,76,551,3284,13920,26803,31886,20102,9981,2902,350,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
712,OBJEC_756,0,1,0,1,1,15,106,927,6108,23026,34139,29388,11710,3809,655,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,OBJEC_757,0,0,0,0,0,1,10,56,442,2261,6046,11453,14937,20776,23381,17323,9027,3481,824,124,39,29,14,0,0,0,0,0,0,0,0,0
714,OBJEC_758,0,1,0,1,0,4,41,338,2454,10601,21951,31606,22238,13542,5779,1198,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,OBJEC_759,0,0,0,1,0,2,39,332,2322,10034,20704,31960,22791,14439,6210,1197,171,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,OBJEC_760,1,0,3,1,2,6,71,650,4273,17234,29412,30707,16739,8092,2410,281,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,OBJEC_761,0,1,2,0,3,3,83,706,4654,18853,31653,31907,14795,5571,1502,155,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718,OBJEC_762,1,1,3,1,1,9,85,677,4642,18363,31026,32669,15537,5837,1261,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,OBJEC_763,0,0,0,2,0,2,29,317,2457,10219,19836,28309,20668,14827,8690,2985,1098,435,170,92,61,27,0,0,0,0,0,0,0,0,0,0
720,OBJEC_764,0,0,1,3,1,4,72,535,3326,12960,22627,28341,19577,11978,6645,2746,788,216,72,0,0,0,0,0,0,0,0,0,0,0,0,0
721,OBJEC_765,0,1,2,0,0,6,69,497,3479,14371,25716,31932,18346,9565,4728,1167,300,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,OBJEC_766,0,0,1,1,1,3,60,505,3454,13786,23891,30897,19218,11231,5398,1454,315,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,OBJEC_767,0,1,0,1,1,5,63,579,3985,15941,27434,34336,17669,7526,2208,128,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,OBJEC_768,0,0,0,2,0,5,28,287,2267,10503,21368,30882,22267,13575,6209,1771,551,171,6,0,0,0,0,0,0,0,0,0,0,0,0,0
725,OBJEC_769,0,1,0,3,3,12,66,677,4834,19337,32840,33356,14535,3793,429,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,OBJEC_770,2,3,0,1,2,8,127,931,6594,24678,35417,30007,9554,2362,507,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,OBJEC_771,0,0,2,4,1,4,72,572,4101,17085,29352,35504,16003,5837,1643,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,OBJEC_772,0,0,0,2,0,6,61,462,3616,15625,27123,35663,17295,7273,2603,157,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,OBJEC_773,0,0,0,3,0,9,89,721,5290,20619,32623,32664,13190,4084,835,81,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,OBJEC_774,1,3,1,2,2,9,81,644,4412,17586,29871,31819,16733,6729,2013,306,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,OBJEC_775,0,0,0,1,2,8,49,431,2908,12103,22803,29572,19413,11846,6964,2973,891,224,36,0,0,0,0,0,0,0,0,0,0,0,0,0
732,OBJEC_776,0,0,0,1,1,10,86,609,4889,17475,23669,23188,11741,10288,8621,5002,2389,904,418,188,79,3,0,0,0,0,0,0,0,0,0,0
733,OBJEC_777,0,0,1,3,0,3,64,417,3230,13541,25949,32110,19309,9822,3965,1257,216,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,OBJEC_778,0,0,1,0,0,3,48,433,3144,13941,27526,34622,20142,8604,1717,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,OBJEC_780,0,0,0,1,0,3,55,434,3459,14044,25546,33668,19842,9288,3029,437,83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,OBJEC_781,1,0,1,0,0,4,57,465,3430,13445,23364,30715,17622,10490,6577,2683,931,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,OBJEC_782,0,0,1,1,0,3,29,304,2202,10145,20761,26988,20241,13543,7996,4047,2279,1047,231,49,17,8,0,0,0,0,0,0,0,0,0,0
738,OBJEC_783,0,0,0,1,3,4,56,545,3699,14881,26510,34537,17604,8620,3132,272,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,OBJEC_784,0,2,3,3,1,6,88,960,6283,23664,35320,29066,11292,3246,288,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,OBJEC_785,0,3,0,4,0,7,107,896,6472,23471,32155,31425,9899,3775,1282,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,OBJEC_786,0,0,0,2,2,12,89,584,4352,17757,29897,34377,15682,5551,1243,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,OBJEC_787,0,0,1,1,3,5,58,441,2864,12630,25517,32558,20969,10584,3733,782,76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,OBJEC_788,0,1,0,2,2,8,70,667,4850,18697,30617,33461,15063,5005,1237,202,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,OBJEC_789,0,0,1,0,1,13,82,802,5965,22984,35067,31648,10627,2613,420,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,OBJEC_790,1,0,1,0,1,1,44,312,2442,9886,18803,26897,20790,16006,9692,3746,1129,136,5,0,0,0,0,0,0,0,0,0,0,0,0,0
746,OBJEC_791,0,0,1,0,2,6,38,358,2266,9505,17425,23542,18381,14445,10985,6744,3717,1613,640,212,12,0,0,0,0,0,0,0,0,0,0,0
747,OBJEC_792,0,0,1,1,4,4,72,501,3874,16189,29969,32887,17710,6983,1518,165,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,OBJEC_793,0,0,0,0,0,0,7,27,277,1423,4355,9622,13270,19890,24018,19805,12040,3939,1097,112,10,0,0,0,0,0,0,0,0,0,0,0
749,OBJEC_794,0,0,1,1,0,1,32,186,1303,5346,11763,17942,16645,17038,16645,12345,6659,2375,812,295,110,48,14,0,0,0,0,0,0,0,0,0
750,OBJEC_795,0,1,0,2,2,5,112,937,6740,25393,35931,30116,8396,1681,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,OBJEC_796,0,1,0,3,3,10,78,735,4959,18929,30035,32092,15422,6035,1807,114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,OBJEC_798,0,0,0,0,0,0,6,56,301,1682,4836,9641,13618,20215,22556,18345,11395,4704,1659,789,292,88,28,13,0,0,0,0,0,0,0,0
753,OBJEC_800,0,0,1,0,1,5,46,362,2633,10661,18011,24059,16413,13987,12308,7316,3417,882,122,0,0,0,0,0,0,0,0,0,0,0,0,0
754,OBJEC_802,1,0,0,3,3,8,83,769,5220,21030,32852,31757,11814,4143,1595,276,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,OBJEC_803,0,0,0,0,0,1,54,394,3179,13318,25706,32935,20127,10038,3852,595,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,OBJEC_804,1,0,2,0,3,14,119,1132,6891,25820,37563,28373,8817,1373,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,OBJEC_805,0,1,2,2,2,12,118,810,5402,21279,34824,30989,12740,3425,578,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,OBJEC_806,0,0,0,2,1,4,43,324,2321,10117,20918,30975,23737,14701,6079,912,83,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
