OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28,CLASS_29,CLASS_30,CLASS_31,CLASS_32
1123,OBJEC_1193,0,2,1,0,2,4,54,506,4010,15375,25739,31089,17897,8935,3539,943,470,328,304,350,273,51,20,0,0,0,0,0,0,0,0,0
1124,OBJEC_1194,0,1,0,1,1,15,146,1116,6919,25859,36396,26859,9305,2524,411,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,OBJEC_1195,0,0,1,1,0,4,26,246,1921,8184,15215,21039,16112,15282,14798,9228,4902,2479,699,87,0,0,0,0,0,0,0,0,0,0,0,0
1126,OBJEC_1197,0,0,2,0,1,7,86,659,4256,17281,29211,28481,13946,7544,4692,2614,893,208,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,OBJEC_1198,0,0,2,4,1,10,109,880,5865,22893,34286,30478,11761,3264,624,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1128,OBJEC_1199,0,0,0,0,1,2,29,272,2093,9557,19300,28334,21044,14998,9038,3519,1200,320,139,46,0,0,0,0,0,0,0,0,0,0,0,0
1129,OBJEC_1200,1,0,2,2,2,10,123,911,6168,23421,36309,30015,10248,2214,427,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,OBJEC_1202,0,0,0,2,1,4,68,564,4123,16987,28495,29306,15265,8750,4556,1471,270,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,OBJEC_1203,1,0,1,0,1,5,34,382,2601,10551,18864,25651,17480,14549,11168,6052,2095,443,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,OBJEC_1204,0,1,1,2,2,8,67,641,4324,17958,31209,32870,15417,5723,1693,273,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,OBJEC_1205,3,0,0,0,1,7,62,623,4339,17533,29198,32712,17222,6460,1610,90,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1134,OBJEC_1206,0,0,0,0,0,4,32,326,2553,11776,22259,29767,18584,11065,6456,3931,2199,957,294,21,0,0,0,0,0,0,0,0,0,0,0,0
1135,OBJEC_1207,0,0,2,1,1,5,85,768,5262,19292,29409,30809,14517,6517,2660,704,172,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1136,OBJEC_1209,0,0,0,0,1,3,65,519,3885,16191,27999,31521,16062,8253,3951,1185,243,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,OBJEC_1210,0,0,0,3,0,7,56,526,3809,16623,31333,34361,17435,5351,701,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1138,OBJEC_1211,0,1,2,1,3,10,87,688,4387,18005,30588,34408,15090,5652,1249,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1139,OBJEC_1212,0,0,2,0,0,5,89,664,4793,18519,30723,31590,15100,5946,1933,190,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,OBJEC_1214,0,2,1,1,1,6,92,687,4912,18336,27742,30056,14516,7727,3995,1479,457,195,19,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,OBJEC_1215,0,0,1,2,4,6,79,677,4953,20047,33033,34229,12837,3745,607,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1142,OBJEC_1216,1,0,1,1,2,9,107,839,5695,22221,32980,31916,12034,3449,888,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1143,OBJEC_1217,0,0,0,0,1,3,84,560,3734,14506,22781,27935,16873,10892,7144,3275,1753,556,109,18,0,0,0,0,0,0,0,0,0,0,0,0
1144,OBJEC_1218,0,1,1,3,1,10,104,829,6379,24724,35813,29803,9551,2323,346,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,OBJEC_1219,0,0,1,1,2,3,40,397,2818,11426,22261,28621,20237,13650,7478,2729,538,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1146,OBJEC_1220,0,0,1,0,2,8,24,276,2003,9171,19967,28029,23434,16166,7850,2556,393,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1147,OBJEC_1221,0,0,2,0,3,5,41,293,2134,9936,22222,31757,23900,13831,5080,663,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,OBJEC_1222,0,0,1,1,1,7,78,719,4944,19743,30763,31846,14401,5722,1750,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1149,OBJEC_1223,1,1,1,0,0,0,55,521,3560,14179,23885,29782,18401,10985,5714,2003,875,230,31,0,0,0,0,0,0,0,0,0,0,0,0,0
1150,OBJEC_1224,0,0,0,1,1,1,9,52,518,2464,5759,10667,12605,16207,19354,18261,13807,6868,2212,509,165,69,22,54,225,353,41,0,0,0,0,0
1151,OBJEC_1225,0,1,0,0,3,3,60,478,3064,12565,22178,28455,17577,10884,7534,4696,2099,576,51,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,OBJEC_1226,0,0,0,0,1,1,13,66,551,2477,6863,13529,16734,20512,21246,15199,7876,3189,1254,564,124,25,0,0,0,0,0,0,0,0,0,0
1153,OBJEC_1227,0,0,3,1,4,4,49,489,3998,15570,23223,27524,15715,12229,7568,2665,637,158,54,1,0,0,0,0,0,0,0,0,0,0,0,0
1154,OBJEC_1228,0,2,1,3,3,9,109,908,5748,20480,28454,24971,12975,8523,5490,2206,335,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,OBJEC_1229,0,0,0,2,0,5,49,433,3096,14179,27446,33853,19469,8588,2404,341,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1156,OBJEC_1230,0,0,1,2,0,3,28,242,1703,7239,15476,23016,18806,15697,12167,8275,4745,2118,562,109,34,1,0,0,0,0,0,0,0,0,0,0
1157,OBJEC_1231,1,2,5,3,5,13,148,1190,8743,30469,38617,25226,4915,758,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1158,OBJEC_1232,1,3,1,2,2,13,95,822,5455,21760,34927,30583,12457,3292,471,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,OBJEC_1233,0,0,0,0,4,5,43,394,3063,12994,25040,36683,20086,9118,2694,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1160,OBJEC_1234,0,1,0,1,1,5,55,484,3315,13667,24070,27092,17501,11827,6451,2512,1202,662,398,137,79,33,42,144,210,3,0,0,0,0,0,0
1161,OBJEC_1235,0,0,1,1,1,3,40,404,2984,12517,23238,30218,18610,12008,7207,2278,377,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,OBJEC_1236,0,0,1,2,0,5,93,679,4695,18868,31203,33229,14526,5273,1532,114,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1163,OBJEC_1237,0,0,0,0,3,7,51,449,3098,13431,24034,29123,19598,11966,5163,1757,770,598,176,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,OBJEC_1238,0,1,3,2,1,7,88,705,4786,18537,30016,32118,15914,6083,1733,222,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,OBJEC_1239,0,0,1,1,1,9,93,802,5316,20496,32808,32310,13267,4198,836,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,OBJEC_1240,0,0,0,1,2,5,47,450,3055,12912,24579,31762,20722,11315,4500,807,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,OBJEC_1241,0,0,0,1,2,5,61,506,3801,15604,28248,33370,18473,7924,2058,165,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,OBJEC_1242,0,0,2,1,1,8,76,643,4404,17937,31101,33243,15343,5782,1535,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,OBJEC_1243,0,0,2,1,5,2,64,632,4526,17914,30852,34552,14944,5447,1240,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1170,OBJEC_1244,0,1,0,7,1,9,100,913,6268,22034,30794,29960,13364,5146,1542,83,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1171,OBJEC_1245,0,1,0,2,1,3,55,374,2707,11708,22843,28747,19173,10938,6088,3520,2335,1218,429,82,0,0,0,0,0,0,0,0,0,0,0,0
1172,OBJEC_1246,0,0,1,1,5,5,82,692,4611,18321,29675,32547,14244,6118,2727,730,126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,OBJEC_1247,0,1,0,2,0,7,96,853,5863,21191,33328,31090,12730,3745,639,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,OBJEC_1248,0,0,0,0,0,5,24,282,2130,9234,17430,24656,19338,16529,12102,5302,2031,684,129,16,0,0,0,0,0,0,0,0,0,0,0,0
1175,OBJEC_1249,0,0,0,2,2,9,78,559,4251,17374,28970,33615,16019,6650,2208,151,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,OBJEC_1250,0,0,0,1,2,5,91,758,6002,21540,31575,31325,11870,4600,1551,441,118,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,OBJEC_1251,0,0,2,4,1,6,46,372,2638,11392,24317,32791,21973,11768,4091,476,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1178,OBJEC_1252,0,1,0,1,1,4,54,493,3656,14688,24995,30213,18853,10392,4468,1610,587,178,28,2,0,0,0,0,0,0,0,0,0,0,0,0
1179,OBJEC_1253,0,0,0,2,1,1,60,448,2927,12896,25222,29876,20252,11398,4726,1595,488,259,73,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,OBJEC_1254,1,0,3,2,4,9,103,854,5767,22236,32588,29095,11570,4814,2464,530,139,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1181,OBJEC_1255,0,1,1,1,2,1,77,608,3959,16415,28857,33116,17545,7009,2026,254,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1182,OBJEC_1256,1,0,0,0,0,3,47,389,2921,13036,25222,32022,19750,10674,4672,798,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1183,OBJEC_1257,0,1,3,3,3,13,83,755,5483,20897,33666,32081,13131,3444,617,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1184,OBJEC_1258,0,0,0,2,0,2,33,373,2882,12668,25195,35285,20755,9617,2873,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,OBJEC_1259,0,0,0,0,3,5,90,639,4119,16565,28793,33060,17536,6936,1964,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,OBJEC_1260,0,1,2,0,1,9,93,647,5021,19495,30406,32584,13907,5995,1928,133,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,OBJEC_1261,0,0,2,2,0,1,75,589,4040,15936,26530,31367,17019,9111,4019,1246,269,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1188,OBJEC_1262,0,0,2,1,2,8,51,459,3479,13968,23807,29098,17786,11161,5968,2600,1258,325,122,75,34,20,0,0,0,0,0,0,0,0,0,0
1189,OBJEC_1263,0,0,1,2,0,7,75,671,4624,18890,31423,32988,15269,4716,1340,203,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1190,OBJEC_1265,0,0,1,1,1,1,56,462,3438,15262,27662,34495,17692,8060,2529,225,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,OBJEC_1266,0,0,1,0,0,4,68,416,3264,13386,23906,31019,18460,11550,5733,1440,247,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,OBJEC_1268,1,1,0,2,0,4,63,561,4326,17804,30621,34222,16360,5322,855,71,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1193,OBJEC_1269,0,0,1,0,0,5,87,659,4719,18644,29551,32226,14670,6434,2557,583,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1194,OBJEC_1270,0,0,1,1,2,3,56,436,3447,14043,24822,35610,18769,8618,3736,331,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,OBJEC_1271,1,0,2,4,3,4,51,417,3063,12787,24887,33946,21368,10357,3014,297,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1196,OBJEC_1272,0,0,0,0,2,3,30,246,1797,7921,15347,23137,19442,15731,10998,5599,4007,3017,1655,478,179,172,102,26,3,0,0,0,0,0,0,0
1197,OBJEC_1273,0,0,1,2,0,3,81,695,5429,20877,31038,33126,12102,4496,2010,311,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1198,OBJEC_1274,0,1,2,0,0,5,40,299,2279,9943,19316,26900,19818,15193,9941,4746,1339,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,OBJEC_1275,0,2,0,1,1,6,77,579,4307,16713,28095,32448,18324,7608,1811,242,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,OBJEC_1277,0,2,1,3,2,7,129,915,6368,24218,34781,28876,10035,3394,1143,338,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,OBJEC_1278,0,1,0,3,1,2,45,454,3327,13951,26227,36195,19246,8216,2479,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,OBJEC_1280,0,0,2,1,1,5,69,674,5028,19479,31320,31032,14793,5676,1721,371,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,OBJEC_1281,1,2,1,1,2,10,83,751,5456,20474,30862,28799,12766,6481,3156,970,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,OBJEC_1282,0,0,1,1,2,2,64,517,3786,15914,28194,35978,18130,6397,1229,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,OBJEC_1283,0,0,1,1,1,4,50,385,2558,11365,21595,26665,21024,14290,7487,3118,1087,254,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,OBJEC_1284,0,2,0,1,0,4,66,547,4014,16275,28932,35269,16473,6431,1792,78,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,OBJEC_1285,0,0,0,1,2,8,66,544,4044,16631,28416,34683,16476,6686,2476,188,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,OBJEC_1286,0,0,1,2,1,5,52,390,3003,13103,24402,30487,19777,10736,5673,1880,351,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,OBJEC_1287,0,0,0,1,0,2,72,567,4330,17170,28089,33627,15191,6867,3385,749,150,20,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1210,OBJEC_1288,0,0,0,1,1,8,78,734,5267,20305,31949,32558,13668,4225,965,103,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,OBJEC_1289,0,0,0,2,0,11,75,551,3783,16060,28932,33392,18523,7016,1705,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1212,OBJEC_1291,0,0,0,0,2,3,23,224,1507,7037,15873,28013,23884,18160,10475,3349,941,273,218,203,38,1,0,0,0,0,0,0,0,0,0,0
1213,OBJEC_1292,0,0,4,4,3,9,104,939,6501,23157,31759,27314,10688,5107,3010,1231,345,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,OBJEC_1293,0,1,1,2,2,8,71,487,3614,15545,29055,33744,19300,6933,1112,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,OBJEC_1294,0,0,0,0,2,3,46,498,3665,15909,28845,33738,17473,7166,2177,316,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,OBJEC_1295,0,0,0,1,1,4,57,460,3524,14517,27308,34435,19009,8250,2138,183,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,OBJEC_1296,0,0,0,0,2,9,33,269,1866,9009,19603,30607,22631,14348,7796,2840,974,227,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1218,OBJEC_1299,0,0,3,2,1,4,95,831,6017,22063,32209,34213,10922,2872,656,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,OBJEC_1300,0,0,0,2,0,0,87,573,4101,16697,28742,33181,16945,7162,2173,208,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,OBJEC_1302,1,1,0,1,2,4,49,471,3820,15711,28025,33291,18372,7942,2139,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1221,OBJEC_1303,0,0,1,2,1,3,89,651,4421,17901,30120,32904,15267,6435,1920,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1222,OBJEC_1304,0,0,1,1,2,6,38,361,2666,12142,25034,32407,21333,11463,4052,676,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1223,OBJEC_1305,0,0,0,0,0,0,12,127,1022,5300,12779,23142,19733,17616,14678,8528,4571,1806,614,234,51,11,0,0,0,0,0,0,0,0,0,0
1224,OBJEC_1306,0,0,0,1,5,11,103,714,4634,18683,32186,32106,15853,4902,687,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1225,OBJEC_1307,0,1,0,0,1,8,80,621,4305,17836,30309,32508,15470,6144,2117,381,102,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,OBJEC_1308,0,0,0,0,2,4,27,226,1830,8213,17925,26219,23376,18201,9682,3349,863,187,57,40,23,0,0,0,0,0,0,0,0,0,0,0
1227,OBJEC_1309,0,0,0,1,1,5,58,520,3607,13994,24928,32778,18828,10083,4305,961,105,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,OBJEC_1310,1,1,4,1,3,15,132,995,6485,24524,35727,29338,9782,2181,346,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,OBJEC_1311,0,0,1,1,0,5,39,470,3400,14446,27836,33408,18673,8116,2743,418,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,OBJEC_1312,1,1,2,1,1,5,111,976,6649,23893,31424,29869,11462,4224,1197,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1231,OBJEC_1313,0,0,0,1,2,1,36,335,2416,10603,19864,30767,21286,14725,8012,1929,236,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1232,OBJEC_1314,0,0,0,2,2,10,47,374,2608,10612,20766,26858,19002,12063,7927,5133,2599,1468,369,46,6,0,0,0,0,0,0,0,0,0,0,0
1233,OBJEC_1315,0,1,1,0,1,4,65,557,4406,16948,27344,32804,16367,7999,3146,548,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,OBJEC_1316,0,0,1,0,1,3,59,537,4166,18075,31185,34826,14835,5131,1032,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,OBJEC_1317,0,0,0,1,0,5,69,634,4626,18839,31242,33927,14678,4993,1164,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236,OBJEC_1318,0,0,1,1,2,8,69,538,4258,17437,30041,34767,15505,5923,1313,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,OBJEC_1319,0,0,0,0,1,1,39,341,2212,9297,16751,21819,16992,14384,12093,8314,4760,2195,315,47,0,0,0,0,0,0,0,0,0,0,0,0
1238,OBJEC_1320,0,1,1,2,1,3,59,518,3803,16287,29001,34380,18286,6576,1250,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,OBJEC_1321,0,0,0,0,0,1,5,30,219,1195,3424,7785,10867,16375,21842,22451,16321,6326,1999,544,194,170,86,46,12,0,0,0,0,0,0,0
1240,OBJEC_1322,0,2,0,1,4,7,115,918,6104,23234,33910,28848,11818,3651,1019,377,183,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1241,OBJEC_1323,0,2,0,2,0,7,69,689,4892,18980,30038,31017,15330,6331,2033,164,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,OBJEC_1325,0,1,1,3,2,17,109,982,6518,24387,37015,29948,9084,1418,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,OBJEC_1326,0,0,0,3,0,5,83,682,4270,17524,31442,33946,16625,5012,626,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,OBJEC_1327,0,0,1,0,1,3,33,352,2503,10217,19085,31772,20836,12947,7158,2898,1401,558,296,93,49,19,2,0,0,0,0,0,0,0,0,0
1245,OBJEC_1328,1,0,0,3,0,4,53,408,2993,12801,24000,32588,20192,10745,4640,1191,256,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,OBJEC_1329,0,0,2,0,1,2,56,364,2947,13104,25517,32067,19910,10772,4113,941,89,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1247,OBJEC_1330,0,0,0,2,0,3,26,276,2182,9845,21524,33664,22964,13898,5253,557,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1248,OBJEC_1331,0,0,1,0,1,3,36,338,2280,10046,20208,27204,19661,14329,9910,4675,1324,196,12,0,0,0,0,0,0,0,0,0,0,0,0,0
1249,OBJEC_1332,0,1,0,1,0,4,63,505,3924,15690,26229,34465,17099,7688,3388,608,176,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,OBJEC_1333,0,2,1,4,3,4,106,822,6150,22869,34361,31291,10990,2855,420,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,OBJEC_1334,0,1,0,4,1,13,108,736,5750,21625,30592,31707,12365,4854,2132,243,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,OBJEC_1335,0,0,0,0,0,1,24,256,1749,7251,14049,20784,18738,17863,14393,8548,4236,1321,380,152,55,30,48,14,0,0,0,0,0,0,0,0
1253,OBJEC_1336,0,1,2,2,2,1,56,541,3824,15374,25458,31458,17738,9443,4158,1116,340,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,OBJEC_1337,0,1,0,3,1,11,67,513,4055,16099,28687,32318,16801,7405,2654,689,226,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,OBJEC_1338,0,0,0,0,0,0,12,79,552,2601,6442,11815,13605,17984,20554,18030,10884,5074,1765,596,200,29,2,0,0,0,0,0,0,0,0,0
1256,OBJEC_1339,0,2,2,3,2,20,164,1197,8140,29116,36733,25678,7298,1344,190,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,OBJEC_1340,0,0,0,0,3,6,48,387,3057,13086,26034,34745,19719,9304,3235,559,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,OBJEC_1341,0,1,3,1,0,10,124,973,6948,24595,34285,28967,10507,3151,634,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,OBJEC_1342,0,0,1,0,0,10,59,634,4482,17772,28981,33131,16454,6495,1701,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,OBJEC_1344,0,0,0,0,1,4,58,412,3023,12940,24032,29946,19920,11431,5777,2072,532,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1261,OBJEC_1345,0,0,1,2,2,14,78,617,4413,17649,30794,32448,16454,6291,1355,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1262,OBJEC_1346,0,0,1,0,0,8,115,961,7199,25216,34030,27861,9536,3426,1250,245,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,OBJEC_1347,0,0,2,1,2,3,71,738,5222,19053,29675,31217,15512,6563,1863,281,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,OBJEC_1348,0,0,1,1,1,9,88,712,5000,19972,32438,31425,13705,5034,1245,216,29,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1265,OBJEC_1349,0,0,0,2,1,4,85,671,4095,16267,26311,28250,16082,9580,5024,2211,904,339,66,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,OBJEC_1350,0,0,1,0,1,5,42,448,3161,13378,24560,31939,20543,10439,3624,778,439,182,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,OBJEC_1351,0,0,3,2,3,15,120,921,6594,25350,37249,29055,8726,1941,241,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268,OBJEC_1352,0,0,3,3,1,7,60,546,4020,16465,30754,34443,16816,5815,942,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1269,OBJEC_1353,0,0,0,1,2,3,28,281,2059,9277,19579,29127,22800,15770,8353,2226,361,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,OBJEC_1354,0,0,1,0,2,6,68,521,4348,17883,30066,33256,15518,6258,2035,238,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,OBJEC_1355,0,0,2,3,3,6,99,793,5741,21181,32665,31815,12838,3307,855,420,161,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1272,OBJEC_1356,0,1,2,0,0,7,63,525,4217,16149,25917,30201,18005,9832,4589,658,55,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,OBJEC_1357,0,0,1,2,1,6,64,546,4130,16312,28624,33891,16990,6946,2127,241,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,OBJEC_1358,0,2,1,1,3,3,106,789,5766,21414,29831,28801,13240,6678,2810,430,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,OBJEC_1359,0,1,0,1,0,6,64,583,4226,17896,31564,33698,15606,5097,1050,83,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1276,OBJEC_1360,0,0,0,2,0,1,30,207,1768,7956,16376,23548,18151,15827,11979,6765,3484,1911,1149,336,59,12,0,0,0,0,0,0,0,0,0,0
1277,OBJEC_1361,0,1,2,1,3,4,46,427,2908,12382,23093,27549,19837,13506,7309,2351,440,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1278,OBJEC_1363,0,0,0,0,0,3,12,133,1092,4941,9876,15964,14572,14866,16676,13374,9179,5093,2396,1066,465,120,54,10,0,0,0,0,0,0,0,0
1279,OBJEC_1364,0,0,1,0,1,5,42,331,2351,9617,18374,27112,19949,15282,10320,4719,1683,375,42,18,2,0,0,0,0,0,0,0,0,0,0,0
1280,OBJEC_1365,0,0,0,0,5,8,39,391,2602,10974,20697,27953,20597,13696,8021,3537,1133,191,45,3,0,0,0,0,0,0,0,0,0,0,0,0
1281,OBJEC_1366,0,0,1,1,2,5,77,554,4522,18966,32216,33799,14384,4572,771,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282,OBJEC_1367,0,1,1,3,4,5,46,426,3192,13832,26141,33489,19193,9889,3559,442,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1283,OBJEC_1368,0,2,1,1,2,8,107,783,5491,21556,34434,31033,12939,3138,372,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,OBJEC_1369,0,0,0,1,1,4,39,308,2231,10148,21243,30597,22104,14115,6580,1886,293,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,OBJEC_1370,0,0,0,2,1,3,37,331,2337,10729,23300,32536,23200,13106,3968,334,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,OBJEC_1371,0,0,3,2,2,8,98,806,5484,21829,35624,31911,11617,2284,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
