date,S1_pixel_ID,class,AREA,PERCENTAGE,vv_raw,vh_raw
0218,773,mixed,23.662,23.66200003,0.0978087,0.0201324
0218,777,mixed,100.0,100.0,0.3692256,0.298796
0218,778,rough,3.808222555,3.808222549,0.1412875,0.0069198
0218,780,mixed,29.32430148,29.32430147,0.124621,0.0278876
0218,783,water,21.46114015,21.46114012,0.0473049,0.0030704
0218,786,mixed,100.0,100.0,0.0737738,0.0403886
0218,793,smooth,69.61332772,69.61332777,0.0852818,0.0218669
0218,794,rough,52.598,52.59800002,0.1744993,0.0239485
0218,798,rough,1.5441596,1.544159601,0.0687648,0.0037649
0218,804,mixed,100.0,100.0,0.1255415,0.0216941
0218,805,mixed,100.0,100.0000001,0.1787663,0.0638616
0218,807,rough,95.11793823,95.1179382,0.019035,0.0027418
0218,809,mixed,72.37645868,72.37645871,0.0369735,0.0139009
0218,814,mixed,100.0,100.0,0.0438616,0.0065697
0218,816,mixed,100.0,99.99999989,0.0759025,0.0158657
0218,818,mixed,34.6555,34.65549999,0.0683674,0.0239347
0218,819,mixed,16.25599675,16.25599675,0.0934397,0.0163971
0218,821,smooth,29.13131974,29.13131972,0.0915299,0.0301641
0218,822,mixed,97.4312145,97.43121461,0.1278076,0.0181782
0218,823,mixed,97.3993528,97.39935291,0.153219,0.0308511
0218,832,smooth,100.0,100.0,0.181449,0.0079679
0218,833,mixed,100.0,99.99999996,0.1833499,0.009951
0218,838,mixed,100.0,99.99999996,0.0577265,0.0038615
0218,839,mixed,100.0,100.0,0.2158705,0.0156258
0218,841,mixed,100.0,100.0,0.299155,0.0188317
0218,843,mixed,100.0,100.0,0.0675182,0.0175957
0218,848,mixed,100.0,100.0000001,0.0694494,0.003284
0218,852,mixed,97.3485,97.34849996,0.0239644,0.0033109
0218,854,mixed,100.0,99.99999989,0.0704454,0.0101146
0218,856,smooth,69.26475815,69.26475823,0.1787133,0.0957111
0218,859,mixed,100.0,99.99999996,0.2702514,0.0289302
0218,866,smooth,63.0565,63.05649993,0.0486371,0.0165921
0218,871,mixed,100.0,99.99999996,0.0650572,0.015655
0218,882,mixed,100.0,99.99999996,0.0518535,0.0105079
0218,883,mixed,38.5165,38.51650001,0.0620126,0.0175473
0218,887,mixed,83.0625,83.06249997,0.2592811,0.093324
0218,888,smooth,9.90113629,9.901136294,0.1762924,0.0195051
0218,895,water,31.47223848,31.47223847,0.1415529,0.0557076
0218,897,rough,3.297245165,3.297245171,0.0849137,0.0029259
0218,899,mixed,100.0,99.99999996,0.0435919,0.0063322
0218,901,mixed,100.0,99.99999989,0.1618209,0.0158046
0218,905,rough,41.33011617,41.33011619,0.0259973,0.0093053
0218,911,rough,63.27950912,63.27950915,0.1035357,0.0103818
0218,912,mixed,32.9595,32.95950001,0.1904286,0.0254382
0218,913,mixed,100.0,100.0,0.0756751,0.0045891
0218,916,mixed,62.4425,62.44250002,0.2086707,0.0323936
0218,919,water,49.38476703,49.38476697,0.1515445,0.0161822
0218,920,rough,14.17477544,14.17477543,0.2499023,0.1114728
0218,922,mixed,100.0,100.0,0.4752325,0.1089865
0218,923,mixed,100.0,100.0,0.0807987,0.0302084
0218,928,mixed,100.0,100.0000001,0.2111103,0.1232579
0218,932,mixed,100.0,100.0,0.1604799,0.0251154
0218,936,mixed,100.0,100.0000001,0.1536777,0.0329809
0218,938,water,55.24951619,55.24951625,0.0296106,0.0084587
0218,943,mixed,100.0,100.0,0.0550104,0.0052709
0218,948,mixed,100.0,100.0000001,0.1575914,0.0358164
0218,949,mixed,100.0,100.0000001,0.1120786,0.0054123
0218,950,mixed,100.0,99.99999996,0.0245381,0.0057252
0218,953,smooth,71.79875941,71.79875938,0.0538508,0.0091909
0218,954,rough,99.61965092,99.61965104,0.1969868,0.0434823
0218,955,smooth,98.25005768,98.25005757,0.0352727,0.0036058
0218,961,water,64.54189405,64.54189418,0.0647297,0.0107177
0218,962,smooth,41.36773003,41.36773001,0.0286335,0.0019384
0218,963,mixed,100.0,99.99999996,0.1166509,0.0267618
0218,964,smooth,2.64452644,2.644526443,0.0980014,0.0110095
0218,968,water,76.37125916,76.37125913,0.0709839,0.0052402
0218,972,mixed,100.0,100.0,0.0423772,0.0081442
0218,975,mixed,99.0523644,99.05236444,0.1061223,0.0333044
0218,977,rough,99.23350135,99.23350131,0.3622665,0.0831362
0218,978,smooth,100.0,99.99999989,0.0707951,0.0068251
0218,981,smooth,100.0,100.0,0.038494,0.0041798
0218,982,mixed,100.0,100.0,0.214705,0.0121911
0218,984,mixed,100.0,99.99999996,0.131948,0.009775
0218,996,mixed,100.0,99.99999996,0.0279466,0.0165154
0218,1000,water,53.26669197,53.26669199,0.3228992,0.0387725
0218,1001,smooth,47.63310196,47.63310198,0.0825265,0.005283
0218,1002,mixed,100.0,100.0000001,0.041935,0.0099844
0218,1003,water,65.8374999,65.83749983,0.0433365,0.0118834
0218,1005,smooth,2.63608901,2.636089015,0.0387714,0.0037286
0218,1008,rough,100.0,100.0000001,0.1242438,0.0336092
0218,1009,mixed,100.0,99.99999989,0.0740553,0.0098815
0218,1011,mixed,100.0,100.0,0.0319151,0.009812
0218,1013,mixed,44.042,44.04199998,0.0509391,0.0068694
0218,1015,mixed,100.0,99.99999996,0.0102606,0.0009127
0218,1017,rough,70.93813404,70.93813396,0.1031867,0.0283585
0218,1018,smooth,23.54230662,23.54230661,0.1556785,0.0050817
0218,1022,rough,7.06892801,7.068928007,0.2048666,0.0679448
0218,1023,mixed,98.68542408,98.68542412,0.0634817,0.0248695
0218,1024,smooth,43.81247345,43.8124735,0.4793826,0.0376177
0218,1027,rough,78.60562447,78.60562438,0.2191613,0.0963546
0218,1029,mixed,100.0,100.0,0.0317361,0.0138993
0218,1030,mixed,99.1875,99.18750011,0.1121236,0.0193224
0218,1031,mixed,31.585,31.58500001,0.1535215,0.0829808
0218,1032,mixed,100.0,100.0,0.4513774,0.0475881
0218,1035,mixed,100.0,99.99999996,0.0542943,0.0715662
0218,1038,rough,1.71208496,1.712084958,0.0391642,0.0079861
0218,1039,mixed,100.0,100.0000001,0.115509,0.0124427
0218,1044,mixed,100.0,99.99999989,0.0210071,0.0120839
0218,1048,water,52.95390292,52.953903,0.0642851,0.0074177
0218,1049,rough,2.99862319,2.998623189,0.0521902,0.0111069
0218,1050,smooth,88.20684326,88.20684316,0.1019759,0.0133815
0218,1057,mixed,100.0,100.0,0.17723,0.0371258
0218,1058,mixed,98.31,98.31000004,0.0532474,0.0078508
0218,1059,rough,96.53277932,96.53277928,0.061452,0.0102696
0218,1070,smooth,32.3895,32.38949995,0.0473576,0.0031918
0218,1071,smooth,19.3658648,19.36586478,0.1542449,0.0128198
0218,1081,smooth,37.0551081,37.05510809,0.0407876,0.0116101
0218,1094,mixed,100.0,99.99999996,0.0952744,0.0165552
0218,1095,mixed,100.0,99.99999996,0.049464,0.0033862
0218,1097,rough,100.0,100.0000001,0.2206427,0.07395
0218,1098,rough,85.16863062,85.16863052,0.0669324,0.041581
0218,1100,mixed,100.0,100.0,0.1083391,0.0176115
0218,1103,mixed,85.9625,85.9625001,0.1605614,0.0225222
0218,1104,rough,100.0,99.99999996,0.0852527,0.0064742
0218,1106,mixed,100.0,100.0,0.0654653,0.0155601
0218,1109,rough,10.30787602,10.30787601,0.0827892,0.0172865
0218,1113,mixed,100.0,100.0,0.0911555,0.0395791
0218,1115,mixed,100.0,99.99999996,0.0828232,0.0095299
0218,1122,rough,95.83271746,95.83271742,0.1378041,0.0225634
0218,1124,mixed,100.0,99.99999996,0.0485736,0.0111327
0218,1125,smooth,55.85286759,55.85286767,0.0579766,0.0084174
0218,1132,mixed,100.0,99.99999989,0.0584027,0.0053166
0218,1134,water,33.11391248,33.11391247,0.1315513,0.0126305
0218,1135,mixed,100.0,100.0,0.094992,0.0223599
0218,1141,mixed,100.0,100.0000001,0.0529477,0.0017116
0218,1145,smooth,100.0,99.99999996,0.1358864,0.018269
0218,1147,mixed,100.0,100.0,0.1048588,0.0259128
0218,1153,water,5.1420987,5.142098694,0.2961407,0.0408408
0218,1154,water,10.8003393,10.80033931,0.1745581,0.0446641
0218,1159,mixed,100.0,100.0,0.1383726,0.0126981
0218,1161,mixed,93.777,93.77700004,0.1480708,0.0108161
0218,1162,smooth,66.67602476,66.67602474,0.1219212,0.0201878
0218,1167,rough,13.27455205,13.27455204,0.0262195,0.0041268
0218,1170,smooth,10.19315447,10.19315448,0.1757502,0.0120257
0218,1171,mixed,100.0,100.0,0.0610983,0.0050792
0218,1173,mixed,90.2055,90.20549997,0.1555188,0.0240362
0218,1174,smooth,91.66764239,91.6676425,0.072081,0.0084149
0218,1176,mixed,100.0,99.99999996,0.2291741,0.0455877
0218,1180,mixed,100.0,99.99999996,0.0535457,0.0210662
0218,1189,smooth,5.20203266,5.202032654,0.0564135,0.0124036
0218,1193,smooth,8.2397699,8.239769897,0.0426723,0.008284
0218,1205,smooth,41.30640431,41.30640429,0.1251538,0.0436201
0218,1206,mixed,15.987,15.98699999,0.0913076,0.0071208
0218,1211,mixed,100.0,100.0,0.2186177,0.0285286
0218,1212,water,30.66209503,30.66209501,0.1033376,0.0066338
0218,1218,smooth,1.164987385,1.164987385,0.085384,0.0169083
0218,1220,mixed,100.0,100.0,0.1839208,0.0334241
0218,1225,smooth,100.0,99.99999985,0.0511855,0.0087082
0218,1227,mixed,100.0,99.99999989,0.1561252,0.0138487
0218,1232,rough,100.0,99.99999989,0.1112189,0.0043208
0218,1233,smooth,74.64469746,74.6446976,0.0877166,0.0172392
0218,1234,mixed,21.174,21.17399998,0.1061619,0.013231
0218,1238,smooth,42.08516002,42.0851601,0.0732624,0.0051194
0218,1243,mixed,100.0,99.99999996,0.0819316,0.0105252
0218,1244,mixed,100.0,99.99999996,0.0393229,0.0055441
0218,1250,mixed,100.0,100.0,0.1784667,0.01303
0218,1252,water,71.65607934,71.65607926,0.0925157,0.0126458
0218,1256,mixed,100.0,100.0,0.0385505,0.0058488
0218,1265,smooth,6.62769749,6.627697502,0.2124317,0.0989274
0218,1266,smooth,100.0,99.99999989,0.0887112,0.0051968
0218,1270,smooth,31.70499569,31.70499573,0.1003758,0.0154428
0218,1274,rough,98.73336559,98.73336563,0.1262344,0.024094
0218,1275,mixed,100.0,100.0,0.2803954,0.1306912
0218,1279,mixed,11.162,11.162,0.0721145,0.0059381
0218,1294,mixed,100.0,100.0000001,0.046345,0.0097934
0218,1300,mixed,100.0,99.99999996,0.0229289,0.0071068
0218,1302,rough,34.07017366,34.0701737,0.0266398,0.0049765
0218,1305,smooth,0.088993215,0.088993215,0.0441316,0.0072839
0218,1306,mixed,100.0,100.0,0.2102569,0.0282373
0218,1307,water,15.14959106,15.14959104,0.1991966,0.0089211
0218,1308,smooth,91.43909836,91.43909839,0.0401055,0.0076965
0218,1309,rough,96.79976384,96.7997638,0.1888686,0.0401883
0218,1313,mixed,100.0,99.99999996,0.0743338,0.0044115
0218,1314,smooth,93.33055846,93.33055843,0.057954,0.0041773
0218,1315,mixed,1.81332365,1.813323649,0.0586175,0.0293098
0218,1318,mixed,1.19299854,1.19299854,0.1235515,0.0167562
0218,1319,mixed,0.144137165,0.144137165,0.2277904,0.0254635
0218,1320,mixed,100.0,100.0000001,0.0159273,0.00528
0218,1323,smooth,100.0,99.99999996,0.0560704,0.0123747
0218,1326,mixed,100.0,99.99999989,0.0595607,0.0150301
0218,1327,mixed,100.0,99.99999996,0.0415682,0.0044007
0218,1331,mixed,100.0,99.99999996,0.0264325,0.0055107
0218,1333,mixed,100.0,100.0,0.090733,0.0437761
0218,1334,mixed,36.68,36.68000001,0.0603658,0.0178843
0218,1337,mixed,100.0,100.0,0.1169874,0.0427542
0218,1339,rough,100.0,99.99999996,0.0365011,0.0048457
0218,1340,mixed,100.0,100.0,0.066526,0.017082
0218,1344,mixed,100.0,99.99999996,0.2309659,0.0924112
0218,1347,rough,95.29651683,95.29651679,0.1261479,0.0130897
0218,1348,rough,100.0,100.0000001,0.0423037,0.0190052
0218,1351,mixed,100.0,100.0,0.0614097,0.0070545
0218,1356,mixed,100.0,99.99999996,0.0210188,0.0041766
0218,1359,smooth,11.67094008,11.67094008,0.2745534,0.016192
0218,1364,mixed,79.4915,79.49150003,0.0895978,0.0322779
