date,S1_pixel_ID,class,AREA,PERCENTAGE,vv_raw,vh_raw
0218,1,smooth,96.84657869,96.84657873,0.0374241,0.0046585
0218,6,mixed,100.0,100.0,0.044944,0.0070589
0218,9,smooth,49.66136698,49.661367,0.2305345,0.0579915
0218,11,smooth,63.55529421,63.55529414,0.0753812,0.0110417
0218,13,mixed,100.0,99.99999996,0.0266475,0.0148048
0218,14,mixed,100.0,100.0,0.0666741,0.0141101
0218,15,rough,100.0,99.99999989,0.0137458,0.0085216
0218,20,smooth,31.637971,31.63797096,0.1242394,0.0616319
0218,21,mixed,100.0,100.0,0.0684949,0.0039124
0218,22,mixed,100.0,99.99999996,0.2755499,0.1226281
0218,26,water,18.9907775,18.9907775,0.0451074,0.0184418
0218,27,smooth,72.03933106,72.03933103,0.1495038,0.0146224
0218,29,mixed,100.0,100.0,0.0366395,0.0049568
0218,30,mixed,41.871,41.87100002,0.1122202,0.010943
0218,36,mixed,100.0,100.0,0.0224951,0.0032247
0218,40,mixed,46.25847984,46.25847986,0.1784749,0.0343683
0218,43,mixed,100.0,99.99999989,0.0538186,0.0071974
0218,44,mixed,100.0,100.0,0.215912,0.0354159
0218,48,rough,99.95948382,99.95948378,0.2258819,0.0355143
0218,49,rough,100.0,100.0,0.4189736,0.0134228
0218,50,smooth,91.49648536,91.49648529,0.338773,0.0614023
0218,51,mixed,100.0,99.99999989,0.1486395,0.010884
0218,53,mixed,100.0,100.0,0.0658129,0.0033565
0218,60,mixed,94.166,94.16599997,0.0307734,0.006247
0218,61,rough,16.7290959,16.7290959,0.1266735,0.0414468
0218,64,rough,27.40517942,27.40517938,0.1449925,0.019263
0218,68,smooth,38.09386153,38.09386152,0.0445818,0.0056573
0218,70,water,32.44395208,32.44395204,0.0559382,0.0078848
0218,75,mixed,100.0,100.0,0.2278962,0.0134157
0218,87,mixed,100.0,100.0000001,0.0862668,0.0028143
0218,88,rough,100.0,100.0,0.1443791,0.0063009
0218,90,rough,100.0,100.0000001,0.037865,0.0089243
0218,96,rough,98.97670503,98.976705,0.2233558,0.0113071
0218,99,mixed,100.0,99.99999996,0.4140622,0.0754243
0218,100,rough,100.0,100.0000002,0.0271633,0.0036696
0218,107,smooth,2.929918625,2.929918626,0.1385409,0.0162164
0218,118,mixed,100.0,100.0000001,0.1302406,0.0154227
0218,120,mixed,100.0,100.0,0.1031465,0.0202391
0218,122,rough,75.72609424,75.72609427,0.0474397,0.0040029
0218,126,smooth,4.08181473,4.081814732,0.0613966,0.012947
0218,131,mixed,77.4995,77.49950003,0.0431645,0.0066148
0218,132,smooth,0.019115355,0.019115355,0.2030259,0.0464207
0218,133,rough,62.56092157,62.56092155,0.0515539,0.0050981
0218,134,smooth,0.625591685,0.625591685,0.0516879,0.0054721
0218,136,mixed,51.93908378,51.93908384,0.0951616,0.0260111
0218,144,mixed,100.0,99.99999996,0.0677604,0.0235061
0218,145,water,41.71852537,41.71852535,0.233082,0.0151933
0218,147,rough,100.0,99.99999996,0.0774902,0.0072757
0218,150,mixed,100.0,100.0,0.1333585,0.0429758
0218,157,smooth,41.4766525,41.47665245,0.1136884,0.043157
0218,160,mixed,100.0,100.0,0.2269836,0.0312226
0218,161,smooth,22.80588648,22.80588645,0.0404569,0.0052283
0218,163,mixed,100.0,99.99999996,0.1155077,0.003926
0218,164,rough,100.0,99.99999996,0.3125732,0.01856
0218,166,smooth,3.25826069,3.258260686,0.204636,0.0290347
0218,170,water,0.542338185,0.542338185,0.1740152,0.041364
0218,174,mixed,89.3615,89.36149997,0.0069226,0.0015793
0218,180,mixed,100.0,99.99999996,0.1118713,0.0065834
0218,182,water,27.250838,27.25083796,0.154861,0.017173
0218,184,mixed,100.0,100.0,0.0565105,0.0140031
0218,186,smooth,8.3478898,8.347889797,0.1459623,0.0511944
0218,192,rough,50.32488881,50.32488888,0.0495625,0.0457707
0218,193,mixed,100.0,100.0,0.2020721,0.0588532
0218,195,mixed,100.0,100.0,0.0823347,0.0101021
0218,198,smooth,75.92452911,75.92452894,0.056432,0.0041719
0218,203,mixed,100.0,99.99999996,0.1409324,0.0122059
0218,204,mixed,100.0,100.0,0.047653,0.0101336
0218,210,water,0.879488015,0.879488015,0.1031814,0.0207568
0218,214,smooth,21.63916611,21.63916612,0.043805,0.0075672
0218,220,rough,2.460131545,2.460131552,0.0285785,0.005448
0218,222,mixed,0.9415,0.941500001,0.1415269,0.0169686
0218,223,mixed,68.726,68.72599992,0.191066,0.0319315
0218,224,mixed,100.0,99.99999996,0.2212561,0.0238153
0218,227,rough,62.11523184,62.11523196,0.1923968,0.0301767
0218,228,rough,2.68172284,2.68172284,0.0206581,0.0033006
0218,236,mixed,100.0,100.0,0.1937045,0.0710404
0218,237,mixed,100.0,99.99999996,0.1200331,0.0525229
0218,241,mixed,100.0,100.0,0.0368611,0.0050383
0218,242,smooth,43.82660207,43.82660205,0.0618243,0.0111575
0218,246,smooth,100.0,99.99999996,0.0838293,0.0077345
0218,251,mixed,100.0,100.0000001,0.0149715,0.0113191
0218,258,mixed,100.0,99.99999989,0.0302856,0.0152025
0218,264,mixed,100.0,99.99999996,0.033838,0.0068174
0218,265,rough,82.96084024,82.96084027,0.1175642,0.0068036
0218,266,mixed,100.0,99.99999989,0.0699316,0.0187653
0218,271,smooth,80.53730884,80.53730872,0.0437249,0.0144927
0218,272,smooth,55.50673563,55.5067355,0.1081614,0.0157501
0218,276,smooth,94.83930715,94.83930729,0.0367127,0.0050634
0218,277,mixed,1.6750632,1.675063199,0.0389893,0.0053799
0218,278,mixed,45.892,45.89199998,0.0468199,0.0048426
0218,280,mixed,100.0,100.0000001,0.0492465,0.0065039
0218,281,smooth,50.25436626,50.25436628,0.0577626,0.0037308
0218,287,smooth,1.65195186,1.651951861,0.0424426,0.0088853
0218,288,mixed,100.0,99.99999996,0.033376,0.0049314
0218,293,smooth,31.86694936,31.86694934,0.2086132,0.0340513
0218,295,mixed,100.0,100.0,0.0130195,0.0041244
0218,298,smooth,50.3528523,50.35285224,0.0250893,0.0019069
0218,299,rough,48.09634604,48.09634602,0.0611118,0.0028006
0218,300,mixed,58.766,58.76599998,0.063404,0.0084317
0218,302,smooth,8.084236025,8.084236028,0.0994019,0.0039278
0218,305,mixed,100.0,100.0000001,0.0845569,0.0095335
0218,310,mixed,100.0,99.99999989,0.089192,0.0098291
0218,317,mixed,99.15950832,99.15950836,0.383947,0.0480533
0218,318,smooth,0.219625875,0.219625875,0.2681316,0.1047344
0218,321,rough,22.09152554,22.09152552,0.139191,0.0186066
0218,322,mixed,48.662,48.66200005,0.0405112,0.0076446
0218,324,mixed,100.0,100.0,0.0720473,0.0064814
0218,331,rough,100.0,99.99999996,0.0346494,0.008509
0218,332,mixed,100.0,99.99999996,0.198403,0.0081667
0218,334,smooth,5.70594403,5.705944036,0.0286024,0.0084778
0218,337,mixed,67.788,67.78800002,0.2158616,0.0282403
0218,339,mixed,100.0,99.99999989,0.1453999,0.0273816
0218,343,rough,61.94410303,61.94410294,0.1525335,0.009416
0218,345,mixed,100.0,100.0,0.1195735,0.0209235
0218,346,mixed,78.682,78.68200003,0.0644402,0.0040422
0218,350,mixed,2.984649,2.984648999,0.051037,0.0060731
0218,351,rough,100.0,99.99999989,0.0793805,0.0123528
0218,353,water,5.297282075,5.297282073,0.2280816,0.0636609
0218,356,water,27.82353603,27.82353597,0.292259,0.1177027
0218,358,mixed,100.0,99.99999996,0.2261887,0.0379021
0218,360,rough,5.1454184,5.145418389,0.0445889,0.0196419
0218,363,water,2.473768635,2.473768632,0.1310293,0.017236
0218,365,mixed,100.0,100.0000001,0.1395611,0.0253899
0218,367,mixed,92.09700631,92.09700628,0.0987477,0.0245086
0218,368,smooth,4.58100486,4.581004858,0.1161565,0.0093227
0218,371,rough,5.79016384,5.790163838,0.0527436,0.0111008
0218,373,mixed,74.89074675,74.89074672,0.0415763,0.0049263
0218,384,mixed,100.0,100.0,0.0346151,0.0080649
0218,391,water,24.84689372,24.84689372,0.0216652,0.0065921
0218,394,mixed,100.0,100.0,0.0309112,0.002387
0218,395,mixed,30.9725,30.97250001,0.213459,0.0152196
0218,396,rough,83.41623764,83.41623767,0.0648051,0.0280038
0218,397,smooth,7.363798555,7.363798569,0.0572545,0.0042091
0218,398,mixed,100.0,100.0,0.1156382,0.0115123
0218,399,mixed,95.3555,95.35550004,0.1766878,0.0140943
0218,402,mixed,100.0,99.99999989,0.0230084,0.0054709
0218,404,mixed,100.0,100.0,0.0476215,0.0108258
0218,407,mixed,100.0,99.99999989,0.0529589,0.0486145
0218,411,mixed,100.0,99.99999989,0.0421312,0.0090139
0218,416,rough,29.0343481,29.03434808,0.1151876,0.0184188
0218,420,rough,56.12169827,56.12169833,0.0633251,0.0057698
0218,422,water,18.82300818,18.82300821,0.1046736,0.0220878
0218,423,water,20.94430182,20.94430183,0.2161583,0.0580707
0218,424,smooth,38.88134689,38.8813469,0.0936148,0.0355212
0218,428,mixed,100.0,99.99999996,0.0639242,0.0044433
0218,432,water,66.14281462,66.1428146,0.1655381,0.0283176
0218,438,rough,95.4128444,95.41284458,0.1998771,0.0878019
0218,444,mixed,100.0,99.99999996,0.1084287,0.0312272
0218,450,mixed,100.0,99.99999989,0.0433925,0.0107953
0218,452,rough,100.0,99.99999996,0.1120035,0.0155634
0218,454,mixed,44.07,44.06999998,0.1532086,0.0833103
0218,455,mixed,83.055,83.05499997,0.0433134,0.0046261
0218,462,smooth,0.00725274,0.00725274,0.0615878,0.0047885
0218,463,water,67.22841362,67.22841355,0.0175361,0.0029847
0218,465,mixed,100.0,99.99999996,0.070884,0.051227
0218,466,smooth,66.35021687,66.35021685,0.1103168,0.0164887
0218,469,mixed,0.3886472,0.3886472,0.1178871,0.0243405
0218,475,mixed,100.0,99.99999996,0.0553188,0.0039682
0218,477,mixed,100.0,100.0000001,0.0718614,0.0113784
0218,478,water,2.845292085,2.845292084,0.082683,0.0088634
0218,481,smooth,25.91577474,25.91577475,0.0368721,0.0057656
0218,485,rough,49.80285644,49.80285633,0.1098683,0.0104758
0218,490,mixed,100.0,99.99999989,0.0724909,0.0099197
0218,494,rough,55.56111207,55.56111209,0.1547189,0.0337055
0218,496,rough,72.97345523,72.9734552,0.1109095,0.0135801
0218,499,water,92.65148562,92.65148558,0.1463611,0.0182374
0218,504,rough,1.22308576,1.223085757,0.3453006,0.0727276
0218,505,smooth,100.0,99.99999985,0.2368692,0.0237973
0218,506,mixed,100.0,99.99999996,0.1312769,0.0400328
0218,508,mixed,99.92017157,99.92017161,0.0766695,0.0053072
0218,509,rough,39.3082172,39.30821721,0.2097601,0.0844745
0218,511,mixed,100.0,99.99999989,0.0369667,0.0067638
0218,514,smooth,47.24836637,47.24836635,0.0651717,0.0138091
0218,517,mixed,100.0,100.0,0.1179024,0.0268768
0218,523,mixed,100.0,100.0,0.1347241,0.0068053
0218,525,mixed,100.0,99.99999996,0.0337059,0.0036089
0218,528,smooth,93.99884377,93.9988438,0.0640661,0.007236
0218,529,mixed,100.0,99.99999996,0.0897703,0.009766
0218,534,smooth,62.536,62.53599993,0.0836396,0.0110288
0218,536,mixed,100.0,100.0,0.090981,0.0203593
0218,537,water,99.4787907,99.47879066,0.2355202,0.0363457
0218,538,mixed,100.0,100.0000001,0.1854881,0.0085452
0218,541,rough,3.833843865,3.833843861,0.0961642,0.0083383
0218,544,smooth,42.78374257,42.78374259,0.0751755,0.0053818
0218,549,mixed,100.0,99.99999989,0.0759762,0.0142758
0218,556,rough,48.8748806,48.87488055,0.2114006,0.0565073
0218,559,mixed,100.0,100.0,0.1563478,0.0262357
0218,560,rough,49.62408068,49.62408064,0.1257358,0.0788165
0218,562,water,57.92033099,57.92033096,0.158334,0.0587656
0218,564,smooth,60.16205808,60.16205806,0.1099887,0.0241733
0218,565,mixed,75.93894504,75.93894501,0.0402749,0.0114439
0218,566,smooth,6.95832205,6.958322053,0.0393565,0.0068554
0218,568,mixed,100.0,99.99999996,0.0811049,0.0114757
0218,569,rough,46.17227915,46.17227917,0.0231871,0.0061467
0218,570,water,74.97994195,74.97994192,0.1464568,0.0302345
0218,571,mixed,100.0,100.0,0.0143101,0.001596
0218,581,smooth,100.0,100.0,0.0932656,0.0054125
0218,585,mixed,100.0,99.99999996,0.1443626,0.0215067
0218,588,mixed,0.62348952,0.62348952,0.1127611,0.0165297
0218,591,water,8.174215205,8.174215196,0.0599126,0.010973
0218,592,mixed,100.0,100.0,0.0556356,0.0079446
0218,597,smooth,85.96172714,85.9617271,0.0569184,0.0751895
0218,600,mixed,100.0,100.0,0.0330358,0.0088648
0218,610,mixed,100.0,99.99999996,0.1899061,0.0238572
0218,612,rough,100.0,99.99999996,0.1945198,0.0218367
0218,613,mixed,100.0,99.99999996,0.4641406,0.2010169
0218,614,smooth,30.64010458,30.64010454,0.0487404,0.0213125
0218,618,water,77.83101377,77.83101386,0.0311876,0.0064916
0218,619,water,8.477217965,8.477217968,0.0865979,0.0412244
0218,623,mixed,100.0,100.0000001,0.0518468,0.009608
0218,632,mixed,100.0,100.0,0.0239199,0.0062663
0218,636,smooth,3.77463628,3.774636284,0.0694763,0.0051973
0218,639,rough,40.9493075,40.94930757,0.0856962,0.014671
0218,641,mixed,100.0,99.99999989,0.1007036,0.0147396
0218,642,mixed,92.31163886,92.31163896,0.0377873,0.0110795
0218,651,mixed,76.5695,76.56950009,0.0234042,0.0087325
0218,654,smooth,48.83204641,48.83204639,0.0522124,0.0064808
0218,660,smooth,12.35982304,12.35982304,0.0707494,0.0205668
0218,661,mixed,100.0,99.99999996,0.0719514,0.0036945
0218,662,mixed,100.0,99.99999989,0.1669229,0.0390404
0218,670,mixed,11.013,11.013,0.3267876,0.0644812
0218,675,smooth,0.172185985,0.172185985,0.3044088,0.048573
0218,676,mixed,100.0,99.99999989,0.3345479,0.3721001
0218,679,rough,58.29758129,58.29758136,0.0482302,0.0049319
0218,681,mixed,99.67319979,99.67319983,0.1684521,0.0259179
0218,685,mixed,100.0,99.99999996,0.0461247,0.0064955
0218,689,smooth,97.72615796,97.72615806,0.108164,0.0203831
0218,690,water,25.82127675,25.82127672,0.0593446,0.007436
0218,691,mixed,100.0,100.0,0.0394124,0.0099558
0218,693,smooth,90.25565077,90.25565074,0.1456669,0.0453249
0218,694,water,29.7369636,29.73696361,0.1404102,0.0319416
0218,700,smooth,100.0,99.99999978,0.0696203,0.0337538
0218,709,smooth,20.05503972,20.05503974,0.308607,0.0735568
0218,712,mixed,100.0,99.99999996,0.0323911,0.0091114
0218,713,mixed,51.404,51.40400002,0.0450457,0.0040678
0218,721,rough,91.13201972,91.13201976,0.0389535,0.0046476
0218,723,smooth,7.618452975,7.618452964,0.0205161,0.0074266
0218,724,rough,100.0,99.99999996,0.0755233,0.0106746
0218,729,smooth,85.79788544,85.79788547,0.0611438,0.006771
0218,730,mixed,100.0,100.0,0.1444158,0.0496954
0218,731,mixed,100.0,99.99999996,0.0475223,0.0039834
0218,733,mixed,100.0,99.99999996,0.4509214,0.2298866
0218,745,smooth,20.1014021,20.10140209,0.1319875,0.0084597
0218,747,mixed,100.0,99.99999996,0.0857954,0.0044671
0218,749,mixed,100.0,100.0000001,0.0484059,0.0049914
0218,758,smooth,63.4930193,63.49301932,0.1131726,0.0300628
0218,759,rough,28.82878258,28.82878257,0.1952084,0.0123067
0218,763,rough,19.74560178,19.74560176,0.0423642,0.0042104
0218,771,smooth,1.55691031,1.556910311,0.1609762,0.0085271
0218,772,smooth,48.26835868,48.26835866,0.0486166,0.0040369
