OID_,vh_raw,vv_raw,zonal_0304_10m_p5,zonal_0304_10m_p25,zonal_0304_10m_p75,zonal_0304_10m_p95,Point_ID,S1_pixel_ID,VV_GLCM_cor,VV_GLCM_mean,VV_GLCM_var,VH_GLCM_mean,VH_GLCM_cor,VH_GLCM_var,zonal_0304_5m_p95_max,zonal_0304_5m_p95_min,zonal_0304_5m_p95_mean,zonal_0304_5m_p5_max,zonal_0304_5m_p5_min,zonal_0304_5m_p5_mean,zonal_0304_5m_range_max,zonal_0304_5m_range_min,zonal_0304_5m_range_mean,zonal_0304_5m_min_max,zonal_0304_5m_min_mean,zonal_0304_5m_med_max,zonal_0304_5m_med_min,zonal_0304_5m_med_mean,zonal_0304_5m_max_min,zonal_0304_5m_max_mean,zonal_0304_2m_max_min,zonal_0304_2m_max_mean,zonal_0304_2m_med_max,zonal_0304_2m_med_min,zonal_0304_2m_med_mean,zonal_0304_2m_min_max,zonal_0304_2m_min_mean,zonal_0304_2m_range_max,zonal_0304_2m_range_min,zonal_0304_2m_range_mean,zonal_0304_2m_p5_max,zonal_0304_2m_p5_min,zonal_0304_2m_p5_mean,zonal_0304_2m_p95_max,zonal_0304_2m_p95_min,zonal_0304_2m_p95_mean,zonal_0304_1m_p95_max,zonal_0304_1m_p95_min,zonal_0304_1m_p95_mean,zonal_0304_1m_p5_max,zonal_0304_1m_p5_min,zonal_0304_1m_p5_mean,zonal_0304_1m_range_max,zonal_0304_1m_range_min,zonal_0304_1m_range_mean,zonal_0304_1m_min_max,zonal_0304_1m_min_mean,zonal_0304_1m_med_max,zonal_0304_1m_med_min,zonal_0304_1m_med_mean,zonal_0304_1m_max_min,zonal_0304_1m_max_mean,zonal_0304_50cm_max_min,zonal_0304_50cm_max_mean,zonal_0304_50cm_med_max,zonal_0304_50cm_med_min,zonal_0304_50cm_med_mean,zonal_0304_50cm_min_max,zonal_0304_50cm_min_mean,zonal_0304_50cm_range_max,zonal_0304_50cm_range_min,zonal_0304_50cm_range_mean,zonal_0304_50cm_p5_max,zonal_0304_50cm_p5_min,zonal_0304_50cm_p5_mean,zonal_0304_50cm_p95_max,zonal_0304_50cm_p95_min,zonal_0304_50cm_p95_mean,zonal_0304_25cm_max_1_min,zonal_0304_25cm_max_1_mean,zonal_0304_25cm_med_1_max,zonal_0304_25cm_med_1_min,zonal_0304_25cm_med_1_mean,zonal_0304_25cm_min_1_max,zonal_0304_25cm_min_1_mean,zonal_0304_25cm_range_1_max,zonal_0304_25cm_range_1_min,zonal_0304_25cm_range_1_mean,zonal_0304_25cm_p5_1_max,zonal_0304_25cm_p5_1_min,zonal_0304_25cm_p5_1_mean,zonal_0304_25cm_p95_1_max,zonal_0304_25cm_p95_1_min,zonal_0304_25cm_p95_1_mean,zonal_0304_10m_range,zonal_0304_10m_min,zonal_0304_10m_med,zonal_0304_10m_max
1261,0.0103789,0.0973205,0.0007481,0.0012589,0.0027485,0.0050086,1261,279,0.9998958,61.9333344,1918.0666504,36.3944435,0.9248165,763.0222168,0.0052929,0.0047336,0.0050085,0.0007682,0.0007385,0.0007493,0.0166513,0.0125154,0.0153549,0.0002356,0.0001865,0.0018988,0.0018148,0.0018476,0.0127511,0.0155413,0.0055854,0.0098022,0.0025793,0.0014953,0.0018723,0.0003678,0.0002647,0.0165528,0.0053700,0.0095376,0.0009467,0.0006593,0.0007600,0.0087648,0.0033364,0.0049997,0.0116787,0.0026071,0.0047702,0.0016072,0.0006036,0.0007859,0.0164923,0.0035128,0.0071998,0.0005812,0.0003523,0.0045183,0.0013578,0.0019178,0.0039457,0.0075521,0.0021955,0.0058902,0.0077476,0.0009887,0.0020034,0.0015336,0.0004734,0.0160203,0.0018846,0.0054168,0.0033745,0.0004922,0.0008465,0.0149474,0.0018295,0.0044363,0.0014000,0.0045223,0.0108603,0.0007419,0.0021066,0.0046261,0.0007206,0.0149329,0.0009872,0.0038018,0.0064231,0.0003608,0.0009908,0.0164311,0.0012459,0.0039063,0.0166693,0.0001286,0.0018470,0.0167979
1262,0.0159909,0.0454516,0.0007710,0.0012595,0.0025289,0.0044251,1262,1054,0.9998958,61.9333344,1918.0666504,41.7527771,0.9363819,1007.5305786,0.0057203,0.0037626,0.0044064,0.0008154,0.0007244,0.0007768,0.0154498,0.0090125,0.0112705,0.0001973,0.0001759,0.0020251,0.0015820,0.0018057,0.0091918,0.0114464,0.0044246,0.0086267,0.0025378,0.0014147,0.0018173,0.0003416,0.0002647,0.0153465,0.0041985,0.0083620,0.0010290,0.0006857,0.0007839,0.0079512,0.0027027,0.0043856,0.0119340,0.0026347,0.0042432,0.0013127,0.0006345,0.0008003,0.0152060,0.0037343,0.0064425,0.0006271,0.0003573,0.0039351,0.0013480,0.0018495,0.0039676,0.0067998,0.0022834,0.0054021,0.0066374,0.0011225,0.0018934,0.0009991,0.0004764,0.0151184,0.0018717,0.0049257,0.0017382,0.0005385,0.0008320,0.0134896,0.0019083,0.0040297,0.0013999,0.0042832,0.0098773,0.0008214,0.0019597,0.0033960,0.0006688,0.0146065,0.0009868,0.0036143,0.0042448,0.0004155,0.0009308,0.0149414,0.0012570,0.0036636,0.0155021,0.0001450,0.0017966,0.0156471
1263,0.0086057,0.0333577,0.0007709,0.0012463,0.0024944,0.0041923,1263,1028,0.9998958,61.9333344,1918.0666504,41.1722221,0.9392785,974.2111206,0.0046007,0.0038512,0.0041834,0.0007910,0.0007470,0.0007726,0.0155094,0.0077840,0.0107956,0.0001947,0.0001221,0.0018822,0.0016913,0.0017804,0.0079703,0.0109177,0.0051767,0.0080708,0.0021438,0.0014347,0.0017918,0.0003381,0.0002402,0.0155094,0.0051272,0.0078306,0.0008536,0.0006832,0.0007774,0.0073434,0.0029104,0.0041623,0.0105377,0.0025113,0.0040323,0.0013983,0.0006557,0.0007929,0.0152963,0.0035258,0.0061509,0.0005409,0.0003381,0.0044814,0.0013219,0.0018156,0.0037374,0.0064889,0.0024451,0.0052453,0.0054847,0.0011035,0.0018503,0.0011631,0.0004620,0.0152963,0.0019119,0.0047833,0.0024234,0.0005546,0.0008251,0.0118942,0.0020005,0.0038700,0.0015968,0.0041410,0.0081724,0.0008613,0.0019077,0.0028057,0.0006511,0.0143057,0.0010635,0.0034899,0.0037904,0.0003723,0.0009122,0.0139245,0.0014020,0.0035426,0.0156546,0.0000494,0.0017784,0.0157041
1264,0.0124375,0.0419806,0.0007193,0.0011397,0.0022158,0.0038361,1264,928,0.9998958,61.9333344,1918.0666504,41.0611115,0.9403124,956.5555420,0.0043160,0.0033049,0.0037936,0.0007436,0.0006924,0.0007210,0.0135095,0.0064981,0.0097254,0.0002173,0.0001167,0.0017567,0.0015365,0.0016283,0.0065763,0.0098421,0.0049945,0.0072803,0.0019268,0.0013981,0.0016333,0.0003430,0.0002398,0.0133298,0.0048558,0.0070405,0.0008166,0.0006709,0.0007248,0.0049705,0.0028537,0.0037647,0.0085186,0.0023255,0.0037022,0.0010143,0.0006252,0.0007365,0.0132005,0.0034132,0.0056630,0.0005004,0.0003237,0.0027760,0.0012690,0.0016477,0.0034913,0.0059868,0.0019455,0.0047117,0.0045062,0.0009687,0.0016838,0.0009358,0.0004368,0.0129760,0.0014975,0.0042748,0.0015485,0.0005222,0.0007701,0.0110168,0.0017427,0.0035007,0.0013996,0.0037167,0.0071906,0.0007279,0.0017349,0.0027102,0.0006167,0.0126756,0.0009148,0.0031000,0.0028087,0.0003703,0.0008501,0.0126778,0.0010528,0.0031833,0.0135095,0.0000610,0.0016224,0.0135705
1265,0.0088228,0.0497530,0.0007210,0.0011577,0.0023382,0.0044722,1265,38,0.9998958,61.9333344,1918.0666504,40.9972229,0.9456856,939.3361206,0.0064855,0.0039101,0.0046481,0.0007569,0.0007036,0.0007227,0.0270434,0.0108918,0.0151246,0.0001984,0.0001359,0.0018356,0.0015670,0.0016684,0.0110519,0.0152605,0.0052547,0.0090671,0.0026149,0.0014388,0.0016938,0.0003797,0.0002600,0.0270434,0.0050563,0.0088071,0.0008307,0.0006560,0.0007283,0.0175968,0.0031140,0.0047691,0.0212259,0.0022774,0.0043654,0.0019004,0.0005852,0.0007488,0.0264014,0.0034325,0.0064645,0.0007525,0.0003344,0.0074271,0.0012174,0.0017640,0.0036817,0.0067989,0.0022549,0.0054297,0.0136748,0.0009693,0.0018550,0.0020379,0.0004443,0.0264014,0.0019371,0.0049853,0.0034833,0.0004901,0.0007915,0.0239822,0.0017992,0.0040315,0.0012890,0.0041788,0.0152313,0.0007525,0.0019348,0.0059904,0.0006664,0.0264014,0.0008911,0.0035124,0.0090555,0.0003750,0.0009094,0.0258408,0.0010808,0.0035923,0.0270792,0.0000748,0.0016651,0.0271539
1266,0.0078676,0.0940641,0.0007083,0.0011559,0.0023214,0.0043078,1266,866,0.9998958,61.9333344,1918.0666504,40.1361122,0.9442474,894.9749756,0.0046171,0.0037567,0.0042953,0.0007217,0.0006945,0.0007094,0.0224496,0.0082821,0.0136673,0.0001768,0.0000879,0.0017307,0.0015894,0.0016777,0.0083528,0.0137552,0.0051156,0.0084654,0.0020830,0.0014802,0.0016882,0.0003139,0.0002092,0.0222539,0.0048892,0.0082562,0.0007800,0.0006718,0.0007128,0.0074137,0.0031280,0.0042000,0.0099054,0.0025421,0.0040653,0.0010427,0.0005904,0.0007283,0.0221881,0.0035351,0.0062459,0.0004943,0.0003094,0.0034329,0.0013148,0.0017176,0.0038980,0.0065553,0.0023935,0.0051069,0.0064094,0.0010123,0.0017729,0.0010025,0.0004285,0.0215576,0.0020287,0.0046784,0.0020160,0.0004825,0.0007776,0.0160786,0.0018085,0.0037820,0.0011244,0.0039317,0.0099408,0.0007574,0.0018363,0.0037832,0.0006392,0.0214499,0.0009927,0.0032925,0.0047260,0.0003336,0.0008857,0.0183601,0.0009885,0.0033746,0.0224496,0.0000458,0.0016750,0.0224954
1267,0.0130026,0.0501280,0.0008055,0.0013567,0.0029370,0.0051658,1267,141,0.9998958,61.9333344,1918.0666504,44.6138878,0.9543453,1096.0916748,0.0062162,0.0047119,0.0052040,0.0008198,0.0007904,0.0008061,0.0144107,0.0101960,0.0122540,0.0002518,0.0001915,0.0020472,0.0019111,0.0019564,0.0104478,0.0124454,0.0058049,0.0098384,0.0027369,0.0016888,0.0019808,0.0004314,0.0002864,0.0142991,0.0055412,0.0095520,0.0009274,0.0007246,0.0008160,0.0084269,0.0037728,0.0051272,0.0105128,0.0030820,0.0049716,0.0012237,0.0006440,0.0008343,0.0142991,0.0042575,0.0077981,0.0005981,0.0003666,0.0050607,0.0014391,0.0020238,0.0044507,0.0081648,0.0028140,0.0064343,0.0070893,0.0011921,0.0020806,0.0011114,0.0004958,0.0139951,0.0024790,0.0059385,0.0032088,0.0005311,0.0008777,0.0113002,0.0021506,0.0047404,0.0015162,0.0049929,0.0086091,0.0008254,0.0021769,0.0034647,0.0007231,0.0133051,0.0010953,0.0042698,0.0039618,0.0004539,0.0009972,0.0131697,0.0013275,0.0042610,0.0144911,0.0001251,0.0019522,0.0146162
1268,0.0118621,0.0456512,0.0007453,0.0012205,0.0025596,0.0047710,1268,876,0.9998958,61.9333344,1918.0666504,44.4861107,0.9578266,1076.4416504,0.0055400,0.0043892,0.0047340,0.0008147,0.0007048,0.0007528,0.0166346,0.0129756,0.0145452,0.0002372,0.0001320,0.0019676,0.0016418,0.0017673,0.0132129,0.0146772,0.0057924,0.0095687,0.0023473,0.0014164,0.0017887,0.0003453,0.0002531,0.0163852,0.0054800,0.0093156,0.0009109,0.0006633,0.0007581,0.0087484,0.0033804,0.0046596,0.0106842,0.0024418,0.0045243,0.0010953,0.0005639,0.0007759,0.0162728,0.0035167,0.0071494,0.0006244,0.0003385,0.0030529,0.0012437,0.0018178,0.0038695,0.0074879,0.0021061,0.0057906,0.0075000,0.0010615,0.0018779,0.0011933,0.0004613,0.0154925,0.0016709,0.0053293,0.0023782,0.0004563,0.0008187,0.0128499,0.0017835,0.0042699,0.0013452,0.0044650,0.0099350,0.0007438,0.0019563,0.0039883,0.0006678,0.0145170,0.0008777,0.0037972,0.0059102,0.0003248,0.0009255,0.0148969,0.0012215,0.0038179,0.0166346,0.0000512,0.0017624,0.0166858
1269,0.0061758,0.0705860,0.0007475,0.0012416,0.0026304,0.0048038,1269,548,0.9998958,61.9333344,1918.0666504,43.5694427,0.9548895,1028.7694092,0.0051445,0.0045297,0.0047947,0.0007849,0.0007273,0.0007496,0.0155674,0.0125123,0.0134935,0.0001511,0.0001148,0.0018888,0.0017455,0.0018046,0.0126310,0.0136083,0.0052448,0.0092254,0.0027642,0.0014164,0.0018361,0.0003493,0.0002397,0.0153650,0.0049317,0.0089858,0.0008845,0.0006388,0.0007603,0.0071397,0.0030506,0.0047038,0.0102336,0.0024132,0.0044879,0.0012730,0.0005597,0.0007822,0.0153253,0.0035492,0.0068750,0.0005352,0.0003385,0.0037117,0.0012495,0.0018744,0.0039297,0.0072135,0.0023403,0.0056967,0.0056818,0.0009996,0.0019275,0.0014997,0.0004716,0.0152229,0.0018875,0.0052251,0.0021851,0.0005087,0.0008282,0.0118048,0.0018557,0.0042338,0.0013392,0.0043434,0.0079762,0.0007597,0.0020239,0.0035715,0.0006963,0.0137296,0.0009370,0.0036472,0.0041129,0.0003308,0.0009598,0.0140711,0.0011860,0.0037442,0.0155724,0.0000789,0.0018035,0.0156514
1270,0.0072204,0.0496224,0.0007147,0.0011482,0.0022789,0.0043653,1270,959,0.9998826,61.9027786,1916.2027588,30.9194450,0.8978195,583.3083496,0.0064708,0.0037913,0.0045599,0.0007363,0.0006923,0.0007156,0.0325387,0.0079990,0.0152079,0.0002244,0.0001405,0.0017382,0.0015853,0.0016443,0.0080780,0.0153484,0.0053862,0.0096488,0.0021890,0.0013872,0.0016595,0.0003641,0.0002505,0.0325387,0.0051727,0.0093983,0.0007841,0.0006349,0.0007192,0.0108146,0.0031568,0.0045027,0.0210223,0.0020455,0.0041812,0.0020904,0.0005668,0.0007514,0.0317452,0.0026969,0.0064334,0.0010178,0.0003497,0.0060167,0.0011659,0.0017416,0.0029104,0.0067831,0.0020544,0.0052613,0.0082706,0.0009801,0.0017879,0.0019473,0.0004587,0.0317452,0.0017316,0.0048027,0.0033495,0.0004580,0.0007989,0.0273423,0.0016063,0.0038645,0.0012359,0.0040317,0.0167661,0.0007681,0.0018645,0.0057403,0.0006659,0.0315506,0.0008632,0.0033658,0.0064048,0.0003692,0.0009131,0.0308965,0.0010349,0.0034402,0.0327030,0.0000601,0.0016398,0.0327631
1271,0.0087254,0.0903362,0.0007443,0.0012281,0.0025654,0.0045998,1271,1152,0.9998958,61.9333344,1918.0666504,34.5250015,0.9082965,699.9916382,0.0049223,0.0044185,0.0045833,0.0007753,0.0007163,0.0007455,0.0140237,0.0119330,0.0129063,0.0001721,0.0000888,0.0019044,0.0017120,0.0017790,0.0119734,0.0129950,0.0058208,0.0090613,0.0022137,0.0013021,0.0017910,0.0003533,0.0002351,0.0139949,0.0055189,0.0088262,0.0008877,0.0006268,0.0007580,0.0064175,0.0026131,0.0044493,0.0082488,0.0020627,0.0043533,0.0010423,0.0005396,0.0007796,0.0137759,0.0034313,0.0066540,0.0005673,0.0003279,0.0029574,0.0011419,0.0018158,0.0036614,0.0069819,0.0021484,0.0054431,0.0045862,0.0009983,0.0018742,0.0013047,0.0004608,0.0134806,0.0017870,0.0049823,0.0016422,0.0004970,0.0008177,0.0115436,0.0018683,0.0040840,0.0014555,0.0042433,0.0079911,0.0006012,0.0019544,0.0038768,0.0006690,0.0134486,0.0009020,0.0035742,0.0049655,0.0003847,0.0009253,0.0130006,0.0010134,0.0036587,0.0141555,0.0000404,0.0017778,0.0141958
1272,0.0083153,0.1098010,0.0007168,0.0011497,0.0023205,0.0042549,1272,203,0.9998958,61.9333344,1918.0666504,38.3222237,0.9307118,828.1833496,0.0047130,0.0038920,0.0042411,0.0007275,0.0007081,0.0007171,0.0122157,0.0078789,0.0094312,0.0002201,0.0001400,0.0017159,0.0016072,0.0016602,0.0079454,0.0095712,0.0057373,0.0079207,0.0020813,0.0014295,0.0016676,0.0003156,0.0002279,0.0119721,0.0054721,0.0076928,0.0008308,0.0006687,0.0007221,0.0066845,0.0033888,0.0041997,0.0081226,0.0022582,0.0040683,0.0010056,0.0005913,0.0007394,0.0119721,0.0035385,0.0062546,0.0005826,0.0003208,0.0027066,0.0011605,0.0016828,0.0038319,0.0065754,0.0019903,0.0050719,0.0044465,0.0009266,0.0017368,0.0010634,0.0004459,0.0116069,0.0016737,0.0046260,0.0017074,0.0004484,0.0007759,0.0098831,0.0014930,0.0037882,0.0014157,0.0038955,0.0065122,0.0007686,0.0018168,0.0023724,0.0006447,0.0113425,0.0008987,0.0032508,0.0034309,0.0003699,0.0008830,0.0107455,0.0011644,0.0033531,0.0122157,0.0000606,0.0016586,0.0122762
1273,0.0068933,0.0874829,0.0007656,0.0012692,0.0027066,0.0050832,1273,1725,0.9998958,61.9333344,1918.0666504,41.7277794,0.9428908,957.5222168,0.0062175,0.0041144,0.0051333,0.0007894,0.0007479,0.0007675,0.0164919,0.0080424,0.0135680,0.0002459,0.0002081,0.0019057,0.0017529,0.0018420,0.0082884,0.0137761,0.0055807,0.0096606,0.0030584,0.0013826,0.0018843,0.0003668,0.0002737,0.0164440,0.0052957,0.0093869,0.0010013,0.0006474,0.0007791,0.0088763,0.0028859,0.0049963,0.0106209,0.0026422,0.0047612,0.0012324,0.0006203,0.0008029,0.0163003,0.0035046,0.0070766,0.0005406,0.0003518,0.0041490,0.0012598,0.0019448,0.0038390,0.0074283,0.0022402,0.0059381,0.0055370,0.0010017,0.0020140,0.0012462,0.0004825,0.0160119,0.0019727,0.0054556,0.0018998,0.0005377,0.0008519,0.0117191,0.0017662,0.0044130,0.0013826,0.0045712,0.0098477,0.0008013,0.0021061,0.0038705,0.0007189,0.0156243,0.0008478,0.0038523,0.0052679,0.0003435,0.0009933,0.0146944,0.0012276,0.0039160,0.0165900,0.0001321,0.0018390,0.0167222
1274,0.0058640,0.0556306,0.0008081,0.0013565,0.0030240,0.0054652,1274,2257,0.9998958,61.9333344,1918.0666504,46.2888870,0.9636004,1146.5333252,0.0060934,0.0050444,0.0054820,0.0008642,0.0007783,0.0008125,0.0146112,0.0127037,0.0138515,0.0002927,0.0001922,0.0021286,0.0018186,0.0019607,0.0128748,0.0140437,0.0072905,0.0108412,0.0025295,0.0015944,0.0019772,0.0004311,0.0002784,0.0144959,0.0069954,0.0105628,0.0009454,0.0007524,0.0008179,0.0077480,0.0035028,0.0054170,0.0098999,0.0029621,0.0053058,0.0010660,0.0006594,0.0008305,0.0144959,0.0048940,0.0085444,0.0006188,0.0003664,0.0029418,0.0014728,0.0020080,0.0053223,0.0089108,0.0027468,0.0069316,0.0058189,0.0011888,0.0020678,0.0009681,0.0004908,0.0140500,0.0023367,0.0064408,0.0016677,0.0005093,0.0008702,0.0124498,0.0021269,0.0050628,0.0014497,0.0053670,0.0076134,0.0008868,0.0021702,0.0019553,0.0007026,0.0133237,0.0007884,0.0046645,0.0031269,0.0003984,0.0009852,0.0135743,0.0013976,0.0045618,0.0146532,0.0001315,0.0019535,0.0147847
1275,0.0063819,0.0697824,0.0008081,0.0013618,0.0029864,0.0050759,1275,1965,0.9998958,61.9333344,1918.0666504,44.3722229,0.9530101,1069.2611084,0.0053912,0.0044964,0.0050352,0.0008683,0.0007674,0.0008158,0.0149884,0.0093365,0.0122068,0.0002408,0.0001766,0.0021219,0.0018201,0.0019792,0.0095327,0.0123835,0.0052856,0.0096095,0.0024534,0.0013751,0.0019915,0.0004059,0.0002769,0.0149436,0.0050448,0.0093326,0.0009685,0.0006503,0.0008258,0.0065967,0.0032448,0.0049899,0.0077809,0.0023852,0.0049378,0.0010107,0.0006010,0.0008359,0.0147320,0.0033524,0.0076169,0.0005511,0.0003646,0.0027168,0.0012204,0.0020133,0.0035948,0.0079815,0.0028346,0.0065258,0.0045268,0.0010410,0.0020719,0.0010915,0.0004923,0.0144734,0.0024213,0.0060335,0.0016940,0.0005303,0.0008773,0.0101205,0.0020520,0.0047444,0.0014754,0.0050468,0.0072029,0.0007989,0.0021649,0.0021924,0.0007031,0.0139445,0.0011233,0.0043437,0.0033530,0.0003822,0.0009828,0.0135311,0.0014346,0.0042872,0.0150806,0.0000886,0.0019721,0.0151693
1276,0.0101912,0.0523031,0.0007136,0.0011576,0.0025204,0.0049690,1276,2153,0.9999189,61.9222221,1917.3388672,29.1333332,0.8858546,522.6278076,0.0060112,0.0035717,0.0049011,0.0008169,0.0006762,0.0007297,0.0225198,0.0077564,0.0145494,0.0001043,0.0000632,0.0020147,0.0014933,0.0017199,0.0077975,0.0146125,0.0052802,0.0098997,0.0024558,0.0012829,0.0017537,0.0003323,0.0002294,0.0223878,0.0050666,0.0096703,0.0008613,0.0006471,0.0007350,0.0084246,0.0026533,0.0047243,0.0128219,0.0021709,0.0044578,0.0016099,0.0005828,0.0007740,0.0221537,0.0033485,0.0071390,0.0006021,0.0003259,0.0043445,0.0011842,0.0018454,0.0036259,0.0074649,0.0019588,0.0056709,0.0063329,0.0009616,0.0019045,0.0019493,0.0004660,0.0219325,0.0016560,0.0052049,0.0025494,0.0004834,0.0008248,0.0162476,0.0015902,0.0041609,0.0012514,0.0043020,0.0117278,0.0007666,0.0019886,0.0040872,0.0006937,0.0189702,0.0007760,0.0036083,0.0042975,0.0003878,0.0009539,0.0204379,0.0011595,0.0036927,0.0225838,0.0000404,0.0016976,0.0226242
1277,0.0165882,0.1217228,0.0007272,0.0011916,0.0025897,0.0050974,1277,430,0.9999087,61.9027786,1916.1528320,27.6388893,0.8667346,479.4111023,0.0065029,0.0037058,0.0051016,0.0007484,0.0007046,0.0007276,0.0235277,0.0101242,0.0157253,0.0001950,0.0000871,0.0018684,0.0015864,0.0017529,0.0101843,0.0158123,0.0052367,0.0115979,0.0026496,0.0013412,0.0017775,0.0003429,0.0002179,0.0235277,0.0049012,0.0113800,0.0008820,0.0006359,0.0007407,0.0099717,0.0026234,0.0050174,0.0123399,0.0022292,0.0047878,0.0012349,0.0006006,0.0007677,0.0232201,0.0033239,0.0078646,0.0004889,0.0003253,0.0044270,0.0011415,0.0018237,0.0035354,0.0081899,0.0021376,0.0058808,0.0082741,0.0009301,0.0019492,0.0013779,0.0004522,0.0227980,0.0018308,0.0054286,0.0027539,0.0004990,0.0008223,0.0170987,0.0017558,0.0043044,0.0013193,0.0044115,0.0125658,0.0007433,0.0020483,0.0057165,0.0006970,0.0217369,0.0009606,0.0037145,0.0060457,0.0003597,0.0009623,0.0203511,0.0012335,0.0037913,0.0235402,0.0000404,0.0017435,0.0235806
1278,0.0086244,0.0993036,0.0007521,0.0012567,0.0028034,0.0059192,1278,457,0.9999653,61.9277763,1917.5944824,26.5944443,0.8521653,443.7388916,0.0077710,0.0042223,0.0057822,0.0008096,0.0007341,0.0007564,0.0331736,0.0106724,0.0221100,0.0001558,0.0000876,0.0022298,0.0016868,0.0018777,0.0107591,0.0221976,0.0059532,0.0131727,0.0027944,0.0014251,0.0019192,0.0003402,0.0002351,0.0328942,0.0058666,0.0129376,0.0009667,0.0006505,0.0007679,0.0119208,0.0029636,0.0057398,0.0183437,0.0021929,0.0052492,0.0020382,0.0005805,0.0008100,0.0328942,0.0032428,0.0083303,0.0005925,0.0003360,0.0066887,0.0011931,0.0020412,0.0035513,0.0086662,0.0020133,0.0063999,0.0095562,0.0009165,0.0021468,0.0015253,0.0004838,0.0322874,0.0017198,0.0059161,0.0040507,0.0004211,0.0008816,0.0209895,0.0015321,0.0047671,0.0014095,0.0048219,0.0142364,0.0007969,0.0022653,0.0053856,0.0007669,0.0299054,0.0008829,0.0040549,0.0065862,0.0003121,0.0010622,0.0282300,0.0012093,0.0041610,0.0331806,0.0000506,0.0018430,0.0332312
1279,0.0035799,0.0910949,0.0006983,0.0011158,0.0022615,0.0044995,1279,898,0.9998765,61.8250008,1911.4250488,25.9388885,0.8442623,420.2222290,0.0047358,0.0040984,0.0044934,0.0007274,0.0006646,0.0007005,0.0199618,0.0085262,0.0124329,0.0001910,0.0001095,0.0017001,0.0015316,0.0016266,0.0085666,0.0125424,0.0050218,0.0092723,0.0019628,0.0012548,0.0016474,0.0003662,0.0002200,0.0198884,0.0047597,0.0090524,0.0007987,0.0005687,0.0007116,0.0055528,0.0023043,0.0042268,0.0084067,0.0019479,0.0040294,0.0009729,0.0005121,0.0007298,0.0197097,0.0027102,0.0065147,0.0005080,0.0003176,0.0027280,0.0010201,0.0016723,0.0029757,0.0068323,0.0020498,0.0051740,0.0039087,0.0009771,0.0017248,0.0011779,0.0004394,0.0195900,0.0016670,0.0047346,0.0016790,0.0005049,0.0007702,0.0137174,0.0016958,0.0037849,0.0011803,0.0039315,0.0066674,0.0007372,0.0018018,0.0020836,0.0006472,0.0192481,0.0009182,0.0032842,0.0033824,0.0003697,0.0008861,0.0175528,0.0010094,0.0033674,0.0200803,0.0000404,0.0016240,0.0201207
1280,0.0035415,0.0737803,0.0007525,0.0012999,0.0036487,0.0104783,1280,874,0.9994831,61.6666679,1902.4333496,25.8027782,0.8365570,415.1805420,0.0162470,0.0041880,0.0082568,0.0010294,0.0006947,0.0008023,0.1278549,0.0104351,0.0594191,0.0001947,0.0001568,0.0050192,0.0015837,0.0025635,0.0105666,0.0595759,0.0050887,0.0197320,0.0074687,0.0014042,0.0027018,0.0006779,0.0002901,0.1276918,0.0047909,0.0194418,0.0019391,0.0006536,0.0009028,0.0251212,0.0031764,0.0076614,0.0322633,0.0024223,0.0074150,0.0028669,0.0005772,0.0009773,0.1271534,0.0031861,0.0127521,0.0010133,0.0003915,0.0091788,0.0011945,0.0027855,0.0035205,0.0131436,0.0021183,0.0088082,0.0158013,0.0010396,0.0029498,0.0037493,0.0006281,0.1263636,0.0019058,0.0081801,0.0058899,0.0004950,0.0011509,0.0808233,0.0017988,0.0066015,0.0015082,0.0065520,0.0387375,0.0007313,0.0031283,0.0099819,0.0010868,0.1212132,0.0011095,0.0054653,0.0129756,0.0003341,0.0014764,0.1217873,0.0012239,0.0056582,0.1279406,0.0001090,0.0019698,0.1280495
1281,0.0093677,0.0644210,0.0007726,0.0012935,0.0027192,0.0047405,1281,323,0.9999349,61.9583321,1919.5416260,32.5083351,0.8937752,627.7305298,0.0055443,0.0041173,0.0047576,0.0007949,0.0007538,0.0007734,0.0207965,0.0088978,0.0139001,0.0002098,0.0001226,0.0019286,0.0017602,0.0018752,0.0090092,0.0140227,0.0056549,0.0094287,0.0022732,0.0015440,0.0018920,0.0003757,0.0002616,0.0207965,0.0053675,0.0091672,0.0009317,0.0006694,0.0007821,0.0093650,0.0036051,0.0047055,0.0115085,0.0024636,0.0045169,0.0013849,0.0006276,0.0007993,0.0205163,0.0035402,0.0068956,0.0005311,0.0003456,0.0054304,0.0013727,0.0019394,0.0039514,0.0072413,0.0025528,0.0057610,0.0059476,0.0011340,0.0019882,0.0012683,0.0004729,0.0197380,0.0020923,0.0052880,0.0020158,0.0005154,0.0008511,0.0126616,0.0021459,0.0043000,0.0014460,0.0045146,0.0100164,0.0008378,0.0020687,0.0039560,0.0006954,0.0197380,0.0010208,0.0038192,0.0051781,0.0003855,0.0009678,0.0169432,0.0012530,0.0038607,0.0209557,0.0000506,0.0018732,0.0210063
