,run_no,predict,valid
0,1,smooth,smooth
1,1,rough,rough
2,1,smooth,smooth
3,1,rough,rough
4,1,rough,rough
5,1,smooth,smooth
6,1,rough,rough
7,1,rough,rough
8,1,rough,rough
9,1,smooth,smooth
10,1,smooth,smooth
11,1,smooth,smooth
12,1,smooth,smooth
13,1,rough,rough
14,1,smooth,smooth
15,2,smooth,rough
16,2,smooth,smooth
17,2,rough,rough
18,2,rough,rough
19,2,smooth,smooth
20,2,smooth,smooth
21,2,rough,rough
22,2,smooth,smooth
23,2,smooth,smooth
24,2,rough,rough
25,2,rough,rough
26,2,rough,rough
27,2,rough,rough
28,2,rough,rough
29,2,rough,rough
30,3,smooth,smooth
31,3,smooth,rough
32,3,rough,rough
33,3,rough,rough
34,3,rough,rough
35,3,rough,rough
36,3,rough,rough
37,3,smooth,smooth
38,3,smooth,smooth
39,3,smooth,smooth
40,3,smooth,smooth
41,3,smooth,smooth
42,3,rough,rough
43,3,rough,rough
44,3,smooth,smooth
45,4,smooth,smooth
46,4,rough,rough
47,4,rough,rough
48,4,rough,rough
49,4,rough,rough
50,4,smooth,smooth
51,4,rough,rough
52,4,smooth,smooth
53,4,smooth,smooth
54,4,rough,rough
55,4,smooth,smooth
56,4,smooth,smooth
57,4,rough,rough
58,4,rough,rough
59,4,rough,rough
60,5,smooth,smooth
61,5,smooth,smooth
62,5,rough,rough
63,5,smooth,smooth
64,5,rough,rough
65,5,rough,rough
66,5,rough,rough
67,5,smooth,smooth
68,5,rough,rough
69,5,rough,rough
70,5,smooth,smooth
71,5,rough,rough
72,5,smooth,smooth
73,5,smooth,smooth
74,5,rough,rough
75,6,smooth,smooth
76,6,rough,rough
77,6,rough,rough
78,6,rough,rough
79,6,smooth,smooth
80,6,smooth,smooth
81,6,rough,rough
82,6,smooth,smooth
83,6,smooth,smooth
84,6,smooth,smooth
85,6,smooth,smooth
86,6,smooth,smooth
87,6,smooth,smooth
88,6,smooth,smooth
89,6,smooth,smooth
90,7,rough,rough
91,7,rough,rough
92,7,rough,rough
93,7,smooth,smooth
94,7,rough,rough
