,run_no,predict,valid
0,1,smooth,rough
1,1,rough,rough
2,1,smooth,smooth
3,1,rough,rough
4,1,smooth,smooth
5,1,smooth,smooth
6,1,rough,rough
7,1,smooth,smooth
8,1,smooth,smooth
9,1,smooth,smooth
10,1,smooth,smooth
11,1,rough,smooth
12,1,smooth,smooth
13,1,smooth,smooth
14,1,rough,rough
15,1,smooth,rough
16,1,rough,rough
17,1,rough,rough
18,1,smooth,smooth
19,1,smooth,smooth
20,1,smooth,smooth
21,1,rough,rough
22,1,rough,rough
23,1,smooth,smooth
24,1,smooth,smooth
25,1,smooth,smooth
26,1,rough,rough
27,1,rough,rough
28,1,rough,rough
29,1,smooth,smooth
30,1,smooth,smooth
31,1,smooth,smooth
32,1,rough,rough
33,1,rough,rough
34,1,smooth,smooth
35,1,rough,rough
36,1,smooth,smooth
37,1,rough,rough
38,1,smooth,rough
39,1,rough,smooth
40,1,rough,rough
41,1,smooth,smooth
42,1,smooth,smooth
43,1,smooth,rough
44,1,smooth,smooth
45,1,rough,rough
46,1,smooth,smooth
47,1,rough,rough
48,1,rough,rough
49,2,rough,rough
50,2,smooth,smooth
51,2,rough,rough
52,2,smooth,smooth
53,2,rough,rough
54,2,rough,rough
55,2,smooth,smooth
56,2,rough,rough
57,2,smooth,smooth
58,2,rough,rough
59,2,rough,rough
60,2,smooth,smooth
61,2,rough,rough
62,2,smooth,smooth
63,2,rough,rough
64,2,smooth,rough
65,2,smooth,smooth
66,2,rough,rough
67,2,rough,rough
68,2,rough,rough
69,2,rough,rough
70,2,smooth,smooth
71,2,rough,rough
72,2,rough,smooth
73,2,smooth,smooth
74,2,rough,rough
75,2,smooth,smooth
76,2,rough,rough
77,2,smooth,rough
78,2,rough,rough
79,2,rough,rough
80,2,smooth,smooth
81,2,rough,rough
82,2,rough,rough
83,2,rough,rough
84,2,smooth,smooth
85,2,smooth,smooth
86,2,rough,smooth
87,2,smooth,smooth
88,2,smooth,smooth
89,2,smooth,rough
90,2,rough,rough
91,2,rough,rough
92,2,rough,rough
93,2,smooth,smooth
94,2,smooth,smooth
95,2,smooth,smooth
96,2,rough,rough
97,2,smooth,smooth
98,3,rough,rough
99,3,rough,rough
100,3,smooth,smooth
101,3,smooth,smooth
102,3,rough,smooth
103,3,rough,rough
104,3,rough,rough
105,3,rough,rough
106,3,rough,rough
107,3,smooth,rough
108,3,rough,rough
109,3,smooth,smooth
110,3,rough,rough
111,3,rough,rough
112,3,rough,rough
113,3,smooth,smooth
114,3,smooth,smooth
115,3,smooth,smooth
116,3,rough,rough
117,3,smooth,smooth
118,3,rough,rough
119,3,rough,rough
120,3,rough,rough
121,3,rough,rough
122,3,rough,rough
123,3,smooth,smooth
124,3,smooth,smooth
125,3,smooth,smooth
126,3,rough,rough
127,3,rough,smooth
128,3,smooth,rough
129,3,rough,smooth
130,3,rough,rough
131,3,smooth,rough
132,3,rough,rough
133,3,rough,rough
134,3,rough,rough
135,3,rough,rough
136,3,smooth,smooth
137,3,rough,rough
138,3,smooth,smooth
139,3,rough,rough
140,3,smooth,smooth
141,3,smooth,smooth
142,3,rough,rough
143,3,smooth,smooth
144,3,rough,rough
145,3,rough,smooth
146,3,smooth,smooth
