,RMSE,MAE,R2
0,0.0438812852491395,0.03289425441087837,0.452493056201925
1,0.044114497651153085,0.033165921443855904,0.4585063909503227
2,0.04622850939836146,0.03548262777195806,0.4250370681128667
3,0.04374217557028927,0.033465791135822966,0.47097893179967626
4,0.04657637991854178,0.0351071929352442,0.44108398328979576
5,0.045257922586229765,0.034052614094101326,0.44337360780354623
6,0.04550787892090655,0.034036144544279695,0.4396037936316364
7,0.046173469532759547,0.03474032304906557,0.44829140035450904
8,0.044211235943430696,0.033665686236078435,0.48777638344897206
9,0.04654765047603892,0.03516766226351648,0.44119885072559806
10,0.04348899719338177,0.033498161653115435,0.43048211816091003
11,0.04511497240327403,0.03470668612130179,0.45895703701466567
12,0.044729828784510296,0.03416759849868112,0.4689979038805873
13,0.046689491811282555,0.034903075763406274,0.4070008326512465
14,0.046992724030407045,0.03580375105218574,0.4434395600061988
15,0.04563602647734332,0.03469604974068059,0.4710110125071574
16,0.04427952840515453,0.033985173745988966,0.46061116378903294
17,0.045615140828531735,0.034661752538548966,0.4574086986623014
18,0.046547928840280084,0.0346954413176339,0.4244231966518089
19,0.04586838768835227,0.03561796742694382,0.40295503762354656
20,0.04721762846808224,0.035634134505723745,0.44105126004568074
21,0.04362726092174353,0.03293966584243262,0.4491361558466513
22,0.04676846705160265,0.03504143533377575,0.4432685719853093
23,0.04506955389899537,0.03384413473338969,0.45588590410073726
24,0.044502555432116384,0.03362562527860675,0.452887815035339
25,0.04595180583607385,0.034752597503582006,0.45442806118084683
26,0.045675766226182,0.03430715947849258,0.4374905348892672
27,0.04499984986101791,0.0340687279710214,0.4650326526766827
28,0.04565627804787199,0.034516293416111225,0.4438192837845376
29,0.045529725238556425,0.03475090445865772,0.45517624974841164
30,0.04508860043532847,0.03472926209191052,0.47302689846612567
31,0.04456239488089731,0.03377626478981321,0.46554090830122213
32,0.04462600080710699,0.03395954883887966,0.4648976356253303
33,0.04535782553963128,0.03410214719368469,0.4489361114197483
34,0.044781222620052054,0.03406146477857377,0.4773256137309464
35,0.04666755473543579,0.03507132280742308,0.42871356087832513
36,0.04604579372221955,0.034912781998373915,0.44459464577194396
37,0.04559818456279434,0.03415462021383094,0.4885866187389341
38,0.04413498392449792,0.03351850151086458,0.4686350771851005
39,0.045504934829226185,0.03448195364966197,0.4465760427732497
40,0.04450700310778123,0.03369231347703158,0.4730127628723013
41,0.04681546192160233,0.03502535150624889,0.43369161005825674
42,0.04573401614765726,0.03443224885985002,0.4435710291422357
43,0.04708239969344766,0.03563173521316457,0.4148614758855761
