,run_no,predict,valid
0,1,rough,rough
1,1,rough,rough
2,1,rough,rough
3,1,rough,rough
4,1,smooth,rough
5,1,rough,rough
6,1,rough,rough
7,1,rough,rough
8,1,smooth,smooth
9,1,smooth,smooth
10,1,smooth,smooth
11,1,rough,smooth
12,1,smooth,smooth
13,1,smooth,smooth
14,1,smooth,smooth
15,1,smooth,rough
16,1,rough,rough
17,1,smooth,rough
18,1,smooth,rough
19,1,rough,rough
20,1,rough,rough
21,1,smooth,rough
22,1,rough,rough
23,1,rough,rough
24,1,rough,smooth
25,1,smooth,smooth
26,1,smooth,smooth
27,1,smooth,smooth
28,1,smooth,smooth
29,1,smooth,smooth
30,2,rough,rough
31,2,rough,rough
32,2,rough,rough
33,2,rough,rough
34,2,rough,rough
35,2,smooth,rough
36,2,rough,rough
37,2,rough,rough
38,2,smooth,smooth
39,2,smooth,smooth
40,2,smooth,smooth
41,2,rough,smooth
42,2,smooth,smooth
43,2,smooth,smooth
44,2,smooth,smooth
45,2,rough,rough
46,2,rough,rough
47,2,smooth,rough
48,2,rough,rough
49,2,rough,smooth
50,2,rough,smooth
51,2,smooth,smooth
52,2,smooth,smooth
53,2,smooth,smooth
54,2,smooth,smooth
55,2,smooth,smooth
56,2,smooth,smooth
57,2,smooth,smooth
58,2,smooth,smooth
59,2,smooth,smooth
60,3,rough,rough
61,3,rough,rough
62,3,rough,rough
63,3,rough,rough
64,3,rough,rough
65,3,rough,rough
66,3,rough,rough
67,3,rough,rough
68,3,rough,rough
69,3,smooth,smooth
70,3,smooth,smooth
71,3,rough,smooth
72,3,smooth,smooth
73,3,smooth,smooth
74,3,smooth,smooth
75,3,smooth,rough
76,3,rough,rough
77,3,rough,rough
78,3,rough,rough
79,3,smooth,rough
80,3,smooth,rough
81,3,rough,rough
82,3,rough,rough
83,3,rough,smooth
84,3,smooth,smooth
85,3,smooth,smooth
86,3,rough,smooth
87,3,smooth,smooth
88,3,smooth,smooth
89,3,smooth,smooth
90,4,rough,rough
91,4,rough,rough
92,4,rough,rough
93,4,rough,rough
94,4,rough,rough
95,4,smooth,rough
96,4,rough,rough
97,4,rough,rough
98,4,smooth,smooth
99,4,smooth,smooth
100,4,smooth,smooth
101,4,smooth,smooth
102,4,smooth,smooth
103,4,smooth,smooth
104,4,smooth,smooth
105,4,rough,rough
106,4,smooth,rough
107,4,rough,rough
108,4,rough,rough
109,4,smooth,rough
110,4,rough,rough
111,4,rough,smooth
112,4,rough,smooth
113,4,smooth,smooth
114,4,smooth,smooth
115,4,smooth,smooth
116,4,rough,smooth
117,4,rough,smooth
118,4,smooth,smooth
119,4,smooth,smooth
120,5,rough,rough
121,5,rough,rough
122,5,rough,rough
123,5,rough,rough
124,5,rough,rough
125,5,rough,rough
126,5,rough,rough
127,5,smooth,smooth
128,5,smooth,smooth
129,5,smooth,smooth
130,5,smooth,smooth
131,5,smooth,smooth
132,5,smooth,smooth
133,5,rough,smooth
134,5,rough,smooth
135,5,rough,rough
136,5,rough,rough
137,5,smooth,rough
138,5,rough,rough
139,5,smooth,rough
140,5,rough,rough
141,5,rough,smooth
142,5,rough,smooth
143,5,rough,smooth
144,5,smooth,smooth
145,5,smooth,smooth
146,5,rough,smooth
147,5,smooth,smooth
148,5,smooth,smooth
149,5,smooth,smooth
150,6,rough,rough
151,6,rough,rough
152,6,rough,rough
153,6,rough,rough
154,6,rough,rough
155,6,rough,rough
156,6,rough,rough
157,6,rough,rough
158,6,smooth,smooth
159,6,smooth,smooth
160,6,smooth,smooth
161,6,smooth,smooth
162,6,smooth,smooth
163,6,smooth,smooth
164,6,smooth,smooth
165,6,rough,rough
166,6,rough,rough
167,6,rough,rough
168,6,rough,rough
169,6,smooth,rough
170,6,rough,rough
171,6,rough,rough
172,6,rough,smooth
173,6,smooth,smooth
174,6,smooth,smooth
175,6,smooth,smooth
176,6,rough,smooth
177,6,rough,smooth
178,6,smooth,smooth
179,6,smooth,smooth
180,7,rough,rough
181,7,rough,rough
182,7,rough,rough
183,7,rough,rough
184,7,rough,rough
185,7,rough,rough
186,7,rough,rough
187,7,smooth,smooth
188,7,rough,smooth
189,7,smooth,smooth
190,7,smooth,smooth
191,7,smooth,smooth
192,7,smooth,smooth
193,7,rough,smooth
194,7,smooth,smooth
195,7,rough,rough
196,7,smooth,rough
197,7,rough,rough
198,7,rough,rough
199,7,rough,rough
200,7,rough,rough
201,7,rough,rough
202,7,smooth,rough
203,7,rough,rough
204,7,rough,smooth
205,7,rough,smooth
206,7,rough,smooth
207,7,smooth,smooth
208,7,smooth,smooth
209,7,smooth,smooth
210,8,rough,rough
211,8,rough,rough
212,8,rough,rough
213,8,rough,rough
214,8,rough,rough
215,8,rough,rough
216,8,rough,rough
217,8,smooth,smooth
218,8,smooth,smooth
219,8,smooth,smooth
220,8,smooth,smooth
221,8,rough,smooth
222,8,smooth,smooth
223,8,smooth,smooth
224,8,rough,smooth
225,8,rough,rough
226,8,rough,rough
227,8,smooth,rough
228,8,smooth,rough
229,8,smooth,rough
230,8,rough,smooth
231,8,smooth,smooth
232,8,smooth,smooth
233,8,smooth,smooth
234,8,rough,smooth
235,8,smooth,smooth
236,8,smooth,smooth
237,8,smooth,smooth
238,8,smooth,smooth
239,8,smooth,smooth
240,9,rough,rough
241,9,rough,rough
242,9,rough,rough
243,9,rough,rough
244,9,rough,rough
245,9,rough,rough
246,9,rough,rough
247,9,rough,rough
248,9,rough,rough
249,9,smooth,smooth
