,RMSE,MAE,R2
0,0.045591603139798494,0.03419278593234996,0.2122670688205946
1,0.043646097294319466,0.03423725001822751,0.2558007169318505
2,0.04339748022730075,0.03368433858047474,0.22976294542175368
3,0.04451372512902333,0.033766003861245314,0.20895237899327151
4,0.044613434274413694,0.03368413967307002,0.22782318461745277
5,0.04655233094780786,0.03492133279732856,0.2268155267848398
6,0.04593194150579957,0.03431940381929405,0.1971616975715068
7,0.04539727466373286,0.03419721461521594,0.2656434327310792
8,0.04511623473176689,0.033926325332225594,0.2206814723747142
9,0.04600781995983426,0.03465051522634462,0.16754224219545072
10,0.044247905211547804,0.033716928873202476,0.2556497149770327
11,0.04501255674087046,0.03411194766102247,0.17949796165533455
12,0.04513343768924528,0.034257228316972935,0.16665583900449427
13,0.04565615909884994,0.03543743141884222,0.23374533243960494
14,0.04859692139616361,0.03659782842794524,0.20058082548348166
15,0.04463596701106996,0.033459970666816226,0.2525442165851101
16,0.044329016748465726,0.03278022876644651,0.2315142661259484
17,0.043534490812197874,0.03335607013218096,0.264102963030288
18,0.04574386166929921,0.03390912182751984,0.2404510686970192
19,0.044991327604414086,0.03394111108433934,0.18829908401540185
20,0.0454610795865025,0.03419385491082608,0.2396694075750903
21,0.04721871956590784,0.03483286305229467,0.2251795320425965
22,0.04652888358033587,0.034520036173782666,0.20701944688012786
23,0.0450506896695933,0.03445658655658616,0.20165048750680376
24,0.0464744260218668,0.03446090477712879,0.23403654025609588
25,0.045384848904094055,0.03370899479890706,0.23047627993627434
26,0.0432444464518008,0.033106099320465335,0.24764530470806068
27,0.04577616800892352,0.034249780165954535,0.24002709237764036
28,0.04545263610346551,0.03387587318829801,0.24777207482953006
29,0.04566315965007521,0.035172961233441054,0.24035263635045534
30,0.04600405645949488,0.03570277346246584,0.2389053435860614
31,0.04648647658461727,0.03502660530252009,0.19211503536033547
32,0.04605734440732012,0.034596697675237924,0.22996950594958526
33,0.04671585121388682,0.034065973272919756,0.2479698041237613
34,0.045013998619011675,0.033810974643109976,0.22720516121282752
35,0.046912552525203675,0.03543416877269048,0.21213547693243545
36,0.046513195737412305,0.03526001670158766,0.2367380283096499
37,0.04818468462607904,0.03614397120818441,0.24047618394318515
38,0.045910957275637695,0.034980253699128105,0.2160617622653616
39,0.04472270788649429,0.03405672642840209,0.25995645537654327
40,0.045797402759573766,0.034191555214489855,0.23144077909620597
41,0.04554988541169007,0.03437151250227783,0.23515338815194292
42,0.04620575145277121,0.03421999496778241,0.2133650651998963
43,0.048362778706522086,0.03607089400624548,0.1948659922687236
44,0.048732500593257434,0.0366304836459735,0.21290076682611875
45,0.04644666463760636,0.03516938080363059,0.2385684305239168
46,0.04780269627429064,0.03573848979859609,0.18967011641322312
47,0.04510866356507932,0.03365491272393665,0.2513634579969352
48,0.04638973285292384,0.035001828416537505,0.21787510882539673
49,0.04572321890667797,0.03392915417693496,0.21227684865067648
50,0.04323560954741433,0.033729352473270184,0.25360588090753144
51,0.044324987741660916,0.03307413820812982,0.2222856974278195
52,0.04750536184346449,0.03600153378237675,0.223379105333944
53,0.0471917142778609,0.03532229134144565,0.19871676287326911
54,0.04736612496075693,0.03566311664577071,0.23333328375394208
55,0.047194853943035596,0.03570192618486826,0.2287599103644159
56,0.04609386492028823,0.03510584051986207,0.23184827162895572
57,0.047143479184547796,0.035230479954089254,0.24671415211931008
58,0.046096683983137515,0.03442515942473998,0.22610255629046722
59,0.04615290743918026,0.03414531949346629,0.2245862751484931
60,0.046597025809773145,0.03566628145763474,0.2675711236236747
61,0.047186175104517884,0.035803884992579034,0.2529892634365423
62,0.046831846187494176,0.03453262597202757,0.20409016093796406
63,0.04707482562756921,0.03503903664018857,0.23322632774291108
64,0.04208804497407766,0.032585580951802494,0.2304444230925508
65,0.04532283582449958,0.03407936073986754,0.23618619036963995
66,0.04656393925294901,0.03425603513590786,0.22762343202038038
67,0.0471892234427535,0.035829019779782964,0.1516994599184756
68,0.04649162902353594,0.03411655105854676,0.19325345485648854
69,0.04615359886999986,0.03485539340782215,0.2054652598001488
70,0.04760954529201673,0.03482277774858652,0.2550179420159797
71,0.04422155695629383,0.03373768840942017,0.24841658876798722
72,0.04634630370252241,0.03421911648069937,0.22228120887593944
73,0.049190691434855716,0.03681623502905237,0.20851951620778003
74,0.04613504599643819,0.0343087280715306,0.24401764949160848
75,0.04398848476615354,0.03374871784765777,0.22761682675533357
76,0.043843423047362086,0.032920686392980195,0.24988602096404378
77,0.04741306438303823,0.035241154579238716,0.23053036574482633
78,0.047188217786042104,0.036243786300320255,0.23010308700378757
79,0.046023067412072446,0.03411183925419847,0.2656299523340991
80,0.048967082131139365,0.03651255748878628,0.26451871758129686
81,0.044534258179948355,0.03337039053064645,0.22241055337528426
82,0.04428602592217773,0.0329048265986688,0.26062726444161
83,0.046047519304319,0.03446927984488564,0.16812786151225173
84,0.045609854902214794,0.03356422475956107,0.24336900622796465
85,0.04594350731164192,0.03447651626908592,0.22558180759333468
86,0.04413135199413125,0.03324881969832857,0.2651235380538911
87,0.04679168635591685,0.03493149214131227,0.23905061429591284
88,0.0465285002699778,0.03514704814032921,0.21747528661615406
89,0.04604649855897395,0.03419275381440764,0.2234274043206148
90,0.04381171465251431,0.03370975097379478,0.2066941455437814
91,0.047334561823330616,0.03574294943810013,0.24228269843107902
92,0.04392377453087917,0.03439525991245372,0.26404297139534216
93,0.04600962900599069,0.03531242286822736,0.19685110227845593
94,0.04571051418899852,0.03443863988152251,0.25208314956061206
95,0.04472004716193037,0.03435806663287199,0.21829409280084627
96,0.045464525805492144,0.03392548205077041,0.17705656531613978
97,0.0453825850230269,0.03421950147667343,0.20614959363888652
98,0.04411468698581092,0.03335600682790435,0.25516224735421483
99,0.044426115096023275,0.03289697363624908,0.2352306249242549
100,0.045510138841139115,0.0344542965535132,0.22320128695047176
101,0.0464018765669822,0.03479437929808724,0.1676526762207468
102,0.04662732405101076,0.035911269848715184,0.22453964982988184
103,0.04594829245289766,0.035086151113261896,0.19843373139040044
104,0.04618791792312923,0.03463587246984341,0.2714223367935726
105,0.04783361138487424,0.0360228983493396,0.22409424832367475
106,0.04727854313229324,0.03520179972981487,0.18406200037867337
107,0.04468202503573634,0.03438297980162959,0.23524499018771244
108,0.044712226804055656,0.034132891268270876,0.19943284679488937
109,0.0467586304861521,0.03416923094489294,0.23753096881554125
110,0.04524776913061388,0.03453143876979376,0.2432628782211556
111,0.046899796982291284,0.03539136134639707,0.20534321589972382
112,0.041413517958387686,0.032102254965482205,0.2466367978384092
113,0.04490361091001904,0.03408237313282412,0.23874815694546192
114,0.044922509040775244,0.034038092151285546,0.26189546735450886
115,0.044542660291892265,0.034454908585326245,0.24771015481896014
116,0.04667308757804335,0.03446816107639309,0.15875076302235558
