OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
456,OBJEC_523,32,209,370,4804,7842,9277,9634,9320,8567,7660,6876,5845,27024,7509,3007,1457,743,401,189,77,36,10,0,0,0,0,0,0
457,OBJEC_524,40,311,458,5999,10582,13600,13108,11086,9488,8024,6484,5440,20398,3904,1364,504,194,107,68,27,12,24,0,0,0,0,0,0
458,OBJEC_525,157,1319,1912,18973,22279,19356,14756,10436,7109,4720,3082,2033,4597,403,64,10,6,7,2,1,0,0,0,0,0,0,0,0
459,OBJEC_527,570,3728,4525,34255,27412,17788,10777,5521,3186,1734,920,531,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,OBJEC_528,512,4064,5120,36064,27361,17018,9487,5025,2746,1655,936,506,725,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,OBJEC_529,1429,8631,9683,51446,25552,9512,3273,1088,419,125,45,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,OBJEC_530,134,1133,1630,17217,20789,18558,14600,10794,7610,5288,3718,2757,6402,250,9,0,0,0,0,0,0,0,0,0,0,0,0,0
463,OBJEC_531,67,626,1086,12079,16507,16203,14284,11409,9091,6953,5225,3909,12015,1609,325,96,45,20,2,5,0,0,0,0,0,0,0,0
464,OBJEC_532,260,1947,2685,22100,22591,18245,13587,9089,6397,4298,2811,1905,5087,205,15,0,0,0,0,0,0,0,0,0,0,0,0,0
465,OBJEC_533,667,4809,5641,38525,27820,16022,8420,4063,2220,1208,686,413,704,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,OBJEC_534,414,2718,3429,25412,23545,17064,11664,7593,5449,3897,2780,2020,4889,289,40,19,0,0,0,0,0,0,0,0,0,0,0,0
467,OBJEC_535,157,1274,1881,19769,23193,20351,15417,10313,6846,4355,2772,1713,3009,156,14,2,0,0,0,0,0,0,0,0,0,0,0,0
468,OBJEC_536,663,3051,3356,20609,18100,15932,14705,10470,8915,6053,3820,2484,3036,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,OBJEC_537,153,1238,1618,12678,14535,13922,12769,10061,8667,7181,5841,4768,15516,1562,449,116,53,30,14,16,14,21,0,0,0,0,0,0
470,OBJEC_538,609,4202,5130,34983,26823,16561,9173,5193,3077,1940,1171,720,1274,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,OBJEC_539,250,1740,2485,21578,22174,16968,12786,9166,6917,4978,3515,2440,5708,379,76,42,13,4,3,0,0,0,0,0,0,0,0,0
472,OBJEC_541,202,1303,1651,14555,16032,14243,11813,8954,6878,5494,4352,3420,13735,3500,1605,909,571,359,256,215,196,483,143,20,0,0,0,0
473,OBJEC_542,383,3026,4063,31166,26993,18187,10730,5777,3546,2351,1532,1045,2325,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0
474,OBJEC_543,612,4006,4717,34454,27514,16434,9712,4941,2915,1819,1131,763,1666,149,45,11,0,0,0,0,0,0,0,0,0,0,0,0
475,OBJEC_544,153,1237,1803,17531,20292,18045,13865,10216,7327,5368,3842,2803,7286,761,193,81,31,28,13,8,6,0,0,0,0,0,0,0
476,OBJEC_546,1028,6097,7069,42219,27146,14002,6740,3121,1531,809,434,260,429,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,OBJEC_548,484,3151,3802,29269,25693,17470,11503,6587,4173,2694,1703,1252,3163,213,45,14,6,0,0,0,0,0,0,0,0,0,0,0
478,OBJEC_549,226,2077,2858,24626,25344,19514,13869,8332,5340,3271,2045,1303,2611,113,23,3,1,0,0,0,0,0,0,0,0,0,0,0
479,OBJEC_552,1327,7099,6991,37759,21574,11998,7635,4546,3262,2356,1767,1176,3097,256,33,12,1,0,0,0,0,0,0,0,0,0,0,0
480,OBJEC_553,528,3783,4775,34688,28161,17505,9674,4796,2621,1558,964,532,1152,100,28,15,7,2,0,0,0,0,0,0,0,0,0,0
481,OBJEC_555,5665,22829,17912,52307,9637,1964,479,85,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
482,OBJEC_556,31,276,440,6212,10596,12574,13035,11702,10497,8857,7173,6102,20490,2528,655,255,78,34,10,7,4,0,0,0,0,0,0,0
483,OBJEC_557,487,3603,4725,34882,28802,17988,9680,4971,2799,1482,793,422,585,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,OBJEC_558,628,4420,5724,37911,27350,16035,8706,4323,2481,1426,811,431,641,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,OBJEC_559,175,1249,1614,14285,16154,14746,12883,9472,7319,5570,4424,3533,15453,2710,729,267,118,79,32,29,21,27,0,0,0,0,0,0
486,OBJEC_560,557,3202,4199,30778,27256,18432,10639,5919,3578,2146,1431,964,2234,190,28,3,0,0,0,0,0,0,0,0,0,0,0,0
487,OBJEC_561,1889,10477,10375,52789,22897,8176,2960,900,401,182,88,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
488,OBJEC_562,1438,8049,8150,42878,23608,12092,6520,3287,2048,1170,725,456,652,24,14,11,8,14,9,14,16,39,0,0,0,0,0,0
489,OBJEC_564,105,889,1414,13375,16976,16736,14976,11409,8946,6634,4887,3712,9755,799,170,48,18,14,16,6,2,2,0,0,0,0,0,0
490,OBJEC_565,7708,27563,18219,46490,8213,2227,563,162,58,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,OBJEC_566,6384,24358,17632,48990,9685,2654,779,228,117,35,17,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,OBJEC_567,5376,19315,13062,34677,9259,4966,3706,2937,2692,2339,2055,1739,7292,975,248,94,56,41,20,12,6,13,9,0,0,0,0,0
493,OBJEC_568,1076,6270,7090,44406,26460,13422,6372,2639,1435,818,497,361,678,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0
494,OBJEC_569,1801,10702,11618,55922,22256,6657,1830,332,88,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495,OBJEC_570,488,2904,3271,20622,16630,13107,11084,8240,6530,4946,3834,3131,13113,2377,540,152,99,49,33,19,15,22,11,5,0,0,0,0
496,OBJEC_571,127,1147,1661,17398,22225,20504,16137,11186,7592,4927,2930,1863,3049,106,32,5,0,0,0,0,0,0,0,0,0,0,0,0
497,OBJEC_572,1064,6731,7336,44252,26974,13385,5890,2515,1298,631,312,190,302,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,OBJEC_573,528,3270,4228,31602,25756,17236,10606,5981,3910,2542,1662,1213,2758,199,51,14,0,0,0,0,0,0,0,0,0,0,0,0
499,OBJEC_574,206,1651,2264,19230,20393,17021,12730,8833,6614,4724,3716,2795,8999,1304,276,57,29,20,9,12,3,3,0,0,0,0,0,0
500,OBJEC_575,829,5289,6202,39279,26731,14924,8077,4257,2446,1289,770,373,420,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,OBJEC_577,51,330,465,6031,9548,10881,10615,9492,8556,7661,6449,5495,24254,6048,2393,1138,616,384,236,176,103,218,67,15,0,0,0,0
502,OBJEC_578,553,3341,4184,31324,26467,17384,10857,5941,3549,2220,1514,978,2468,300,92,35,7,8,0,0,0,0,0,0,0,0,0,0
503,OBJEC_579,89,802,1215,12822,15925,15242,13210,10355,8583,6785,5314,4242,14019,1867,459,173,85,20,8,7,0,0,0,0,0,0,0,0
504,OBJEC_580,83,612,875,9781,13276,13391,11992,9456,7472,5799,4770,3784,19018,5531,2130,1035,594,378,293,198,161,404,116,72,1,0,0,0
505,OBJEC_581,265,1800,2320,20317,20939,16996,12326,8871,6611,4875,3729,2776,8290,1056,246,77,31,2,6,0,2,2,4,9,6,0,0,0
506,OBJEC_582,180,1269,1626,15721,20349,19417,15943,11303,7755,5416,3692,2511,5515,428,80,11,3,3,0,0,0,0,0,0,0,0,0,0
507,OBJEC_583,29,198,313,4480,7982,10648,12024,12054,11809,10247,8221,6525,20508,3463,1080,588,322,169,110,53,32,34,0,0,0,0,0,0
508,OBJEC_584,2410,11787,10898,49006,19055,8428,4427,1846,1175,712,433,307,953,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0
509,OBJEC_585,11767,36093,19955,34976,3288,1277,1114,753,644,465,273,155,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,OBJEC_588,500,3855,4945,35420,29100,18087,9651,4696,2474,1207,581,288,417,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,OBJEC_589,99,884,1329,14364,17643,16418,13495,10363,7974,6065,4642,3401,11062,2137,573,236,113,42,13,5,3,11,12,5,0,0,0,0
512,OBJEC_590,491,3150,3566,26072,22530,16647,11707,7072,4766,3247,2415,1885,6144,970,225,90,53,48,28,36,26,33,19,2,0,0,0,0
513,OBJEC_591,395,3023,3969,28858,24953,17281,11574,7385,4945,3051,2030,1206,2665,184,28,8,1,0,0,0,0,0,0,0,0,0,0,0
514,OBJEC_592,299,2841,3806,30832,27339,19357,11670,6421,3622,2141,1227,693,944,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
515,OBJEC_593,1733,8839,8501,40424,20461,11546,7265,4107,2688,1694,1092,710,1629,151,40,7,2,0,0,0,0,0,0,0,0,0,0,0
516,OBJEC_595,279,1888,2614,21693,25072,20983,14659,9383,5750,3231,2056,1273,1954,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
517,OBJEC_596,37,317,538,6345,10657,11868,11558,10249,9020,7590,6282,5258,22287,5123,1696,828,449,251,182,124,77,91,17,28,17,0,0,0
518,OBJEC_597,848,5350,6113,37038,27576,15246,8252,4109,2336,1375,770,547,1258,227,96,34,32,9,6,0,0,0,0,0,0,0,0,0
519,OBJEC_599,186,1750,2641,24318,25578,20001,13523,8346,5234,3328,2053,1291,2539,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,OBJEC_600,821,5454,6595,41259,28323,14877,7286,3394,1596,750,431,199,232,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
521,OBJEC_601,83,793,1124,11254,14628,14542,13916,11558,9563,7526,5931,4516,13870,1378,291,128,70,35,11,5,0,0,0,0,0,0,0,0
522,OBJEC_602,1019,6126,7076,44285,26830,12800,5947,2676,1476,875,541,352,828,53,5,0,0,0,0,0,0,0,0,0,0,0,0,0
523,OBJEC_603,321,2070,2610,21200,22925,20175,15330,9893,6429,3845,2241,1286,2460,98,6,0,0,0,0,0,0,0,0,0,0,0,0,0
524,OBJEC_604,404,2664,3544,27939,25855,18179,11769,7094,4480,2829,1722,1161,2683,387,114,43,15,4,3,0,0,0,0,0,0,0,0,0
525,OBJEC_606,210,1770,2382,20821,21574,17909,13755,9424,6456,4558,3197,2254,6116,608,108,42,26,10,2,0,0,0,0,0,0,0,0,0
526,OBJEC_607,599,3574,4257,30056,26102,18430,12109,6764,3782,2188,1291,790,1504,95,10,1,4,0,0,0,0,0,0,0,0,0,0,0
527,OBJEC_608,683,3584,3904,25695,20300,14940,10836,7392,5512,4020,3088,2327,7152,966,266,106,37,25,20,16,8,12,0,0,0,0,0,0
528,OBJEC_609,601,3504,4003,26357,20581,14413,10618,7409,5760,4180,3059,2182,6652,1027,283,146,55,36,16,6,1,0,0,0,0,0,0,0
529,OBJEC_610,381,2553,3296,25929,24908,19222,13550,7686,5001,3215,2095,1423,2244,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,OBJEC_612,620,3986,4488,28791,23459,16412,11087,7362,4972,3178,1961,1283,2979,227,59,15,9,1,0,0,0,0,0,0,0,0,0,0
531,OBJEC_613,1857,8383,7212,29180,14323,8893,7237,5511,4827,4027,3469,2923,10660,1582,437,179,96,51,24,9,3,6,0,0,0,0,0,0
532,OBJEC_614,782,5287,6359,41043,27525,14810,7529,3570,1700,970,565,301,444,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,OBJEC_615,514,2834,3021,20580,18836,14394,11388,8517,6393,4776,3704,2937,10665,1915,430,152,70,48,32,8,7,1,0,0,0,0,0,0
534,OBJEC_617,367,2366,2818,20660,20150,16190,13282,9076,6833,4892,3314,2521,7562,813,219,73,54,21,7,3,1,0,0,0,0,0,0,0
535,OBJEC_618,133,1088,1769,16565,20097,18175,14244,10553,7737,5749,4002,2881,7388,634,107,32,21,21,11,9,6,0,0,0,0,0,0,0
536,OBJEC_619,1202,7256,7676,41830,25449,13717,7383,3374,1707,753,408,232,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,OBJEC_620,951,5775,6936,42828,27339,14141,6654,2826,1498,802,452,217,450,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,OBJEC_622,1151,6469,7667,45662,27060,12897,5766,2409,1099,547,241,146,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,OBJEC_623,9453,29900,18292,41722,8588,2376,617,193,61,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,OBJEC_624,1597,8591,7921,37132,19225,11338,6595,3482,2305,1641,1309,1022,4696,1892,864,528,301,168,106,67,41,66,2,0,0,0,0,0
541,OBJEC_625,681,4543,5693,38341,28558,15996,8324,3870,2116,1141,642,402,570,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,OBJEC_626,635,4255,5447,37890,28015,16604,9198,4378,2416,1253,658,335,467,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,OBJEC_627,505,3711,4575,33117,26932,17532,10581,5330,3080,1873,1282,730,1553,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0
544,OBJEC_628,962,6505,7440,45401,26901,12584,5620,2302,1226,705,421,264,533,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,OBJEC_629,210,1601,2184,17650,19552,16522,13183,9654,7109,5030,3684,2929,10384,1165,255,57,31,15,7,0,0,0,0,0,0,0,0,0
546,OBJEC_630,313,2149,2756,21137,20390,15707,11417,8223,6231,4695,3457,2778,10602,1126,154,30,11,15,10,9,0,12,0,0,0,0,0,0
547,OBJEC_631,151,1192,1616,14551,15655,14501,12892,10047,7722,6084,5029,4037,15012,1902,458,184,82,41,22,24,11,9,0,0,0,0,0,0
548,OBJEC_632,606,3944,5248,38478,29715,17196,8554,3760,1833,960,440,241,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,OBJEC_633,6203,23136,16504,45001,9462,3468,1982,1398,1098,758,459,330,1168,209,46,0,0,0,0,0,0,0,0,0,0,0,0,0
550,OBJEC_634,1782,9124,8402,38346,18079,10205,7320,4559,3284,2469,1718,1287,4259,289,62,30,6,1,0,0,0,0,0,0,0,0,0,0
551,OBJEC_635,2164,9752,8065,33987,19475,13071,8542,5252,3426,2271,1478,955,2111,216,51,36,14,13,7,3,0,0,0,0,0,0,0,0
552,OBJEC_636,490,3447,4474,33842,27971,18148,10591,5475,3002,1592,926,494,738,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0
553,OBJEC_637,209,1653,2280,19410,21488,18309,14066,9837,7256,5274,3691,2423,4978,304,40,4,0,0,0,0,0,0,0,0,0,0,0,0
554,OBJEC_638,34,306,472,5776,8637,10216,10696,10058,9358,8004,7156,6196,26997,4959,1273,510,229,149,88,55,20,33,0,0,0,0,0,0
555,OBJEC_639,627,4418,5297,36148,27263,16095,9159,4972,2944,1764,992,569,937,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0
556,OBJEC_640,524,3944,5192,36566,28365,16818,9011,4515,2493,1420,877,489,958,39,5,1,1,2,2,0,0,0,0,0,0,0,0,0
557,OBJEC_641,647,4326,5150,33934,25940,16376,9263,5263,3233,1999,1374,957,2399,207,62,41,32,7,4,6,2,0,0,0,0,0,0,0
558,OBJEC_642,1252,7194,7836,45583,27968,12151,5120,1992,1001,477,276,171,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,OBJEC_644,454,2916,3527,24997,21546,15621,10858,7446,5345,3801,2892,2302,7585,1108,284,112,47,22,20,4,2,0,0,0,0,0,0,0
560,OBJEC_645,3161,14220,12106,45115,16973,8548,4712,2468,1386,898,583,364,681,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,OBJEC_646,245,1875,2661,23231,23845,18499,13059,8442,5840,4159,2753,1868,4187,382,103,28,18,9,8,6,3,1,0,0,0,0,0,0
562,OBJEC_648,1600,9919,10105,51967,23688,9044,3220,956,265,97,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,OBJEC_649,707,4465,5234,36664,27396,16881,9713,4536,2348,1324,717,412,763,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,OBJEC_650,367,2838,3917,31065,27560,18618,10641,5708,3444,2077,1316,929,2161,190,28,9,9,4,3,3,2,0,0,0,0,0,0,0
565,OBJEC_651,528,3715,5114,35338,28212,17075,9287,4800,2734,1592,957,578,944,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,OBJEC_652,190,1517,2176,20273,22591,19170,14459,9719,6771,4506,3008,2054,4419,291,66,11,1,0,0,0,0,0,0,0,0,0,0,0
567,OBJEC_653,453,2969,3945,30349,26559,17953,11326,6224,3838,2428,1549,1029,2410,158,18,5,4,4,1,0,0,0,0,0,0,0,0,0
568,OBJEC_654,330,2458,3328,26799,24169,16906,11220,7387,5138,3663,2519,1855,4773,558,88,21,3,4,3,0,0,0,0,0,0,0,0,0
569,OBJEC_656,94,877,1207,12033,15218,14400,12735,10328,8525,6924,5184,4224,15672,2325,668,264,109,48,16,15,8,15,0,0,0,0,0,0
570,OBJEC_658,261,1565,2065,15441,17379,16113,14466,10720,8829,6578,5113,3856,8363,406,65,2,0,0,0,0,0,0,0,0,0,0,0,0
571,OBJEC_659,299,2086,2735,22857,22669,17717,12592,8614,6135,4372,3069,2091,4789,581,180,64,20,11,4,2,0,2,0,0,0,0,0,0
572,OBJEC_660,469,3227,4087,30681,27169,18378,12142,6678,3597,1906,999,553,984,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,OBJEC_661,744,5231,6250,40103,27186,14921,7434,3629,2116,1280,830,514,1166,116,25,10,1,0,0,0,0,0,0,0,0,0,0,0
574,OBJEC_662,47,482,746,7903,10911,11789,11961,10617,9666,7983,6617,5675,22454,3253,527,202,115,58,42,42,15,40,22,44,11,0,0,0
575,OBJEC_663,246,1733,2096,18760,20715,18377,14773,9890,6700,4575,3280,2285,6245,802,227,92,50,25,12,4,1,1,0,0,0,0,0,0
576,OBJEC_665,220,1478,1934,16015,18954,16234,13263,10100,7888,5873,4547,3435,9484,1097,329,145,98,69,23,16,5,15,0,0,0,0,0,0
577,OBJEC_666,1833,10274,10372,52141,23408,8329,2844,1041,336,161,68,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,OBJEC_667,1077,6391,7218,43586,26840,13209,6392,2833,1455,857,490,325,515,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0
579,OBJEC_669,585,3864,4732,34052,26675,17080,10004,5457,3148,1957,1262,766,1555,71,11,3,0,0,0,0,0,0,0,0,0,0,0,0
580,OBJEC_670,117,700,833,7119,9108,9508,9639,8734,8398,7601,6616,5879,27260,5715,1657,655,380,302,158,114,95,188,55,47,11,0,0,0
581,OBJEC_672,272,1861,2476,21137,22508,17763,13236,9439,6663,4469,3286,2266,5057,368,58,13,14,3,0,0,0,0,0,0,0,0,0,0
582,OBJEC_673,147,1056,1664,17001,20404,18629,15396,10649,7627,5417,3706,2657,6350,447,67,5,0,0,0,0,0,0,0,0,0,0,0,0
583,OBJEC_674,1115,6715,7261,43635,26063,13581,6778,3003,1497,788,452,242,424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,OBJEC_675,694,4759,5810,39539,29221,16198,8121,3390,1652,839,454,261,276,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,OBJEC_676,42,408,626,6364,9002,10417,10978,9872,8608,7295,6235,5362,25531,5949,1924,883,519,265,185,116,77,170,47,14,0,0,0,0
586,OBJEC_678,738,4955,5819,38452,29036,16689,8305,3483,1801,953,536,302,464,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,OBJEC_679,242,2030,2894,24492,25640,20083,13921,8526,5337,3174,1899,1111,1476,57,7,0,0,0,0,0,0,0,0,0,0,0,0,0
588,OBJEC_680,459,3321,4345,32489,27838,18807,11199,5732,2982,1624,936,507,643,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,OBJEC_681,627,3972,4820,35140,29002,17941,9415,4314,2323,1245,701,465,904,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,OBJEC_683,362,2820,3856,30745,27489,19331,11689,6337,3518,2052,1217,680,1076,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
591,OBJEC_684,668,4141,4888,33830,26610,16076,9303,4939,3232,1986,1337,910,2565,297,67,22,9,3,5,1,0,0,0,0,0,0,0,0
592,OBJEC_685,801,4977,5876,38265,27401,15757,8374,4116,2140,1274,752,484,650,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0
593,OBJEC_686,543,3114,3737,26059,22748,15126,9792,6426,4769,3546,2646,2186,8048,1638,515,164,64,38,20,14,3,16,10,0,0,0,0,0
594,OBJEC_688,350,2278,2899,22216,18993,13729,9954,7201,5748,4459,3599,3236,13571,2089,583,219,118,79,73,61,34,66,1,0,0,0,0,0
595,OBJEC_689,198,1572,2135,19402,21636,18184,13744,9294,6665,4627,3246,2348,6408,1001,246,108,45,14,10,6,0,0,0,0,0,0,0,0
596,OBJEC_690,524,3779,4652,32753,25773,15716,9345,5600,3685,2614,1810,1302,3317,299,36,12,2,3,0,0,0,0,0,0,0,0,0,0
597,OBJEC_691,454,3587,4653,34928,27529,16622,9345,4877,2887,1818,1216,827,1995,309,84,46,27,11,6,1,0,0,0,0,0,0,0,0
598,OBJEC_693,541,3278,3928,26240,19574,13143,9621,6335,5244,4071,3243,2957,10843,1347,309,150,45,11,9,0,0,0,0,0,0,0,0,0
599,OBJEC_694,1083,5667,5933,37883,27558,15316,7804,3843,2210,1217,859,596,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,OBJEC_698,79,818,1201,12309,16119,15721,14277,11160,8409,6498,4800,3573,12930,1901,569,259,100,44,44,32,14,29,3,0,0,0,0,0
601,OBJEC_700,577,3991,4939,33109,25186,15060,9416,5498,3619,2454,1762,1297,3354,327,123,55,45,37,19,11,6,4,0,0,0,0,0,0
602,OBJEC_702,683,4698,5834,39375,29516,15945,7386,3400,1791,957,584,327,690,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0
603,OBJEC_703,152,1327,1865,16288,18277,15803,12626,9621,7539,5817,4344,3455,11442,1759,543,194,56,32,26,23,16,17,0,0,0,0,0,0
604,OBJEC_704,665,4493,5512,36972,27400,15729,8733,4484,2613,1501,967,597,1140,66,16,1,0,0,0,0,0,0,0,0,0,0,0,0
605,OBJEC_705,216,1544,2200,17956,19576,16442,12308,8544,6388,4741,3735,2756,10264,2430,859,456,305,180,123,83,55,60,1,0,0,0,0,0
606,OBJEC_706,220,1871,2617,22980,23323,18794,13634,8742,6007,3996,2636,1701,4030,303,29,6,0,0,0,0,0,0,0,0,0,0,0,0
607,OBJEC_707,413,2796,3629,27127,26217,18384,11028,6259,3941,2867,2114,1538,4433,376,79,17,4,0,0,0,0,0,0,0,0,0,0,0
608,OBJEC_708,322,2456,3289,26387,24526,17898,11921,7132,4729,3123,2240,1609,4426,615,136,38,11,9,5,4,2,11,0,0,0,0,0,0
609,OBJEC_709,175,1173,1791,18225,21868,19286,15399,10506,7610,5182,3322,2185,4363,123,7,5,2,0,0,0,0,0,0,0,0,0,0,0
610,OBJEC_710,155,1141,1387,10955,12381,12281,12587,11323,10572,8397,6060,4685,15876,2312,576,214,101,94,43,26,26,30,0,0,0,0,0,0
611,OBJEC_711,225,1610,2114,18803,20464,17550,13909,9818,7066,5029,3582,2576,6759,849,283,132,58,31,17,9,3,2,0,0,0,0,0,0
612,OBJEC_712,5438,20908,15951,48971,12177,3896,1722,716,393,238,139,97,213,13,12,5,0,0,0,0,0,0,0,0,0,0,0,0
613,OBJEC_713,660,4235,5112,35943,27538,16557,9155,4809,2814,1537,956,534,965,61,13,0,0,0,0,0,0,0,0,0,0,0,0,0
614,OBJEC_714,158,1242,1967,19407,22811,19667,15000,10067,6891,4533,3150,2026,4066,199,32,5,1,0,0,0,0,0,0,0,0,0,0,0
615,OBJEC_715,218,1737,2418,20959,22688,18386,13305,8947,6223,4377,3024,2127,5822,581,59,12,4,2,0,0,0,0,0,0,0,0,0,0
616,OBJEC_716,339,2476,3349,27320,25592,19046,12078,7135,4546,2698,1854,1152,2828,404,123,61,28,20,11,11,11,60,56,24,0,0,0,0
617,OBJEC_717,45,440,744,8937,13155,13860,13029,11110,9791,8002,6702,5284,17624,2115,300,52,21,10,1,0,0,0,0,0,0,0,0,0
618,OBJEC_718,672,4259,5138,37261,28732,16933,8478,4066,2248,1212,666,418,742,38,15,6,4,1,0,0,0,0,0,0,0,0,0,0
619,OBJEC_719,306,2132,2926,22051,22369,19177,14886,10322,6675,4032,2552,1540,2171,49,13,10,9,2,0,0,0,0,0,0,0,0,0,0
620,OBJEC_721,342,2437,3401,28070,26815,19264,12087,7193,4420,2601,1639,1021,1885,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0
621,OBJEC_722,899,5601,6498,41234,27574,14516,7022,3159,1643,946,620,464,988,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0
622,OBJEC_723,4621,19737,15537,52778,12434,3805,1640,588,296,89,20,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,OBJEC_724,1439,8368,8697,47204,25090,11407,4907,1910,973,404,201,92,190,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,OBJEC_728,190,1378,1920,17248,19109,16725,13584,10295,7740,5735,4213,3221,8898,519,87,27,0,0,0,0,0,0,0,0,0,0,0,0
625,OBJEC_729,820,5035,5998,40623,28865,15433,7699,3549,1688,766,365,185,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,OBJEC_730,362,2542,3138,25732,25389,18456,10969,6191,4006,2838,2014,1614,6252,975,402,144,92,52,24,9,3,11,7,0,0,0,0,0
627,OBJEC_731,613,4495,5620,38644,28426,16452,8641,3856,1891,933,480,318,506,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,OBJEC_732,73,676,1033,12357,17738,17865,15687,12428,9695,7191,4908,3458,7553,472,74,13,1,0,0,0,0,0,0,0,0,0,0,0
629,OBJEC_733,34,264,367,4011,6025,7308,7970,8028,7999,7838,7084,6623,34916,7844,2440,977,466,285,185,137,73,204,60,84,0,0,0,0
630,OBJEC_736,160,1351,1953,17562,19468,16916,14343,10526,7742,5537,4120,2946,7202,681,179,100,46,24,4,7,2,14,6,0,0,0,0,0
631,OBJEC_737,483,3285,3899,27156,24680,17768,11499,7081,4741,3146,2171,1513,3573,206,20,1,0,0,0,0,0,0,0,0,0,0,0,0
632,OBJEC_738,829,4992,5897,38624,25613,14711,8074,4452,2717,1709,1115,687,1408,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0
633,OBJEC_739,436,3238,4249,31345,26359,17615,10887,6548,3999,2535,1519,937,1838,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0
634,OBJEC_740,549,3458,4176,29590,24422,16607,10530,6293,4351,2936,2246,1564,3808,256,66,21,9,2,4,1,0,0,0,0,0,0,0,0
