OID_,LABEL,CLASS_1,CLASS_2,CLASS_3,CLASS_4,CLASS_5,CLASS_6,CLASS_7,CLASS_8,CLASS_9,CLASS_10,CLASS_11,CLASS_12,CLASS_13,CLASS_14,CLASS_15,CLASS_16,CLASS_17,CLASS_18,CLASS_19,CLASS_20,CLASS_21,CLASS_22,CLASS_23,CLASS_24,CLASS_25,CLASS_26,CLASS_27,CLASS_28
278,OBJEC_314,1265,7616,7801,43167,24024,11998,6846,3534,2156,1218,584,371,630,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,OBJEC_316,280,1944,2386,19262,19955,16516,12817,9327,7294,5375,3937,3018,7804,943,234,81,21,19,6,3,0,0,0,0,0,0,0,0
280,OBJEC_317,401,2402,2548,15466,11599,10021,9195,7755,7236,6300,5163,4324,20684,4398,1508,647,370,239,158,107,65,189,88,26,0,0,0,0
281,OBJEC_318,264,1798,2619,21413,21879,17071,12082,8349,6213,4403,3296,2460,7650,1001,182,54,40,26,21,16,15,37,0,0,0,0,0,0
282,OBJEC_319,452,3303,4150,29864,23717,16030,10865,6534,4587,3009,2142,1583,4127,390,76,24,7,6,6,5,5,7,0,0,0,0,0,0
283,OBJEC_320,3469,15341,12888,52086,17453,6181,2668,901,380,139,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,OBJEC_321,509,3201,3447,24551,20971,15573,11625,7537,5458,4084,3079,2339,7891,583,36,5,0,0,0,0,0,0,0,0,0,0,0,0
285,OBJEC_322,1374,7480,7722,43146,26386,12884,6422,2873,1533,708,300,160,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,OBJEC_323,290,1748,2324,19472,22194,18886,13959,8882,5621,3815,2562,1830,6730,1470,568,270,149,122,68,57,45,119,39,2,0,0,0,0
287,OBJEC_324,1209,6886,7627,41513,24093,12620,6686,3564,2292,1566,1070,662,1389,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,OBJEC_325,2218,11650,11575,54001,20326,6747,2417,970,510,230,126,60,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,OBJEC_326,334,2258,2982,24480,23629,17831,12235,7913,5460,3682,2660,1871,5132,545,85,52,31,15,21,2,2,2,0,0,0,0,0,0
290,OBJEC_327,145,1233,1726,16443,19480,18142,15270,10883,8090,5767,3905,2848,6414,370,81,50,27,11,4,0,0,0,0,0,0,0,0,0
291,OBJEC_328,334,2239,2806,21242,19608,14661,10819,7548,5756,4509,3617,2844,11105,2468,874,393,172,111,48,36,23,9,0,0,0,0,0,0
292,OBJEC_329,533,3713,4672,33890,27076,16934,10153,5265,3158,1826,1152,753,1613,113,27,5,2,3,1,0,0,0,0,0,0,0,0,0
293,OBJEC_330,19,256,453,5113,8010,9703,10552,10198,9676,8737,7593,6573,26981,4638,1449,629,347,200,122,85,76,135,10,1,0,0,0,0
294,OBJEC_331,4860,17910,13089,46840,16123,6556,2909,1131,503,248,147,65,266,129,62,49,2,0,0,0,0,0,0,0,0,0,0,0
295,OBJEC_332,198,1405,1976,17926,20919,18333,13413,9262,6756,4763,3358,2347,7690,1421,544,209,130,102,59,33,23,22,0,0,0,0,0,0
296,OBJEC_333,753,4405,5352,35714,26903,16222,9210,5005,2939,1780,1010,567,1006,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
297,OBJEC_334,62,547,790,7957,10611,11402,11097,9969,8888,7800,6574,5557,22264,4780,1482,525,272,132,67,41,17,55,0,0,0,0,0,0
298,OBJEC_335,195,1751,2417,21022,22445,18239,13434,9104,6343,4712,3248,2319,5312,293,46,9,0,0,0,0,0,0,0,0,0,0,0,0
299,OBJEC_336,426,3081,4043,30798,26986,18424,11076,6129,3639,2265,1394,877,1694,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,OBJEC_337,206,1490,1912,15744,17081,14306,11632,8903,6954,5450,4262,3511,15592,3064,733,224,75,30,11,5,3,18,11,5,0,0,0,0
301,OBJEC_338,226,1510,1981,17149,18957,18089,15776,10929,8019,5641,3811,2612,5306,668,159,37,9,4,3,3,0,0,0,0,0,0,0,0
302,OBJEC_339,294,2104,2588,20727,20752,16945,13286,9005,6610,4850,3451,2339,7169,904,302,113,45,38,11,12,0,11,0,0,0,0,0,0
303,OBJEC_341,531,3906,4749,34613,27380,16928,9624,5125,3071,1842,1144,651,1253,56,7,3,5,1,0,0,0,0,0,0,0,0,0,0
304,OBJEC_342,813,4906,5382,30205,20786,14005,9790,6391,4734,3238,2264,1750,5462,981,237,112,61,32,21,13,13,26,0,0,0,0,0,0
305,OBJEC_343,730,4143,4482,30246,24688,16403,10401,5929,3853,2525,1610,1158,3152,805,360,183,102,46,17,9,3,28,9,7,0,0,0,0
306,OBJEC_344,398,2868,3786,29544,26786,18434,11577,6551,4010,2527,1590,974,1804,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0
307,OBJEC_345,1293,6818,7067,42424,25705,12980,6600,3156,1799,1131,687,396,782,46,5,0,0,0,0,0,0,0,0,0,0,0,0,0
308,OBJEC_346,678,5021,6148,41428,29970,15655,7160,2847,1118,478,200,101,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,OBJEC_348,514,3270,4170,29619,24864,17328,11110,6814,4582,3048,2045,1263,2625,200,56,18,11,6,6,4,1,2,0,0,0,0,0,0
310,OBJEC_349,51,505,775,8134,12017,12968,12371,10623,9079,7571,6269,5083,20065,3823,1115,403,157,107,57,36,13,0,0,0,0,0,0,0
311,OBJEC_350,256,2049,2944,24765,24948,18991,13419,8650,5634,3649,2289,1342,2147,121,18,0,0,0,0,0,0,0,0,0,0,0,0,0
312,OBJEC_351,89,712,1052,11156,15486,15747,14153,11679,8976,6886,5403,4323,13353,1423,322,67,36,16,7,3,0,0,0,0,0,0,0,0
313,OBJEC_352,499,3508,4439,32568,26445,17813,10591,5729,3461,2033,1305,846,1792,137,43,12,1,0,0,0,0,0,0,0,0,0,0,0
314,OBJEC_353,276,1589,2052,17651,21374,18653,13805,8649,5840,4063,3003,2282,8520,1728,686,279,170,131,109,70,41,133,51,67,0,0,0,0
315,OBJEC_354,251,1843,2250,19087,19876,16573,13629,10044,7486,5363,3916,2842,7307,395,27,0,0,0,0,0,0,0,0,0,0,0,0,0
316,OBJEC_355,1424,8230,9286,49379,26098,10657,3976,1396,506,175,53,24,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,OBJEC_356,64,459,680,7456,10732,12154,12492,11041,9852,8287,6805,5651,20790,3508,743,228,106,46,20,32,22,53,1,0,0,0,0,0
318,OBJEC_357,85,549,938,10666,15809,16461,14946,12111,9461,7112,5196,4003,12023,1541,446,138,39,18,10,4,0,0,0,0,0,0,0,0
319,OBJEC_358,145,1126,1421,14174,19081,18408,15449,11058,7853,5799,4161,3158,8779,697,114,41,23,17,19,13,8,12,0,0,0,0,0,0
320,OBJEC_359,1682,9368,10171,52453,24240,8952,3084,895,273,79,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,OBJEC_360,120,973,1365,13722,18078,17668,15820,12157,9209,6435,4530,2993,7720,364,41,15,7,3,2,0,0,0,0,0,0,0,0,0
322,OBJEC_361,728,5336,6589,43314,29702,15132,6677,2359,897,310,122,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,OBJEC_363,454,3544,4663,32674,26565,17338,10722,5799,3431,1999,1239,833,1806,121,29,5,0,0,0,0,0,0,0,0,0,0,0,0
324,OBJEC_365,93,542,882,10019,14584,15294,13516,10827,8700,6637,5318,3940,15270,3207,1147,561,303,159,91,67,35,30,0,0,0,0,0,0
325,OBJEC_366,1277,6529,6140,30505,18339,12485,8944,6126,4540,3488,2576,1986,6814,1157,226,79,9,2,0,0,0,0,0,0,0,0,0,0
326,OBJEC_367,555,3928,5085,37121,28600,16453,8907,4419,2307,1338,675,459,848,88,41,32,19,12,2,0,0,0,0,0,0,0,0,0
327,OBJEC_368,147,1127,1731,16598,19985,18162,14882,10882,8115,5585,3950,2791,6515,622,97,27,3,3,0,0,0,0,0,0,0,0,0,0
328,OBJEC_371,653,4104,4503,29490,22823,15383,10731,6356,4464,3320,2458,1874,4840,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,OBJEC_372,3011,13681,11362,43900,12248,6261,5344,3794,2946,2010,1386,968,3197,325,128,87,56,31,30,26,20,37,41,0,0,0,0,0
330,OBJEC_373,385,3130,4363,32775,27336,18260,10796,6008,3618,2076,1171,701,922,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,OBJEC_374,86,660,1035,10735,14501,15011,13883,11309,9132,6967,5415,4155,14454,2130,590,275,162,86,66,38,53,117,25,4,0,0,0,0
332,OBJEC_375,214,1590,2270,21618,24118,19821,14570,9616,6292,4231,2541,1572,2395,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,OBJEC_377,700,4623,5512,37889,27080,15441,8506,4458,2560,1634,939,586,926,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0
334,OBJEC_378,401,3118,4037,31737,27244,18561,11033,5923,3603,2196,1372,778,1175,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,OBJEC_379,705,4574,5610,37569,27141,15997,8677,4417,2579,1446,820,517,818,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,OBJEC_380,291,2305,3227,26267,24551,17371,11626,7339,5252,3493,2465,1710,4592,565,127,30,4,6,1,0,0,0,0,0,0,0,0,0
337,OBJEC_381,255,1921,2709,21682,21823,16405,11852,8148,6056,4260,3107,2400,7221,1384,665,319,225,107,81,63,45,144,121,176,47,6,0,0
338,OBJEC_382,15,100,201,2548,4831,6192,7308,7494,7836,7684,7207,6492,34695,10457,3956,1738,982,533,347,228,144,178,29,24,3,0,0,0
339,OBJEC_383,206,1517,2353,21476,24717,20822,14399,8610,5544,3449,1993,1309,3247,554,274,189,126,99,56,45,33,98,64,39,3,0,0,0
340,OBJEC_384,279,2225,3142,27197,26762,19667,12640,7402,4452,2807,1699,958,1576,68,13,2,0,0,0,0,0,0,0,0,0,0,0,0
341,OBJEC_385,620,4013,4745,33080,27719,17774,10478,5172,2941,1555,898,578,1257,57,2,0,0,0,0,0,0,0,0,0,0,0,0,0
342,OBJEC_386,876,5780,6867,44311,28925,14257,6391,2368,905,331,133,52,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,OBJEC_387,1515,8341,8227,41291,21569,10546,5506,2931,1915,1393,1160,1009,3964,740,252,125,93,59,49,35,38,86,32,13,0,0,0,0
344,OBJEC_388,5415,21962,16676,51408,11575,2786,760,199,66,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,OBJEC_391,374,2651,3511,27110,23684,16366,10873,6866,4645,3346,2511,1781,5548,1132,431,269,155,127,70,46,30,30,0,0,0,0,0,0
346,OBJEC_392,556,3794,4960,36130,28991,17543,9525,4571,2338,1252,665,365,523,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,OBJEC_393,121,968,1455,15520,18242,16318,12916,9783,7485,5656,4315,3393,11505,2146,790,273,140,83,54,26,17,16,0,0,0,0,0,0
348,OBJEC_394,188,1605,2433,23230,25351,20835,14302,8978,5498,3283,1977,1331,2351,124,34,20,9,7,0,0,0,0,0,0,0,0,0,0
349,OBJEC_395,456,3086,3741,28380,24642,16914,11454,6815,4624,2959,2059,1464,4261,313,50,4,0,0,0,0,0,0,0,0,0,0,0,0
350,OBJEC_396,372,2146,2739,23001,23811,18963,13704,8614,5515,3888,2572,1781,3731,303,67,9,6,0,0,0,0,0,0,0,0,0,0,0
351,OBJEC_397,245,2208,3013,27095,26431,19803,13089,7640,4416,2640,1651,1015,2104,180,22,4,0,0,0,0,0,0,0,0,0,0,0,0
352,OBJEC_398,461,3648,4533,33479,27199,17261,10023,5595,3348,2011,1201,718,1321,88,3,0,0,0,0,0,0,0,0,0,0,0,0,0
353,OBJEC_399,464,2751,3306,24875,22298,16771,12168,7100,4863,3377,2541,2016,6711,1169,365,162,93,76,38,24,10,21,23,0,0,0,0,0
354,OBJEC_400,647,4214,5471,38062,28737,16464,8539,4170,2160,1138,638,389,553,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0
355,OBJEC_402,418,2648,3603,27138,24931,17615,11358,6922,4576,3012,2103,1558,4416,411,83,13,1,1,1,1,2,3,1,10,39,25,0,0
356,OBJEC_403,249,1622,2219,19593,21273,17970,14074,9876,7148,5069,3584,2430,5394,296,83,9,0,0,0,0,0,0,0,0,0,0,0,0
357,OBJEC_404,112,1059,1473,14524,17087,15543,13168,10671,8745,7010,5448,4080,10560,978,209,52,27,15,11,7,7,18,8,10,29,38,0,0
358,OBJEC_405,179,1421,2102,21194,24353,20237,15069,9663,6195,3940,2506,1580,2623,124,25,11,0,0,0,0,0,0,0,0,0,0,0,0
359,OBJEC_406,558,3669,4605,32851,26680,16923,10399,5910,3474,2236,1368,815,1371,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,OBJEC_407,729,4453,4967,32684,25740,16160,10557,5986,3818,2286,1407,862,1532,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,OBJEC_408,93,637,962,11511,16276,16561,14685,12171,9496,7298,5363,3908,10489,1063,245,83,27,12,6,3,0,0,0,0,0,0,0,0
362,OBJEC_409,150,1222,1740,16698,19831,17766,14123,10475,7851,5865,4218,3035,7359,644,113,36,11,2,1,2,3,20,15,28,14,0,0,0
363,OBJEC_410,5646,21983,15736,48091,12267,3709,1495,773,579,315,140,79,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,OBJEC_411,682,4246,5090,33445,24724,15924,9482,5564,3735,2482,1632,1164,2773,218,37,9,11,4,0,0,0,0,0,0,0,0,0,0
365,OBJEC_413,564,3913,4749,33351,26777,17462,10273,5558,3286,1964,1125,713,1089,56,9,0,0,0,0,0,0,0,0,0,0,0,0,0
366,OBJEC_414,51,604,887,10772,15970,16702,15167,12341,9884,7566,5565,4157,10470,1029,214,92,52,19,9,2,2,1,0,0,0,0,0,0
367,OBJEC_415,77,740,1165,12380,15785,14789,13015,10870,8705,6947,5516,4430,13976,1933,511,207,95,51,13,5,1,11,0,0,0,0,0,0
368,OBJEC_416,660,4348,5370,36825,27841,16464,8922,4573,2663,1454,777,466,804,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0
369,OBJEC_417,6717,20926,12731,31601,8459,5523,5091,4035,3325,2799,2172,1695,5312,729,99,7,1,0,0,0,0,0,0,0,0,0,0,0
370,OBJEC_419,905,5293,5672,36663,26179,15142,9523,4827,2885,1534,844,397,937,76,12,0,0,0,0,0,0,0,0,0,0,0,0,0
371,OBJEC_420,578,3830,4914,35026,27445,16585,9310,4999,3080,1868,1201,779,1557,46,4,0,0,0,0,0,0,0,0,0,0,0,0,0
372,OBJEC_421,510,3293,4338,32160,27161,17801,10888,6178,3487,2038,1241,784,1278,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0
373,OBJEC_422,452,3217,4373,31930,27693,18611,11024,5601,3184,1914,1129,735,1338,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,OBJEC_423,447,3102,3967,29547,25773,18060,12032,6350,3737,2074,1280,815,2628,613,184,98,40,26,21,22,10,19,15,28,1,0,0,0
375,OBJEC_424,174,1113,1513,15372,17728,16166,13594,10386,7804,5921,4339,3275,11305,1834,474,153,46,20,3,1,1,0,0,0,0,0,0,0
376,OBJEC_425,791,5097,6071,39320,27094,15252,7931,4077,2294,1310,712,452,801,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0
377,OBJEC_426,186,1378,2059,19854,21843,18677,14153,9909,6792,4834,3314,2337,5592,455,92,37,12,9,9,9,4,1,0,0,0,0,0,0
378,OBJEC_428,308,2584,3487,29019,27035,19688,12322,6847,3881,2268,1435,791,1513,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,OBJEC_429,396,2907,3775,28426,24637,17066,10904,6260,3657,2455,1677,1241,5212,1360,408,171,86,57,48,44,30,52,20,0,0,0,0,0
380,OBJEC_430,929,5501,6639,42640,28506,14953,6956,2732,1266,583,231,142,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,OBJEC_431,250,1671,1946,14820,14439,12442,11029,8981,7806,6387,5299,4350,16910,3154,1056,472,202,125,90,56,29,38,4,0,0,0,0,0
382,OBJEC_432,203,1446,1980,15534,17412,15492,12995,10011,7707,5982,4734,3877,12348,1123,237,111,25,3,1,1,0,0,0,0,0,0,0,0
383,OBJEC_433,719,4416,5570,37933,28463,16380,8550,3853,2016,1096,656,379,1026,120,29,8,4,4,0,0,0,0,0,0,0,0,0,0
384,OBJEC_434,2628,12126,10623,44643,20207,10020,6031,2517,1442,714,337,143,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,OBJEC_436,298,2029,2439,17322,17542,15327,13192,9942,7831,6008,4456,3405,9801,998,216,53,19,8,3,0,0,0,0,0,0,0,0,0
386,OBJEC_438,316,1984,2505,18527,17675,15149,12315,8970,6793,4943,3885,3161,11701,1834,460,206,136,83,61,53,46,83,3,0,0,0,0,0
387,OBJEC_439,119,1145,1837,18180,20527,17845,14529,10047,7301,5309,3694,2614,6757,665,127,49,39,20,16,9,8,36,16,0,0,0,0,0
388,OBJEC_440,169,1193,1507,12684,14673,14533,13350,10607,8818,7170,5703,4640,13735,1588,280,117,56,36,20,10,0,0,0,0,0,0,0,0
389,OBJEC_441,472,3324,4270,32780,27619,17817,10741,5820,3163,1801,1055,644,1231,124,27,1,0,0,0,0,0,0,0,0,0,0,0,0
390,OBJEC_442,303,2200,2948,24641,23848,17595,12241,8173,5670,4103,2686,1897,4230,305,41,8,0,0,0,0,0,0,0,0,0,0,0,0
391,OBJEC_443,28,217,425,5677,10058,12119,12271,11674,10692,8967,7453,6209,20959,2940,773,270,102,37,15,3,0,0,0,0,0,0,0,0
392,OBJEC_444,900,5662,6505,40737,26665,14439,7738,3639,1997,1177,691,373,692,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,OBJEC_445,491,3513,4644,34808,28863,18342,9989,4966,2586,1290,684,380,634,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394,OBJEC_446,200,1611,2349,20384,20892,16933,12369,8678,6306,4901,3702,2880,8240,1023,286,107,22,6,0,0,0,0,0,0,0,0,0,0
395,OBJEC_448,428,2752,3483,26673,23638,17231,12151,7485,5185,3302,2321,1733,4091,346,53,7,7,3,0,0,0,0,0,0,0,0,0,0
396,OBJEC_449,434,2966,3857,29563,26797,18544,11646,6688,4163,2502,1456,888,1321,57,6,1,0,0,0,0,0,0,0,0,0,0,0,0
397,OBJEC_450,250,1959,2651,22007,22357,18152,13890,9375,6366,4169,2915,1973,4471,470,111,52,24,19,10,1,0,0,0,0,0,0,0,0
398,OBJEC_452,286,2031,2702,21274,20680,16844,13287,9010,6894,4969,3440,2384,6285,676,103,23,1,0,0,0,0,0,0,0,0,0,0,0
399,OBJEC_453,406,2778,3583,27582,25209,18824,12453,7307,4530,2865,1847,1211,2830,107,22,2,0,0,0,0,0,0,0,0,0,0,0,0
400,OBJEC_454,320,2240,2694,19027,16561,13341,10940,8301,6595,5400,4261,3463,14907,2326,461,191,88,49,30,14,11,2,0,0,0,0,0,0
401,OBJEC_455,186,1036,1347,12723,15028,14102,11884,9060,7049,5750,4706,3866,15743,4595,1986,919,517,281,168,89,49,102,35,1,0,0,0,0
402,OBJEC_456,2119,9459,7836,30062,15631,10574,7618,4776,3671,2552,2071,1628,8409,2519,1093,482,237,70,38,29,11,4,0,0,0,0,0,0
403,OBJEC_457,1186,7427,8051,43969,24680,12170,6041,2881,1591,948,609,412,863,50,7,4,0,0,0,0,0,0,0,0,0,0,0,0
404,OBJEC_458,488,3021,3831,27350,23221,16980,11816,7520,5049,3387,2300,1585,3918,471,180,40,36,20,8,1,0,0,0,0,0,0,0,0
405,OBJEC_459,302,2324,3331,26487,24918,18234,11957,7577,5052,3304,2257,1495,3391,199,40,13,5,3,0,0,0,0,0,0,0,0,0,0
406,OBJEC_460,483,3318,4169,30469,25103,16354,9847,6129,4088,2777,1963,1482,4112,373,146,57,14,5,0,0,0,0,0,0,0,0,0,0
407,OBJEC_461,32,350,626,7839,12452,13891,13379,11459,9974,8377,6898,5267,17607,2349,496,156,51,14,4,1,0,0,0,0,0,0,0,0
408,OBJEC_462,1974,10131,9513,45265,21345,11034,5684,2763,1503,877,490,319,614,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,OBJEC_463,611,3872,4847,34689,26557,16336,9486,5307,3287,2058,1342,785,1539,117,21,14,4,4,10,2,1,0,0,0,0,0,0,0
410,OBJEC_464,581,3005,3512,23878,19428,13850,10743,7599,6138,4932,3852,2820,8689,1293,377,140,43,7,2,0,0,0,0,0,0,0,0,0
411,OBJEC_465,125,715,1077,10482,13837,14833,13758,10802,8871,6953,5458,4453,15605,2916,877,277,106,24,24,14,8,7,0,0,0,0,0,0
412,OBJEC_466,373,2380,3022,22734,21629,17570,13188,8862,6492,4421,3132,2139,4861,371,44,4,0,0,0,0,0,0,0,0,0,0,0,0
413,OBJEC_467,326,2337,2985,23290,23200,18266,12971,8224,5608,3745,2711,2021,5206,327,5,0,0,0,0,0,0,0,0,0,0,0,0,0
414,OBJEC_469,328,2594,3498,28371,27537,19994,12880,7198,4070,2102,1084,571,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,OBJEC_470,1448,9280,10121,52925,25121,8552,2800,695,190,54,20,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,OBJEC_471,92,742,1010,10631,14484,15649,14554,11455,9301,7086,5353,4081,13810,1984,517,238,133,60,20,12,7,3,0,0,0,0,0,0
417,OBJEC_472,3861,16333,13286,47960,17909,7214,2896,928,343,111,34,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,OBJEC_475,567,4107,5060,32841,24935,16467,10107,5806,3718,2296,1419,1040,2312,169,37,8,0,0,0,0,0,0,0,0,0,0,0,0
419,OBJEC_476,560,3638,4581,33279,27852,18073,10527,5478,2998,1634,904,540,819,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,OBJEC_477,152,1166,1709,16335,18419,16132,12965,9661,7401,5723,4358,3240,11346,2043,612,199,48,20,16,5,3,3,0,0,0,0,0,0
421,OBJEC_478,117,948,1389,13450,16120,15045,12573,10210,8431,6722,5236,4162,13750,2113,500,207,122,39,30,23,10,21,4,0,0,0,0,0
422,OBJEC_479,25,343,580,7037,11668,13107,12979,11727,10409,8779,7099,5768,18845,2323,514,171,78,32,28,20,14,9,1,0,0,0,0,0
423,OBJEC_480,112,868,1261,12440,16401,16119,14361,11056,8886,6794,5112,3853,12135,1351,285,91,46,22,14,5,2,8,0,0,0,0,0,0
424,OBJEC_481,2918,12102,10005,44218,17883,9657,5644,2933,1828,1190,729,499,1109,124,25,12,9,4,0,0,0,0,0,0,0,0,0,0
425,OBJEC_482,404,3067,4165,33031,28537,18666,11217,5894,3159,1607,787,419,591,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,OBJEC_483,538,3617,4235,29189,23993,16538,11403,6618,4479,2969,2056,1436,3755,173,62,42,17,12,20,13,14,43,0,0,0,0,0,0
427,OBJEC_485,97,926,1464,15827,20095,18199,14681,10215,7464,5568,4141,2960,8563,773,200,43,6,0,0,0,0,0,0,0,0,0,0,0
428,OBJEC_487,2079,9792,8766,42019,21418,11336,6649,3458,2153,1163,698,508,1114,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0
429,OBJEC_488,487,3019,3997,30401,27324,18398,11274,6246,3697,2182,1334,840,1617,61,10,2,0,0,0,0,0,0,0,0,0,0,0,0
430,OBJEC_490,5427,21334,16159,46269,11790,4746,2326,1201,649,433,278,205,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
431,OBJEC_491,105,914,1251,11892,14681,13965,11948,9635,7821,6450,5191,4185,16764,3655,1354,515,285,136,78,36,13,15,0,0,0,0,0,0
432,OBJEC_492,623,4093,5245,34634,26830,16486,9783,5337,3205,2015,1194,734,1294,47,13,10,8,3,2,0,0,0,0,0,0,0,0,0
433,OBJEC_494,357,2631,3378,26196,24544,17714,11900,7009,4830,3250,2249,1638,4312,568,188,84,26,12,3,0,0,0,0,0,0,0,0,0
434,OBJEC_495,601,4567,5713,40440,30210,16509,7766,3162,1273,532,255,111,78,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,OBJEC_496,310,1991,2601,22291,23460,19707,14107,9135,6146,4041,2597,1616,2631,144,66,26,9,5,6,0,0,0,0,0,0,0,0,0
436,OBJEC_499,1389,7692,8390,46090,25034,11852,5612,2266,1122,573,337,214,491,102,34,18,6,0,0,0,0,0,0,0,0,0,0,0
437,OBJEC_501,106,917,1403,15050,19434,18049,15231,10940,8513,5981,4277,3007,7598,588,85,20,4,5,4,4,4,2,0,0,0,0,0,0
438,OBJEC_502,1737,9992,10373,50878,22835,8949,3628,1322,588,270,142,72,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,OBJEC_503,1554,8631,9468,49982,25042,10054,3628,1365,617,279,123,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,OBJEC_504,637,4125,4974,34555,25796,16091,9658,5193,3164,2232,1440,1013,2526,117,24,4,3,3,1,0,0,0,0,0,0,0,0,0
441,OBJEC_505,743,3922,4019,20382,12105,9134,8537,7301,6900,6225,5115,4326,18672,2940,537,154,77,50,30,25,17,11,0,0,0,0,0,0
442,OBJEC_506,1414,7234,6911,35570,20864,14343,9652,5612,3334,1931,1207,801,2101,184,38,14,9,3,0,0,0,0,0,0,0,0,0,0
443,OBJEC_507,272,2006,2921,25123,26069,20047,13668,8308,5138,3022,1727,1091,1745,76,7,2,0,0,0,0,0,0,0,0,0,0,0,0
444,OBJEC_508,772,5170,6437,41498,28729,15107,7049,3229,1460,805,388,260,310,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,OBJEC_509,95,608,793,7331,9750,10443,10796,9897,8968,7540,6452,5728,25127,4733,1361,586,342,236,144,107,47,104,30,4,0,0,0,0
446,OBJEC_510,676,4626,5762,38626,28043,16201,8408,4210,2211,1166,670,402,552,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,OBJEC_511,387,2646,3716,30258,27465,19015,11762,6466,3879,2176,1249,809,1314,56,20,4,0,0,0,0,0,0,0,0,0,0,0,0
448,OBJEC_513,657,4122,4793,29537,20652,13121,8827,6096,4456,3488,2932,2283,8709,1350,338,110,49,23,8,4,1,0,0,0,0,0,0,0
449,OBJEC_514,89,818,1267,13202,16778,15840,13199,10168,8099,6061,4613,3533,12797,2918,968,426,174,112,70,41,28,21,0,0,0,0,0,0
450,OBJEC_515,269,2033,2964,24757,24856,18658,12767,8139,5413,3561,2428,1604,3505,233,31,4,0,0,0,0,0,0,0,0,0,0,0,0
451,OBJEC_516,111,918,1405,13428,16911,16228,13797,10466,7919,5770,4434,3322,11565,2413,916,473,251,177,97,95,64,105,24,0,0,0,0,0
452,OBJEC_517,36,378,632,7996,12394,14219,14041,12250,10160,8301,6760,5323,15732,1645,485,202,136,67,37,22,22,51,0,0,0,0,0,0
453,OBJEC_519,160,1242,1700,16253,20570,18809,15223,10790,7816,5192,3512,2548,6329,715,210,65,31,16,18,13,3,7,0,0,0,0,0,0
454,OBJEC_521,264,1849,2457,19690,20321,16642,12652,8939,6661,4761,3663,2747,8642,1149,364,170,98,44,21,21,17,40,10,0,0,0,0,0
455,OBJEC_522,731,5313,6186,39965,28788,15528,7678,3287,1509,786,407,243,422,35,8,3,0,0,0,0,0,0,0,0,0,0,0,0
