,std_dev
0,0.0
1,0.0014937646
2,0.0013020585
3,0.0007358708
4,0.0007783104
5,0.0008352706
6,0.00080434955
7,0.0008496419
8,0.0013684293
9,0.0016667565
10,0.0017982242
11,0.0015587882
12,0.0018922129
13,0.0017238718
14,0.0010697489
15,0.0012868597
16,0.0014927705
17,0.0018232976
18,0.0017943194
19,0.0013932995
20,0.000733613
21,0.00071166345
22,0.0011932871
23,0.0015259552
24,0.0024165197
25,0.002468566
26,0.002404349
27,0.0016358603
28,0.001224702
29,0.0010284978
30,0.0013969085
31,0.0017706772
32,0.001856155
33,0.0021828604
34,0.0025547424
35,0.0026914252
36,0.0020824755
37,0.0014528739
38,0.001432194
39,0.0013408647
40,0.0013711489
41,0.0016523233
42,0.0018305937
43,0.0019707186
44,0.0019347097
45,0.0020587635
46,0.0022598596
47,0.0022425358
48,0.0021056852
49,0.0021106
50,0.002136857
51,0.0019191529
52,0.0020652702
53,0.002099803
54,0.0019542573
55,0.00176597
56,0.0016393969
57,0.0021467223
58,0.0022445596
59,0.0021336405
60,0.0021436426
61,0.0020273384
62,0.0021887855
63,0.0021185826
64,0.0018424474
65,0.0019070281
66,0.0016204697
67,0.0012432636
68,0.0010321699
69,0.00091441406
70,0.00063434185
71,0.000582638
72,0.0016407988
73,0.001780806
74,0.001119573
75,0.0012156381
76,0.0007487309
77,0.0013678762
78,0.0013206789
79,0.001151432
80,0.0013413421
81,0.0020707587
82,0.0026157142
83,0.0025361627
84,0.0021246322
85,0.0020908439
86,0.0032022833
87,0.004083323
88,0.003484003
89,0.0016938631
90,0.0006598434
91,0.0014737968
92,0.0014040159
93,0.0007765884
94,0.0006445371
95,0.001058728
96,0.0026176719
97,0.0030153391
98,0.0017461149
99,0.0013028852
100,0.0013941975
101,0.0018792021
102,0.0026345283
103,0.002459483
104,0.0019948059
105,0.0018976346
106,0.0019556268
107,0.0020743958
108,0.0020869009
109,0.0021055057
110,0.001871598
111,0.0016498378
112,0.0020416437
113,0.0020909691
114,0.0019983626
115,0.0016449442
116,0.0011331128
117,0.0015719145
118,0.0016785362
119,0.0014400773
120,0.0013948027
121,0.0014646053
122,0.0017589022
123,0.002040788
124,0.0020761488
125,0.0015774777
126,0.0019142788
127,0.002108075
128,0.0020442507
129,0.0020440372
130,0.001972121
131,0.0019940033
132,0.0020020583
133,0.0019527078
134,0.001887593
135,0.0015979348
136,0.0012060478
137,0.0008199381
138,0.0011053147
139,0.000951138
140,0.0003555658
141,0.0005399111
142,0.0009672195
143,0.0010164289
144,0.0009833339
145,0.00097229145
146,0.0011950175
147,0.0016253296
148,0.0021458138
149,0.001967171
150,0.0015372426
151,0.0012647088
152,0.0018923667
153,0.0041638673
154,0.0042997715
155,0.002071068
156,0.0019539294
157,0.001813342
158,0.0016378517
