,std_dev
0,0.0031656197
1,0.0021338176
2,0.0018449731
3,0.0014633727
4,0.0012278111
5,0.0016151809
6,0.0019714863
7,0.0019735815
8,0.0023955083
9,0.004771581
10,0.004744275
11,0.002025342
12,0.0018957012
13,0.0019236063
14,0.0018634318
15,0.0021280814
16,0.0019645505
17,0.0010148241
18,0.0022197082
19,0.0027447587
20,0.0028287363
21,0.0021965238
22,0.003941245
23,0.0069365464
24,0.008366468
25,0.009179896
26,0.007943317
27,0.0053343
28,0.005985181
29,0.007284901
30,0.0077614607
31,0.0066844774
32,0.0061645224
33,0.00611533
34,0.00572257
35,0.0061300797
36,0.0069700605
37,0.0065879547
38,0.0058369753
39,0.004845969
40,0.0060805604
41,0.0063618263
42,0.006750695
43,0.0061973324
44,0.005800979
45,0.005152689
46,0.005179398
47,0.0044895536
48,0.003586708
49,0.0027823034
50,0.001879326
51,0.0015370343
52,0.0021821002
53,0.0037200947
54,0.0036695723
55,0.0022237035
56,0.0017349619
57,0.0015262222
58,0.0007692458
59,0.001214009
60,0.0015489926
61,0.0014039745
62,0.0011855303
63,0.0010171445
64,0.0008299575
65,0.0008564314
66,0.00080842787
67,0.0008861272
68,0.0015438359
69,0.0018771567
70,0.0026530006
71,0.0025973243
72,0.0021989737
73,0.0011894272
74,0.0008612772
75,0.0009870856
76,0.0008649863
77,0.0007117861
78,0.0006967856
79,0.00078002864
80,0.00047895344
81,0.0011590404
82,0.0014478372
83,0.0021868832
84,0.0027646846
85,0.0030358376
86,0.0029303231
87,0.0026873995
88,0.0024167604
89,0.0018185987
90,0.0009067111
91,0.0006629676
92,0.0007431124
93,0.0010343388
94,0.001508017
95,0.0015592176
96,0.0016954602
97,0.0020072993
98,0.0030566559
99,0.003443554
100,0.0036437288
101,0.0026634238
102,0.0026090855
103,0.0021089308
104,0.0019105655
105,0.0014659957
106,0.0012417879
107,0.0007972261
108,0.00076666876
109,0.00062187755
110,0.00075815606
111,0.001021057
112,0.00084679405
113,0.0010025617
114,0.00097614515
115,0.0014839123
116,0.002126522
117,0.0024103695
118,0.002469014
119,0.0028294872
120,0.0029444522
121,0.0026094203
122,0.002119558
123,0.002231125
124,0.002655139
125,0.0031950315
126,0.0037612296
127,0.0034134614
128,0.0030999386
129,0.0024043368
130,0.0026593339
131,0.0033576011
132,0.004235661
133,0.0047992226
134,0.005247426
135,0.0062809335
136,0.006524957
137,0.005453235
138,0.0037712292
139,0.001522155
140,0.0011838352
141,0.0010575177
142,0.0012166194
143,0.0026912736
144,0.002885011
145,0.002084431
146,0.0027203152
147,0.0032504892
148,0.003215317
149,0.003203083
150,0.0037353113
151,0.0043144953
152,0.0047944537
153,0.004929805
154,0.0049720304
155,0.004631533
156,0.0053252573
157,0.005099199
158,0.004375097
159,0.0039317226
160,0.002898457
161,0.002144837
162,0.0017930213
163,0.0015507953
164,0.0011582617
165,0.0010334098
166,0.0007624434
