,std_dev
0,0.0
1,0.0028793865
2,0.0026669072
3,0.0025809803
4,0.0021484029
5,0.0018208058
6,0.0017765189
7,0.0015200312
8,0.0010318315
9,0.0006820952
10,0.00080507284
11,0.0012220852
12,0.0012573696
13,0.0013227047
14,0.0011719008
15,0.0016808406
16,0.0015330338
17,0.00089104014
18,0.00058537896
19,0.00071354216
20,0.00087265734
21,0.0010534368
22,0.0009719621
23,0.00084134616
24,0.00081638084
25,0.0012944364
26,0.0011761894
27,0.0010524418
28,0.0012200115
29,0.001416522
30,0.0016738655
31,0.0018721266
32,0.0018326434
33,0.0013285008
34,0.0009516886
35,0.0016239862
36,0.0014881622
37,0.0011411748
38,0.0011272414
39,0.0010411259
40,0.0014578134
41,0.0013717643
42,0.0012949985
43,0.0017628524
44,0.0020259453
45,0.0019622974
46,0.0016134321
47,0.0013389316
48,0.00071293005
49,0.0009934339
50,0.0010605681
51,0.00087837497
52,0.0009912635
53,0.0009341258
54,0.00072250003
55,0.0007585399
56,0.0011605711
57,0.0012702426
58,0.0009407387
59,0.00067850156
60,0.00059602124
61,0.00067294546
62,0.001012786
63,0.0015857031
64,0.0013742655
65,0.00086767384
66,0.0011247342
67,0.0015719701
68,0.0013319576
69,0.0009979061
70,0.0011630761
71,0.0013674932
72,0.001870618
73,0.0023392648
74,0.0022249597
75,0.002083663
76,0.0016789349
77,0.0016707851
78,0.0016429968
79,0.0009161947
80,0.0007059561
81,0.0009572078
82,0.0014783711
83,0.0017062575
84,0.0016882869
85,0.0021709483
86,0.002727602
87,0.0027703317
88,0.0026402115
89,0.0035884767
90,0.004483313
91,0.0046221414
92,0.0039912453
93,0.0030422444
94,0.001956832
95,0.002073624
96,0.0022420038
97,0.0013654911
98,0.0007536514
99,0.0012760034
100,0.0012860226
101,0.0009193658
102,0.0010616652
103,0.0011419907
104,0.0013496483
105,0.0011949932
106,0.0012674673
107,0.0015806478
108,0.0019592843
109,0.0017762404
110,0.0011068934
111,0.0012646858
112,0.001426758
113,0.0007699265
114,0.000685967
115,0.00091125764
116,0.001187076
117,0.0021387222
118,0.0024033077
119,0.0017017483
120,0.0018700111
121,0.0017638097
122,0.0023776798
123,0.0023082544
124,0.0009303483
125,0.0012749309
126,0.0011445872
127,0.0011146491
128,0.0019286228
129,0.0016887006
130,0.00079671486
131,0.0018204062
132,0.0021312928
133,0.0012071091
134,0.0012857963
135,0.0020781525
136,0.0028504953
137,0.005313428
138,0.004970397
139,0.0022396268
140,0.0024106954
141,0.002838545
142,0.0019415423
143,0.001596003
144,0.0017579754
145,0.0015159282
146,0.0014386214
147,0.00288729
148,0.0033715104
149,0.003489637
150,0.00556142
151,0.006596877
152,0.008138597
153,0.010402829
154,0.009513353
155,0.012660054
156,0.011414538
157,0.00441417
158,0.0048129507
159,0.0042580157
160,0.002324813
161,0.0019363337
162,0.0019089044
163,0.0021914963
164,0.0038569965
165,0.0055394606
166,0.004615664
167,0.0018554963
168,0.0050722337
169,0.0071598603
170,0.0047360784
171,0.0027827949
172,0.002647103
173,0.0025897385
174,0.002467434
175,0.0029469419
176,0.0030475587
177,0.002442038
178,0.0013729307
179,0.0016048953
180,0.0015888202
181,0.0013729943
182,0.0016994551
183,0.0020586788
184,0.0021081993
185,0.0024805155
186,0.0021734938
187,0.0020274534
188,0.0017076555
189,0.0020696763
190,0.0023190724
191,0.0016743697
192,0.0018011512
193,0.0014859899
194,0.0009404602
195,0.001238338
196,0.0011656756
197,0.00081277225
198,0.0004921403
199,0.0005831373
200,0.00067850156
201,0.00093577564
202,0.0013617347
203,0.0016295144
204,0.0020243358
205,0.0027244203
206,0.0028792045
207,0.0028152568
208,0.002448691
209,0.002028544
210,0.0015673718
211,0.00094905496
212,0.0009134906
213,0.0014868318
214,0.0015671118
215,0.0018135506
216,0.0019657058
217,0.0025097113
218,0.003019448
219,0.0035108896
220,0.0030147985
221,0.0029304028
222,0.003213968
223,0.0030843143
224,0.0032329734
225,0.0034178582
226,0.003538156
227,0.003938763
228,0.0039826534
229,0.004821234
230,0.005018106
231,0.0053069447
232,0.0053160186
233,0.0050909105
234,0.004842983
235,0.0045131915
236,0.004290427
237,0.0048344904
238,0.005241916
239,0.005224236
240,0.00565109
241,0.0053122723
242,0.0046882057
243,0.004642767
244,0.0056214607
245,0.005871353
246,0.0059657865
247,0.0058182627
248,0.0067336615
249,0.0069764336
250,0.007331344
251,0.0071715377
252,0.0077633956
253,0.008561809
254,0.009743773
255,0.01029661
256,0.01080399
257,0.010983276
258,0.01064771
259,0.011081169
260,0.010506956
261,0.0098804515
262,0.009671349
263,0.010627423
264,0.013115018
265,0.01104828
266,0.0068735597
267,0.0049262852
268,0.0063783657
269,0.00737697
270,0.008143531
271,0.008308361
272,0.0076608127
273,0.0077186627
274,0.006229203
275,0.006234224
276,0.005973139
277,0.007246142
278,0.007219032
279,0.0072482703
280,0.0065842867
281,0.0069851303
282,0.007387685
283,0.008207062
284,0.008724359
285,0.0101486435
286,0.012212806
287,0.012317357
288,0.013619433
289,0.011067338
290,0.0048410418
291,0.0021575005
292,0.002802606
293,0.0032848332
294,0.0029658824
295,0.0021214245
296,0.0018902123
297,0.001735901
298,0.0018222438
299,0.001692935
300,0.0019305685
301,0.00209757
302,0.0030888214
303,0.0033101023
304,0.0036051292
305,0.0028352004
306,0.0026113156
307,0.0021504473
308,0.0016645548
309,0.001543157
310,0.0016416323
311,0.0018321987
312,0.0015938863
313,0.001440542
314,0.0008506005
315,0.00091939745
316,0.0018029762
317,0.0024835994
318,0.002796951
319,0.002301423
320,0.0015111595
321,0.0011498639
322,0.0009932581
323,0.000853538
324,0.0008378451
325,0.00096724957
326,0.00093810534
327,0.0008779441
328,0.0008849769
329,0.0012525226
330,0.0015830029
331,0.0020957796
332,0.0
333,0.0
334,0.0031332392
335,0.0030310405
336,0.0028270073
337,0.002616048
338,0.002490714
339,0.0022904326
340,0.0019508736
341,0.0012475401
342,0.0007330177
343,0.0009689331
344,0.0012643635
345,0.0010857355
346,0.0007873077
347,0.00083833124
348,0.0015824144
349,0.0013041579
350,0.00083030807
351,0.001000062
352,0.0013058305
353,0.0013331807
354,0.0011034437
355,0.0010283847
356,0.0009763539
357,0.0013049834
358,0.0014482994
359,0.0009345619
360,0.0006367689
361,0.0009269008
362,0.0014273901
363,0.0017715809
364,0.0019884931
365,0.0018227549
366,0.0013775231
367,0.0016749953
368,0.0019539294
369,0.0017314861
370,0.0014548358
371,0.0010277901
372,0.0008039514
373,0.001009937
374,0.0011464927
375,0.0015636537
376,0.0020025526
377,0.0018590378
378,0.0014024811
379,0.00085924735
380,0.00079231913
381,0.00067850156
382,0.0010297139
383,0.00094939227
384,0.0008712889
385,0.0011358064
386,0.0010395872
387,0.0008469659
388,0.0008537085
389,0.0009862892
390,0.0009451216
391,0.0005742355
392,0.00058103737
393,0.0007497797
394,0.0010941201
395,0.0014685346
396,0.0017560871
397,0.0015275945
398,0.00072394876
399,0.0010006439
400,0.0011929455
401,0.0011292535
402,0.0012043333
403,0.0011469495
404,0.00094666
405,0.0013011417
406,0.0018445471
407,0.0018972511
408,0.0019188648
409,0.0016909052
410,0.0015193417
411,0.0013017455
412,0.0007435431
413,0.0004150138
414,0.0004377438
415,0.0006849905
416,0.0012741089
417,0.0018000683
418,0.0025799766
419,0.0032725746
420,0.0035471353
421,0.0044189543
422,0.0050401436
423,0.005361679
424,0.0045348136
425,0.004087519
426,0.0033525524
427,0.0024833533
428,0.0017530018
429,0.0018149462
430,0.0012316216
431,0.00091301254
432,0.0013237604
433,0.0012853662
434,0.0013338355
435,0.001501499
436,0.0012609983
437,0.0009812303
438,0.000731746
439,0.0010697489
440,0.0018524195
441,0.0022754406
442,0.0019166339
443,0.00094339554
444,0.0009816751
445,0.0013846668
446,0.0009108104
447,0.0006334695
448,0.0007267574
449,0.0009971767
450,0.0021080335
451,0.0024189875
452,0.0022160076
453,0.0022737004
454,0.0016625954
455,0.001884028
456,0.00179104
457,0.0013517168
458,0.0013350786
459,0.0010260898
460,0.0006015138
461,0.0018611813
462,0.0019618229
463,0.0013402351
464,0.0018167093
465,0.0018638846
466,0.000856941
467,0.00090343115
468,0.0018628538
469,0.0029812292
470,0.0055057327
471,0.005781717
472,0.0028363704
473,0.0017358507
474,0.0017619772
475,0.0017150363
476,0.0019594922
477,0.0017183931
478,0.001771088
479,0.0016581783
480,0.002396711
481,0.0032147465
482,0.004465308
483,0.005438549
484,0.006568067
485,0.0077893916
486,0.009492098
487,0.00796238
488,0.011414179
489,0.011458548
490,0.0052261855
491,0.0049372325
492,0.0046108817
493,0.0037602545
494,0.0031620688
495,0.0023596424
496,0.0040487293
497,0.0051633134
498,0.0051223584
499,0.0038731708
500,0.003872036
501,0.0069762333
502,0.0075702127
503,0.0058924765
504,0.0045149517
505,0.0046273395
506,0.0045345053
507,0.0042081834
508,0.004323404
509,0.004309426
510,0.0042698374
511,0.003713047
512,0.003699761
513,0.0034136148
514,0.0030704876
515,0.0020399038
516,0.0040833014
517,0.0049798037
518,0.005184655
519,0.004228736
520,0.0029687562
521,0.001688218
522,0.001984464
523,0.0025227005
524,0.0015313622
525,0.0014755533
526,0.0015128725
527,0.0011136042
528,0.0014256152
529,0.0012947512
530,0.0010070801
531,0.0007042638
532,0.00062561035
533,0.000711827
534,0.0011841548
535,0.0016884938
536,0.0016451564
537,0.0018631194
538,0.002854077
539,0.0027770996
540,0.0027605023
541,0.002789981
542,0.0020224804
543,0.0014191904
544,0.00092249445
545,0.00092608406
546,0.0012662266
547,0.0014960812
548,0.0014131073
549,0.0012155663
550,0.0013381271
551,0.0020171346
552,0.0026902244
553,0.0025433362
554,0.0026055695
555,0.0027889065
556,0.0031434493
557,0.0032901627
558,0.0037939884
559,0.00416815
560,0.004639989
561,0.004955508
562,0.005803447
563,0.0059843347
564,0.005564774
565,0.0051800273
566,0.004889829
567,0.004936849
568,0.004350167
569,0.0040603075
570,0.0040877894
571,0.004884344
572,0.004511147
573,0.0047153113
574,0.0046347487
575,0.005330867
576,0.0054766405
577,0.005875134
578,0.0059396345
579,0.005969332
580,0.006025058
581,0.0061873826
582,0.006533324
583,0.0065597887
584,0.006852084
585,0.006987988
586,0.0077274204
587,0.008718822
588,0.00903977
589,0.009167974
590,0.008791509
591,0.009925801
592,0.01032559
593,0.009394461
594,0.009426372
595,0.009843013
596,0.011176084
597,0.012457911
598,0.011044241
599,0.009209312
600,0.0091443695
601,0.009476209
602,0.009018455
603,0.0077258986
604,0.006470158
605,0.0051917625
606,0.005298921
607,0.0050402414
608,0.0044113738
609,0.004442968
610,0.0043958426
611,0.004884338
612,0.0055241296
613,0.004939295
614,0.0053036036
615,0.0055762576
616,0.00645532
617,0.006811178
618,0.010507812
619,0.013657763
620,0.011815558
621,0.009409539
622,0.0075518675
623,0.0036444156
624,0.0019550612
625,0.002239822
626,0.0030707815
627,0.0037922696
628,0.0038732311
629,0.003793037
630,0.0029826153
631,0.0025394312
632,0.0019969493
633,0.0030328739
634,0.0034904375
635,0.004358034
636,0.004493571
637,0.004083038
638,0.0035415762
639,0.0032374624
640,0.0027212778
641,0.001885603
642,0.001423286
643,0.0017519223
644,0.0018933661
645,0.0018103542
646,0.0015772193
647,0.0013184512
648,0.0014834808
649,0.0018432371
650,0.002667442
651,0.0037903504
652,0.003908388
653,0.0032871005
654,0.002163078
655,0.0013525133
656,0.00092652394
657,0.001009274
658,0.0009862302
659,0.000958241
660,0.00096935354
661,0.0008016675
662,0.0011421435
663,0.0019104437
664,0.0024882122
665,0.0
666,0.0
667,0.0024346975
668,0.0029908004
669,0.0030514526
670,0.0028503423
671,0.0025811945
672,0.0025068338
673,0.0021800853
674,0.001313608
675,0.0008574163
676,0.0011739355
677,0.0010494508
678,0.0009154638
679,0.000786346
680,0.0010997448
681,0.0015557793
682,0.0015996823
683,0.0017032014
684,0.002083565
685,0.0019765287
686,0.0016783801
687,0.001139005
688,0.0012135295
689,0.0011693649
690,0.0017060186
691,0.0017179188
692,0.00086323486
693,0.0005163246
694,0.0006244929
695,0.0015136227
696,0.0017344754
697,0.0016685366
698,0.0015470185
699,0.0013778188
700,0.0016906125
701,0.0016439353
702,0.0010417127
703,0.00083359645
704,0.00061358546
705,0.0005682747
706,0.0009526056
707,0.0013760221
708,0.0017130497
709,0.0018615254
710,0.0014941931
711,0.000810944
712,0.0005049253
713,0.00066274806
714,0.00067562156
715,0.0006909974
716,0.0004823443
717,0.00055158994
718,0.0010664245
719,0.0009626954
720,0.00080308213
721,0.0008054704
722,0.00083457347
723,0.001073822
724,0.00076450186
725,0.0009485949
726,0.0013068554
727,0.0014925561
728,0.0013962626
729,0.0012885774
730,0.000980251
731,0.00060431357
732,0.0009770392
733,0.0010185456
734,0.0012665484
735,0.0012026163
736,0.001083374
737,0.00079173123
738,0.00056364655
