,std_dev
0,0.0
1,0.00526494
2,0.0075306953
3,0.011166286
4,0.0106941145
5,0.011969664
6,0.010859076
7,0.00482086
8,0.005262059
9,0.0052034035
10,0.002254186
11,0.0019065398
12,0.0021085858
13,0.002411794
14,0.00232629
15,0.002346966
16,0.0021090135
17,0.0014513708
18,0.0018909051
19,0.0021317708
20,0.0035313878
21,0.005338712
22,0.008518799
23,0.008710533
24,0.0066598933
25,0.005093157
26,0.0026268838
27,0.0018688124
28,0.0012928391
29,0.0009193658
30,0.0011974504
31,0.0018624476
32,0.002809814
33,0.0031152603
34,0.0032760145
35,0.0038806105
36,0.0053905384
37,0.007438867
38,0.007042493
39,0.0063031684
40,0.0064283796
41,0.00659245
42,0.00728423
43,0.007677927
44,0.0077463533
45,0.007715461
46,0.0055393134
47,0.0055600596
48,0.0053359913
49,0.004727806
50,0.0029888537
51,0.0033071204
52,0.0042061633
53,0.0043041687
54,0.0041751615
55,0.0045178644
56,0.005303779
57,0.005638959
58,0.0056778025
59,0.0041079666
60,0.004261152
61,0.0037121219
62,0.0036230145
63,0.0038111098
64,0.0043089064
65,0.004277696
66,0.0041217515
67,0.0030954005
68,0.002518671
69,0.00195314
70,0.0012570686
71,0.00092482613
72,0.0011757687
73,0.0013273831
74,0.0015129303
75,0.0014282666
76,0.0017906337
77,0.0022150485
78,0.0018532834
79,0.0012741317
80,0.0010880383
81,0.0018308321
82,0.0021424203
83,0.0020509453
84,0.0016702625
85,0.0012714564
86,0.0012284036
87,0.0011690165
88,0.0013825212
89,0.0011894762
90,0.0008271826
91,0.0013071893
92,0.0013275146
93,0.0010250965
94,0.0014662538
95,0.0023441867
96,0.0021366936
97,0.0019133816
98,0.001964906
99,0.0019857395
100,0.0014137044
101,0.00094816525
102,0.0010274503
103,0.0013571747
104,0.0016902509
105,0.0015013632
106,0.0017885196
107,0.0030801597
108,0.0030232817
109,0.0026220377
110,0.0030305316
111,0.0031660425
112,0.0026984555
113,0.0014654993
114,0.0011877377
115,0.0011989321
116,0.0008168798
117,0.00083829655
118,0.0007981382
119,0.001051418
120,0.0012464665
121,0.0011257946
122,0.001186144
123,0.0013156891
124,0.0012749081
125,0.001861838
126,0.0017210331
127,0.0010575728
128,0.0012039706
129,0.001570692
130,0.001665656
131,0.0018222438
132,0.0018476528
133,0.0020340888
134,0.0020312537
135,0.001999207
136,0.0017349451
137,0.0008868494
138,0.00088121986
139,0.0020002695
140,0.002509259
141,0.0024524557
142,0.0020305945
143,0.001687028
144,0.0018126838
145,0.001820646
146,0.0020707448
147,0.0021772266
148,0.0019235609
149,0.0021449863
150,0.0024902232
151,0.002505626
152,0.0020841379
153,0.0021189123
154,0.0021498383
155,0.0019829823
156,0.0017628524
157,0.001516792
158,0.0013703421
159,0.0016218341
160,0.0017254243
161,0.0015481844
162,0.0017962486
163,0.0019657798
164,0.0018981406
165,0.0020381624
166,0.002062746
167,0.0021584446
168,0.001795422
169,0.000946414
170,0.0011449431
171,0.0017609529
172,0.0018416416
173,0.0019037594
174,0.0020089226
175,0.002034804
176,0.0018745657
177,0.0017600933
178,0.0016577746
179,0.0017920635
180,0.0018244943
181,0.001776912
182,0.0019150237
183,0.0023103086
184,0.0025716946
185,0.0022713824
186,0.0021735074
187,0.0015232445
188,0.0010584806
189,0.0009225891
190,0.0012415536
191,0.0014825781
192,0.0016017186
193,0.001610977
194,0.0015689122
195,0.0014768742
196,0.0011291247
197,0.0007714748
198,0.0006648526
199,0.0007455757
200,0.001340322
201,0.0017380625
202,0.0019530803
203,0.0018541312
204,0.002069409
205,0.0021017701
206,0.0014696242
207,0.0016688331
208,0.0019057305
209,0.0022753894
210,0.001496937
211,0.0010352107
212,0.0036787766
213,0.004412066
214,0.0027409284
215,0.0028913391
216,0.0034587758
217,0.0031891782
