,run_no,predict,valid
0,1,rough,rough
1,1,smooth,smooth
2,1,rough,rough
3,1,smooth,smooth
4,1,rough,rough
5,1,smooth,rough
6,1,rough,rough
7,1,rough,rough
8,1,rough,rough
9,1,smooth,smooth
10,1,rough,rough
11,1,smooth,smooth
12,1,rough,rough
13,1,smooth,smooth
14,1,rough,smooth
15,1,rough,smooth
16,1,smooth,smooth
17,1,rough,rough
18,1,smooth,rough
19,1,smooth,rough
20,1,smooth,smooth
21,1,smooth,smooth
22,1,smooth,rough
23,1,rough,smooth
24,1,rough,smooth
25,1,smooth,smooth
26,2,smooth,smooth
27,2,rough,rough
28,2,smooth,smooth
29,2,smooth,smooth
30,2,rough,smooth
31,2,rough,smooth
32,2,smooth,rough
33,2,smooth,smooth
34,2,smooth,smooth
35,2,rough,smooth
36,2,rough,smooth
37,2,rough,rough
38,2,rough,rough
39,2,rough,rough
40,2,rough,rough
41,2,smooth,smooth
42,2,rough,rough
43,2,rough,smooth
44,2,rough,rough
45,2,rough,smooth
46,2,rough,rough
47,2,smooth,rough
48,2,rough,rough
49,2,rough,smooth
50,2,rough,rough
51,2,smooth,rough
52,3,smooth,rough
53,3,smooth,rough
54,3,rough,smooth
55,3,smooth,rough
56,3,rough,rough
57,3,smooth,smooth
58,3,rough,rough
59,3,rough,rough
60,3,smooth,rough
61,3,smooth,rough
62,3,smooth,smooth
63,3,smooth,smooth
64,3,smooth,smooth
65,3,smooth,smooth
66,3,rough,rough
67,3,smooth,rough
68,3,rough,rough
69,3,smooth,rough
70,3,smooth,rough
71,3,smooth,smooth
72,3,rough,rough
73,3,smooth,smooth
74,3,smooth,rough
75,3,rough,rough
76,3,smooth,rough
77,3,smooth,smooth
78,4,rough,rough
79,4,rough,rough
80,4,smooth,smooth
81,4,rough,smooth
82,4,smooth,rough
83,4,rough,smooth
84,4,rough,rough
85,4,smooth,smooth
86,4,smooth,rough
87,4,smooth,rough
88,4,rough,smooth
89,4,smooth,rough
90,4,smooth,rough
91,4,rough,rough
92,4,smooth,rough
93,4,smooth,smooth
94,4,rough,rough
95,4,rough,rough
96,4,rough,smooth
97,4,smooth,smooth
98,4,rough,rough
99,4,rough,smooth
100,4,rough,rough
101,4,smooth,smooth
102,4,rough,rough
103,4,smooth,smooth
104,5,smooth,smooth
105,5,rough,smooth
106,5,smooth,smooth
107,5,smooth,rough
108,5,rough,smooth
109,5,rough,rough
110,5,smooth,smooth
111,5,rough,smooth
112,5,smooth,smooth
113,5,smooth,rough
114,5,rough,rough
115,5,smooth,smooth
116,5,rough,smooth
117,5,rough,rough
118,5,rough,rough
119,5,rough,rough
120,5,rough,rough
121,5,smooth,smooth
122,5,smooth,smooth
123,5,smooth,smooth
124,5,rough,rough
125,5,rough,rough
126,5,rough,rough
127,5,rough,smooth
128,5,rough,smooth
129,5,rough,smooth
130,6,rough,rough
131,6,rough,smooth
132,6,smooth,smooth
133,6,rough,smooth
134,6,smooth,rough
135,6,smooth,smooth
136,6,rough,rough
137,6,smooth,rough
138,6,smooth,smooth
139,6,rough,rough
140,6,rough,smooth
141,6,smooth,rough
142,6,smooth,smooth
143,6,smooth,rough
144,6,smooth,smooth
145,6,smooth,smooth
