,pixel_id,scale,shape,ks,ad
0,1,0.004688863975355121,0.8164565142134929,0.006509683031023061,231940.81713277975
1,10,0.00357878328500355,0.7773333477781453,0.019393016381934247,2811.583257707578
2,100,0.0020897261523404316,0.5967697399744567,0.006162758478808761,2237.5798673833924
3,1000,0.004078332357663924,0.90551647774419,0.028357377625557456,232723.08941817924
4,1001,0.00253496057057127,0.6324885954012918,0.013324373093356212,2066.781203883569
5,1002,0.008915261372828063,0.8187623608933022,0.01610009960091241,3984.295859313992
6,1003,0.0018958641045315975,0.6095570889000451,0.011161205312544387,2513.1500189881917
7,1005,0.0023926898566442767,0.8166761144685434,0.05812778375336547,7318.770887995779
8,1006,0.0025918012242200548,0.6366513474698516,0.008528584684141527,2227.1112611915596
9,1007,0.0052957794167599135,0.7380968189293515,0.025007244043547983,2082.50450577648
10,1008,0.0025480750812623353,0.7815509092446409,0.015411028766899315,4076.3190670285403
11,1009,0.004140064621349993,0.6770087740918665,0.014006999768043482,231190.11346993793
12,1010,0.003488900104536709,0.7363256663859682,0.028988257002176554,4296.834331764243
13,1011,0.002462005664713759,0.8075517996842158,0.044022551424995504,230781.647482857
14,1012,0.003294387674225515,0.730566821765035,0.026770748824195167,235839.54722347716
15,1013,0.0025878363075734017,0.6425260401090889,0.00952463152187999,230799.9908281644
16,1014,0.002219797641095311,0.581203778166698,0.013130525064058762,1663.4115145751857
17,1015,0.0031934659810754894,0.6153941715780578,0.01950961942686824,1655.5752586361632
18,1016,0.002730911994744323,0.6394538498586124,0.003959978660272978,2392.780114765861
19,1017,0.00637201110289678,0.7387771906108348,0.017152008827786114,230803.35830970958
20,1018,0.0032201318675690355,0.690211553449268,0.010059442227464355,230932.45220663055
21,1019,0.0017674116986430956,0.6061077330053251,0.022242727315710198,2798.2199091788934
22,102,0.0036745893487945148,0.6868508214179584,0.00645721084625811,228491.1073349286
23,1020,0.002383259086274627,0.6033788982049733,0.0031579579704381633,2128.340540690435
24,1021,0.0027890129566730607,0.6451228542375083,0.00928399931374324,2291.7352568648057
25,1022,0.0021449795445345012,0.8648016112275841,0.06336607106881575,10379.323513882118
26,1023,0.0019460125377044498,0.6158405804897173,0.014756906240776635,2676.9543987068464
27,1024,0.002190999755801882,0.5685221663105365,0.012137571371905298,1527.7977082365978
28,1025,0.0027108226479569996,0.6545170963978008,0.006881011409688331,2650.049791292753
29,1026,0.00249721518399538,0.6485586075006241,0.0070290090561849206,2536.5042103176384
30,1027,0.003614660732882771,0.6198672116358468,0.022285747148159785,229415.7106958204
31,1029,0.002596239190304079,0.6455612824514099,0.010643239747425648,2182.7613293293252
32,103,0.002464450345417315,0.6043734442247142,0.00701181778518889,1956.799881549523
33,1030,0.0015037855652199907,0.8184117275512401,0.06932495749193518,230759.97401423682
34,1031,0.005239672280604959,0.7445835556506035,0.020385832400660164,227294.6888576189
35,1032,0.0037074185804786748,0.7913146525906423,0.012478656655565357,229887.99066125543
36,1033,0.0035196363598250665,0.6997494006421453,0.011171143457159971,2493.150937003855
37,1035,0.002849021162683583,0.6772960921744593,0.005532435661435908,229318.19973649248
38,1036,0.004187105547566671,0.7488372425207932,0.014756842639686463,3740.011564127519
39,1038,0.002805749983492966,0.7125233133336705,0.01623112040131247,234350.80394874397
40,1039,0.002301554214519786,0.6520950558196339,0.014795472241566021,2870.7264519349264
41,104,0.003862507388135663,0.7461102351735582,0.006753849794298827,229358.06598326296
42,1040,0.0065168097453843395,0.8326052316058286,0.01728881354210654,3251.9750278711
43,1042,0.0041277629399201045,0.7374778783787063,0.013858773756687315,228651.74068125576
44,1043,0.003130296018309272,0.7149405847838823,0.00993246038541229,230940.24961882085
45,1044,0.002340382286623244,0.6041396441539274,0.008331870459054258,2043.2102294833603
46,1045,0.002410637814293019,0.7287737322113905,0.024236354065975796,4318.450469454343
47,1046,0.002728011972854334,0.7040773555330522,0.022213392190148618,3496.120255495771
48,1048,0.0029287013849228234,0.6895674378958083,0.013985299194888223,3277.8416938184237
49,1049,0.004076720153629485,0.7272360121074383,0.005809513566267577,231380.34294643544
50,1050,0.00470533459231951,0.7361711601537614,0.005167067605308051,100648.6510289489
51,1051,0.0023645518083206018,0.6490575128970041,0.011114235632679104,2766.6504052182718
52,1053,0.0014024003602197011,0.6567770156518509,0.03399254516908723,232433.5171547631
53,1054,0.00261280629824501,0.6375168790345656,0.005680495472843217,228687.89614993194
54,1055,0.00721876557821012,0.6741932826243211,0.017077156276271876,229274.472913136
55,1056,0.003419309943724292,0.7718143942907678,0.01799233228190089,4016.050316897061
56,1057,0.003700452889419475,0.9535500802819104,0.03875459385751162,230140.6676550082
57,1058,0.0012428139294571997,0.6152742263758013,0.04197026952183924,231305.873595246
58,1059,0.0026391521979766126,0.6477341610377816,0.0036336718736553753,2543.175895310851
59,106,0.0016404018217983185,0.5905189926379153,0.018782341805974823,2473.2523301519104
60,1060,0.0011749198067670839,0.5639702391427778,0.023274595957597177,229749.2630866788
61,1061,0.0032113637285962394,0.7148822019151706,0.009939867585271045,228478.1618262682
62,1063,0.00380927195366746,0.7016274813883566,0.004714440470992287,2790.132224939269
63,1064,0.003503360538364812,0.8420810250770558,0.04465267417519825,6818.041163449321
64,1065,0.0033761581099744403,0.7142456737308649,0.009259963380147007,2856.674386214334
65,1066,0.0025382199477331636,0.7382059049282693,0.019378532723186126,3485.8622250682965
66,1067,0.0030290307599176057,0.6448913937507237,0.0070569404331631835,55149.520063825825
67,1068,0.0023627804124697668,0.6049240581370096,0.004877375952159202,2099.66297215315
68,1069,0.0021859484643489383,0.5734726678099933,0.012752563992093902,1688.1255525796732
69,107,0.0019303150485552722,0.95699958972409,0.06751503192940339,234466.01874240633
70,1070,0.005123699969024773,0.7389197316012542,0.004833435919850859,230064.48684250872
71,1071,0.002234696779533803,0.6240951152206873,0.009169560734048787,2061.7533967716154
