,pixel_id,scale,shape,ks,ad
0,10,0.0015356660599328991,0.5375124573824607,0.04282042141081266,228530.4543430548
1,100,0.0013835792558241045,0.46117445972552956,0.007169544985008325,1456.9428747920902
2,1000,0.0017927217004133954,0.5951660835938157,0.04817977601737411,233957.6090912862
3,1001,0.002274102477413956,0.7577802403525002,0.07305377640592187,6518.558659472648
4,1002,0.0014965612413089986,0.6424142978254872,0.0728128643410979,238543.67436407798
5,1003,0.002171141212820227,0.6127953174090004,0.02321746155051785,2577.592864931663
6,1004,0.0014908922074284973,0.5276953284173997,0.02662605276274499,2401.5134401942487
7,1005,0.0015576899221073834,0.6054902089952388,0.061595760731349314,4464.896788069571
8,1006,0.0021178410743903364,0.6440707891458258,0.043925864901645184,230294.51874656882
9,1007,0.001664194102133974,0.5978854271037981,0.03854719729735834,229794.83335289883
10,1008,0.002633905828853513,0.8287571198799843,0.0692134106777928,227757.6748020386
11,1009,0.0013434230347727195,0.4652471425520597,0.015932017283935784,1383.8657278967876
12,101,0.0016324188797657926,0.5335619111955502,0.021310565625961342,2290.4809254565043
13,1010,0.0014663639226288902,0.47559382055106025,0.01882992674110262,1403.796536591617
14,1011,0.0014007241391139796,0.501988692295761,0.02708507966430207,227121.6819375652
15,1012,0.001857200301752522,0.6012589008624021,0.028699355922954584,3104.2880689736485
16,1013,0.0020921883042560466,0.5818080496776445,0.02922523481732575,2568.4698414512677
17,1014,0.0021291360744715394,0.5645765653730004,0.016203363082907984,2224.755798615035
18,1015,0.0016330473222092353,0.5337947652426079,0.024089461658456934,2397.016839459655
19,1016,0.0016596759794364174,0.5782866481371118,0.04611605049688161,228765.19779138162
20,1017,0.0031312010242114437,0.7957476469545168,0.03337047245763075,229702.97766506445
21,1018,0.0015035036953610647,0.47144851306388874,0.009541135856291794,7838.576571466241
22,1019,0.001643254239424446,0.5405228913942856,0.03783737498458972,2755.3838752786687
23,102,0.0016178107454115458,0.5236784843323661,0.013986682675217743,2109.180490247396
24,1020,0.0014650363710190422,0.5273110809489381,0.02645066270082841,2401.942480276135
25,1021,0.001118014877673984,0.39306151594395977,0.009924609828356745,868.1941949061729
26,1022,0.0016349465139775012,0.5640069266296776,0.033749110137871074,2950.8847132445953
27,1023,0.0012693540995142103,0.4206728611057671,0.01727471355838217,7505.871444805511
28,1024,0.0013968250937709467,0.4925532058458402,0.017709813472291946,1963.089604840352
29,1025,0.0012181546028222018,0.4178263605129996,0.013053240055240778,920.6764898558467
30,1026,0.0011700239186905827,0.4127161352591811,0.008560452622846548,1021.2761838294246
31,1027,0.001301340542743723,0.4474333665847667,0.007277089945964987,1231.7053269964526
32,1028,0.0017755578692008444,0.514641660908272,0.011568977973355765,1759.6013157119742
33,1029,0.0012368011850120502,0.43468243141385043,0.012177890705428185,1147.2414875735121
34,1030,0.0018153287944715772,0.5533348938366335,0.02930512253077222,2686.6913442198565
35,1031,0.0011911468378085993,0.4330921009905335,0.009958839531641228,1336.4510202711244
36,1032,0.0018137706344728082,0.5527199410799359,0.02028085770484711,2322.041822907384
37,1033,0.001638042778209504,0.5238740794796605,0.019541354072044492,1956.618927700125
38,1034,0.001592911058718097,0.5774554606678047,0.046444201798295004,3694.776145162148
39,1035,0.0017202888547953649,0.5774245915975318,0.03559973543902395,3019.7180598032865
40,1036,0.0017041411027443126,0.5413062435309359,0.029419626408670907,2616.669967070251
41,1037,0.0013901778210540327,0.4791186497505543,0.018788291633496268,1545.3116138752957
42,1038,0.002018458662222007,0.6617982629217618,0.05625739188086043,4365.164327394334
43,1039,0.0013347423024351335,0.4526430503445234,0.01711992292545761,1163.1967703983973
44,104,0.0015802359874687933,0.48621202538970426,0.03115631615594605,1545.150753533817
45,1040,0.0014983747402710136,0.5373976963080814,0.040923118847344786,229481.5557593046
46,1041,0.0016714291688846488,0.5373089410295208,0.027215109061725307,2416.4403573052114
47,1042,0.002044566106896037,0.7687986788183457,0.08784790851341406,8042.662407560027
48,1043,0.0015169373051336843,0.5674761008132885,0.0388052404297996,228180.0429108934
49,1044,0.0015417305246927878,0.5117812206071618,0.018092422398241714,1787.6089476945199
50,1045,0.0017247979558196902,0.5296734623439052,0.020994793091087316,2122.367707557525
51,1046,0.0013801452593333776,0.4975433582570361,0.018467142556740535,1844.1918478206208
52,1047,0.004015927465212518,0.6969165859056671,0.027836365877812963,225707.6730115048
53,1048,0.0013529992611912799,0.4575860980946476,0.012428475011268869,1283.5527135343
54,1049,0.0014561537410435921,0.5210503337585721,0.030908459795327414,2291.2140856106707
55,105,0.0019406838690349888,0.5798235528805661,0.022579428852259054,2631.92166769685
56,1050,0.0017713533851565395,0.5850841497285669,0.041203502620552945,3204.883956233185
57,1051,0.0017545868798039379,0.6996795908033718,0.09609156318863632,236739.2969466215
58,1052,0.001315181100708697,0.452616626044764,0.008031503984471056,1417.0236888488143
59,1053,0.00132755773889389,0.5098173470140853,0.036528617903994975,232118.51971910114
60,1054,0.001804619302470665,0.5309718250437935,0.0222284681819499,2053.371518958069
61,1055,0.001706588910766275,0.5374698157439965,0.03201674472546179,2474.336654939456
62,1056,0.0014999231438510392,0.46790159406919263,0.008114022473084459,7769.388992330045
63,1057,0.0019275712322012568,0.6573414483006592,0.061895617409031156,232687.70596950164
64,1058,0.001738734820578503,0.5321200996065845,0.021148870049767066,2207.3067435736884
65,1059,0.0014180247838975779,0.49055457492298793,0.02153233163939139,1871.0569302664517
66,106,0.0016887476628511258,0.5999244381045216,0.039808396161818416,227796.51827721891
67,1061,0.0014604949789299086,0.4925831885368846,0.013519225631620668,1665.834266873775
68,1062,0.0017123680723522335,0.5380670491017921,0.037453912024674074,228709.37245627167
69,1063,0.001458306383168442,0.474950831470878,0.029172609738128186,1336.1405135396344
70,1064,0.0015470053528981518,0.489383444675928,0.006857969211989667,1409.2596001817292
71,1065,0.0016034430777186947,0.5544740812971143,0.03818411075671513,3005.7278559379047
72,1066,0.00159382568309645,0.6052606636257187,0.057931088282324295,233736.52426301717
73,1067,0.001429965877424992,0.47172701460777655,0.01720906516937948,1361.8161215686705
74,1068,0.0012825015845735093,0.46142647692197775,0.017543111622849605,1402.336231701076
75,1069,0.0013909857360903184,0.5030992744124356,0.02738465275900348,2111.75983981225
76,107,0.0015321047319470445,0.5468170758926225,0.038094503433591664,230141.13274975878
77,1070,0.001251149644589445,0.43699165980676963,0.008136607610466418,1175.3851594676817
78,1071,0.0015509098054520742,0.5944691378031363,0.04233083704756169,227810.4868521868
79,1072,0.001568487004786183,0.4819922052403293,0.007153483032659169,1397.3455082308938
80,1073,0.0018021843461864923,0.5613168619555816,0.03228358184457969,227055.53961184178
81,1074,0.0027007568502541404,0.7115282821387046,0.027268685233490852,226775.79900040204
82,1076,0.002043924795115863,0.6193608523164724,0.03852056376612745,3211.7008745861967
